ID	Gene symbol ID_1	Gene description	Gene symbol	Gene symbol ID	MDA_MB-231_MCF10A.baseMean	MDA_MB-231_MCF10A.bh.pval	MDA_MB-231_MCF10A.fc	MDA_MB-231_MCF10A.lfcSE	MDA_MB-231_MCF10A.raw.pval	MDA_MB-231_MCF10A.stat
ENSG00000105323		Heterogeneous nuclear ribonucleoprotein U-like protein 1 (Adenovirus early region 1B-associated protein 5)(E1B-55 kDa-associated protein 5)(E1B-AP5) [Source:UniProtKB/Swiss-Prot;Acc:Q9BUJ2]	HNRNPUL1	HNRNPUL1	7167.36125278012	0.810595861095447	-1.03368280925283	0.148440514751998	0.747474590853831	-0.321971096920001
ENSG00000105402		Alpha-soluble NSF attachment protein (SNAP-alpha)(N-ethylmaleimide-sensitive factor attachment protein alpha) [Source:UniProtKB/Swiss-Prot;Acc:P54920]	NAPA	NAPA	940.583859638587	0.194589075569949	-1.25175582003954	0.214772541319407	0.131463780961745	-1.50835465864818
ENSG00000105618		U4/U6 small nuclear ribonucleoprotein Prp31 (Pre-mRNA-processing factor 31)(U4/U6 snRNP 61 kDa protein)(hPrp31)(Protein 61K)(Serologically defined breast cancer antigen NY-BR-99) [Source:UniProtKB/Swiss-Prot;Acc:Q8WWY3]	PRPF31	PRPF31	946.755341103305	0.00185902891471538	1.44039837212273	0.154800543764131	6.71537518929561E-4	3.40094331303552
ENSG00000106028		Single-stranded DNA-binding protein, mitochondrial Precursor (Mt-SSB)(MtSSB)(PWP1-interacting protein 17) [Source:UniProtKB/Swiss-Prot;Acc:Q04837]	SSBP1	SSBP1	1156.31455861865	0.0016281489859105	1.68222756125612	0.218076126893858	5.79834523513251E-4	3.44087584584443
ENSG00000107581		Eukaryotic translation initiation factor 3 subunit A (eIF3a)(Eukaryotic translation initiation factor 3 subunit 10)(eIF-3-theta)(eIF3 p167)(eIF3 p180)(eIF3 p185) [Source:UniProtKB/Swiss-Prot;Acc:Q14152]	EIF3S10	EIF3A	7796.25824946577	8.27322702531464E-10	1.52902390890392	0.0946885506409984	9.8167145439994E-11	6.46974699403903
ENSG00000108349		Protein CASC3 (Cancer susceptibility candidate gene 3 protein)(Metastatic lymph node protein 51)(Protein MLN 51)(Protein barentsz)(Btz) [Source:UniProtKB/Swiss-Prot;Acc:O15234]	CASC3	CASC3	1803.90747145794	0.0115170609468149	-1.16862651402712	0.0803781030912321	0.00515867383890521	-2.79695487039865
ENSG00000108518		Profilin-1 (Profilin I) [Source:UniProtKB/Swiss-Prot;Acc:P07737]	PFN1	PFN1	14573.2894925202	0.246721088260549	1.38020366238937	0.341923583310741	0.173954813544651	1.35960544694349
ENSG00000108671		26S proteasome non-ATPase regulatory subunit 11 (26S proteasome regulatory subunit S9)(26S proteasome regulatory subunit p44.5) [Source:UniProtKB/Swiss-Prot;Acc:O00231]	PSMD11	PSMD11	1888.3873939077	1.75466306937512E-4	2.35073549893277	0.303916813909429	4.96219568142182E-5	4.05740045270937
ENSG00000108946	PRKAR1A	cAMP-dependent protein kinase type I-alpha regulatory subunit (Tissue-specific extinguisher 1)(TSE1) [Source:UniProtKB/Swiss-Prot;Acc:P10644]	PRKAR1A	PRKAR1A	4160.0709070809	1.54185452728027E-27	-1.53658602411553	0.055385052610567	4.59249264297158E-29	-11.1894546941968
ENSG00000108953		14-3-3 protein epsilon (14-3-3E) [Source:UniProtKB/Swiss-Prot;Acc:P62258]	YWHAE	YWHAE	13132.7033184715	0.00460279381802018	1.46944029147355	0.178329085607229	0.00184745079268006	3.11371942785785
ENSG00000109220		Cysteine-rich hydrophobic domain 2 protein (BrX-like translocated in leukemia) [Source:UniProtKB/Swiss-Prot;Acc:Q9UKJ5]	CHIC2	CHIC2	395.014839205753	0.997728664931859	-1.00043634983084	0.144192315229412	0.996517339154929	-0.00436488193265986
ENSG00000110713		Nuclear pore complex protein Nup98-Nup96 Precursor [Contains Nuclear pore complex protein Nup98(Nucleoporin Nup98)(98 kDa nucleoporin);Nuclear pore complex protein Nup96(Nucleoporin Nup96)(96 kDa nucleoporin)] [Source:UniProtKB/Swiss-Prot;Acc:P52948]	NUP98	NUP98	2323.50970128303	0.00204559316607114	1.54064624894077	0.184888249995985	7.44890623565688E-4	3.37250008919936
ENSG00000110721		Choline kinase alpha (CK)(EC 2.7.1.32)(CHETK-alpha) [Source:UniProtKB/Swiss-Prot;Acc:P35790]	CHKA	CHKA	694.490946098403	9.97392337086558E-105	12.1074695063534	0.163389729404001	1.85674008522791E-107	22.0198997661024
ENSG00000111229		Actin-related protein 2/3 complex subunit 3 (Arp2/3 complex 21 kDa subunit)(p21-ARC) [Source:UniProtKB/Swiss-Prot;Acc:O15145]	ARPC3	ARPC3	2540.05917550923	0.193881481183414	1.15758275230478	0.139773459251403	0.130938654714238	1.51041072085979
ENSG00000111237		Vacuolar protein sorting-associated protein 29 (EC 3.1.3.3)(Vesicle protein sorting 29)(hVPS29)(PEP11) [Source:UniProtKB/Swiss-Prot;Acc:Q9UBQ0]	VPS29	VPS29	851.924804642966	0.168717068339261	1.2410542858148	0.195822448277202	0.111594972275875	1.59106489328597
ENSG00000111640		Glyceraldehyde-3-phosphate dehydrogenase (GAPDH)(EC 1.2.1.12) [Source:UniProtKB/Swiss-Prot;Acc:P04406]	GAPDH	GAPDH	43158.3464456126	0.890371186588166	1.02453215402762	0.18051286584942	0.846411136096966	0.193699560371525
ENSG00000113269		Goliath homolog Precursor (RING finger protein 130) [Source:UniProtKB/Swiss-Prot;Acc:Q86XS8]	RNF130	RNF130	1014.034941185	9.8244220341551E-21	-3.27296950826889	0.176985660559544	4.23829780995926E-22	-9.66519070844967
ENSG00000113845		Transmembrane protein C3orf1 (Protein M5-14) [Source:UniProtKB/Swiss-Prot;Acc:Q9NPL8]	C3orf1	TIMMDC1	595.53163785596	0.335781330979688	-1.07326354328948	0.0890001432563221	0.251747670486835	-1.14611476158585
ENSG00000115145		Signal transducing adapter molecule 2 (STAM-2)(Hrs-binding protein) [Source:UniProtKB/Swiss-Prot;Acc:O75886]	STAM2	STAM2	676.044927801792	0.0301614351246599	-1.39479380063233	0.198022063196136	0.0153407088889812	-2.42423419502602
ENSG00000115268		40S ribosomal protein S15 (RIG protein) [Source:UniProtKB/Swiss-Prot;Acc:P62841]	RPS15	RPS15	3801.30327348416	1.7423600325564E-4	1.24657593706395	0.0783299152765617	4.92035139910098E-5	4.05937844232648
ENSG00000115307		Ancient ubiquitous protein 1 Precursor  [Source:UniProtKB/Swiss-Prot;Acc:Q9Y679]	AUP1	AUP1	1409.66763815426	1.45262963360675E-10	1.48215836157281	0.0841873979993414	1.54845263250513E-11	6.74328479647592
ENSG00000115677		Vigilin (High density lipoprotein-binding protein)(HDL-binding protein) [Source:UniProtKB/Swiss-Prot;Acc:Q00341]	HDLBP	HDLBP	13021.003537344	1.37450297455298E-5	-1.75486565990042	0.17396526371553	3.10237526052103E-6	-4.66392298613231
ENSG00000115866		Aspartyl-tRNA synthetase, cytoplasmic (EC 6.1.1.12)(Aspartate--tRNA ligase)(AspRS)(Cell proliferation-inducing gene 40 protein) [Source:UniProtKB/Swiss-Prot;Acc:P14868]	DARS	DARS	1841.36520236267	9.22831604899369E-7	1.75677576258505	0.155369200126615	1.67461631581092E-7	5.23224715542519
ENSG00000116120		Phenylalanyl-tRNA synthetase beta chain (EC 6.1.1.20)(Phenylalanine--tRNA ligase beta chain)(PheRS) [Source:UniProtKB/Swiss-Prot;Acc:Q9NSD9]	FARSLB	FARSB	1373.99439875754	0.00311247571241087	2.24236476899441	0.359475941191612	0.0011915831743993	3.24088721720071
ENSG00000116350		Splicing factor, arginine/serine-rich 4 (Pre-mRNA-splicing factor SRP75)(SRP001LB) [Source:UniProtKB/Swiss-Prot;Acc:Q08170]	SFRS4	SRSF4	1164.59958188747	0.815828275304039	-1.04813577340688	0.215980508067864	0.753493844556406	-0.314035805410665
ENSG00000116489		F-actin-capping protein subunit alpha-1 (CapZ alpha-1) [Source:UniProtKB/Swiss-Prot;Acc:P52907]	CAPZA1	CAPZA1	4651.8234567066	0.203603132686821	1.22462113789282	0.197440941178606	0.138707209050989	1.48062245190193
ENSG00000116560		Splicing factor, proline- and glutamine-rich (Polypyrimidine tract-binding protein-associated-splicing factor)(PTB-associated-splicing factor)(PSF)(DNA-binding p52/p100 complex, 100 kDa subunit)(100 kDa DNA-pairing protein)(hPOMp100) [Source:UniProtKB/Sw	SFPQ	SFPQ	4702.4520826004	0.901895790243485	-1.02338816303628	0.190706295706265	0.861162657831031	-0.174894339904095
ENSG00000116750		Ubiquitin carboxyl-terminal hydrolase isozyme L5 (UCH-L5)(EC 3.4.19.12)(Ubiquitin thioesterase L5)(Ubiquitin C-terminal hydrolase UCH37) [Source:UniProtKB/Swiss-Prot;Acc:Q9Y5K5]	UCHL5	UCHL5	1084.60066552766	0.00495338505639616	1.62257247966026	0.226010182300211	0.00200420654770736	3.08960825200201
ENSG00000117133		Ribosome production factor 1 (Ribosome biogenesis protein RPF1)(Brix domain-containing protein 5) [Source:UniProtKB/Swiss-Prot;Acc:Q9H9Y2]	BXDC5	RPF1	645.877120808897	0.0114333179889926	1.61910303192438	0.24831899630312	0.0051165370425852	2.79960375597644
ENSG00000118680		Myosin regulatory light chain MRLC2 (Myosin regulatory light chain 2-B, smooth muscle isoform)(MLC-2A)(MLC-2)(SHUJUN-1) [Source:UniProtKB/Swiss-Prot;Acc:O14950]	AP005329.2	MYL12B	5210.64629070176	0.486875487777706	-1.15502861340363	0.244448313392678	0.394989642558035	-0.850603503588568
ENSG00000119801		Protein yippee-like 5  [Source:UniProtKB/Swiss-Prot;Acc:P62699]	YPEL5	YPEL5	1029.46614732716	0.0181350591450481	-2.13219220479778	0.415640776530854	0.00858681473075934	-2.62808067988851
ENSG00000119844		Aftiphilin  [Source:UniProtKB/Swiss-Prot;Acc:Q6ULP2]	AFTPH	AFTPH	664.892580133241	0.854057423261104	1.0315936053471	0.178577971699606	0.801590439509167	0.251289309917356
ENSG00000120533		Enhancer of yellow 2 transcription factor homolog  [Source:UniProtKB/Swiss-Prot;Acc:Q9NPA8]	ENY2	ENY2	1000.94381312559	0.204572425977036	-1.28628447900698	0.245791089517558	0.139483457420522	-1.47771731660812
ENSG00000120685		Uncharacterized protein KIAA2032  [Source:UniProtKB/Swiss-Prot;Acc:Q86XN7]	C13orf23	PROSER1	753.434047328049	1.52448956631608E-5	1.41728357746003	0.108421503335582	3.4759102454977E-6	4.6404858222509
ENSG00000120690		ETS-related transcription factor Elf-1 (E74-like factor 1) [Source:UniProtKB/Swiss-Prot;Acc:P32519]	ELF1	ELF1	1005.08150344162	1.30719951184785E-9	-2.32892243919296	0.190671738710026	1.58810721755048E-10	-6.39666162427573
ENSG00000120699		Exosome complex exonuclease RRP43 (EC 3.1.13.-)(Ribosomal RNA-processing protein 43)(Exosome component 8)(p9)(Opa-interacting protein 2) [Source:UniProtKB/Swiss-Prot;Acc:Q96B26]	EXOSC8	EXOSC8	337.688208276377	0.00599263211704384	1.85968878115214	0.295904956037379	0.00248775643056379	3.02482668272378
ENSG00000122026		60S ribosomal protein L21  [Source:UniProtKB/Swiss-Prot;Acc:P46778]	RPL21	RPL21	111.050951203633	0.665111028183171	-1.25622117955002	0.598596205599941	0.582476837308127	-0.549770437944717
ENSG00000122203		UPF0498 protein KIAA1191  [Source:UniProtKB/Swiss-Prot;Acc:Q96A73]	KIAA1191	KIAA1191	1746.63607761568	0.0297926114099907	-1.17318832007275	0.0948392581808538	0.0151097129174425	-2.42973867193822
ENSG00000122705		Clathrin light chain A (Lca) [Source:UniProtKB/Swiss-Prot;Acc:P09496]	CLTA	CLTA	2112.77833852242	2.97048893475628E-19	1.59098841214594	0.0720443717503669	1.42092995584052E-20	9.29876007884362
ENSG00000123240		Optineurin (Optic neuropathy-inducing protein)(E3-14.7K-interacting protein)(FIP-2)(Huntingtin-interacting protein L)(Huntingtin yeast partner L)(NEMO-related protein)(Transcription factor IIIA-interacting protein)(TFIIIA-IntP) [Source:UniProtKB/Swiss-Pr	OPTN	OPTN	1872.71348209304	0.799889631923597	1.09291112272257	0.377746730069507	0.734370545925484	0.339317519683811
ENSG00000124380		U4/U6.U5 tri-snRNP-associated protein 3 (U4/U6.U5 tri-snRNP-associated 27 kDa protein)(27K)(Nucleic acid-binding protein RY-1) [Source:UniProtKB/Swiss-Prot;Acc:Q8WVK2]	SNRNP27	SNRNP27	550.375781074345	0.497626326174456	-1.10612313009622	0.174962649112751	0.405592643025235	-0.83167459715968
ENSG00000124702		Kelch domain-containing protein 3 (Protein Peas)(Testis intracellular mediator protein) [Source:UniProtKB/Swiss-Prot;Acc:Q9BQ90]	KLHDC3	KLHDC3	1201.98723743697	6.64686028471666E-46	3.01803463022891	0.109755052532291	9.09202256671077E-48	14.5196901946254
ENSG00000125952		Protein max (Myc-associated factor X) [Source:UniProtKB/Swiss-Prot;Acc:P61244]	MAX	MAX	1279.34531234785	0.628246296049875	1.06344006065644	0.145726750788075	0.542564789870673	0.60893912462038
ENSG00000126067		Proteasome subunit beta type-2 (EC 3.4.25.1)(Proteasome component C7-I)(Macropain subunit C7-I)(Multicatalytic endopeptidase complex subunit C7-I) [Source:UniProtKB/Swiss-Prot;Acc:P49721]	PSMB2	PSMB2	1523.1991796418	0.0259614343055935	2.01090390478701	0.405388756977398	0.0129145265270885	2.48611764329841
ENSG00000126214		Kinesin light chain 1 (KLC 1) [Source:UniProtKB/Swiss-Prot;Acc:Q07866]	KLC1	KLC1	1224.42875069653	0.282312670955627	-1.15092260171984	0.159698258817328	0.204142565950431	-1.2698373706638
ENSG00000127184		Cytochrome c oxidase subunit 7C, mitochondrial Precursor (Cytochrome c oxidase polypeptide VIIc) [Source:UniProtKB/Swiss-Prot;Acc:P15954]	COX7	COX7C	1178.35524993206	0.130878366328252	1.16184773051546	0.124647676649158	0.0825175473788984	1.7362618395078
