ID	Gene description	Gene_symbol_1	Site model ID	Yes density per 1000bp	No density per 1000bp	Yes-No ratio	Model cutoff	P-value
ENSG00000122482	zinc finger protein 644	ZNF644	V$ZNF644_01	6.404761904761904	5.820869864191164	1.100310100413467	0.8122	0.003525793458743294
ENSG00000196387	zinc finger protein 140	ZNF140	V$ZNF140_03	10.791666666666666	9.798865394533264	1.1013179824561403	0.6778	2.0150914982903977E-4
ENSG00000187821	helt bHLH transcription factor	HELT	V$HAIRYLIKE_Q3	12.791666666666666	11.607357744541861	1.1020308797393363	0.8822	5.237542586895904E-5
ENSG00000160224	autoimmune regulator	AIRE	V$AIRE_01	19.839285714285715	18.00068763967681	1.102140435488492	0.7658	6.473398016162761E-7
ENSG00000135903	paired box 3	PAX3	V$PAX_Q6	2.327380952380952	2.1110538078047103	1.1024735342019543	0.7607	0.05030899479564938
ENSG00000135374	E74-like factor 5 (ets domain transcription factor)	ELF5	V$ELF5_01,V$ELF5_03,V$ELF5_05,V$ELF5_06,V$ELF5_08,V$ELF5_09,V$ELF5_10	14.21343537414966	12.877035290650557	1.1049294891916468	0.7995714285714285	6.621651938996288E-4
ENSG00000151623	nuclear receptor subfamily 3, group C, member 2	NR3C2	V$NR3C2_01,V$NR3C2_02,V$NR3C2_03	8.02579365079365	7.331958053979714	1.1063580929775993	0.7519333333333332	0.008608638974591316
ENSG00000069667	RAR-related orphan receptor A	RORA	V$RORALPHA_Q4,V$RORA_07	8.419642857142858	7.627643115007736	1.106979755305324	0.8155	0.0010130597120506287
ENSG00000139083	ets variant 6	ETV6	V$ETS_Q6,V$ETV6_02,V$TEL1_02	11.682539682539684	10.517448856799037	1.1089114987070292	0.8267333333333333	0.00168420128754564
ENSG00000006704	GTF2I repeat domain containing 1	GTF2IRD1	V$BEN_01	4.059523809523809	3.658243080625752	1.1096921992481203	0.8813	0.010010950396817146
ENSG00000184677	zinc finger and BTB domain containing 40	ZBTB40	V$ZBTB40_02	2.6011904761904763	2.3431321987278664	1.1101338958180487	0.7617	0.03139093223714423
ENSG00000131408	nuclear receptor subfamily 1, group H, member 2	NR1H2	V$LXR_Q6	8.452380952380953	7.6121712222795255	1.110377145438121	0.6899	3.501640441758318E-4
ENSG00000154727	GA binding protein transcription factor, alpha subunit 60kDa	GABPA	V$ETSLIKE_Q4,V$ETS_Q6,V$GABPAGABPB_Q6,V$GABPA_11,V$GABP_B,V$GADP_01	10.478174603174603	9.445303994040456	1.1111254952209875	0.8163666666666666	0.0031241190921115964
ENSG00000147133	TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 250kDa	TAF1	V$TAF1_08	14.36904761904762	12.927625924015816	1.111499335106383	0.7517	3.949004387912055E-6
ENSG00000151615	POU class 4 homeobox 2	POU4F2	V$POU4F2_02	1.8869047619047619	1.6967509025270757	1.1120694022289768	0.8013	0.054396525364293256
ENSG00000139793	muscleblind-like splicing regulator 2	MBNL2	V$MBNL2_02	5.732142857142858	5.150421179302046	1.1129464285714286	0.8143	0.0022078913230260573
ENSG00000109381	E74-like factor 2 (ets domain transcription factor)	ELF2	V$ELF2_05,V$ELF2_07,V$ETS_Q4,V$ETS_Q6,V$NERF_Q2	10.64047619047619	9.659962179817773	1.1131613761650059	0.8016	0.003170902280449165
ENSG00000152284	transcription factor 7-like 1 (T-cell specific, HMG-box)	TCF7L1	V$TCF3_Q6_01,V$TCF7L1_02	3.6845238095238098	3.3221591885851813	1.1134018467971194	0.8471	0.013800020620880666
ENSG00000183072	NK2 homeobox 5	NKX2-5	V$NKX25_08,V$TBX5CSX_Q5	10.285714285714285	9.319236719958742	1.1138385001160072	0.8329	0.001969045569827817
ENSG00000171443	zinc finger protein 524	ZNF524	V$ZNF524_01	2.6547619047619047	2.3826714801444044	1.1141955266955266	0.7201	0.0258702315454226
ENSG00000104064	GA binding protein transcription factor, beta subunit 1	GABPB1	V$ETS_Q6,V$GABPAGABPB_Q6,V$GABPBETA_01,V$GABPBETA_Q3,V$GABP_B,V$GADP_01	7.765873015873017	6.960632628502665	1.1144993950372948	0.8109500000000001	0.0031705246313300504
ENSG00000078399	homeobox A9	HOXA9	V$MEIS1AHOXA9_01	2.1488095238095237	1.9271101942582087	1.1150423728813559	0.7173	0.039413826945375846
ENSG00000197863	zinc finger protein 790	ZNF790	V$ZNF790_01	3.047619047619048	2.7299295169331272	1.1163727959697733	0.6486	0.016811576559105913
ENSG00000187815	ZFP69 zinc finger protein	ZFP69	V$ZNF642_01	1.8214285714285714	1.6314251332301875	1.1164646996838776	0.7528	0.05125994331566111
ENSG00000196092	paired box 5	PAX5	V$PAX5_01,V$PAX5_Q6,V$PAX_Q6	11.63690476190476	10.750673313850209	1.1171182089808098	0.7958	0.016849660306843373
ENSG00000137309	high mobility group AT-hook 1	HMGA1	V$HMGIY_Q6	5.083333333333333	4.5470173629018396	1.1179489603024573	0.9185	0.002640121337035683
ENSG00000149948	high mobility group AT-hook 2	HMGA2	V$HMGIY_Q6	5.083333333333333	4.5470173629018396	1.1179489603024573	0.9185	0.002640121337035683
ENSG00000173276	zinc finger and BTB domain containing 21	ZBTB21	V$ZNF295_01	14.36904761904762	12.836513666838577	1.1193886433641356	0.7835	9.648932920475398E-7
ENSG00000012223	lactotransferrin	LTF	V$LTF_Q6	2.5654761904761907	2.291559222967165	1.1195330082520631	0.9068	0.02301962191519293
ENSG00000185869	zinc finger protein 829	ZNF829	V$ZNF829_02	2.071428571428571	1.8497507306171566	1.1198420074349442	0.7555	0.036558524373134275
ENSG00000157554	v-ets erythroblastosis virus E26 oncogene homolog (avian)	ERG	V$ERG_08,V$ERG_10,V$ERG_Q3,V$ERG_Q3_02,V$ETSLIKE_Q4,V$ETS_Q4,V$ETS_Q6,V$GCM1ERG_01	11.78125	10.566013408973697	1.1204709643566033	0.82735	0.0032945435449938825
ENSG00000164299	spermatogenic leucine zipper 1	SPZ1	V$SPZ1_01	20.136904761904763	17.971462953412413	1.120493351827052	0.7881	6.456061725055183E-9
ENSG00000143437	aryl hydrocarbon receptor nuclear translocator	ARNT	V$AHRARNT_01,V$ARNTLIKE_Q6,V$ARNT_Q6	15.128968253968253	13.648501518537621	1.1208162080077366	0.8132999999999999	1.1136236717211721E-5
ENSG00000189298	zinc finger with KRAB and SCAN domains 3	ZKSCAN3	V$ZNF306_01	5.958333333333334	5.31545470173629	1.1209451811125486	0.7647	9.88159803969441E-4
ENSG00000275410			V$LFA1_Q6	2.625	2.3414130995358433	1.1211178414096916	0.8878	0.020499420202031222
ENSG00000269404	Spi-B transcription factor (Spi-1/PU.1 related)	SPIB	V$ETS_Q6,V$SPIB_03,V$SPIB_07,V$SPIB_09,V$SPIB_10,V$SPIB_11,V$SPIB_12	6.961734693877551	6.201281956826051	1.1216431178465205	0.8134571428571428	0.007932461602835776
ENSG00000136352	NK2 homeobox 1	NKX2-1	V$TTF1_04,V$TTF1_Q5	36.214285714285715	34.2573491490459	1.1222038034051927	0.82375	1.0548955840331785E-4
ENSG00000117036	ets variant 3	ETV3	V$ETV3_02,V$ETV3_04	7.5148809523809526	6.760357572631941	1.122859587660881	0.7522	0.001984975232654833
ENSG00000115844	distal-less homeobox 2	DLX2	V$DLX2_Q6,V$ERFDLX2_01,V$ETV2DLX2_01,V$ETV5DLX2_01	6.913690476190476	6.345195117758294	1.124425127089586	0.751175	0.010557368578549102
ENSG00000163497	FEV (ETS oncogene family)	FEV	V$ETSLIKE_Q4,V$FEV_01,V$PET1_03	15.02579365079365	13.527018508967968	1.1251927717952528	0.8529666666666667	0.00283898600117046
ENSG00000104903	lymphoblastic leukemia derived sequence 1	LYL1	V$LYL1_01,V$TALLIKE_Q6	5.776785714285714	5.186522262334536	1.125714277461629	0.8551	0.0020547521373229507
ENSG00000170581	signal transducer and activator of transcription 2, 113kDa	STAT2	V$STAT_01,V$STAT_Q6	6.017857142857143	5.492521918514698	1.1259103265302919	0.82325	0.006264024043294435
ENSG00000116478	histone deacetylase 1	HDAC1	V$HDAC1_Q3	2.613095238095238	2.3207839092315625	1.1259537037037037	0.8989	0.017235469241394765
ENSG00000135547	hairy/enhancer-of-split related with YRPW motif 2	HEY2	V$HAIRYLIKE_Q3,V$HEY2_02,V$HEY2_03,V$HEY2_04,V$HEY2_05	7.246428571428571	6.4583118445934335	1.125983923564632	0.8206200000000001	0.002122464119621876
ENSG00000136931	nuclear receptor subfamily 5, group A, member 1	NR5A1	V$SF1_01,V$SF1_03,V$SF1_Q5,V$SF1_Q5_01,V$SF1_Q6_01	5.388095238095238	4.794911466391611	1.1284166502088238	0.8457399999999999	0.01854905439540836
ENSG00000073861	T-box 21	TBX21	V$ALX4TBX21_01,V$ETV2TBX21_03,V$ETV7TBX21_01,V$FOXJ3TBX21_01,V$GCM1TBX21_02,V$HOXB2TBX21_01,V$MYBL1TBX21_01,V$SOX6TBX21_01,V$TBET_03,V$TBX21_01,V$TBX21_03,V$TBX21_04,V$TBX21_05,V$TEAD4TBX21_01	6.57312925170068	5.9049829318008795	1.128892730918143	0.7180357142857143	0.018596531295131384
ENSG00000134954	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)	ETS1	V$CETS1P54_02,V$CETS1P54_03,V$CETS1_Q6,V$ETS1_03,V$ETS1_06,V$ETS1_10,V$ETS1_B,V$ETSLIKE_Q4,V$ETS_B,V$ETS_Q4,V$ETS_Q6	13.971861471861473	12.747745635832276	1.1291691472870147	0.8099	9.07289141580133E-4
ENSG00000119508	nuclear receptor subfamily 4, group A, member 3	NR4A3	V$NOR1_02	1.0773809523809523	0.9541000515729757	1.1292117117117118	0.7655	0.08541321365307268
ENSG00000174738	nuclear receptor subfamily 1, group D, member 2	NR1D2	V$NR1D2_01,V$NR1D2_02,V$NR1D2_03	3.7837301587301595	3.3533894905736066	1.129353117556975	0.7161666666666666	0.036537873182968035
ENSG00000169297	nuclear receptor subfamily 0, group B, member 1	NR0B1	V$DAX1_01	9.279761904761905	8.215575038679733	1.1295328520611005	0.7588	1.889752883283306E-5
ENSG00000196605	zinc finger protein 846	ZNF846	V$ZNF846_02	1.375	1.2171222279525529	1.1297139830508474	0.7476	0.059202238250945505
ENSG00000151379	mesogenin 1	MSGN1	V$MSGN1_02,V$MSGN1_03	4.279761904761905	3.787175520027506	1.129868691579536	0.9107	0.0030489761302611024
ENSG00000179588	zinc finger protein, FOG family member 1	ZFPM1	V$ZFPM1_01	1.0297619047619049	0.9111225717723913	1.1302122641509436	0.793	0.088973908432178
ENSG00000064703	DEAD (Asp-Glu-Ala-Asp) box polypeptide 20	DDX20	V$GEMIN3_01	33.55952380952381	29.67852845109163	1.130767782669138	0.7764	1.1747479885660094E-15
ENSG00000122145	T-box 22	TBX22	V$TBX22_02	3.4523809523809526	3.0531201650335222	1.1307713963963966	0.7451	0.005817604497821635
ENSG00000204532	zinc finger and SCAN domain containing 5C	ZSCAN5C	V$ZSCAN5C_02	5.482142857142858	4.846140622313907	1.1312389145086912	0.737	6.893787893952099E-4
ENSG00000008197	transcription factor AP-2 delta (activating enhancer binding protein 2 delta)	TFAP2D	V$AP2_Q4	20.48809523809524	18.10383359119821	1.131699268825373	0.864	2.3832523350289125E-10
ENSG00000173757	signal transducer and activator of transcription 5B	STAT5B	V$STAT5B_01,V$STAT5B_02,V$STAT5B_04,V$STAT_01,V$STAT_Q6	5.616666666666666	5.030771875537218	1.1320796427787496	0.79976	0.004491510672867821
ENSG00000196670	ZFP62 zinc finger protein	ZFP62	V$ZFP62_01,V$ZFP62_04	2.4047619047619047	2.122227952552862	1.1329090712161691	0.7711	0.01826131476578649
ENSG00000185129	purine-rich element binding protein A	PURA	V$PUR1_Q4	22.976190476190478	20.261303077187552	1.1339937213643307	0.8896	1.0412992941169306E-11
ENSG00000158711	ELK4, ETS-domain protein (SRF accessory protein 1)	ELK4	V$ELK4_04,V$ELK4_06,V$ETS_Q4,V$ETS_Q6,V$SAP1A_Q6	14.676190476190476	13.320268179473956	1.1347636907576246	0.8347	0.0011259359237736338
ENSG00000204366	zinc finger and BTB domain containing 12	ZBTB12	V$ZBTB12_07,V$ZBTB12_09	2.6488095238095237	2.3843905793364275	1.1357652235402163	0.7387999999999999	0.02546999811492652
ENSG00000124827	glial cells missing homolog 2 (Drosophila)	GCM2	V$GCM2DLX3_01,V$GCM2DRGX_01,V$GCM2E2F8_01,V$GCM2ELK1_01,V$GCM2EOMES_01,V$GCM2FIGLA_01,V$GCM2HES7_01,V$GCM2HOXA13_01,V$GCM2MAX_01,V$GCM2ONECUT2_01,V$GCM2SOX15_01,V$GCM2_01,V$GCM2_02,V$GCM2_03,V$GCMB_Q2,V$GCM_Q4	7.753720238095237	6.897455733195805	1.1365559374227538	0.7413000000000001	0.006197726233276453
ENSG00000066336	spleen focus forming virus (SFFV) proviral integration oncogene spi1	SPI1	V$ETS_Q6,V$PU1_Q4,V$PU1_Q6,V$SPI1_01,V$SPI1_03,V$SPI1_04,V$SPI1_07,V$SPI1_08,V$SPI1_11,V$SPI1_13	5.441666666666667	4.811414818635036	1.1366889556026902	0.82019	0.010180286531447383
ENSG00000196391	zinc finger protein 774	ZNF774	V$ZNF774_02,V$ZNF774_04	6.6398809523809526	5.9188585181364965	1.1369909898548287	0.747	0.007075797293468059
ENSG00000181315	zinc finger protein 322	ZNF322	V$ZNF322A_01,V$ZNF322A_02,V$ZNF322A_03	4.2480158730158735	3.779153057131396	1.1370879732971142	0.7395	0.02664351059742931
ENSG00000188295	zinc finger protein 669	ZNF669	V$ZNF669_02,V$ZNF669_03	2.782738095238095	2.4497163486333164	1.1379925676676392	0.7434000000000001	0.018034676454727307
ENSG00000112837	T-box 18	TBX18	V$TBX18_01,V$TBX18_02,V$TBX18_03	3.015873015873016	2.70070483066873	1.139269697513584	0.7467333333333334	0.017196817468821072
ENSG00000184828	zinc finger and BTB domain containing 7C	ZBTB7C	V$ZBTB7C_01,V$ZBTB7C_Q2	11.157738095238097	9.81691593604951	1.139401070819306	0.7705500000000001	6.133663638992986E-5
ENSG00000129351	interleukin enhancer binding factor 3, 90kDa	ILF3	V$NFAT1_Q5,V$NFAT_Q3,V$NFAT_Q4_01,V$NFAT_Q6	4.366071428571429	3.849922640536359	1.1394507043536102	0.93895	0.0020356552495886305
ENSG00000143621	interleukin enhancer binding factor 2	ILF2	V$NFAT1_Q5,V$NFAT_Q3,V$NFAT_Q4_01,V$NFAT_Q6	4.366071428571429	3.849922640536359	1.1394507043536102	0.93895	0.0020356552495886305
ENSG00000187607	Zinc finger protein 286A 	ZNF286A	V$ZNF286_03	2.488095238095238	2.181536874677669	1.1405240346729708	0.784	0.011240333950806366
ENSG00000167840	zinc finger protein 232	ZNF232	V$ZSCAN11_01	5.011904761904762	4.392298435619735	1.1410665362035226	0.794	5.431073478142225E-4
ENSG00000204920	zinc finger protein 155	ZNF155	V$ZNF155_02	1.4047619047619047	1.2308750214887398	1.1412709497206703	0.7389	0.043663764324458475
ENSG00000171956	forkhead box B1	FOXB1	V$FOXB1_01	1.4642857142857142	1.2824479972494414	1.1417895442359247	0.7366	0.03982302597432934
ENSG00000179774	atonal homolog 7 (Drosophila)	ATOH7	V$ATOH7_02	6.291666666666667	5.502836513666839	1.1433497344579817	0.8025	1.0017267475171814E-4
ENSG00000173153	estrogen-related receptor alpha	ESRRA	V$ERR1_Q2,V$ERR1_Q2_01,V$ERR1_Q3,V$ESRRA_06,V$ESRRA_07,V$ESRRA_10,V$ESRRA_12,V$ESRRA_13,V$ESRRA_15,V$ESRRA_16,V$ESRRA_17,V$ESRRA_18	4.3809523809523805	3.8815827173227895	1.1446325431052407	0.7737166666666666	0.011188161700486463
ENSG00000163435	E74-like factor 3 (ets domain transcription factor, epithelial-specific )	ELF3	V$ELF3_04,V$ELF3_11,V$ESE1_02,V$ESE1_03,V$ESE1_Q3,V$ESE1_Q6	7.342261904761904	6.592458884877658	1.1449077032981336	0.8096833333333334	0.013523933704554516
ENSG00000159556	ISL LIM homeobox 2	ISL2	V$ISL2_05,V$ISL2_09	1.5922619047619047	1.3950489943269728	1.146010243364002	0.9099999999999999	0.03598364051891523
ENSG00000141510	tumor protein p53	TP53	V$P53_02,V$P53_03,V$P53_04,V$P53_Q3	8.416666666666666	7.666322846828262	1.1460758639997919	0.786175	0.001805244666286975
ENSG00000197020	zinc finger protein 100	ZNF100	V$ZNF100_02	5.226190476190476	4.55217466047791	1.148064577039275	0.7444	2.4334846010327913E-4
ENSG00000171469	zinc finger protein 561	ZNF561	V$ZNF561_02	1.9642857142857144	1.710503696063263	1.1483668341708544	0.6386	0.0167540443397817
ENSG00000170631	zinc finger protein 16	ZNF16	V$ZNF16_04	4.309523809523809	3.7510744369950144	1.1488771769019248	0.703	7.361872435521945E-4
ENSG00000144485	hairy and enhancer of split 6 (Drosophila)	HES6	V$HES6_02	1.4047619047619047	1.222279525528623	1.1492967651195498	0.7746	0.03598357127397811
ENSG00000115415	signal transducer and activator of transcription 1, 91kDa	STAT1	V$STAT1STAT1_Q3,V$STAT1_01,V$STAT1_02,V$STAT1_03,V$STAT1_05,V$STAT1_07,V$STAT1_09,V$STAT1_10,V$STAT1_12,V$STAT1_Q4,V$STAT1_Q6,V$STAT_01,V$STAT_Q6	5.193223443223443	4.588011266711628	1.1499246490272397	0.8129153846153847	0.010099981492358733
ENSG00000025434	nuclear receptor subfamily 1, group H, member 3	NR1H3	V$LXRA_02,V$LXR_Q6	7.017857142857142	6.152656008251676	1.150028316308804	0.704	1.7672335139310092E-4
ENSG00000175197	DNA-damage-inducible transcript 3	DDIT3	V$CHOP10_01	1.2321428571428572	1.0709987966305656	1.1504614767255217	0.7367	0.04520981129691466
ENSG00000167800	T-box 10	TBX10	V$TBX10_01	1.7916666666666667	1.5557847687811588	1.1516160220994476	0.7396	0.01928602014265758
ENSG00000128000	zinc finger protein 780B	ZNF780B	V$ZNF780B_01,V$ZNF780B_03,V$ZNF780B_05	1.2837301587301588	1.1254369377113058	1.1516854533351095	0.7377666666666666	0.05484488971685766
ENSG00000016082	ISL LIM homeobox 1	ISL1	V$ISL1_01	1.119047619047619	0.9712910434932096	1.1521238938053098	0.8961	0.05188291780100187
ENSG00000119715	estrogen-related receptor beta	ESRRB	V$ERR2_01,V$ERR2_Q2,V$ERR2_Q3,V$ESRRB_02,V$ESRRB_03,V$ESRRB_04,V$HOXB2ESRRB_01,V$TEAD4ESRRB_01	2.2440476190476195	1.9917913013580881	1.1544332049535124	0.7885625	0.03174356839296208
ENSG00000250571	GLI family zinc finger 4	GLI4	V$GLI4_01	3.327380952380952	2.879491146639161	1.1555447761194029	0.7557	0.001845659072684695
ENSG00000198466	zinc finger protein 587	ZNF587	V$ZNF587_01	1.744047619047619	1.507649991404504	1.1567987457240594	0.7747	0.017683947775286014
ENSG00000112242	E2F transcription factor 3	E2F3	V$E2F3FOXI1_01,V$E2F3HES7_01,V$E2F3_07,V$E2F3_Q6	6.976190476190476	6.220130651538593	1.156958697435147	0.7904249999999999	0.003940489582400933
ENSG00000138378	signal transducer and activator of transcription 4	STAT4	V$STAT4_01,V$STAT4_04,V$STAT4_Q4,V$STAT4_Q5,V$STAT_01,V$STAT_Q6	3.7509920634920633	3.317861440605123	1.1571778441412348	0.8787166666666667	0.006459964607551727
ENSG00000120837	nuclear transcription factor Y, beta	NFYB	V$NFYB_01,V$NFY_01,V$NFY_Q3,V$NFY_Q6,V$NFY_Q6_01	2.8535714285714286	2.5016331442324224	1.1583918357299232	0.81314	0.008202129258797573
ENSG00000173480	zinc finger protein 417	ZNF417	V$ZNF417_01	1.3273809523809523	1.1449200618875708	1.1593656156156158	0.7792	0.03176708547032894
ENSG00000126561	signal transducer and activator of transcription 5A	STAT5A	V$STAT5A_01,V$STAT5A_02,V$STAT5A_03,V$STAT5A_05,V$STAT5A_07,V$STAT5A_Q4,V$STAT5A_Q6,V$STAT_01,V$STAT_Q6	4.015873015873016	3.523771321605257	1.1600830539034306	0.8240333333333333	0.005163723433322369
ENSG00000105698	upstream transcription factor 2, c-fos interacting	USF2	V$EBOX_Q6_01,V$TFIII_Q6_01,V$USF1_Q4,V$USF2_03,V$USF2_Q6,V$USF2_Q6_01	3.6755952380952386	3.34336141195347	1.160150895021381	0.90245	0.03767393668499793
ENSG00000006468	ets variant 1	ETV1	V$ER81_02,V$ER81_03,V$ER81_04,V$ER81_05,V$FOXO1ETV1_01,V$GCM1ETV1_01,V$HOXD12ETV1_01,V$TFAP4ETV1_01	13.360119047619046	12.223010142685231	1.1609876858315094	0.7730375	0.003563392965692572
ENSG00000066136	nuclear transcription factor Y, gamma	NFYC	V$NFYC_01,V$NFYC_Q5,V$NFY_01,V$NFY_Q3,V$NFY_Q6,V$NFY_Q6_01	2.857142857142857	2.4978511260099707	1.1610638667360453	0.8093833333333332	0.007536821933923697
ENSG00000102878	heat shock transcription factor 4	HSF4	V$HSF4_01,V$HSF4_02,V$HSF4_03,V$HSF4_Q3	3.831845238095238	3.358690046415678	1.1612049499407147	0.813025	0.008387350639758439
ENSG00000101191	death inducer-obliterator 1	DIDO1	V$DATF1_01	19.952380952380953	17.178958225889634	1.161443010107075	0.7924	7.045611597246534E-14
ENSG00000198521	zinc finger protein 43	ZNF43	V$ZNF43_01,V$ZNF43_02,V$ZNF43_04	3.0257936507936507	2.6176150363875994	1.162447032940987	0.7580666666666667	0.01195873420695838
ENSG00000124613	zinc finger protein 391	ZNF391	V$ZNF391_01,V$ZNF391_02	3.3958333333333335	2.910434932095582	1.1625901728461334	0.76105	0.006344027138063761
ENSG00000136944	LIM homeobox transcription factor 1, beta	LMX1B	V$LMX1B_08	0.8095238095238095	0.6962351727694688	1.162716049382716	0.8235	0.07203099965555615
ENSG00000172006	zinc finger protein 554	ZNF554	V$ZNF554_01,V$ZNF554_03	4.675595238095238	4.320955819150765	1.1628902828536047	0.70475	0.01608893505754894
ENSG00000177426	TGFB-induced factor homeobox 1	TGIF1	V$TGIF1_03,V$TGIF1_04,V$TGIF1_05,V$TGIF_01,V$TGIF_02,V$TGIF_03	3.7738095238095237	3.34336141195347	1.1631817315455717	0.7599499999999999	0.008166058794685125
ENSG00000186448	zinc finger protein 197	ZNF197	V$ZNF197_01,V$ZNF197_03	1.6428571428571428	1.4122399862472064	1.1653275414675748	0.6940999999999999	0.02561751751231475
