ID	Gene description	Gene_symbol	Site model ID	Yes density per 1000bp	No density per 1000bp	Yes-No ratio	Model cutoff	P-value
ENSG00000061455	PR domain containing 6	PRDM6	V$PRDM6_01	0.078125	0.029332129963898914	2.6634615384615388	0.9868	0.019839166306688756
ENSG00000067646	zinc finger protein, Y-linked	ZFY	V$ZFY_01	0.109375	0.036101083032490974	3.0296875	0.7318	0.002862135628149198
ENSG00000071794	helicase-like transcription factor	HLTF	V$RUSH1A_02	0.1015625	0.05189530685920577	1.9570652173913046	0.9979	0.0433846427533414
ENSG00000075891	paired box 2	PAX2	V$PAX2_Q2,V$PAX_Q6	0.25390625	0.16358303249097472	1.5700024424663481	0.8869	0.030363023259514225
ENSG00000077092	retinoic acid receptor, beta	RARB	V$RARB_05,V$RARB_06,V$RARB_08,V$T3R_Q6	3.685546875	3.2615072202166067	4.934291736766676	0.898925	0.01230993757863644
ENSG00000085276	MDS1 and EVI1 complex locus	MECOM	V$EVI1_09	0.171875	0.05189530685920577	3.311956521739131	0.8387	8.554329636376453E-5
ENSG00000088881	early B-cell factor 4	EBF4	V$EBF4_02	0.1328125	0.05640794223826715	2.3545	0.6935	0.006559924714729785
ENSG00000091010	POU class 4 homeobox 3	POU4F3	V$POU4F3_04	0.1015625	0.018050541516245487	5.6265625	0.9624	1.1429581954089605E-4
ENSG00000101096	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2	NFATC2	V$NFAT1_Q5,V$NFATC2_01,V$NFATC2_02,V$NFATC2_03,V$NFATC2_04,V$NFATC2_05,V$NFAT_Q3,V$NFAT_Q4_01,V$NFAT_Q6	1.7109375	1.4976935419173687	2.24058981408279	0.8925000000000001	0.020322548469354662
ENSG00000101115	sal-like 4 (Drosophila)	SALL4	V$DRRS_02,V$DRRS_06	2.1875	1.4124548736462095	1.6123273528197126	0.90365	0.004174765245247628
ENSG00000102145	GATA binding protein 1 (globin transcription factor 1)	GATA1	V$TAL1GATA1_02	0.1953125	0.11055956678700361	1.7665816326530612	0.9076	0.016642239977500112
ENSG00000103343	zinc finger protein 174	ZNF174	V$ZNF174_02,V$ZNF174_03	0.1953125	0.11055956678700361	2.2671130952380953	0.84175	0.011195285164136136
ENSG00000103449	sal-like 1 (Drosophila)	SALL1	V$SALL1_03	0.203125	0.12184115523465704	1.6671296296296296	0.8892	0.024518448815303826
ENSG00000105136	zinc finger protein 419	ZNF419	V$ZNF419_01,V$ZNF419_02,V$ZNF419_04	1.5911458333333333	1.3206979542719615	1.8863772055840224	0.7441	0.016189380721572482
ENSG00000105672	ets variant 2	ETV2	V$ETSLIKE_Q4,V$ETV2CLOCK_01,V$ETV2DRGX_01,V$ETV2EOMES_03,V$ETV2ETV7_01,V$ETV2FIGLA_01,V$ETV2FOXI1_03,V$ETV2HES7_03,V$ETV2HOXA2_02,V$ETV2HOXB13_01,V$ETV2NHLH1_02,V$ETV2PITX1_01,V$ETV2RFX5_02,V$ETV2SPDEF_01,V$ETV2TBX21_03,V$ETV2_02	3.25927734375	2.8669336642599275	2.163738540391799	0.7925562500000001	0.02156101798612246
ENSG00000105967	transcription factor EC	TFEC	V$TFEC_02	0.109375	0.05415162454873646	2.019791666666667	0.9655	0.03106354905452
ENSG00000105991	homeobox A1	HOXA1	V$HOXA1_04,V$HOXA1_05,V$HOXA1_06,V$PBX4HOXA1_01	0.26171875	0.16358303249097475	1.615378764256653	0.9742249999999999	0.03953429542067009
ENSG00000105996	homeobox A2	HOXA2	V$ETV2HOXA2_02,V$ETV5HOXA2_01,V$GCM1HOXA2_01,V$HOXA2_08,V$HOXA2_10	0.190625	0.10333935018050541	3.5048603723404264	0.93592	0.0069604841923571106
ENSG00000106004	homeobox A5	HOXA5	V$HOXA5_07,V$HOXA5_08,V$HOXA5_09	0.234375	0.11958483754512635	1.9265037593984964	0.9867333333333334	0.03193453960081021
ENSG00000106031	homeobox A13	HOXA13	V$ETV5HOXA13_01,V$GCM1HOXA13_01,V$GCM2HOXA13_01,V$MYBL1HOXA13_01	8.287109375	7.617892599277978	2.566339698321884	0.72455	0.008761354475164308
ENSG00000106038	even-skipped homeobox 1	EVX1	V$MGAEVX1_01	0.03125	0.006768953068592058	4.616666666666667	0.9681	0.049088068318956096
ENSG00000106689	LIM homeobox 2	LHX2	V$LHX2_Q6	0.1875	0.10830324909747292	1.73125	0.9442	0.022072785975513813
ENSG00000106852	LIM homeobox 6	LHX6	V$LHX6_10	0.34375	0.21209386281588447	1.620744680851064	0.9562	0.006550706561411015
ENSG00000107485	GATA binding protein 3	GATA3	V$GATA3_16,V$GATA3_18	0.0703125	0.025947653429602886	4.010729166666667	0.8742000000000001	0.019057556929986993
ENSG00000108001	early B-cell factor 3	EBF3	V$EBF_Q6	0.2109375	0.07220216606498195	2.921484375	0.9435	6.139370515641564E-5
ENSG00000110693	SRY (sex determining region Y)-box 6	SOX6	V$SOX6TBX21_01,V$SOX_Q6	0.2890625	0.16132671480144403	3.1739583333333337	0.901	0.02463768331933148
ENSG00000110777	POU class 2 associating factor 1	POU2AF1	V$OCAB_Q6	0.1015625	0.047382671480144405	2.143452380952381	0.9092	0.027203813266664482
ENSG00000111087	GLI family zinc finger 1	GLI1	V$GLI1_01,V$GLI1_Q2,V$GLI1_Q3,V$GLI1_Q3_01,V$GLI_Q2,V$GLI_Q3,V$GLI_Q6	4.770089285714286	4.081678700361011	2.4810839562348197	0.8239285714285715	0.010205196022645044
ENSG00000111424	vitamin D (1,25- dihydroxyvitamin D3) receptor	VDR	V$DR3_Q4,V$VDRRXRA_01,V$VDRRXR_01,V$VDR_01,V$VDR_03,V$VDR_04,V$VDR_Q3	4.475446428571429	3.6545899948427025	2.7005433081537253	0.7965142857142858	0.012330539778132825
ENSG00000111783	regulatory factor X, 4 (influences HLA class II expression)	RFX4	V$RFX4_05,V$RFX4_07,V$RFX4_08	0.4973958333333333	0.3106197352587244	1.6367060853723567	0.7726666666666667	0.006139272736841887
ENSG00000112238	PR domain containing 13	PRDM13	V$PRDM13_01	0.34375	0.18050541516245486	1.9043750000000002	0.7371	6.324340168540177E-4
ENSG00000113722	caudal type homeobox 1	CDX1	V$CDX1_01,V$CDX1_03,V$CDX1_05	0.1640625	0.08197954271961493	3.917291905307369	0.9473333333333334	0.009515127793734408
ENSG00000114853	zinc finger and BTB domain containing 47	ZBTB47	V$ZNF651_01	0.1484375	0.06092057761732852	2.4365740740740742	0.8683	0.00319069343861291
ENSG00000117595	interferon regulatory factor 6	IRF6	V$IRF6_08	0.03125	0.004512635379061372	6.925	0.9366	0.025529345232847302
ENSG00000118513	v-myb myeloblastosis viral oncogene homolog (avian)	MYB	V$CMYB_01,V$CMYB_Q5,V$MYB_09,V$MYB_10,V$MYB_Q3,V$MYB_Q4,V$MYB_Q5_02,V$MYB_Q6	0.83203125	0.7000225631768954	1.7947052712615652	0.9562249999999999	0.028695946323730917
ENSG00000119574	zinc finger and BTB domain containing 45	ZBTB45	V$ZNF499_02	0.0546875	0.020306859205776174	2.6930555555555555	0.9641	0.04725722111244555
ENSG00000120094	homeobox B1	HOXB1	V$HOXB1_01,V$PBX_Q3	0.83984375	0.6001805054151624	1.5567564229249014	0.9249499999999999	0.03932685171982122
ENSG00000120784	ZFP30 zinc finger protein	ZFP30	V$ZFP30_01,V$ZFP30_02	0.58984375	0.46367328519855594	2.530840588723051	0.85565	0.015880249808249036
ENSG00000121075	T-box 4	TBX4	V$TBX2RELATED_Q6,V$TBX4_01,V$TBX4_02	2.046875	1.6568892900120338	1.6131167792412002	0.8561333333333333	0.0021720803062379238
ENSG00000121903	zinc finger and SCAN domain containing 20	ZSCAN20	V$ZNF31_03	0.484375	0.31362815884476536	1.5444244604316546	0.8057	0.003510311323097689
ENSG00000122180	myogenin (myogenic factor 4)	MYOG	V$E2A_Q2,V$E2A_Q6,V$EBOX_Q6_01,V$MYOD_Q6_01,V$MYOGENIN_02,V$MYOGENIN_04,V$MYOGENIN_05,V$MYOGENIN_06,V$MYOGENIN_07,V$MYOGENIN_08,V$MYOGENIN_09,V$MYOGENIN_10,V$MYOGENIN_11,V$MYOGENIN_Q6,V$MYOGENIN_Q6_01	1.4171875	1.121389891696751	4.4387128058470156	0.9085133333333333	0.003971453589254188
ENSG00000123388	homeobox C11	HOXC11	V$HOXC11_04	0.0703125	0.018050541516245487	3.8953125	0.9768	0.005826573875252815
ENSG00000123405	nuclear factor (erythroid-derived 2), 45kDa	NFE2	V$MAF_Q4,V$MAF_Q6_01,V$NFE2_01,V$NFE2_04,V$NFE2_08	0.6484375	0.5320397111913356	1.5491176951463834	0.89022	0.03784955245255158
ENSG00000124459	zinc finger protein 45	ZNF45	V$ZNF45_04	0.09375	0.047382671480144405	1.9785714285714286	0.9771	0.04862878431194964
ENSG00000124813	runt-related transcription factor 2	RUNX2	V$AML3_Q3,V$AML3_Q6,V$AML_Q4,V$AML_Q6,V$OSF2_Q6,V$PEBP_Q6,V$RUNX2_01,V$RUNX2_02,V$RUNX2_03,V$RUNX2_04,V$RUNX2_05,V$RUNX2_07,V$RUNX2_08	1.9104567307692308	1.4730283254651484	2.216460392085483	0.8754000000000001	5.523771934038382E-4
ENSG00000125285	SRY (sex determining region Y)-box 21	SOX21	V$SOX_Q6	0.03125	0.006768953068592058	4.616666666666667	0.9458	0.049088068318956096
ENSG00000125740	FBJ murine osteosarcoma viral oncogene homolog B	FOSB	V$AP1_01	0.078125	0.0315884476534296	2.473214285714286	0.9752	0.027319182041949813
ENSG00000125798	forkhead box A2	FOXA2	V$HNF3B_04	0.125	0.06092057761732852	2.051851851851852	0.9565	0.019974635484684453
ENSG00000125813	paired box 1	PAX1	V$PAX_Q6	0.171875	0.10604693140794223	1.620744680851064	0.8702	0.04462827818353325
ENSG00000127152	B-cell CLL/lymphoma 11B (zinc finger protein)	BCL11B	V$CTIP2_01,V$CTIP2_03,V$CTIP2_04	0.6432291666666666	0.5212093862815884	4.051921363783609	0.799	0.013544022495918129
ENSG00000127989	mitochondrial transcription termination factor	MTERF	V$MTERF_01	0.046875	0.011281588447653429	4.155	0.9198	0.020386536712130483
ENSG00000128709	homeobox D9	HOXD9	V$HOXD9_06,V$HOXD9_09,V$HOXD9_11	0.07291666666666667	0.023315282791817087	3.347083333333334	0.9711666666666666	0.01271520028678732
ENSG00000128710	homeobox D10	HOXD10	V$HOXD10_04,V$HOXD10_06	0.12890625	0.06092057761732852	2.3029197936210135	0.96425	0.014733152419461819
ENSG00000129152	myogenic differentiation 1	MYOD1	V$E2A_Q2,V$E2A_Q6,V$EBOX_Q6_01,V$MYOD1_04,V$MYOD1_06,V$MYOD1_07,V$MYOD1_08,V$MYOD1_09,V$MYOD1_10,V$MYOD1_11,V$MYOD1_12,V$MYOD1_13,V$MYOD_01,V$MYOD_Q6,V$MYOD_Q6_01,V$MYOD_Q6_02	1.4638671875	1.1494528429602888	4.03925770751657	0.924525	0.0020224912691711593
ENSG00000129194	SRY (sex determining region Y)-box 15	SOX15	V$GCM2SOX15_01,V$SOX15_Q3,V$SOX_Q6	1.03125	0.8859807460890493	2.410460337627306	0.8820333333333332	0.043671899916143266
ENSG00000129535	neural retina leucine zipper	NRL	V$NRL_01,V$NRL_05	0.30859375	0.18727436823104693	1.623046875	0.91925	0.023704948557988385
ENSG00000130700	GATA binding protein 5	GATA5	V$GATA5_08,V$GATA5_12	0.0625	0.018050541516245487	4.946428571428571	0.8995500000000001	0.015912651285131564
ENSG00000131264	caudal type homeobox 4	CDX4	V$CDX4_04,V$CDX4_05	0.0625	0.019178700361010832	3.24609375	0.9762	0.021069147140521875
ENSG00000131759	retinoic acid receptor, alpha	RARA	V$NR1B1RXRA_01,V$NR1B1RXRG_01,V$NR1B1_Q6,V$RARA_06,V$RARA_13,V$RARA_14,V$RARA_16,V$RARA_17,V$RXRRAR_01,V$T3R_Q6	4.68984375	4.118682310469314	5.7597373939651195	0.7961199999999999	0.01123817849537224
ENSG00000132010	zinc finger protein 20	ZNF20	V$ZNF20_03	0.0390625	0.006768953068592058	5.770833333333333	0.9089	0.017099017917665934
ENSG00000133794	aryl hydrocarbon receptor nuclear translocator-like	ARNTL	V$ARNTLBHLHA15_01,V$ARNTLIKE_Q6,V$BMAL1_02,V$BMAL1_Q6	6.822265625	6.272563176895307	1.54960284555675	0.847625	0.016705031615541984
ENSG00000134317	grainyhead-like 1 (Drosophila)	GRHL1	V$GRHL1_03,V$GRHL1_04	0.0703125	0.027075812274368227	2.705987394957983	0.96	0.03370111655297351
ENSG00000134323	v-myc myelocytomatosis viral related oncogene, neuroblastoma derived (avian)	MYCN	V$EBOX_Q6_01,V$MYCN_02,V$MYCN_04,V$NMYC_03,V$NMYC_Q3	1.7671875	1.5803249097472925	3.5319435374159776	0.93338	0.02900439804176193
ENSG00000134532	SRY (sex determining region Y)-box 5	SOX5	V$SOX_Q6	0.03125	0.006768953068592058	4.616666666666667	0.9458	0.049088068318956096
ENSG00000134595	SRY (sex determining region Y)-box 3	SOX3	V$SOX_Q6	0.03125	0.006768953068592058	4.616666666666667	0.9458	0.049088068318956096
ENSG00000135374	E74-like factor 5 (ets domain transcription factor)	ELF5	V$ELF5_01,V$ELF5_03,V$ELF5_06,V$ELF5_08,V$ELF5_09,V$ELF5_10	11.8203125	10.818667268351383	2.062793227235901	0.8450166666666666	0.018405915070890407
ENSG00000135903	paired box 3	PAX3	V$PAX_Q6	0.171875	0.10604693140794223	1.620744680851064	0.8702	0.04462827818353325
ENSG00000136367	zinc finger homeobox 2	ZFHX2	V$ZFHX2_01	0.59375	0.35875451263537905	1.6550314465408806	0.9163	2.9682573885238966E-4
ENSG00000136944	LIM homeobox transcription factor 1, beta	LMX1B	V$LMX1B_09	0.25	0.15342960288808663	1.6294117647058826	0.9265	0.017319585000123053
ENSG00000137265	interferon regulatory factor 4	IRF4	V$IRF4_07,V$IRF4_09,V$IRF4_10,V$IRF4_12	4.056640625	3.3709386281588447	1.535243479996606	0.836125	0.01953690607231559
ENSG00000138795	lymphoid enhancer-binding factor 1	LEF1	V$LEF1TCF1_Q4,V$LEF1_05,V$LEF1_06,V$LEF1_07,V$LEF1_08,V$LEF1_13,V$LEF1_Q2_01,V$LEF1_Q3,V$LEF1_Q4,V$LEF1_Q5,V$LEF1_Q5_01	1.6051136363636365	1.3525598949786675	1.6836014306286737	0.8959727272727271	0.017030186035849514
ENSG00000139352	achaete-scute complex homolog 1 (Drosophila)	ASCL1	V$ASCL1_01,V$ASCL1_02,V$ASCL1_03,V$E2A_Q6,V$EBOX_Q6_01,V$MASH1_02,V$MASH1_Q6,V$MASH1_Q6_01,V$MASH1_Q6_02	2.454861111111111	1.9710188527878063	2.164111592295742	0.8965111111111111	0.002025501579843837
ENSG00000139651	zinc finger protein 740	ZNF740	V$ZNF740_01,V$ZNF740_02,V$ZNF740_03,V$ZNF740_04,V$ZNF740_05,V$ZNF740_06	9.419270833333334	6.340252707581228	1.5084658778429711	0.7543166666666666	1.3120089532676105E-5
ENSG00000140265	zinc finger and SCAN domain containing 29	ZSCAN29	V$ZNF690_01,V$ZNF690_02,V$ZNF690_03,V$ZNF690_05	1.037109375	0.7581227436823104	3.5948877754637425	0.8170000000000001	0.031842951147759514
ENSG00000141040	zinc finger protein 287	ZNF287	V$ZNF287_01,V$ZNF287_03,V$ZNF287_04	0.6979166666666666	0.5648315282791817	5.450233730214397	0.8076666666666666	0.021028961000727073
ENSG00000141946	zinc finger, imprinted 3	ZIM3	V$ZIM3_03,V$ZIM3_04,V$ZIM3_05	0.2916666666666667	0.19028279181708785	1.5325473137973138	0.854	0.022321454164791255
ENSG00000142025	DMRT-like family C2	DMRTC2	V$DMRT7_04	0.1484375	0.0812274368231047	1.8274305555555554	0.9267	0.0269460572125427
ENSG00000142065	ZFP14 zinc finger protein	ZFP14	V$ZFP14_01,V$ZFP14_02,V$ZFP14_03,V$ZFP14_04	1.49609375	1.1941561371841154	3.3345434535218024	0.875475	0.016751124537030697
ENSG00000142611	PR domain containing 16	PRDM16	V$PRDM16_01,V$PRDM16_02	2.703125	2.425541516245487	2.1108805108002833	0.8233	0.018830681681722104
ENSG00000143171	retinoid X receptor, gamma	RXRG	V$NR1B1RXRG_01,V$RXRG_02,V$RXRG_03,V$RXRG_06,V$RXRG_07,V$RXRG_08,V$RXRG_09,V$T3R_Q6	2.90234375	2.472924187725632	2.075531018338807	0.7978000000000001	0.0015565354114920004
ENSG00000143257	nuclear receptor subfamily 1, group I, member 3	NR1I3	V$DR3_Q4,V$NR1I3_01,V$NR1I3_02	0.234375	0.12334536702767751	1.9736120625233529	0.9289999999999999	0.005720809042972401
ENSG00000143365	RAR-related orphan receptor C	RORC	V$RORC_05,V$RORC_06,V$RORC_07	1.3333333333333333	1.0582129963898919	2.5331952853768605	0.7671333333333332	0.0021289344313743836
ENSG00000143842	SRY (sex determining region Y)-box 13	SOX13	V$SOX_Q6	0.03125	0.006768953068592058	4.616666666666667	0.9458	0.049088068318956096
ENSG00000143995	Meis homeobox 1	MEIS1	V$MEIS1AHOXA9_01,V$MEIS1EOMES_01,V$MEIS1HOXB13_01,V$MEIS1_01,V$MEIS1_02	1.846875	1.6782490974729243	1.777915218449404	0.8490400000000001	0.04276461067408242
ENSG00000144852	nuclear receptor subfamily 1, group I, member 2	NR1I2	V$DR3_Q4,V$NR1I2_01,V$NR1I2_02,V$NR1I2_03,V$PXRRXR_01	1.1921875	0.9625451263537904	1.6550671024763766	0.85218	0.006087214920256517
ENSG00000146618	Fer3-like (Drosophila)	FERD3L	V$FERD3L_01,V$FERD3L_02,V$FERD3L_03,V$FERD3L_04	0.21875	0.12353339350180506	1.9152197585299888	0.85795	0.015091949155490954
ENSG00000147180	zinc finger protein 711	ZNF711	V$ZNF711_01	1.953125	1.1755415162454874	1.661468330134357	0.8052	1.0904046282501557E-10
ENSG00000152475	zinc finger protein 837	ZNF837	V$ZNF837_02	0.59375	0.34747292418772563	1.7087662337662337	0.8335	1.4069100690255692E-4
ENSG00000153266	FEZ family zinc finger 2	FEZF2	V$ZNF312_01	0.2421875	0.13763537906137183	1.7596311475409838	0.7989	0.008707196890379373
ENSG00000153779	TGFB-induced factor homeobox 2-like, X-linked	TGIF2LX	V$TGIF2LX_02,V$TGIF2LX_03,V$TGIF2LX_04,V$TGIF2LX_05	2.193359375	1.8546931407942238	1.512035039664224	0.7582	0.015780570533282523
ENSG00000157613	cAMP responsive element binding protein 3-like 1	CREB3L1	V$CREB3L1_01,V$CREB3L1_04,V$CREB3L1_05,V$CREB3L1_07,V$CREB3L1_10	0.2203125	0.1493682310469314	3.159625009846784	0.8564999999999999	0.024075121251690833
ENSG00000158691	zinc finger and SCAN domain containing 12	ZSCAN12	V$ZNF96_01,V$ZNF96_02,V$ZNF96_03	1.1979166666666667	1.0318892900120338	3.231612315559419	0.8241333333333335	0.01926328498456161
ENSG00000159184	homeobox B13	HOXB13	V$ETV2HOXB13_01,V$ETV5HOXB13_01,V$FLI1HOXB13_01,V$GCM1HOXB13_01,V$HOXB13EOMES_01,V$HOXB13TBX3_01,V$HOXB13_03,V$HOXB13_08,V$MEIS1HOXB13_01,V$TFAP2CHOXB13_01	2.0703125	1.86101083032491	1.8811297841937062	0.84074	0.041939659902146584
ENSG00000159216	runt-related transcription factor 1	RUNX1	V$AML1_01,V$AML1_02,V$AML1_03,V$AML1_Q4,V$AML1_Q4_01,V$AML1_Q4_02,V$AML1_Q5,V$AML1_Q6,V$AML_Q4,V$AML_Q6,V$PEBP_Q6	1.4034090909090908	0.9911388250738433	1.768032593085849	0.9368818181818181	4.633889138646152E-5
ENSG00000160229	zinc finger protein 66	ZNF66	V$ZNF66_02	0.03125	0.004512635379061372	6.925	0.8768	0.025529345232847302
ENSG00000160321	zinc finger protein 208	ZNF208	V$ZNF208_02,V$ZNF208_03,V$ZNF208_05,V$ZNF208_06,V$ZNF208_07	1.365625	0.8740974729241877	1.7759580819167424	0.8244400000000001	0.002735825624948841
ENSG00000161298	zinc finger protein 382	ZNF382	V$ZNF382_02,V$ZNF382_03	0.375	0.25157942238267145	1.6891527355623102	0.7434499999999999	0.011214848571440221
ENSG00000161940	B-cell CLL/lymphoma 6, member B	BCL6B	V$BCL6B_05,V$BCL6B_06,V$BCL6B_07,V$BCL6B_09	0.544921875	0.41685469314079426	2.7098669467787113	0.7378	0.02947574716546628
ENSG00000162086	zinc finger protein 75a	ZNF75A	V$ZNF75A_01,V$ZNF75A_02,V$ZNF75A_03,V$ZNF75A_04,V$ZNF75A_05,V$ZNF75A_06	0.23307291666666666	0.14854091456077015	3.1450871526847135	0.8487	0.026176856291176206
ENSG00000162624	LIM homeobox 8	LHX8	V$LHX8_10	0.3046875	0.20081227436823104	1.5172752808988765	0.9742	0.021366323612632708
ENSG00000163508	eomesodermin	EOMES	V$E2F1EOMES_02,V$EOMES_05,V$EOMES_06,V$EOMES_07,V$EOMES_08,V$ERFEOMES_02,V$ETV2EOMES_03,V$ETV5EOMES_01,V$GCM2EOMES_01,V$HOXA3EOMES_01,V$HOXB13EOMES_01,V$HOXB2EOMES_01,V$HOXC10EOMES_01,V$MEIS1EOMES_01,V$POU2F1EOMES_01,V$TBR2_01,V$TBR2_03	4.255974264705882	3.742301974941601	1.6098227670290208	0.8153352941176473	0.027366527982029095
ENSG00000163623	NK6 homeobox 1	NKX6-1	V$NKX61_07,V$NKX61_08	0.07421875	0.0315884476534296	2.42375	0.9999	0.04627873590354592
ENSG00000164330	early B-cell factor 1	EBF1	V$COE1_Q6,V$COE1_Q6_01,V$EBF1_03,V$EBF1_04,V$EBF1_05,V$EBF1_06,V$EBF1_07,V$EBF1_09,V$EBF_Q6,V$OLF1_01	10.02109375	8.398014440433213	1.5104390700612986	0.83111	6.35225393854928E-6
ENSG00000164438	T-cell leukemia homeobox 3	TLX3	V$TLX3_02,V$TLX3_04	1.125	0.944268953068592	3.6464975845410628	0.80745	0.018225839753264823
ENSG00000164458	T, brachyury homolog (mouse)	T	V$BRACH_03,V$BRACH_05,V$BRACH_07	0.7135416666666666	0.5663357400722022	2.5836583522297807	0.8333	0.012023912965472132
ENSG00000164684	zinc finger protein 704	ZNF704	V$ZNF704_01,V$ZNF704_02	0.625	0.39485559566787004	1.5880425880425881	0.8653	0.0010879402997294916
ENSG00000165556	caudal type homeobox 2	CDX2	V$CDX2_03,V$CDX2_04,V$CDX2_05,V$CDX2_08,V$CDX2_Q5	0.09375	0.037454873646209384	3.6038854166666665	0.96344	0.021358704225942486
ENSG00000165606	dorsal root ganglia homeobox	DRGX	V$ETV2DRGX_01,V$ETV5DRGX_01,V$GCM2DRGX_01,V$TFAP2CDRGX_01	3.595703125	3.24120036101083	1.5543717293431465	0.7998500000000001	0.024797467847248837
ENSG00000165821	sal-like 2 (Drosophila)	SALL2	V$SALL2_01	3.328125	2.087093862815885	1.5946216216216214	0.9076	7.116124780365133E-15
ENSG00000166529	zinc finger and SCAN domain containing 21	ZSCAN21	V$ZIPRO1_04	0.171875	0.04287003610108303	4.00921052631579	0.9665	1.3154079062113428E-5
ENSG00000167555	zinc finger protein 528	ZNF528	V$ZNF528_03,V$ZNF528_04,V$ZNF528_05,V$ZNF528_06	0.583984375	0.4642373646209386	1.988905158803353	0.807075	0.03232959209801626
ENSG00000167562	zinc finger protein 701	ZNF701	V$ZNF701_01,V$ZNF701_02,V$ZNF701_03	0.828125	0.6814079422382671	1.7242208024838785	0.8305333333333333	0.0333151240203042
ENSG00000167635	zinc finger protein 146	ZNF146	V$OZF_01,V$OZF_02,V$OZF_04	0.10677083333333333	0.05339951865222623	2.007035531603946	0.8616333333333334	0.0470332033405458
ENSG00000167637	zinc finger protein 283	ZNF283	V$ZNF283_01,V$ZNF283_02,V$ZNF283_03	0.453125	0.26925391095066187	1.6817748409758222	0.7057666666666668	0.00943760161826696
ENSG00000169083	androgen receptor	AR	V$AR_04,V$AR_08,V$AR_10,V$AR_12,V$AR_14_H,V$AR_Q2,V$AR_Q6,V$AR_Q6_01	1.8232421875	1.564192238267148	2.3219453284107954	0.8416250000000001	0.020354959566818348
ENSG00000169840	GS homeobox 1	GSX1	V$GSX1_04	0.1171875	0.05640794223826715	2.0774999999999997	0.9964	0.02215526448866655
ENSG00000170684	zinc finger protein 296	ZNF296	V$ZNF342_01,V$ZNF342_03,V$ZNF342_04	1.2786458333333333	0.9965403128760529	1.5963743979934166	0.8799333333333333	0.006788495183759527
ENSG00000170689	homeobox B9	HOXB9	V$HOXB9_01,V$HOXB9_05	0.05078125	0.0078971119133574	12.407291666666666	0.9802500000000001	0.00702917203062666
ENSG00000171532	neuronal differentiation 2	NEUROD2	V$NEUROD2_01,V$NEUROD2_02,V$NEUROD2_04	0.8333333333333334	0.6791516245487365	1.8086366538952745	0.9321666666666667	0.03943359810301355
ENSG00000171786	nescient helix loop helix 1	NHLH1	V$CUX1NHLH1_02,V$E2F1NHLH1_01,V$EBOX_Q6_01,V$ERFNHLH1_01,V$ETV2NHLH1_02,V$GCM1NHLH1_01,V$HEN1_01,V$HEN1_02,V$HOXB2NHLH1_03,V$NHLH1_02,V$NHLH1_04,V$NHLH1_05,V$NHLH1_06	2.243389423076923	1.9045056928630932	3.1219534545130023	0.8203	0.00361932814235507
ENSG00000171817	zinc finger protein 540	ZNF540	V$ZNF540_01	0.0390625	0.004512635379061372	8.65625	0.7845	0.007860302918265732
ENSG00000171827	zinc finger protein 570	ZNF570	V$ZNF570_01,V$ZNF570_02	0.3984375	0.26060469314079426	1.5312204391891893	0.77685	0.00980156208623786
