ID	Gene description	Gene symbol	Site model ID	Yes density per 1000bp	No density per 1000bp	Yes-No ratio	Model cutoff	P-value
ENSG00000091831	estrogen receptor 1	ESR1	V$ERALPHA_01,V$ERALPHA_Q4,V$ESR1_01,V$ESR1_03,V$ESR1_04,V$ESR1_06,V$ESR1_07	2.3239531215267	2.0889748549323017	2.4327652432343188	0.8330142857142856	0.015018063666897669
ENSG00000100968	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 4	NFATC4	V$NFAT3_Q3_01,V$NFAT_Q4_01	1.6101250655283457	1.4442295293359124	1.579047632852142	0.9821	0.029398734454952825
ENSG00000101096	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2	NFATC2	V$NFAT1_Q5,V$NFAT_Q4_01	1.6642119540344658	1.4861379754996775	1.5820529571869666	0.9861	0.022283640686059678
ENSG00000105880	distal-less homeobox 5	DLX5	V$DLX5_03	0.041605298850861644	0.003223726627981947	12.905963703537283	1.0	0.0016684422474016892
ENSG00000105996	homeobox A2	HOXA2	V$ETV2HOXA2_02,V$ETV5HOXA2_01,V$GCM1HOXA2_01	0.35225819693729526	0.2471523748119493	1.8924293361563602	0.8485	0.0102521805167057
ENSG00000105997	homeobox A3	HOXA3	V$ERFHOXA3_01,V$HOXA3_08	0.20594622931176515	0.12572533849129594	1.930200748014326	0.92225	0.014029231571159066
ENSG00000106038	even-skipped homeobox 1	EVX1	V$MEIS1EVX1_01	0.04576582873594781	0.006447453255963894	7.098280036945506	0.8175	0.003090595561866613
ENSG00000106511	mesenchyme homeobox 2	MEOX2	V$MEOX2_03	0.1747422551736189	0.07092198581560284	2.4638657979480265	0.8438	3.2670253165966936E-4
ENSG00000106689	LIM homeobox 2	LHX2	V$LHX2_03	0.1872238448288774	0.09348807221147647	2.002649540204061	0.8308	0.002214933293986264
ENSG00000111783	regulatory factor X, 4 (influences HLA class II expression)	RFX4	V$RFX4_05,V$RFX_Q6_01	0.11857510172495568	0.06931012250161186	2.2331926479870763	0.91405	0.04850110473683781
ENSG00000112182	BTB and CNC homology 1, basic leucine zipper transcription factor 2	BACH2	V$BACH2_03,V$MAF_Q4,V$MAF_Q6_01	4.440672230681966	4.08983451536643	2.252998914108279	0.8877666666666668	0.017494125060206648
ENSG00000112658	serum response factor (c-fos serum response element-binding transcription factor)	SRF	V$RFX3SRF_01,V$SRF_01,V$SRF_02,V$SRF_07,V$SRF_09,V$SRF_11,V$SRF_12,V$SRF_13,V$SRF_C,V$SRF_Q3,V$SRF_Q4,V$SRF_Q5_01,V$SRF_Q5_02,V$SRF_Q6	0.512042356571676	0.4110251450676983	3.6722690942719813	0.8672285714285716	0.01683150121496407
ENSG00000113430	iroquois homeobox 4	IRX4	V$IRX4_01	0.08321059770172329	0.01934235976789168	4.3019879011790945	0.966	5.898357151759229E-4
ENSG00000114315	hairy and enhancer of split 1, (Drosophila)	HES1	V$HES1_03,V$HES1_Q2,V$HES1_Q3	6.781663712690448	5.765097786374382	1.7078482112878743	0.8887333333333333	0.027943796445730584
ENSG00000115844	distal-less homeobox 2	DLX2	V$DLX2_Q6,V$ETV5DLX2_01,V$GCM2DLX2_01	0.48816883985011	0.3535353535353536	2.07259691832447	0.8885666666666667	0.046519889688979466
ENSG00000116132	paired related homeobox 1	PRRX1	V$PRRX1_02	0.062407948276292466	0.029013539651837523	2.1509939505895472	0.9997	0.04944444288883376
ENSG00000117010	zinc finger protein 684	ZNF684	V$ZNF684_01,V$ZNF684_02	1.691255398287526	1.2491940683430045	2.179413818848632	0.7902	0.04361022578188856
ENSG00000119547	one cut homeobox 2	ONECUT2	V$ELK1ONECUT2_01,V$GCM2ONECUT2_01,V$TEAD4ONECUT2_01,V$TFAP2CONECUT2_01	1.8805595080589463	1.6908446163765314	2.411677384544741	0.7450249999999999	0.02362671758046023
ENSG00000119950	MAX interactor 1, dimerization protein	MXI1	V$EBOX_Q6_01,V$MXI1_01	1.9034424224269202	1.7424242424242424	2.959114588711455	0.88645	0.02571974141664191
ENSG00000120149	msh homeobox 2	MSX2	V$MSX2_04	0.062407948276292466	0.029013539651837523	2.1509939505895472	0.9994	0.04944444288883376
ENSG00000120690	E74-like factor 1 (ets domain transcription factor)	ELF1	V$ELF1_Q4,V$ETS_Q4,V$GCM1ELF1_02	9.11433413492876	8.361272297442511	1.786330970430624	0.8366333333333333	0.0023173865440654358
ENSG00000120784	ZFP30 zinc finger protein	ZFP30	V$ZFP30_02	0.054086888506120145	0.02256608639587363	2.396821830656924	0.9262	0.04510571115621442
ENSG00000120837	nuclear transcription factor Y, beta	NFYB	V$NFYB_01,V$NFY_Q6,V$NFY_Q6_01	1.6850146034598967	1.5215989684074789	1.8821462239202147	0.89	0.04482748582486995
ENSG00000121068	T-box 2	TBX2	V$TBX2RELATED_Q6,V$TBX2_01,V$TBX2_Q2	0.33977660728203674	0.2407049215559854	1.6502815425519461	0.8792666666666666	0.026443202347828213
ENSG00000121075	T-box 4	TBX4	V$TBX2RELATED_Q6,V$TBX4_02	0.18306331494379124	0.1096067053513862	1.8710233094017013	0.88945	0.012759158379511113
ENSG00000123405	nuclear factor (erythroid-derived 2), 45kDa	NFE2	V$MAF_Q4,V$MAF_Q6_01,V$NFE2_01,V$NFE2_04	3.7423966316350046	3.4179561573178594	1.725765828474802	0.872425	0.022826630216823764
ENSG00000124216	snail homolog 1 (Drosophila)	SNAI1	V$SNA_01,V$SNA_Q4,V$SNA_Q6	0.5852478705021205	0.44487427466150864	2.8108788356337695	0.9423333333333334	0.007499289794688811
ENSG00000125740	FBJ murine osteosarcoma viral oncogene homolog B	FOSB	V$AP1_01,V$FOSB_01,V$FOSB_02,V$JUNBFOSB_01,V$JUNFOSB_01	0.510913069888581	0.3816892327530626	2.0908520725730875	0.9202200000000001	0.011766751905926517
ENSG00000126003	pleiomorphic adenoma gene-like 2	PLAGL2	V$PLAGL2_03,V$PLAGL2_05	0.9194771046040424	0.7882011605415861	1.994291374767672	0.8594999999999999	0.028980498534764376
ENSG00000126746	zinc finger protein 384	ZNF384	V$CIZ_03	0.14561854597801577	0.054803352675693105	2.6571101742576757	0.8035	4.953595848680365E-4
ENSG00000128604	interferon regulatory factor 5	IRF5	V$IRF5_Q3	0.09985271724206794	0.02256608639587363	4.424901841212782	0.9525	1.3742518539857268E-4
ENSG00000129173	E2F transcription factor 8	E2F8	V$E2F8_01,V$GCM2E2F8_01,V$TFAP2CE2F8_01	12.165389383991945	9.426176660219214	1.7319562058844635	0.7403	0.03151710224615268
ENSG00000130522	jun D proto-oncogene	JUND	V$AP1_01,V$JUNDFOS_01,V$JUNDFRA1_01,V$JUNDFRA2_01,V$JUND_04,V$JUND_06,V$JUND_08,V$JUND_Q6	0.47482047313545855	0.34252095422308193	1.7618825861474858	0.9192625000000001	0.022259621071711456
ENSG00000130803	zinc finger protein 317	ZNF317	V$ZNF317_01,V$ZNF317_03	0.14561854597801577	0.09026434558349453	2.3578202919923883	0.78365	0.0280752653525305
ENSG00000131127	zinc finger protein 141	ZNF141	V$ZNF141_01,V$ZNF141_02	0.5783136540269769	0.44165054803352677	1.6724885011475543	0.8274	0.007588404701998682
ENSG00000133794	aryl hydrocarbon receptor nuclear translocator-like	ARNTL	V$ARNTLBHLHA15_01,V$ARNTLIKE_Q6,V$BMAL1_Q6	0.1470053892730445	0.09133892112615516	4.046557369546586	0.8908666666666667	0.03317101021156163
ENSG00000134852	clock circadian regulator	CLOCK	V$ARNTLIKE_Q6,V$CLOCKBHLHA15_01,V$CLOCKFIGLA_01,V$CLOCK_Q6,V$ERFCLOCK_01,V$ETV2CLOCK_01,V$ETV5CLOCK_01,V$TEAD4CLOCK_01	2.436510313953585	2.12685364281109	2.2558838881951804	0.806175	0.016498220847231612
ENSG00000135100	HNF1 homeobox A	HNF1A	V$HNF1A_03,V$HNF1A_04,V$HNF1_C	0.23160283026979647	0.15258972705781218	1.9430394655063268	0.8206333333333333	0.02322819629421245
ENSG00000135547	hairy/enhancer-of-split related with YRPW motif 2	HEY2	V$HEY2_01	0.0707290080464648	0.01934235976789168	3.6566897160022305	0.9915	0.0032405378396287853
ENSG00000136866	ZFP37 zinc finger protein	ZFP37	V$ZFP37_04	0.16226066551836044	0.08381689232753063	1.9358945555305924	0.83	0.005855371342348653
ENSG00000136997	v-myc myelocytomatosis viral oncogene homolog (avian)	MYC	V$CMYC_Q3,V$CMYC_Q6_01,V$EBOX_Q6_01,V$MYCMAX_B,V$MYC_02,V$MYC_06,V$MYC_07	5.14835855208805	4.485585336649167	3.1969352574249332	0.9021714285714287	0.01715029029930624
ENSG00000138378	signal transducer and activator of transcription 4	STAT4	V$STAT4_Q4,V$STAT_01	0.4992635862103398	0.41102514506769827	5.751791697796931	0.92665	0.02305240681962139
ENSG00000140009	estrogen receptor 2 (ER beta)	ESR2	V$ERBETA_Q5,V$ESR2_01,V$ESR2_02,V$ESR2_03,V$ESR2_04	5.140750726012465	4.557704706640877	1.8087626814167765	0.78738	0.004179437179872878
ENSG00000140836	zinc finger homeobox 3	ZFHX3	V$AFP1_Q6	0.04576582873594781	0.016118633139909737	2.839312014778202	0.9035	0.03850365785229788
ENSG00000141510	tumor protein p53	TP53	V$P53DECAMER_Q2,V$P53_01,V$P53_02,V$P53_03,V$P53_04,V$P53_Q3,V$P53_Q3_01,V$TP53_03	7.102544580077719	6.279013539651838	1.714022731364336	0.8029750000000001	0.01861626613018258
ENSG00000142611	PR domain containing 16	PRDM16	V$PRDM16_01,V$PRDM16_02	3.5718149063464724	2.9271437782076077	1.5102708193610415	0.81755	0.01444785532484445
ENSG00000143390	regulatory factor X, 5 (influences HLA class II expression)	RFX5	V$RFX5_01,V$RFX5_02,V$RFX5_07,V$RFX5_08,V$RFX_Q6_01	5.908784542799371	5.370728562217924	1.668403480569183	0.7842	0.021847264435974012
ENSG00000143437	aryl hydrocarbon receptor nuclear translocator	ARNT	V$AHRARNT_01,V$AHRARNT_02,V$ARNTLIKE_Q6	6.18254740923804	5.8413926499032875	3.7197965512811524	0.8162666666666666	0.02270857104756256
ENSG00000143621	interleukin enhancer binding factor 2	ILF2	V$NFAT1_Q5,V$NFAT_Q4_01	1.6642119540344658	1.4861379754996775	1.5820529571869666	0.9861	0.022283640686059678
ENSG00000143995	Meis homeobox 1	MEIS1	V$MEIS1EVX1_01,V$MEIS1_01,V$MEIS1_02,V$MEIS1_07	0.19242450718523513	0.13620245003223727	3.9576891941529104	0.9066500000000001	0.021698357323771424
ENSG00000152192	POU class 4 homeobox 1	POU4F1	V$POU4F1_01	0.0707290080464648	0.02256608639587363	3.1343054708590543	0.9057	0.006599552559717602
ENSG00000152433	zinc finger protein 547	ZNF547	V$ZNF547_01,V$ZNF547_02,V$ZNF547_03,V$ZNF547_04	0.3494845103472378	0.2498388136686009	1.5618800183644277	0.81395	0.027149707786827775
ENSG00000152454	zinc finger protein 256	ZNF256	V$ZNF256_02,V$ZNF256_03	0.40357139885335797	0.3207607994842037	1.5163989455841558	0.8085	0.0410706544219424
ENSG00000153147	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5	SMARCA5	V$SNF2H_01	0.11233430689732644	0.06447453255963895	1.742305099977533	0.8512	0.03982590785283484
ENSG00000153234	nuclear receptor subfamily 4, group A, member 2	NR4A2	V$NR4A2_01,V$NR4A2_02,V$NURR1_Q3	0.2967844651361464	0.21921341070277242	1.557573041647678	0.9116666666666666	0.03708887058670111
ENSG00000156127	basic leucine zipper transcription factor, ATF-like	BATF	V$BATFJUN_01,V$BATF_01,V$BATF_03,V$BATF_05	2.198840044268038	1.9696969696969697	1.6652107765494124	0.8745499999999999	0.023081248998556663
ENSG00000156273	BTB and CNC homology 1, basic leucine zipper transcription factor 1	BACH1	V$BACH1_01,V$BACH1_02,V$MAF_Q4,V$MAF_Q6_01	3.3669088095059783	3.089136041263701	1.9533995869534713	0.885	0.02397684745811882
ENSG00000157429	zinc finger protein 19	ZNF19	V$ZNF19_01,V$ZNF19_02	0.5346280902335722	0.30303030303030304	1.7800218084433925	0.84335	1.76436235733937E-5
ENSG00000159387	iroquois homeobox 6	IRX6	V$IRXB3_01	0.06656847816137863	0.003223726627981947	20.649541925659655	0.979	1.7436953009229448E-5
ENSG00000160199	PBX/knotted 1 homeobox 1	PKNOX1	V$PBX_Q3,V$PREP1_01,V$PREP1_02	3.0579894655383306	2.620889748549323	2.927117872769291	0.8569	0.023049773234858958
ENSG00000162086	zinc finger protein 75a	ZNF75A	V$ZNF75A_01,V$ZNF75A_02	0.176822520116162	0.11121856866537717	1.9504402113440054	0.8645499999999999	0.02309172325181909
ENSG00000162714	zinc finger protein 496	ZNF496	V$ZNF496_01	0.029123709195603153	0.003223726627981947	9.034174592476099	0.942	0.01494310938596633
ENSG00000162992	neuronal differentiation 1	NEUROD1	V$NEUROD1_01,V$NEUROD_01,V$NEUROD_02,V$NEUROD_04	1.8327134143804555	1.4958091553836232	1.6333161715461553	0.90215	0.015935294381509507
ENSG00000163666	HESX homeobox 1	HESX1	V$HESX1_02	0.054086888506120145	0.012894906511927788	4.194438203649618	0.8282	0.006319679472183838
ENSG00000164532	T-box 20	TBX20	V$TBX20_02,V$TBX20_05	0.2121870241393944	0.1289490651192779	1.638064623910501	0.8167	0.021007883660403386
ENSG00000164683	hairy/enhancer-of-split related with YRPW motif 1	HEY1	V$HEY1_01	0.033284239080689317	0.006447453255963894	5.162385481414914	0.988	0.022347006189443394
ENSG00000164749	hepatocyte nuclear factor 4, gamma	HNF4G	V$DR1_Q3,V$HNF4G_02,V$HNF4_Q6	0.07350269463652224	0.03546099290780142	2.120265465581125	0.9655999999999999	0.047475727191274984
ENSG00000164920	odd-skipped related 2 (Drosophila)	OSR2	V$OSR2_05,V$OSR2_07,V$OSR2_08	6.217218491613759	5.523318289275736	1.9270151915830187	0.8122666666666666	0.0015373209910635223
ENSG00000165495	PBX/knotted 1 homeobox 2	PKNOX2	V$PKNOX2_01	0.058247418391206306	0.016118633139909737	3.613669836990439	0.9548	0.007936195715823371
ENSG00000165804	zinc finger protein 219	ZNF219	V$ZNF219_01	11.820065403529794	7.81431334622824	1.5126172806002236	0.7822	4.801955929772929E-51
ENSG00000166188	zinc finger protein 319	ZNF319	V$ZNF319_01	0.033284239080689317	0.003223726627981947	10.324770962829827	0.9559	0.007267129430196464
ENSG00000166526	zinc finger protein 3	ZNF3	V$ZNF3_01	0.08737112758680946	0.03868471953578336	2.2585436481190246	0.8817	0.016526037720783246
ENSG00000166716	zinc finger protein 592	ZNF592	V$ZNF592_02	0.1872238448288774	0.11605415860735009	1.6132454629421604	0.9529	0.020729222427295052
ENSG00000167377	zinc finger protein 23	ZNF23	V$ZNF23_01,V$ZNF23_02	5.712407532223304	4.302063185041908	2.0045949106706455	0.8139000000000001	4.3941962664784263E-7
ENSG00000167380	zinc finger protein 226	ZNF226	V$ZNF226_01,V$ZNF226_03	0.6282400126480109	0.5335267569310123	2.7254667251982188	0.8529	0.03102969850571756
ENSG00000167555	zinc finger protein 528	ZNF528	V$ZNF528_03,V$ZNF528_04	1.191991812077186	0.9332688588007737	1.9246719783970818	0.8118000000000001	0.04729320833831718
ENSG00000167637	zinc finger protein 283	ZNF283	V$ZNF283_01,V$ZNF283_02	0.4243740482787888	0.2852998065764023	1.7729513683036586	0.6998	0.015582339916175546
ENSG00000167766	zinc finger protein 83	ZNF83	V$ZNF83_01,V$ZNF83_02,V$ZNF83_03	1.7529699249163038	1.4302600472813236	1.6115199080677265	0.8127666666666666	0.015243646931953741
ENSG00000168036	catenin (cadherin-associated protein), beta 1, 88kDa	CTNNB1	V$BETACATENIN_Q3,V$BETACATENIN_Q3_01,V$BETACATENIN_Q6	0.4576582873594781	0.3685794111326026	1.5551005814409204	0.9614666666666668	0.04351627602843364
ENSG00000168610	signal transducer and activator of transcription 3 (acute-phase response factor)	STAT3	V$STAT3STAT3_Q3,V$STAT3_02,V$STAT3_10,V$STAT3_11,V$STAT3_Q4,V$STAT_01	1.6884817116974684	1.4614227380184828	1.6249379892055817	0.9179166666666667	0.03309601014576375
ENSG00000168779	short stature homeobox 2	SHOX2	V$SHOX2_01,V$SHOX2_03	0.6199189528778386	0.45615731785944547	1.7419910862621188	0.9185000000000001	0.024926481344728618
ENSG00000170345	FBJ murine osteosarcoma viral oncogene homolog	FOS	V$AP1_01,V$AP1_02,V$CFOSCJUN_Q5,V$FOSJUN_02,V$FOS_02,V$FOS_03,V$FOS_06,V$FOS_08,V$FOS_10,V$FOS_11,V$JUNBFOS_01,V$JUNDFOS_01	0.618878820406567	0.4840962819686225	1.9168383121404589	0.9139916666666666	0.017315983277879796
ENSG00000170561	iroquois homeobox 2	IRX2	V$IRX2_01	0.0707290080464648	0.00967117988394584	7.313379432004461	0.9809	1.7670156789795872E-4
ENSG00000170608	forkhead box A3	FOXA3	V$HNF3G_Q4	0.378608219542841	0.2256608639587363	1.677775281459847	0.9627	6.960974100164968E-4
ENSG00000171469	zinc finger protein 561	ZNF561	V$ZNF561_02	0.13729748620784343	0.025789813023855575	5.323710027709129	0.7542	1.5599100610609816E-6
ENSG00000171532	neuronal differentiation 2	NEUROD2	V$NEUROD2_01,V$NEUROD2_02	0.7613769689707681	0.5899419729206963	1.9269569075364528	0.92475	0.031691080619327246
ENSG00000172262	zinc finger protein 131	ZNF131	V$ZNF131_01,V$ZNF131_02	0.22882914367973906	0.13700838168923277	1.7555906508488213	0.7511	0.015038210656343788
ENSG00000172466	zinc finger protein 24	ZNF24	V$ZNF24_01	0.35364504023232396	0.1257253384912959	2.8128382430786387	0.8369	1.946807033865255E-8
ENSG00000172819	retinoic acid receptor, gamma	RARG	V$DR4_Q2,V$RARG_05,V$T3R_Q6	5.5432126502298	5.102084676552762	2.9161679564760488	0.8718333333333333	0.028457948960739592
ENSG00000173153	estrogen-related receptor alpha	ESRRA	V$ERR1_Q2,V$ERR1_Q2_01,V$ESRRA_05,V$ESRRA_06,V$ESRRA_10,V$ESRRA_12,V$ESRRA_13	0.874899998692405	0.7520493690706457	2.5638094478632323	0.8719285714285715	0.04147882049356496
ENSG00000173258	zinc finger protein 483	ZNF483	V$ZNF483_01,V$ZNF483_02	0.2953976218411177	0.18697614442295296	2.652234742745276	0.8066	0.002339817545397626
ENSG00000173976	retina and anterior neural fold homeobox 2	RAX2	V$RAX2_01	0.062407948276292466	0.029013539651837523	2.1509939505895472	0.9996	0.04944444288883376
ENSG00000175329	intestine-specific homeobox	ISX	V$ISX_01	0.17890278505870508	0.08704061895551257	2.055394219452234	0.9162	0.0020818508190941607
ENSG00000175592	FOS-like antigen 1	FOSL1	V$AP1_01,V$FOSL1_02,V$FOSL1_03,V$FOSL1_05,V$FRA1_Q5,V$FRA1_Q6,V$FRA1_Q6_01,V$JUNBFRA1_01,V$JUNDFRA1_01,V$JUNFRA1_01	0.8379307188563537	0.6615087040618955	1.7273089934489427	0.9042500000000002	0.009518661116935776
ENSG00000175787	zinc finger protein 169	ZNF169	V$ZNF169_01	0.058247418391206306	0.016118633139909737	3.613669836990439	0.8222	0.007936195715823371
ENSG00000176222	zinc finger protein 404	ZNF404	V$ZNF404_01,V$ZNF404_02,V$ZNF404_03	1.051227217631771	0.7414571244358479	1.5256083967235021	0.7631333333333333	1.412700499939107E-4
ENSG00000176472	zinc finger protein 575	ZNF575	V$ZNF575_01	8.491641495460863	5.560928433268859	1.5270186619663535	0.7504	1.0894034221609322E-38
ENSG00000176842	iroquois homeobox 5	IRX5	V$IRX5_01	0.07488953793155097	0.006447453255963894	11.615367333183556	0.9851	2.1711088689595977E-5
ENSG00000177374	hypermethylated in cancer 1	HIC1	V$HIC1_02,V$HIC1_03	1.038052206328998	0.6963249516441006	1.5976185838139456	0.9473	2.844441580842479E-5
ENSG00000177463	nuclear receptor subfamily 2, group C, member 2	NR2C2	V$TR4_01,V$TR4_04,V$TR4_Q2,V$TR4_Q3	2.8905281376636127	2.600741457124436	2.4887887855768027	0.901575	0.045135672815926314
ENSG00000177508	iroquois homeobox 3	IRX3	V$IRX3_01,V$IRX3_02	0.08321059770172329	0.014506769825918763	5.807683666591777	0.98215	1.5517299975041865E-4
ENSG00000177599	zinc finger protein 491	ZNF491	V$ZNF491_02,V$ZNF491_03	0.3494845103472378	0.21437782076079948	1.647432222466135	0.8855	0.006070017440047019
ENSG00000177606	jun proto-oncogene	JUN	V$AP1_01,V$AP1_02,V$BATFJUN_01,V$CFOSCJUN_Q5,V$FOSJUN_02,V$JUNFOSB_01,V$JUNFRA1_01,V$JUNFRA2_01,V$JUN_04,V$JUN_06	0.4971833212677967	0.35912314635718895	1.7818137582171072	0.9290999999999998	0.018407391772165403
ENSG00000177873	zinc finger protein 619	ZNF619	V$ZNF619_02	0.062407948276292466	0.01934235976789168	3.226490925884321	0.8491	0.009483239766941324
ENSG00000177888	zinc finger and BTB domain containing 41	ZBTB41	V$ZBTB41_01,V$ZBTB41_02,V$ZBTB41_03	1.643409304609035	1.3142058886739738	2.7845248386081125	0.7872	0.003953231154805193
ENSG00000178403	neurogenin 2	NEUROG2	V$NGN2_Q3	0.3910898091980995	0.21921341070277242	1.7840596884301538	0.9757	1.6514534612326157E-4
ENSG00000178573	v-maf musculoaponeurotic fibrosarcoma oncogene homolog (avian)	MAF	V$CMAF_Q5,V$MAF_Q4,V$MAF_Q6_01	4.447606447157109	4.097356544165055	1.8299701038256686	0.9061666666666667	0.035057745350595255
ENSG00000178935	zinc finger protein 552	ZNF552	V$ZNF552_01,V$ZNF552_02	0.7676177637983974	0.6350741457124436	3.810725088422965	0.77325	0.009650918921943287
ENSG00000179456	zinc finger and BTB domain containing 18	ZBTB18	V$RP58_02,V$RP58_03,V$RP58_04,V$RP58_Q3	2.441190910074307	2.1768214055448096	2.2915441393761	0.8506	0.01587444505095737
ENSG00000179588	zinc finger protein, FOG family member 1	ZFPM1	V$ZFPM1_01	0.42021351839370263	0.2578981302385558	1.629377917571582	0.8351	6.782023039239986E-4
ENSG00000179627	zinc finger and BTB domain containing 42	ZBTB42	V$ZBTB42_01,V$ZBTB42_02	1.1836707523070138	1.0025789813023858	1.9725672392783489	0.8794	0.005996759540955957
ENSG00000179930	zinc finger protein 648	ZNF648	V$ZNF648_01,V$ZNF648_02	0.6469623971308985	0.5577047066408769	2.8288071606009044	0.8356	0.04670153546960944
ENSG00000180787	ZFP3 zinc finger protein	ZFP3	V$ZFP3_01,V$ZFP3_02,V$ZFP3_03,V$ZFP3_08	2.8125182023182473	2.4669568020631853	2.894552888244076	0.82795	0.019128379114391744
ENSG00000180884	zinc finger protein 792	ZNF792	V$ZNF792_02	0.23715020344991136	0.13217279174725982	1.7942437343942075	0.8478	0.002712121463141981
ENSG00000180938	zinc finger protein 572	ZNF572	V$ZNF572_01	0.054086888506120145	0.016118633139909737	3.3555505629196936	0.9108	0.013672067315715424
ENSG00000181894	zinc finger protein 329	ZNF329	V$ZNF329_03,V$ZNF329_04,V$ZNF329_05	2.823612948678477	2.278100150440576	1.5550242039064843	0.7406333333333333	0.006355465809339953
ENSG00000182141	zinc finger protein 708	ZNF708	V$ZNF708_01,V$ZNF708_02,V$ZNF708_03,V$ZNF708_04,V$ZNF708_05	1.63592035081588	1.3881366860090263	2.2445072997727804	0.81096	0.013642735137064044
ENSG00000182903	zinc finger protein 721	ZNF721	V$ZNF721_01,V$ZNF721_02,V$ZNF721_04,V$ZNF721_06,V$ZNF721_07	2.814182414272282	2.245647969052224	2.8262120145953173	0.8027999999999998	0.003960856144496722
