ID	Ensembl IDs	Names	Model	Score	Best module	Best score
ENSG00000100442	["ENSG00000100442"]	["FKBP3"]	DataElement[ENSG00000100442] class=class ru.biosoft.bsa.project.ProjectAsLists	0.9116659760475159	V$ZNF43_04, V$ZNF257_04	0.9116659760475159
ENSG00000108518	["ENSG00000108518"]	["PFN1"]	DataElement[ENSG00000108518] class=class ru.biosoft.bsa.project.ProjectAsLists	0.9095138907432556	V$ZNF43_04, V$ZNF257_04	0.9095138907432556
ENSG00000010017	["ENSG00000010017"]	["RANBP9"]	DataElement[ENSG00000010017] class=class ru.biosoft.bsa.project.ProjectAsLists	0.9090020060539246	V$ZNF43_04, V$ZNF257_04	0.9090020060539246
ENSG00000136930	["ENSG00000136930"]	["PSMB7"]	DataElement[ENSG00000136930] class=class ru.biosoft.bsa.project.ProjectAsLists	0.9085630178451538	V$ZNF257_04, V$HOXA10_01	0.9085630178451538
ENSG00000134717	["ENSG00000134717"]	["BTF3L4"]	DataElement[ENSG00000134717] class=class ru.biosoft.bsa.project.ProjectAsLists	0.9062579870223999	V$ZNF257_04, V$HOXA10_01	0.9062579870223999
ENSG00000008952	["ENSG00000008952"]	["SEC62"]	DataElement[ENSG00000008952] class=class ru.biosoft.bsa.project.ProjectAsLists	0.9062340259552002	V$ZNF43_04, V$ZNF257_04	0.9062340259552002
ENSG00000085872	["ENSG00000085872"]	["CHERP"]	DataElement[ENSG00000085872] class=class ru.biosoft.bsa.project.ProjectAsLists	0.9059000015258789	V$ZNF257_04, V$HOXA10_01	0.9059000015258789
ENSG00000160752	["ENSG00000160752"]	["FDPS"]	DataElement[ENSG00000160752] class=class ru.biosoft.bsa.project.ProjectAsLists	0.895902156829834	V$ZNF43_04, V$ZNF257_04	0.895902156829834
ENSG00000051108	["ENSG00000051108"]	["HERPUD1"]	DataElement[ENSG00000051108] class=class ru.biosoft.bsa.project.ProjectAsLists	0.8939059972763062	V$ZNF43_04, V$ZNF257_04	0.8939059972763062
ENSG00000134453	["ENSG00000134453"]	["RBM17"]	DataElement[ENSG00000134453] class=class ru.biosoft.bsa.project.ProjectAsLists	0.8884435892105103	V$ZNF43_04, V$ZNF257_04	0.8884435892105103
ENSG00000141076	["ENSG00000141076"]	["UTP4"]	DataElement[ENSG00000141076] class=class ru.biosoft.bsa.project.ProjectAsLists	0.8822129964828491	V$ZNF43_04, V$ZNF257_04	0.8822129964828491
ENSG00000168818	["ENSG00000168818"]	["STX18"]	DataElement[ENSG00000168818] class=class ru.biosoft.bsa.project.ProjectAsLists	0.8817469477653503	V$ZNF43_04, V$ZNF257_04	0.8817469477653503
ENSG00000081154	["ENSG00000081154"]	["PCNP"]	DataElement[ENSG00000081154] class=class ru.biosoft.bsa.project.ProjectAsLists	0.8809509873390198	V$ZNF43_04, V$ZNF257_04	0.8809509873390198
ENSG00000122705	["ENSG00000122705"]	["CLTA"]	DataElement[ENSG00000122705] class=class ru.biosoft.bsa.project.ProjectAsLists	0.879725992679596	V$ZNF43_04, V$ZNF257_04	0.879725992679596
ENSG00000213676	["ENSG00000213676"]	["ATF6B"]	DataElement[ENSG00000213676] class=class ru.biosoft.bsa.project.ProjectAsLists	0.8707960247993469	V$ZNF43_04, V$ZNF257_04	0.8707960247993469
ENSG00000185624	["ENSG00000185624"]	["P4HB"]	DataElement[ENSG00000185624] class=class ru.biosoft.bsa.project.ProjectAsLists	0.8623409867286682	V$ZNF43_04, V$ZNF257_04	0.8623409867286682
ENSG00000167118	["ENSG00000167118"]	["URM1"]	DataElement[ENSG00000167118] class=class ru.biosoft.bsa.project.ProjectAsLists	0.8587039709091187	V$ZNF43_04, V$ZNF257_04	0.8587039709091187
ENSG00000054118	["ENSG00000054118"]	["THRAP3"]	DataElement[ENSG00000054118] class=class ru.biosoft.bsa.project.ProjectAsLists	0.856715977191925	V$ZNF43_04, V$ZNF257_04	0.856715977191925
ENSG00000100823	["ENSG00000100823"]	["APEX1"]	DataElement[ENSG00000100823] class=class ru.biosoft.bsa.project.ProjectAsLists	0.8514429926872253	V$ZNF43_04, V$ZNF257_04	0.8514429926872253
ENSG00000198218	["ENSG00000198218"]	["QRICH1"]	DataElement[ENSG00000198218] class=class ru.biosoft.bsa.project.ProjectAsLists	0.8424004316329956	V$ZNF43_04, V$ZNF257_04	0.8424004316329956
ENSG00000142534	["ENSG00000142534"]	["RPS11"]	DataElement[ENSG00000142534] class=class ru.biosoft.bsa.project.ProjectAsLists	0.8364138007164001	V$ZNF43_04, V$ZNF257_04	0.8364138007164001
ENSG00000009844	["ENSG00000009844"]	["VTA1"]	DataElement[ENSG00000009844] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000010244	["ENSG00000010244"]	["ZNF207"]	DataElement[ENSG00000010244] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000047849	["ENSG00000047849"]	["MAP4"]	DataElement[ENSG00000047849] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000049245	["ENSG00000049245"]	["VAMP3"]	DataElement[ENSG00000049245] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000050748	["ENSG00000050748"]	["MAPK9"]	DataElement[ENSG00000050748] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000060762	["ENSG00000060762"]	["MPC1"]	DataElement[ENSG00000060762] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000063046	["ENSG00000063046"]	["EIF4B"]	DataElement[ENSG00000063046] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000065427	["ENSG00000065427"]	["KARS"]	DataElement[ENSG00000065427] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000079616	["ENSG00000079616"]	["KIF22"]	DataElement[ENSG00000079616] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000079805	["ENSG00000079805"]	["DNM2"]	DataElement[ENSG00000079805] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000081665	["ENSG00000081665"]	["ZNF506"]	DataElement[ENSG00000081665] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000086589	["ENSG00000086589"]	["RBM22"]	DataElement[ENSG00000086589] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000086666	["ENSG00000086666"]	["ZFAND6"]	DataElement[ENSG00000086666] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000087086	["ENSG00000087086"]	["FTL"]	DataElement[ENSG00000087086] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000090487	["ENSG00000090487"]	["SPG21"]	DataElement[ENSG00000090487] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000095059	["ENSG00000095059"]	["DHPS"]	DataElement[ENSG00000095059] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000099341	["ENSG00000099341"]	["PSMD8"]	DataElement[ENSG00000099341] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000099817	["ENSG00000099817"]	["POLR2E"]	DataElement[ENSG00000099817] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000100014	["ENSG00000100014"]	["SPECC1L"]	DataElement[ENSG00000100014] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000100030	["ENSG00000100030"]	["MAPK1"]	DataElement[ENSG00000100030] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000100316	["ENSG00000100316"]	["RPL3"]	DataElement[ENSG00000100316] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000100568	["ENSG00000100568"]	["VTI1B"]	DataElement[ENSG00000100568] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000101138	["ENSG00000101138"]	["CSTF1"]	DataElement[ENSG00000101138] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000102172	["ENSG00000102172"]	["SMS"]	DataElement[ENSG00000102172] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000103495	["ENSG00000103495"]	["MAZ"]	DataElement[ENSG00000103495] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000104738	["ENSG00000104738"]	["MCM4"]	DataElement[ENSG00000104738] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000104824	["ENSG00000104824"]	["HNRNPL"]	DataElement[ENSG00000104824] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000105058	["ENSG00000105058"]	["FAM32A"]	DataElement[ENSG00000105058] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000105323	["ENSG00000105323"]	["HNRNPUL1"]	DataElement[ENSG00000105323] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000105402	["ENSG00000105402"]	["NAPA"]	DataElement[ENSG00000105402] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000106028	["ENSG00000106028"]	["SSBP1"]	DataElement[ENSG00000106028] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000107581	["ENSG00000107581"]	["EIF3A"]	DataElement[ENSG00000107581] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000108671	["ENSG00000108671"]	["PSMD11"]	DataElement[ENSG00000108671] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000108946	["ENSG00000108946"]	["PRKAR1A"]	DataElement[ENSG00000108946] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000108953	["ENSG00000108953"]	["YWHAE"]	DataElement[ENSG00000108953] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000109220	["ENSG00000109220"]	["CHIC2"]	DataElement[ENSG00000109220] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000111229	["ENSG00000111229"]	["ARPC3"]	DataElement[ENSG00000111229] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000111237	["ENSG00000111237"]	["VPS29"]	DataElement[ENSG00000111237] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000113845	["ENSG00000113845"]	["TIMMDC1"]	DataElement[ENSG00000113845] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000115145	["ENSG00000115145"]	["STAM2"]	DataElement[ENSG00000115145] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000115268	["ENSG00000115268"]	["RPS15"]	DataElement[ENSG00000115268] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000115307	["ENSG00000115307"]	["AUP1"]	DataElement[ENSG00000115307] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000115677	["ENSG00000115677"]	["HDLBP"]	DataElement[ENSG00000115677] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000116560	["ENSG00000116560"]	["SFPQ"]	DataElement[ENSG00000116560] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000117133	["ENSG00000117133"]	["RPF1"]	DataElement[ENSG00000117133] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000118680	["ENSG00000118680"]	["MYL12B"]	DataElement[ENSG00000118680] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000120685	["ENSG00000120685"]	["PROSER1"]	DataElement[ENSG00000120685] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000120699	["ENSG00000120699"]	["EXOSC8"]	DataElement[ENSG00000120699] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000122026	["ENSG00000122026"]	["RPL21"]	DataElement[ENSG00000122026] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000122203	["ENSG00000122203"]	["KIAA1191"]	DataElement[ENSG00000122203] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000126067	["ENSG00000126067"]	["PSMB2"]	DataElement[ENSG00000126067] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000126214	["ENSG00000126214"]	["KLC1"]	DataElement[ENSG00000126214] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000127184	["ENSG00000127184"]	["COX7C"]	DataElement[ENSG00000127184] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000127483	["ENSG00000127483"]	["HP1BP3"]	DataElement[ENSG00000127483] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000129625	["ENSG00000129625"]	["REEP5"]	DataElement[ENSG00000129625] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000130311	["ENSG00000130311"]	["DDA1"]	DataElement[ENSG00000130311] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000132155	["ENSG00000132155"]	["RAF1"]	DataElement[ENSG00000132155] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000132341	["ENSG00000132341"]	["RAN"]	DataElement[ENSG00000132341] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000132676	["ENSG00000132676"]	["DAP3"]	DataElement[ENSG00000132676] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000133983	["ENSG00000133983"]	["COX16"]	DataElement[ENSG00000133983] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000134248	["ENSG00000134248"]	["LAMTOR5"]	DataElement[ENSG00000134248] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
