ID	Title	Number of hits	Group size	Expected hits	P-value	Adjusted P-value	Hits	Hit names
CH000000895	Fas ---> Abl	5	6	0.3810352327098739	5.510863777275587E-6	2.163014032580668E-4	["ENSG00000026103","ENSG00000064012","ENSG00000097007","ENSG00000117560","ENSG00000185104"]	["ABL1","CASP8","FAF1","FAS","FASLG"]
CH000004634	TGFbetaR-I ---> ERK	9	25	1.5876468029578077	1.1199550384193627E-5	4.0576832545809215E-4	["ENSG00000105329","ENSG00000115904","ENSG00000136238","ENSG00000160691","ENSG00000166949","ENSG00000174775","ENSG00000175387","ENSG00000177885","ENSG00000197122"]	["GRB2","HRAS (ENSG00000174775)","RAC1","SHC1","SMAD2","SMAD3","SOS1","SRC","TGFB1"]
CH000004506	IL-5 pathway	10	32	2.032187907785994	1.5119282078987415E-5	4.4910688380710173E-4	["ENSG00000096968","ENSG00000115904","ENSG00000136238","ENSG00000137575","ENSG00000160691","ENSG00000162434","ENSG00000165025","ENSG00000174775","ENSG00000177885","ENSG00000254087"]	["GRB2","HRAS (ENSG00000174775)","JAK1","JAK2","LYN","RAC1","SDCBP","SHC1","SOS1","SYK"]
CH000004572	EGF ---Raf-1---> ERK2	10	32	2.032187907785994	1.5119282078987415E-5	4.4910688380710173E-4	["ENSG00000101266","ENSG00000115904","ENSG00000136238","ENSG00000146648","ENSG00000164924","ENSG00000166949","ENSG00000174775","ENSG00000175387","ENSG00000177885","ENSG00000197122"]	["CSNK2A1","EGFR","GRB2","HRAS (ENSG00000174775)","RAC1","SMAD2","SMAD3","SOS1","SRC","YWHAZ"]
CH000004523	TLR2, TLR6 internalization	4	4	0.25402348847324924	1.5645790585341086E-5	4.4910688380710173E-4	["ENSG00000135218","ENSG00000137462","ENSG00000170458","ENSG00000174130"]	["CD14","CD36","TLR2","TLR6"]
CH000004570	ErbB1 ---Sos1, H-Ras---> Rac activation	9	26	1.65115267507612	1.6209802600256326E-5	4.4910688380710173E-4	["ENSG00000105647","ENSG00000115904","ENSG00000136238","ENSG00000136754","ENSG00000145675","ENSG00000146648","ENSG00000151491","ENSG00000174775","ENSG00000177885"]	["ABI1","EGFR","EPS8","GRB2","HRAS (ENSG00000174775)","PIK3R1","PIK3R2","RAC1","SOS1"]
CH000000910	Fas ---/ PRK2	5	7	0.44454110482818615	1.8301238112023703E-5	4.5367806056648233E-4	["ENSG00000026103","ENSG00000064012","ENSG00000117560","ENSG00000164305","ENSG00000185104"]	["CASP3","CASP8","FAF1","FAS","FASLG"]
CH000000920	Fas ---/ Cdc42	5	7	0.44454110482818615	1.8301238112023703E-5	4.5367806056648233E-4	["ENSG00000026103","ENSG00000064012","ENSG00000117560","ENSG00000164305","ENSG00000185104"]	["CASP3","CASP8","FAF1","FAS","FASLG"]
CH000004646	Smad2/3 ---TAZ---> cytoplasmic retention	6	11	0.6985645933014354	2.1020241922757694E-5	4.950266972809437E-4	["ENSG00000108953","ENSG00000141646","ENSG00000164924","ENSG00000166949","ENSG00000170027","ENSG00000175387"]	["SMAD2","SMAD3","SMAD4","YWHAE (ENSG00000108953)","YWHAG","YWHAZ"]
CH000000751	T-cell antigen receptor pathway	17	89	5.652022618529796	2.533273931711884E-5	5.681771532553796E-4	["ENSG00000010610","ENSG00000010810","ENSG00000103653","ENSG00000109320","ENSG00000115904","ENSG00000124181","ENSG00000136238","ENSG00000141968","ENSG00000149269","ENSG00000150995","ENSG00000154229","ENSG00000170315","ENSG00000173039","ENSG00000174775","ENSG00000177885","ENSG00000182866","ENSG00000198668"]	["CALM1","CD4","CSK","FYN","GRB2","HRAS (ENSG00000174775)","ITPR1","LCK","NFKB1","PAK1","PLCG1","PRKCA","RAC1","RELA","SOS1","UBB","VAV1"]
CH000004481	IL-3 ---AKT-1---/ LNC2	8	22	1.3971291866028708	3.266499513091553E-5	6.993278503027825E-4	["ENSG00000010810","ENSG00000096968","ENSG00000105647","ENSG00000142208","ENSG00000145675","ENSG00000162434","ENSG00000164924","ENSG00000177885"]	["AKT1","FYN","GRB2","JAK1","JAK2","PIK3R1","PIK3R2","YWHAZ"]
CH000004648	angiotensin	17	91	5.77903436276642	3.436162308046275E-5	7.036662813433894E-4	["ENSG00000067606","ENSG00000089159","ENSG00000096968","ENSG00000100393","ENSG00000111679","ENSG00000120899","ENSG00000136238","ENSG00000139687","ENSG00000150995","ENSG00000154229","ENSG00000163932","ENSG00000168610","ENSG00000171132","ENSG00000179295","ENSG00000185591","ENSG00000197122","ENSG00000198668"]	["CALM1","EP300","ITPR1","JAK2","PRKCA","PRKCD","PRKCE","PRKCZ","PTK2B","PTPN11","PTPN6","PXN","RAC1","RB1","SP1","SRC","STAT3"]
CH000004257	NR2A:NR2B ---Pyk2---MEK1---> ERK2	7	17	1.0795998260113093	4.1012109227473935E-5	7.154334609681565E-4	["ENSG00000115904","ENSG00000120899","ENSG00000160691","ENSG00000174775","ENSG00000176884","ENSG00000177885","ENSG00000197122"]	["GRB2","GRIN1","HRAS (ENSG00000174775)","PTK2B","SHC1","SOS1","SRC"]
CH000004258	NR2A:NR2B ---Pyk2---MEK2---> ERK2	7	17	1.0795998260113093	4.1012109227473935E-5	7.154334609681565E-4	["ENSG00000115904","ENSG00000120899","ENSG00000160691","ENSG00000174775","ENSG00000176884","ENSG00000177885","ENSG00000197122"]	["GRB2","GRIN1","HRAS (ENSG00000174775)","PTK2B","SHC1","SOS1","SRC"]
CH000004274	NR2A:NR2B ---Pyk2---MEK1---> ERK1	7	17	1.0795998260113093	4.1012109227473935E-5	7.154334609681565E-4	["ENSG00000115904","ENSG00000120899","ENSG00000160691","ENSG00000174775","ENSG00000176884","ENSG00000177885","ENSG00000197122"]	["GRB2","GRIN1","HRAS (ENSG00000174775)","PTK2B","SHC1","SOS1","SRC"]
CH000004275	NR2A:NR2B ---Pyk2---MEK2---> ERK1	7	17	1.0795998260113093	4.1012109227473935E-5	7.154334609681565E-4	["ENSG00000115904","ENSG00000120899","ENSG00000160691","ENSG00000174775","ENSG00000176884","ENSG00000177885","ENSG00000197122"]	["GRB2","GRIN1","HRAS (ENSG00000174775)","PTK2B","SHC1","SOS1","SRC"]
CH000004536	IL-6 signaling	5	8	0.5080469769464985	4.6309479292871816E-5	7.521298188600906E-4	["ENSG00000131788","ENSG00000134352","ENSG00000162434","ENSG00000168610","ENSG00000197122"]	["IL6ST","JAK1","PIAS3","SRC","STAT3"]
CH000004640	transcriptional regulation of ECM components	5	8	0.5080469769464985	4.6309479292871816E-5	7.521298188600906E-4	["ENSG00000100393","ENSG00000141646","ENSG00000166949","ENSG00000175387","ENSG00000185591"]	["EP300","SMAD2","SMAD3","SMAD4","SP1"]
CH000004501	leptin signaling	12	51	3.2387994780339278	5.047298376727889E-5	7.75824711501147E-4	["ENSG00000067606","ENSG00000096968","ENSG00000105647","ENSG00000115904","ENSG00000136238","ENSG00000142208","ENSG00000145675","ENSG00000168610","ENSG00000169047","ENSG00000174775","ENSG00000177885","ENSG00000179295"]	["AKT1","GRB2","HRAS (ENSG00000174775)","IRS1","JAK2","PIK3R1","PIK3R2","PRKCZ","PTPN11","RAC1","SOS1","STAT3"]
CH000004191	ErbB3 ---> survival	13	59	3.7468464549804263	5.106277294381222E-5	7.75824711501147E-4	["ENSG00000105647","ENSG00000108953","ENSG00000115904","ENSG00000136238","ENSG00000141736","ENSG00000142208","ENSG00000145675","ENSG00000160691","ENSG00000164924","ENSG00000170027","ENSG00000170315","ENSG00000174775","ENSG00000177885"]	["AKT1","ERBB2","GRB2","HRAS (ENSG00000174775)","PIK3R1","PIK3R2","RAC1","SHC1","SOS1","UBB","YWHAE (ENSG00000108953)","YWHAG","YWHAZ"]
CH000004510	IL-5 ---> ERK	8	24	1.5241409308394955	6.734051565001145E-5	9.178143124891625E-4	["ENSG00000096968","ENSG00000115904","ENSG00000136238","ENSG00000137575","ENSG00000160691","ENSG00000162434","ENSG00000174775","ENSG00000177885"]	["GRB2","HRAS (ENSG00000174775)","JAK1","JAK2","RAC1","SDCBP","SHC1","SOS1"]
CH000004512	IL-5 ---Lyn--->ERK1	8	24	1.5241409308394955	6.734051565001145E-5	9.178143124891625E-4	["ENSG00000096968","ENSG00000115904","ENSG00000136238","ENSG00000160691","ENSG00000165025","ENSG00000174775","ENSG00000177885","ENSG00000254087"]	["GRB2","HRAS (ENSG00000174775)","JAK2","LYN","RAC1","SHC1","SOS1","SYK"]
CH000004642	TGFbetaR-I ---pak2, ERK1---> SMAD7, SERPINE1	8	24	1.5241409308394955	6.734051565001145E-5	9.178143124891625E-4	["ENSG00000105329","ENSG00000105647","ENSG00000136238","ENSG00000141646","ENSG00000145675","ENSG00000166949","ENSG00000175387","ENSG00000180370"]	["PAK2","PIK3R1","PIK3R2","RAC1","SMAD2","SMAD3","SMAD4","TGFB1"]
CH000000679	release of active TGFbeta	6	13	0.82557633753806	7.015141241955382E-5	9.178143124891625E-4	["ENSG00000049323","ENSG00000105329","ENSG00000115414","ENSG00000122194","ENSG00000137801","ENSG00000168056"]	["FN1","LTBP1","LTBP3","PLG","TGFB1","THBS1"]
CH000004478	IL-3 ---> c-CBL, PI3K	6	13	0.82557633753806	7.015141241955382E-5	9.178143124891625E-4	["ENSG00000010810","ENSG00000096968","ENSG00000105647","ENSG00000145675","ENSG00000162434","ENSG00000177885"]	["FYN","GRB2","JAK1","JAK2","PIK3R1","PIK3R2"]
CH000000729	EGF ---> STAT3	4	5	0.31752936059156156	7.435670497383604E-5	9.216317905967571E-4	["ENSG00000120899","ENSG00000146648","ENSG00000168610","ENSG00000197122"]	["EGFR","PTK2B","SRC","STAT3"]
CH000000887	Fas ---> Caspase-8	4	5	0.31752936059156156	7.435670497383604E-5	9.216317905967571E-4	["ENSG00000026103","ENSG00000064012","ENSG00000117560","ENSG00000185104"]	["CASP8","FAF1","FAS","FASLG"]
CH000004475	IL-3 signaling	12	54	3.429317094388865	9.22988584072122E-5	0.0011146862130717167	["ENSG00000010810","ENSG00000096968","ENSG00000105647","ENSG00000115904","ENSG00000136238","ENSG00000142208","ENSG00000145675","ENSG00000160691","ENSG00000162434","ENSG00000164924","ENSG00000174775","ENSG00000177885"]	["AKT1","FYN","GRB2","HRAS (ENSG00000174775)","JAK1","JAK2","PIK3R1","PIK3R2","RAC1","SHC1","SOS1","YWHAZ"]
CH000004714	IGF-1 ---> AKT-1	5	9	0.5715528490648107	9.887841734457045E-5	0.001164293364232317	["ENSG00000017427","ENSG00000105647","ENSG00000140443","ENSG00000142208","ENSG00000145675"]	["AKT1","IGF1","IGF1R","PIK3R1","PIK3R2"]
CH000000657	insulin ---IRS---> PRK2, SHP-2, MAPK cascade	7	20	1.2701174423662462	1.3895009837714377E-4	0.001521988286875226	["ENSG00000115904","ENSG00000136238","ENSG00000169047","ENSG00000171105","ENSG00000174775","ENSG00000177885","ENSG00000179295"]	["GRB2","HRAS (ENSG00000174775)","INSR","IRS1","PTPN11","RAC1","SOS1"]
CH000000869	p73 pathway	7	20	1.2701174423662462	1.3895009837714377E-4	0.001521988286875226	["ENSG00000097007","ENSG00000100393","ENSG00000103275","ENSG00000116478","ENSG00000127445","ENSG00000139687","ENSG00000197122"]	["ABL1","EP300","HDAC1","PIN1","RB1","SRC","UBE2I"]
CH000001012	ARIP1 ---> atrophin1	7	20	1.2701174423662462	1.3895009837714377E-4	0.001521988286875226	["ENSG00000111859","ENSG00000132535","ENSG00000142208","ENSG00000147044","ENSG00000166949","ENSG00000168036","ENSG00000170315"]	["AKT1","CASK","CTNNB1","DLG4","NEDD9","SMAD3","UBB"]
CH000000740	IFNalpha/beta pathway	10	41	2.603740756850805	1.5970272426914358E-4	0.0017095450711537869	["ENSG00000099942","ENSG00000105397","ENSG00000105647","ENSG00000136238","ENSG00000145675","ENSG00000162434","ENSG00000163932","ENSG00000168610","ENSG00000169047","ENSG00000182866"]	["CRKL","IRS1","JAK1","LCK","PIK3R1","PIK3R2","PRKCD","RAC1","STAT3","TYK2"]
CH000004192	NRG ---> ERK	8	27	1.7146585471944324	1.7252785319378988E-4	0.0018057915300950006	["ENSG00000105647","ENSG00000115904","ENSG00000136238","ENSG00000141736","ENSG00000145675","ENSG00000160691","ENSG00000174775","ENSG00000177885"]	["ERBB2","GRB2","HRAS (ENSG00000174775)","PIK3R1","PIK3R2","RAC1","SHC1","SOS1"]
CH000004597	VE-cadherin ---> FOXO1A	7	21	1.3336233144845584	1.9744670750804346E-4	0.0019786680688572015	["ENSG00000105647","ENSG00000108953","ENSG00000142208","ENSG00000145675","ENSG00000164924","ENSG00000168036","ENSG00000170027"]	["AKT1","CTNNB1","PIK3R1","PIK3R2","YWHAE (ENSG00000108953)","YWHAG","YWHAZ"]
CH000004598	VE-cadherin network	7	21	1.3336233144845584	1.9744670750804346E-4	0.0019786680688572015	["ENSG00000105647","ENSG00000108953","ENSG00000142208","ENSG00000145675","ENSG00000164924","ENSG00000168036","ENSG00000170027"]	["AKT1","CTNNB1","PIK3R1","PIK3R2","YWHAE (ENSG00000108953)","YWHAG","YWHAZ"]
CH000000439	CH000000439	4	6	0.3810352327098739	2.120483873661428E-4	0.0020382610295806786	["ENSG00000141736","ENSG00000146648","ENSG00000149269","ENSG00000177885"]	["EGFR","ERBB2","GRB2","PAK1"]
CH000000734	VEGF-A ---> Sos	4	6	0.3810352327098739	2.120483873661428E-4	0.0020382610295806786	["ENSG00000112715","ENSG00000115904","ENSG00000160691","ENSG00000177885"]	["GRB2","SHC1","SOS1","VEGFA"]
CH000000666	alpha IIb beta3 ---> Rac1	8	28	1.7781644193127446	2.2870210282023145E-4	0.0020399817062570825	["ENSG00000103653","ENSG00000125753","ENSG00000136238","ENSG00000141968","ENSG00000149269","ENSG00000165025","ENSG00000197122","ENSG00000259207"]	["CSK","ITGB3","PAK1","RAC1","SRC","SYK","VASP","VAV1"]
CH000000748	alpha IIb beta3 pathway	8	28	1.7781644193127446	2.2870210282023145E-4	0.0020399817062570825	["ENSG00000103653","ENSG00000125753","ENSG00000136238","ENSG00000141968","ENSG00000149269","ENSG00000165025","ENSG00000197122","ENSG00000259207"]	["CSK","ITGB3","PAK1","RAC1","SRC","SYK","VASP","VAV1"]
CH000000130	CH000000130	3	3	0.19051761635493694	2.512079383501291E-4	0.0020399817062570825	["ENSG00000064012","ENSG00000138794","ENSG00000164305"]	["CASP3","CASP6","CASP8"]
CH000000134	CH000000134	3	3	0.19051761635493694	2.512079383501291E-4	0.0020399817062570825	["ENSG00000064012","ENSG00000138794","ENSG00000164305"]	["CASP3","CASP6","CASP8"]
CH000000438	CH000000438	3	3	0.19051761635493694	2.512079383501291E-4	0.0020399817062570825	["ENSG00000146648","ENSG00000149269","ENSG00000177885"]	["EGFR","GRB2","PAK1"]
CH000000547	Src ---> Grb-2	3	3	0.19051761635493694	2.512079383501291E-4	0.0020399817062570825	["ENSG00000169398","ENSG00000177885","ENSG00000197122"]	["GRB2","PTK2","SRC"]
CH000001025	H2O2 ---> Pyk2	3	3	0.19051761635493694	2.512079383501291E-4	0.0020399817062570825	["ENSG00000120899","ENSG00000129219","ENSG00000197122"]	["PLD2","PTK2B","SRC"]
CH000003877	Pin1 ---> p50:RelA-p65	3	3	0.19051761635493694	2.512079383501291E-4	0.0020399817062570825	["ENSG00000109320","ENSG00000127445","ENSG00000173039"]	["NFKB1","PIN1","RELA"]
CH000004631	SMAD7, SIK1 gene induction	3	3	0.19051761635493694	2.512079383501291E-4	0.0020399817062570825	["ENSG00000141646","ENSG00000166949","ENSG00000175387"]	["SMAD2","SMAD3","SMAD4"]
CH000004188	NRG ---> Akt-1	7	22	1.3971291866028708	2.743448399501109E-4	0.00219010880705936	["ENSG00000105647","ENSG00000115904","ENSG00000141736","ENSG00000142208","ENSG00000145675","ENSG00000160691","ENSG00000177885"]	["AKT1","ERBB2","GRB2","PIK3R1","PIK3R2","SHC1","SOS1"]
CH000004471	IFNgamma signaling	8	29	1.841670291431057	2.990497760643667E-4	0.0023475407421052782	["ENSG00000005339","ENSG00000096968","ENSG00000099942","ENSG00000101266","ENSG00000105229","ENSG00000136238","ENSG00000162434","ENSG00000163932"]	["CREBBP","CRKL","CSNK2A1","JAK1","JAK2","PIAS4","PRKCD","RAC1"]
CH000000030	EGF ---> ERK1, ERK2	5	11	0.6985645933014354	3.26556360319874E-4	0.0024807749308171077	["ENSG00000115904","ENSG00000146648","ENSG00000160691","ENSG00000174775","ENSG00000177885"]	["EGFR","GRB2","HRAS (ENSG00000174775)","SHC1","SOS1"]
CH000000525	PKC ---> Ca:dynamin-1{p}	5	11	0.6985645933014354	3.26556360319874E-4	0.0024807749308171077	["ENSG00000067606","ENSG00000106976","ENSG00000154229","ENSG00000163932","ENSG00000171132"]	["DNM1","PRKCA","PRKCD","PRKCE","PRKCZ"]
CH000004456	NOS regulation	7	23	1.4606350587211832	3.7362515828584785E-4	0.0027496476492599115	["ENSG00000008056","ENSG00000080824","ENSG00000105974","ENSG00000132535","ENSG00000142208","ENSG00000171132","ENSG00000176884"]	["AKT1","CAV1","DLG4","GRIN1","HSP90AA1","PRKCE","SYN1"]
CH000004613	Angiopoietin/Tie signaling	7	23	1.4606350587211832	3.7362515828584785E-4	0.0027496476492599115	["ENSG00000108953","ENSG00000142208","ENSG00000145675","ENSG00000149269","ENSG00000160691","ENSG00000164924","ENSG00000170027"]	["AKT1","PAK1","PIK3R1","SHC1","YWHAE (ENSG00000108953)","YWHAG","YWHAZ"]
CH000000771	Fas pathway	8	30	1.9051761635493694	3.861434072470456E-4	0.0027980545355901303	["ENSG00000026103","ENSG00000064012","ENSG00000097007","ENSG00000117560","ENSG00000138794","ENSG00000164305","ENSG00000165806","ENSG00000185104"]	["ABL1","CASP3","CASP6","CASP7","CASP8","FAF1","FAS","FASLG"]
CH000000643	PDGF B ---> DAG, IP3	6	17	1.0795998260113093	4.086915776567263E-4	0.0028730407921838523	["ENSG00000067606","ENSG00000124181","ENSG00000150995","ENSG00000154229","ENSG00000163932","ENSG00000171132"]	["ITPR1","PLCG1","PRKCA","PRKCD","PRKCE","PRKCZ"]
CH000000644	PDGF A ---> DAG, IP3	6	17	1.0795998260113093	4.086915776567263E-4	0.0028730407921838523	["ENSG00000067606","ENSG00000124181","ENSG00000150995","ENSG00000154229","ENSG00000163932","ENSG00000171132"]	["ITPR1","PLCG1","PRKCA","PRKCD","PRKCE","PRKCZ"]
CH000000456	ErbB1 ---> Ras	4	7	0.44454110482818615	4.7037791970520974E-4	0.00316497143115934	["ENSG00000115904","ENSG00000146648","ENSG00000174775","ENSG00000177885"]	["EGFR","GRB2","HRAS (ENSG00000174775)","SOS1"]
CH000000622	EGF ---> DAG, IP3	4	7	0.44454110482818615	4.7037791970520974E-4	0.00316497143115934	["ENSG00000124181","ENSG00000129219","ENSG00000146648","ENSG00000150995"]	["EGFR","ITPR1","PLCG1","PLD2"]
CH000004621	NF-AT5 regulation	4	7	0.44454110482818615	4.7037791970520974E-4	0.00316497143115934	["ENSG00000097007","ENSG00000111679","ENSG00000124181","ENSG00000154229"]	["ABL1","PLCG1","PRKCA","PTPN6"]
CH000000034	PDGF ---> PKC	5	12	0.7620704654197478	5.313472089095489E-4	0.003428281306799966	["ENSG00000067606","ENSG00000124181","ENSG00000154229","ENSG00000163932","ENSG00000171132"]	["PLCG1","PRKCA","PRKCD","PRKCE","PRKCZ"]
CH000000760	IGF-1 pathway	5	12	0.7620704654197478	5.313472089095489E-4	0.003428281306799966	["ENSG00000017427","ENSG00000105647","ENSG00000140443","ENSG00000142208","ENSG00000145675"]	["AKT1","IGF1","IGF1R","PIK3R1","PIK3R2"]
CH000004568	EGF ---> Rac activation	5	12	0.7620704654197478	5.313472089095489E-4	0.003428281306799966	["ENSG00000115904","ENSG00000136238","ENSG00000136754","ENSG00000146648","ENSG00000151491"]	["ABI1","EGFR","EPS8","RAC1","SOS1"]
