ID	Gene description	Gene symbol	Site model ID	Yes density per 1000bp	No density per 1000bp	Yes-No ratio	Model cutoff	P-value	Gene symbol ID	Gene symbol ID_1	MDA_MB-231_MCF10A.fc	MDA_MB-231_MCF10A.baseMean	MDA_MB-231_MCF10A.lfcSE	MDA_MB-231_MCF10A.stat	MDA_MB-231_MCF10A.raw.pval	MDA_MB-231_MCF10A.bh.pval
ENSG00000114315	hairy and enhancer of split 1, (Drosophila)	HES1	V$HES1_03,V$HES1_Q2,V$HES1_Q3	6.781663712690448	5.765097786374382	1.7078482112878743	0.8887333333333333	0.027943796445730584	HES1	HES1	2.97918080208961	126.272829189488	0.433162636034035	3.63585302670277	2.77062273214074E-4	8.36127109320929E-4
ENSG00000120690	E74-like factor 1 (ets domain transcription factor)	ELF1	V$ELF1_Q4,V$ETS_Q4,V$GCM1ELF1_02	9.11433413492876	8.361272297442511	1.786330970430624	0.8366333333333333	0.0023173865440654358	ELF1	ELF1	-2.32892243919296	1005.08150344162	0.190671738710026	-6.39666162427573	1.58810721755048E-10	1.30719951184785E-9
ENSG00000126003	pleiomorphic adenoma gene-like 2	PLAGL2	V$PLAGL2_03,V$PLAGL2_05	0.9194771046040424	0.7882011605415861	1.994291374767672	0.8594999999999999	0.028980498534764376	PLAGL2	PLAGL2	1.29712124010313	577.7960115144	0.148245153784303	2.53170726322813	0.0113508711346365	0.0232223899434399
ENSG00000126746	zinc finger protein 384	ZNF384	V$CIZ_03	0.14561854597801577	0.054803352675693105	2.6571101742576757	0.8035	4.953595848680365E-4	ZNF384	ZNF384	-1.62474593306898	733.982668482112	0.114910600991471	-6.09355560504972	1.10429951793284E-9	8.3243566467726E-9
ENSG00000129173	E2F transcription factor 8	E2F8	V$E2F8_01,V$GCM2E2F8_01,V$TFAP2CE2F8_01	12.165389383991945	9.426176660219214	1.7319562058844635	0.7403	0.03151710224615268	E2F8	E2F8	6.09381495063483	266.416672073298	0.707371104608606	3.68596578760484	2.27836959560246E-4	7.03248803476498E-4
ENSG00000130522	jun D proto-oncogene	JUND	V$AP1_01,V$JUNDFOS_01,V$JUNDFRA1_01,V$JUNDFRA2_01,V$JUND_04,V$JUND_06,V$JUND_08,V$JUND_Q6	0.47482047313545855	0.34252095422308193	1.7618825861474858	0.9192625000000001	0.022259621071711456	JUND	JUND	1.2221889805916	825.449348927675	0.465426628519816	0.621939873956611	0.53398140467415	0.620225651475898
ENSG00000130803	zinc finger protein 317	ZNF317	V$ZNF317_01,V$ZNF317_03	0.14561854597801577	0.09026434558349453	2.3578202919923883	0.78365	0.0280752653525305	ZNF317	ZNF317	1.42931491613802	557.090270821739	0.124868963217047	4.12691674788642	3.67659417855955E-5	1.32936263026348E-4
ENSG00000131127	zinc finger protein 141	ZNF141	V$ZNF141_01,V$ZNF141_02	0.5783136540269769	0.44165054803352677	1.6724885011475543	0.8274	0.007588404701998682	ZNF141	ZNF141	1.00238211119896	214.006536497607	0.22664330088412	0.0151452667510358	0.987916287450402	0.991527679240432
ENSG00000134852	clock circadian regulator	CLOCK	V$ARNTLIKE_Q6,V$CLOCKBHLHA15_01,V$CLOCKFIGLA_01,V$CLOCK_Q6,V$ERFCLOCK_01,V$ETV2CLOCK_01,V$ETV5CLOCK_01,V$TEAD4CLOCK_01	2.436510313953585	2.12685364281109	2.2558838881951804	0.806175	0.016498220847231612	CLOCK	CLOCK	1.10528115628343	939.402478695136	0.134710225165461	1.07202999759314	0.283706558735025	0.370723906205313
ENSG00000143437	aryl hydrocarbon receptor nuclear translocator	ARNT	V$AHRARNT_01,V$AHRARNT_02,V$ARNTLIKE_Q6	6.18254740923804	5.8413926499032875	3.7197965512811524	0.8162666666666666	0.02270857104756256	ARNT	ARNT	-2.49748646483872	1243.32219230563	0.167981826300653	-7.86083166503047	3.81591316530699E-15	5.21522203068229E-14
ENSG00000143621	interleukin enhancer binding factor 2	ILF2	V$NFAT1_Q5,V$NFAT_Q4_01	1.6642119540344658	1.4861379754996775	1.5820529571869666	0.9861	0.022283640686059678	ILF2	ILF2	1.12297688176535	2984.29625986965	0.316599891743137	0.528516377533095	0.597140982981253	0.678469454178166
ENSG00000152433	zinc finger protein 547	ZNF547	V$ZNF547_01,V$ZNF547_02,V$ZNF547_03,V$ZNF547_04	0.3494845103472378	0.2498388136686009	1.5618800183644277	0.81395	0.027149707786827775	ZNF547	ZNF547	-2.85142486657721	27.6620839461924	0.348126559239295	-4.34233751747707	1.40974738384839E-5	5.52072648042522E-5
ENSG00000153147	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5	SMARCA5	V$SNF2H_01	0.11233430689732644	0.06447453255963895	1.742305099977533	0.8512	0.03982590785283484	SMARCA5	SMARCA5	-1.15817004116521	2455.9463277492	0.119438289628698	-1.77369488735941	0.0761136325865741	0.1221436460069
ENSG00000153234	nuclear receptor subfamily 4, group A, member 2	NR4A2	V$NR4A2_01,V$NR4A2_02,V$NURR1_Q3	0.2967844651361464	0.21921341070277242	1.557573041647678	0.9116666666666666	0.03708887058670111	NR4A2	NR4A2	-9.19599142922861	78.0974528606343	0.827498340085569	-3.86829189423763	1.09600418222474E-4	3.62547032701116E-4
ENSG00000160199	PBX/knotted 1 homeobox 1	PKNOX1	V$PBX_Q3,V$PREP1_01,V$PREP1_02	3.0579894655383306	2.620889748549323	2.927117872769291	0.8569	0.023049773234858958	PKNOX1	PKNOX1	-1.86187929425706	297.198715487118	0.289193235248312	-3.1009008393815	0.00192932887936091	0.00478651773182811
ENSG00000162086	zinc finger protein 75a	ZNF75A	V$ZNF75A_01,V$ZNF75A_02	0.176822520116162	0.11121856866537717	1.9504402113440054	0.8645499999999999	0.02309172325181909	ZNF75A	ZNF75A	1.85671077629307	209.989291595101	0.180177378444279	4.95483455731388	7.23918580879313E-7	3.59341666000961E-6
ENSG00000162714	zinc finger protein 496	ZNF496	V$ZNF496_01	0.029123709195603153	0.003223726627981947	9.034174592476099	0.942	0.01494310938596633	ZNF496	ZNF496	-3.2246949234159	1202.47384337389	0.204883942331156	-8.2444854373416	1.65872456749599E-16	2.52383522554347E-15
ENSG00000166188	zinc finger protein 319	ZNF319	V$ZNF319_01	0.033284239080689317	0.003223726627981947	10.324770962829827	0.9559	0.007267129430196464	ZNF319	ZNF319	-1.42212943629342	220.155330215169	0.338246319827411	-1.50202012332762	0.133091911882139	0.196557340538938
ENSG00000166526	zinc finger protein 3	ZNF3	V$ZNF3_01	0.08737112758680946	0.03868471953578336	2.2585436481190246	0.8817	0.016526037720783246	ZNF3	ZNF3	-1.43063703776114	314.699805761543	0.199581600279141	-2.58870405052274	0.00963378511766387	0.0200836104529302
ENSG00000166716	zinc finger protein 592	ZNF592	V$ZNF592_02	0.1872238448288774	0.11605415860735009	1.6132454629421604	0.9529	0.020729222427295052	ZNF592	ZNF592	-1.5944931945713	676.979841019189	0.109544252972952	-6.14452992096153	8.02006717767041E-10	6.16218470025609E-9
ENSG00000167555	zinc finger protein 528	ZNF528	V$ZNF528_03,V$ZNF528_04	1.191991812077186	0.9332688588007737	1.9246719783970818	0.8118000000000001	0.04729320833831718	ZNF528	ZNF528	1.14275674612124	193.283392842986	0.254743014193925	0.755735486390652	0.449807803320664	0.54044300398977
ENSG00000167766	zinc finger protein 83	ZNF83	V$ZNF83_01,V$ZNF83_02,V$ZNF83_03	1.7529699249163038	1.4302600472813236	1.6115199080677265	0.8127666666666666	0.015243646931953741	ZNF83	ZNF83	-2.41054417433377	419.361889908236	0.278505846842426	-4.55774585137026	5.17055499267613E-6	2.2051158762345E-5
ENSG00000168779	short stature homeobox 2	SHOX2	V$SHOX2_01,V$SHOX2_03	0.6199189528778386	0.45615731785944547	1.7419910862621188	0.9185000000000001	0.024926481344728618	SHOX2	SHOX2	-1.10087605846217	114.524100590631	0.247500694363478	-0.560208743485255	0.575337063847642	0.657748628096383
ENSG00000170345	FBJ murine osteosarcoma viral oncogene homolog	FOS	V$AP1_01,V$AP1_02,V$CFOSCJUN_Q5,V$FOSJUN_02,V$FOS_02,V$FOS_03,V$FOS_06,V$FOS_08,V$FOS_10,V$FOS_11,V$JUNBFOS_01,V$JUNDFOS_01	0.618878820406567	0.4840962819686225	1.9168383121404589	0.9139916666666666	0.017315983277879796	FOS	FOS	-1.90350033242932	28.1916385351756	0.376211157039861	-2.46844040767136	0.0135703245252383	0.0270858416008593
ENSG00000171469	zinc finger protein 561	ZNF561	V$ZNF561_02	0.13729748620784343	0.025789813023855575	5.323710027709129	0.7542	1.5599100610609816E-6	ZNF561	ZNF561	-1.69938817344601	496.20345344003	0.338023159591499	-2.2632041863955	0.0236231052842491	0.0440814779922818
ENSG00000172262	zinc finger protein 131	ZNF131	V$ZNF131_01,V$ZNF131_02	0.22882914367973906	0.13700838168923277	1.7555906508488213	0.7511	0.015038210656343788	ZNF131	ZNF131	1.50054089621821	673.064258474911	0.153868533950356	3.80508362632361	1.41756289034343E-4	4.58241483783178E-4
ENSG00000173153	estrogen-related receptor alpha	ESRRA	V$ERR1_Q2,V$ERR1_Q2_01,V$ESRRA_05,V$ESRRA_06,V$ESRRA_10,V$ESRRA_12,V$ESRRA_13	0.874899998692405	0.7520493690706457	2.5638094478632323	0.8719285714285715	0.04147882049356496	ESRRA	ESRRA	3.61878152536047	394.74778041506	0.257607224630466	7.20284151189387	5.89705042119558E-13	6.51099713618153E-12
ENSG00000175592	FOS-like antigen 1	FOSL1	V$AP1_01,V$FOSL1_02,V$FOSL1_03,V$FOSL1_05,V$FRA1_Q5,V$FRA1_Q6,V$FRA1_Q6_01,V$JUNBFRA1_01,V$JUNDFRA1_01,V$JUNFRA1_01	0.8379307188563537	0.6615087040618955	1.7273089934489427	0.9042500000000002	0.009518661116935776	FOSL1	FOSL1	6.20160178658052	1486.04080530582	0.432397366732999	6.08847577258322	1.13990699053301E-9	8.58229790861385E-9
ENSG00000175787	zinc finger protein 169	ZNF169	V$ZNF169_01	0.058247418391206306	0.016118633139909737	3.613669836990439	0.8222	0.007936195715823371	ZNF169	ZNF169	-1.73528930999587	16.2431314009339	0.406152466499687	-1.95782686722722	0.0502503316634341	0.0851169245546653
ENSG00000176842	iroquois homeobox 5	IRX5	V$IRX5_01	0.07488953793155097	0.006447453255963894	11.615367333183556	0.9851	2.1711088689595977E-5	IRX5	IRX5	1.03660302975364	141.054638736399	0.178704380149983	0.290219609981702	0.771648234917709	0.830318232225074
ENSG00000177463	nuclear receptor subfamily 2, group C, member 2	NR2C2	V$TR4_01,V$TR4_04,V$TR4_Q2,V$TR4_Q3	2.8905281376636127	2.600741457124436	2.4887887855768027	0.901575	0.045135672815926314	NR2C2	NR2C2	-1.50346966909058	844.534657188303	0.153147945782586	-3.8413558886062	1.2235656357113E-4	4.017314225143E-4
ENSG00000177508	iroquois homeobox 3	IRX3	V$IRX3_01,V$IRX3_02	0.08321059770172329	0.014506769825918763	5.807683666591777	0.98215	1.5517299975041865E-4	IRX3	IRX3	3.8919296332602	323.591294245825	0.134638856627735	14.5610685896373	4.96751825976374E-48	3.67507114367551E-46
ENSG00000177873	zinc finger protein 619	ZNF619	V$ZNF619_02	0.062407948276292466	0.01934235976789168	3.226490925884321	0.8491	0.009483239766941324	ZNF619	ZNF619	-1.37513832977594	102.189709431528	0.24115231643332	-1.90575300401994	0.0566822588885566	0.0945469567393165
ENSG00000177888	zinc finger and BTB domain containing 41	ZBTB41	V$ZBTB41_01,V$ZBTB41_02,V$ZBTB41_03	1.643409304609035	1.3142058886739738	2.7845248386081125	0.7872	0.003953231154805193	ZBTB41	ZBTB41	-1.51770006267108	539.503304425187	0.183518874359252	-3.27969919526973	0.0010391782092567	0.00275161739720673
ENSG00000178935	zinc finger protein 552	ZNF552	V$ZNF552_01,V$ZNF552_02	0.7676177637983974	0.6350741457124436	3.810725088422965	0.77325	0.009650918921943287	ZNF552	ZNF552	-1.21637946656734	57.895108832495	0.219584975960027	-1.28694309178302	0.198114124179728	0.275115207849898
ENSG00000179456	zinc finger and BTB domain containing 18	ZBTB18	V$RP58_02,V$RP58_03,V$RP58_04,V$RP58_Q3	2.441190910074307	2.1768214055448096	2.2915441393761	0.8506	0.01587444505095737	ZBTB18	ZBTB18	-1.20921390770277	611.531067999612	0.502163785622453	-0.545777065357818	0.585219190208075	0.667502132110484
ENSG00000180884	zinc finger protein 792	ZNF792	V$ZNF792_02	0.23715020344991136	0.13217279174725982	1.7942437343942075	0.8478	0.002712121463141981	ZNF792	ZNF792	2.43221538380639	85.174815293518	0.307945196605756	4.16395841150402	3.12777110735478E-5	1.14397904178118E-4
ENSG00000181894	zinc finger protein 329	ZNF329	V$ZNF329_03,V$ZNF329_04,V$ZNF329_05	2.823612948678477	2.278100150440576	1.5550242039064843	0.7406333333333333	0.006355465809339953	ZNF329	ZNF329	1.26415776929671	85.8947564212009	0.312609303609799	1.08178650454239	0.279347404603164	0.36584027812933
ENSG00000182141	zinc finger protein 708	ZNF708	V$ZNF708_01,V$ZNF708_02,V$ZNF708_03,V$ZNF708_04,V$ZNF708_05	1.63592035081588	1.3881366860090263	2.2445072997727804	0.81096	0.013642735137064044	ZNF708	ZNF708	-1.43887623431421	93.6068394285629	0.322098643720138	-1.6297569501988	0.103152875649635	0.157827951455043
ENSG00000182903	zinc finger protein 721	ZNF721	V$ZNF721_01,V$ZNF721_02,V$ZNF721_04,V$ZNF721_06,V$ZNF721_07	2.814182414272282	2.245647969052224	2.8262120145953173	0.8027999999999998	0.003960856144496722	ZNF721	ZNF721	-1.11083180823369	351.267689576306	0.209349512019454	-0.724340804071907	0.468856532087079	0.558603901054567
ENSG00000182986	zinc finger protein 320	ZNF320	V$ZNF320_01,V$ZNF320_02,V$ZNF320_03,V$ZNF320_04	14.023065977682915	10.616537717601547	2.2587801622704156	0.727075	1.0255940726076304E-4	ZNF320	ZNF320	1.95272648776254	243.064750731688	0.116349037274762	8.29821984133138	1.056829784875E-16	1.64447506198119E-15
ENSG00000184517	ZFP1 zinc finger protein	ZFP1	V$ZFP1_04	0.16226066551836044	0.08059316569954868	2.013330337751816	0.8325	0.004022330388337967	ZFP1	ZFP1	-1.84897014770248	250.461892054599	0.142364628142971	-6.22852701305783	4.70840914868084E-10	3.7147123264337E-9
ENSG00000186951	peroxisome proliferator-activated receptor alpha	PPARA	V$DR1_Q3,V$PPARARXRA_01,V$PPARA_01,V$PPARA_02,V$PPARA_03,V$PPARDR1_Q2	2.7625918436972134	2.5214915108532128	1.8491629578653008	0.7745833333333333	0.03387431608699118	PPARA	PPARA	-1.08966570373243	430.714977328508	0.426086256650101	-0.290752399416486	0.771240692970026	0.830096590438599
ENSG00000196378	zinc finger protein 34	ZNF34	V$ZNF34_01	0.054086888506120145	0.012894906511927788	4.194438203649618	0.7544	0.006319679472183838	ZNF34	ZNF34	-5.45117821707104	54.3988701210843	0.26722110122079	-9.15559466062547	5.40592415520691E-20	1.08601939735905E-18
ENSG00000196458	zinc finger protein 605	ZNF605	V$ZNF605_03,V$ZNF605_04	0.6656847816137863	0.44003868471953583	12.974763877692169	0.8484499999999999	6.9221560994577735E-6	ZNF605	ZNF605	-1.13441940986313	297.366713629085	0.230734922975709	-0.788585100163541	0.430354542237109	0.521584301485137
ENSG00000196670	ZFP62 zinc finger protein	ZFP62	V$ZFP62_02,V$ZFP62_04,V$ZFP62_05	0.970790306520105	0.8027079303675048	2.8794805693058856	0.8254333333333334	0.009874029583133168	ZFP62	ZFP62	-3.52651764077626	317.64187341976	0.195450168427054	-9.30285336251155	1.36726206576011E-20	2.86313946143494E-19
ENSG00000196693	zinc finger protein 33B	ZNF33B	V$ZNF33B_03	0.1539396057481881	0.09993552546744036	1.5403892162286434	0.8725	0.04840970145025284	ZNF33B	ZNF33B	-5.30649657507211	430.185087664111	0.621152905180064	-3.8762753379025	1.06067653597854E-4	3.51802915490332E-4
ENSG00000196705	zinc finger protein 431	ZNF431	V$ZNF431_02	0.2579528528753422	0.1708575112830432	1.5097542445647387	0.878	0.017207009360087174	ZNF431	ZNF431	-1.39431650965811	183.680279712348	0.254310780045245	-1.88571671981436	0.0593331385693099	0.0983050726865795
ENSG00000197063	v-maf musculoaponeurotic fibrosarcoma oncogene homolog G (avian)	MAFG	V$MAFG_Q3,V$MAF_Q4,V$MAF_Q6_01	4.56687497052958	4.18869546529121	1.6773308423834894	0.8399000000000001	0.014935075627790756	MAFG	MAFG	1.16005960236899	342.045968894195	0.630305224577501	0.339833659501485	0.73398179822813	0.799607187823696
ENSG00000197905	TEA domain family member 4	TEAD4	V$TEAD4CLOCK_01,V$TEAD4ERG_02,V$TEAD4ETV7_01,V$TEAD4FIGLA_01,V$TEAD4HES7_03,V$TEAD4ONECUT2_01,V$TEAD4TCF3_01,V$TEAD4_01,V$TEF3_01,V$TEF3_02	1.1878312821921	1.003223726627982	1.7266405355697103	0.81432	0.027803161245908405	TEAD4	TEAD4	1.12518955301463	219.139960430754	0.39326616181749	0.43270456357075	0.665229414026821	0.74044228921634
ENSG00000198464	zinc finger protein 480	ZNF480	V$ZNF480_01,V$ZNF480_02	3.0309460212852706	2.2727272727272725	3.8914823842780804	0.85185	0.030266894285881505	ZNF480	ZNF480	1.16977980002977	490.329220119259	0.16070900605254	1.40774302102348	0.159207177874886	0.228562012856637
ENSG00000198517	v-maf musculoaponeurotic fibrosarcoma oncogene homolog K (avian)	MAFK	V$MAFK_06,V$MAFK_Q3,V$MAF_Q4,V$MAF_Q6_01,V$NFE2_01	2.701848107374955	2.471308833010961	2.1064909402718146	0.8923	0.025827627827324718	MAFK	MAFK	1.24408350199199	350.473677768688	0.188107652817968	1.67501596375351	0.0939310995620601	0.145995563604133
ENSG00000198521	zinc finger protein 43	ZNF43	V$ZNF43_01,V$ZNF43_04,V$ZNF43_05	1.6212198118885757	1.1938534278959811	3.116065134748594	0.8278666666666666	0.020177970549990803	ZNF43	ZNF43	51.1176760475116	99.2887790012421	0.471406617598516	12.0400311150201	2.18873079650168E-33	9.19788060910827E-32
ENSG00000198740	zinc finger protein 652	ZNF652	V$ZNF652_02	0.041605298850861644	0.012894906511927788	3.226490925884321	0.9478	0.03407672696943791	ZNF652	ZNF652	-2.18506500973188	379.291261997434	0.245416848057726	-4.59494208380192	4.32869480016367E-6	1.87127446662079E-5
ENSG00000214029	zinc finger protein 891	ZNF891	V$ZNF891_01,V$ZNF891_02	0.22050808390956672	0.13862024500322373	1.7121821183091082	0.8794	0.028951664026498743	ZNF891	ZNF891	1.05836883204783	26.3350486872649	0.354684914367181	0.230747004023391	0.817511354799343	0.868026193584212
ENSG00000275111			V$ZNF2_02	0.054086888506120145	0.01934235976789168	2.7962921357664117	0.8954	0.026099789115481494	ZNF2	ZNF2	-1.27170452929095	84.661724839798	0.180792443519262	-1.91801993366033	0.0551084836315815	0.0923708201422045
