ID	Gene symbol ID	UniProt ID	Average Intensity
ENSG00000171403	KRT9	P35527	706.3951255963191
ENSG00000171497	PPID	Q08752	314.6389885389377
ENSG00000173473	SMARCC1	Q92922	44.090984355439225
ENSG00000175220	ARHGAP1	Q07960	471.104248181413
ENSG00000177688	SUMO4	Q6EEV6	2727.1702187590045
ENSG00000179151	EDC3	Q96F86	28.278824393428643
ENSG00000196230	TUBB	P07437	169383.9079721667
ENSG00000196924	FLNA	P21333-2	6628.051348296796
ENSG00000197111	PCBP2	Q15366,Q15366-2,Q15366-3,Q15366-5	8995.074657852269
ENSG00000197122	SRC	P12931	15.571021849348522
ENSG00000197321	SVIL	O95425,O95425-2	14.237905611805434
ENSG00000197694	SPTAN1	Q13813,Q13813-2,Q13813-3	783.4458527217188
ENSG00000198033	TUBA3C	Q13748	58594.09268488189
ENSG00000198900	TOP1	P11387	470.7261321322731
ENSG00000198959	TGM2	P21980	3442.4187213673404
ENSG00000213585	VDAC1	P21796	6045.798077540646
ENSG00000253729	PRKDC	P78527	437.216668420702
