ID	Gene description	Gene symbol	Site model ID	Yes density per 1000bp	No density per 1000bp	Yes-No ratio	Model cutoff	P-value
ENSG00000119950	MAX interactor 1, dimerization protein	MXI1	V$EBOX_Q6_01	9.67741935483871	0.7594936708860759	12.74193548387097	0.9646	0.002530816263754167
ENSG00000120690	E74 like ETS transcription factor 1	ELF1	V$ETS_Q6	6.451612903225806	0.5063291139240507	12.741935483870966	0.9813	0.014219904723971475
ENSG00000122180	myogenin	MYOG	V$EBOX_Q6_01	9.67741935483871	0.7594936708860759	12.74193548387097	0.9646	0.002530816263754167
ENSG00000123095	basic helix-loop-helix family member e41	BHLHE41	V$EBOX_Q6_01	9.67741935483871	0.7594936708860759	12.74193548387097	0.9646	0.002530816263754167
ENSG00000123933	MAX dimerization protein 4	MXD4	V$EBOX_Q6_01	9.67741935483871	0.7594936708860759	12.74193548387097	0.9646	0.002530816263754167
ENSG00000125618	paired box 8	PAX8	V$PAX_Q6	48.387096774193544	23.746835443037977	2.037622945181924	0.6083	0.009476775874953658
ENSG00000125813	paired box 1	PAX1	V$PAX_Q6	48.387096774193544	23.746835443037977	2.037622945181924	0.6083	0.009476775874953658
ENSG00000125952	MYC associated factor X	MAX	V$EBOX_Q6_01	9.67741935483871	0.7594936708860759	12.74193548387097	0.9646	0.002530816263754167
ENSG00000126767	ELK1, ETS transcription factor	ELK1	V$ETS_Q6	6.451612903225806	0.5063291139240507	12.741935483870966	0.9813	0.014219904723971475
ENSG00000129152	myogenic differentiation 1	MYOD1	V$EBOX_Q6_01	9.67741935483871	0.7594936708860759	12.74193548387097	0.9646	0.002530816263754167
ENSG00000134107	basic helix-loop-helix family member e40	BHLHE40	V$EBOX_Q6_01	9.67741935483871	0.7594936708860759	12.74193548387097	0.9646	0.002530816263754167
ENSG00000134323	MYCN proto-oncogene, bHLH transcription factor	MYCN	V$EBOX_Q6_01	9.67741935483871	0.7594936708860759	12.74193548387097	0.9646	0.002530816263754167
ENSG00000134954	ETS proto-oncogene 1, transcription factor	ETS1	V$ETS_Q6	6.451612903225806	0.5063291139240507	12.741935483870966	0.9813	0.014219904723971475
ENSG00000135903	paired box 3	PAX3	V$PAX_Q6	48.387096774193544	23.746835443037977	2.037622945181924	0.6083	0.009476775874953658
ENSG00000136352	NK2 homeobox 1	NKX2-1	V$TTF1_Q5_01	12.903225806451612	3.4430379746835444	3.7476280834914606	0.9668	0.02558108126463243
ENSG00000136997	MYC proto-oncogene, bHLH transcription factor	MYC	V$EBOX_Q6_01	9.67741935483871	0.7594936708860759	12.74193548387097	0.9646	0.002530816263754167
ENSG00000137203	transcription factor AP-2 alpha	TFAP2A	V$AP2ALPHA_03	25.806451612903224	5.8734177215189876	4.3937708565072295	0.7076	7.32538157181269E-4
ENSG00000139083	ETS variant 6	ETV6	V$ETS_Q6	6.451612903225806	0.5063291139240507	12.741935483870966	0.9813	0.014219904723971475
ENSG00000139352	achaete-scute family bHLH transcription factor 1	ASCL1	V$EBOX_Q6_01	9.67741935483871	0.7594936708860759	12.74193548387097	0.9646	0.002530816263754167
ENSG00000140262	transcription factor 12	TCF12	V$EBOX_Q6_01	9.67741935483871	0.7594936708860759	12.74193548387097	0.9646	0.002530816263754167
ENSG00000141510	tumor protein p53	TP53	V$P53_Q3	16.129032258064516	3.7974683544303796	4.247311827956989	0.8813	0.008131012345344458
ENSG00000143995	Meis homeobox 1	MEIS1	V$MEIS1_01	16.129032258064516	3.3417721518987342	4.8264907135874875	0.8418	0.004932021433500166
ENSG00000148737	transcription factor 7 like 2	TCF7L2	V$ETS_Q6	6.451612903225806	0.5063291139240507	12.741935483870966	0.9813	0.014219904723971475
ENSG00000151702	Fli-1 proto-oncogene, ETS transcription factor	FLI1	V$ETS_Q6	6.451612903225806	0.5063291139240507	12.741935483870966	0.9813	0.014219904723971475
ENSG00000154727	GA binding protein transcription factor alpha subunit	GABPA	V$ETS_Q6	6.451612903225806	0.5063291139240507	12.741935483870966	0.9813	0.014219904723971475
ENSG00000157554	ERG, ETS transcription factor	ERG	V$ETS_Q6	6.451612903225806	0.5063291139240507	12.741935483870966	0.9813	0.014219904723971475
ENSG00000157557	ETS proto-oncogene 2, transcription factor	ETS2	V$ETS_Q6	6.451612903225806	0.5063291139240507	12.741935483870966	0.9813	0.014219904723971475
ENSG00000158711	ELK4, ETS transcription factor	ELK4	V$ETS_Q6	6.451612903225806	0.5063291139240507	12.741935483870966	0.9813	0.014219904723971475
ENSG00000158773	upstream transcription factor 1	USF1	V$EBOX_Q6_01	9.67741935483871	0.7594936708860759	12.74193548387097	0.9646	0.002530816263754167
ENSG00000162367	TAL bHLH transcription factor 1, erythroid differentiation factor	TAL1	V$EBOX_Q6_01	9.67741935483871	0.7594936708860759	12.74193548387097	0.9646	0.002530816263754167
ENSG00000162599	nuclear factor I A	NFIA	V$NF1A_Q6_01	22.58064516129032	5.417721518987342	4.167922821826951	0.9712	0.002055390768534506
ENSG00000164107	heart and neural crest derivatives expressed 2	HAND2	V$EBOX_Q6_01	9.67741935483871	0.7594936708860759	12.74193548387097	0.9646	0.002530816263754167
ENSG00000169057	methyl-CpG binding protein 2	MECP2	V$MECP2_02	12.903225806451612	1.7215189873417722	7.495256166982921	0.805	0.002768314331602808
ENSG00000171786	nescient helix-loop-helix 1	NHLH1	V$EBOX_Q6_01	9.67741935483871	0.7594936708860759	12.74193548387097	0.9646	0.002530816263754167
ENSG00000175832	ETS variant 4	ETV4	V$ETS_Q6	6.451612903225806	0.5063291139240507	12.741935483870966	0.9813	0.014219904723971475
ENSG00000185811	IKAROS family zinc finger 1	IKZF1	V$IK_Q5_01	6.451612903225806	1.3670886075949367	4.7192353643966545	0.9888	0.07366381390929193
ENSG00000186051	TAL bHLH transcription factor 2	TAL2	V$EBOX_Q6_01	9.67741935483871	0.7594936708860759	12.74193548387097	0.9646	0.002530816263754167
ENSG00000187098	melanogenesis associated transcription factor	MITF	V$EBOX_Q6_01	9.67741935483871	0.7594936708860759	12.74193548387097	0.9646	0.002530816263754167
ENSG00000196092	paired box 5	PAX5	V$PAX_Q6	48.387096774193544	23.746835443037977	2.037622945181924	0.6083	0.009476775874953658
ENSG00000196628	transcription factor 4	TCF4	V$EBOX_Q6_01	9.67741935483871	0.7594936708860759	12.74193548387097	0.9646	0.002530816263754167
ENSG00000213347	MAX dimerization protein 3	MXD3	V$EBOX_Q6_01	9.67741935483871	0.7594936708860759	12.74193548387097	0.9646	0.002530816263754167
ENSG00000269404	Spi-B transcription factor	SPIB	V$ETS_Q6	6.451612903225806	0.5063291139240507	12.741935483870966	0.9813	0.014219904723971475
