ID	Transpath ID	FDR	Hit names	Hits	Master molecule name	Maximal radius	Ranks sum	Reachable total	Reached from set	Score	Z-Score	Average Intensity	Description	Ensembl ID	Gene_Symbol	Genes: Entrez ID	MCF10A.mean	MCF10A_1_FPKM	MCF10A_1_Read_Count	MCF10A_2_FPKM	MCF10A_2_Read_Count	MCF10A_3_FPKM	MCF10A_3_Read_Count	MCF10A_4_FPKM	MCF10A_4_Read_Count	MDA_MB.231.MCF10A.baseMean	MDA_MB.231.MCF10A.bh.pval	MDA_MB.231.MCF10A.fc	MDA_MB.231.MCF10A.lfcSE	MDA_MB.231.MCF10A.raw.pval	MDA_MB.231.MCF10A.stat	MDA_MB.231.mean	MDA_MB.231_1_FPKM	MDA_MB.231_1_Read_Count	MDA_MB.231_2_FPKM	MDA_MB.231_2_Read_Count	MDA_MB.231_3_FPKM	MDA_MB.231_3_Read_Count	MDA_MB.231_4_FPKM	MDA_MB.231_4_Read_Count	N_MCF10A_1	N_MCF10A_2	N_MCF10A_3	N_MCF10A_4	N_MDA_MB.231_1	N_MDA_MB.231_2	N_MDA_MB.231_3	N_MDA_MB.231_4	Transcript_ID	UniProt ID	abs_zscore	sd_mcf10a	zscore
ENSG00000067225	MO000086947,MO000086948	0.03	["E12(h)","E2A(h)","E47(h)","ITF-1(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","SNA(h)","STAT3(h)","STAT3-isoform1(h)","STAT3-isoform2(h)","STAT3-isoform3(h)","beta-catenin(h)","beta-catenin-isoform1(h)","c-Fos(h)","c-Jun(h)","foxm1(h)"]	["MO000013123","MO000017049","MO000018137","MO000019363","MO000019469","MO000024771","MO000024773","MO000024920","MO000025736","MO000032492","MO000044348","MO000058322","MO000058538","MO000078237","MO000078241","MO000079319","MO000079350","MO000079681","MO000088314","MO000129437","MO000133252","MO000165730","MO000257758"]	Pkm2(h),Pkm2-isoform-M1(h)	9.89538	440	51195	23	0.38475466	2.1376913	55031.679907912985	muscle,pyruvate kinase	ENSG00000067225	PKM	5315	15.27174406	727.815924	22213	1245.489769	61763	717.0092	28243	1223.911082	47237	31985.04893	0.026495476	-1.620616625	0.281163692	0.013235943	-2.477357016	14.57520787	657.433071	19425	799.31795	22209	658.673171	25551	780.96511	35020	14.78716336	15.39330997	14.77473115	15.36667435	14.64335283	14.77712492	14.64193722	14.75892646	NM_001206796,NM_001206797,NM_001206798,NM_001206799,NM_001316318,NM_002654,NM_182470,NM_182471	P14618,P14618-2	2.012721467	0.346066856	-2.012721467
ENSG00000068903	MO000121628,MO000121629,MO000121630	0.038	["E2A(h)","E47(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","SNA(h)","STAT3(h)","STAT3-isoform1(h)","STAT3-isoform2(h)","STAT3-isoform3(h)","beta-catenin(h)","beta-catenin-isoform1(h)","c-Fos(h)","c-Jun(h)","foxm1(h)","foxm1-isoform1(h)"]	["MO000013123","MO000017049","MO000018137","MO000019363","MO000019469","MO000024773","MO000025736","MO000028099","MO000032492","MO000044348","MO000058322","MO000058538","MO000078237","MO000078241","MO000079319","MO000079350","MO000079681","MO000088314","MO000129437","MO000133252","MO000165730","MO000257758"]	SIRT2(h),SIRT2-isoform1(h),SIRT2-isoform2(h)	9.956601	408	30452	22	0.36822277	2.0150423	2.2117595381114756	sirtuin 2	ENSG00000068903	SIRT2	22933	9.174036742	22.534684	498	18.224446	678	21.287689	625	16.750078	492	535.9975726	0.17397787	-1.16925845	0.143340081	0.115525249	-1.57383652	8.949392465	22.783462	497	18.741394	396	15.920743	459	20.842686	703	9.16178258	9.13548892	9.13794846	9.06623729	9.12606998	8.95853434	8.8314884	9.03910094	NM_001193286,NM_012237,NM_030593,NR_034146	Q8IXJ6-2	5.457439744	0.041162942	-5.457439744
ENSG00000069956	MO000004681,MO000137417	0.049	["E12(h)","E2A(h)","E47(h)","ITF-1(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","SNA(h)","STAT3(h)","STAT3-isoform1(h)","STAT3-isoform2(h)","STAT3-isoform3(h)","beta-catenin(h)","beta-catenin-isoform1(h)","c-Fos(h)","c-Jun(h)","foxm1(h)","foxm1-isoform1(h)","foxm1-isoform2(h)"]	["MO000013123","MO000017049","MO000018137","MO000019363","MO000019469","MO000024771","MO000024773","MO000024920","MO000025736","MO000026496","MO000028099","MO000032492","MO000044348","MO000058322","MO000058538","MO000078237","MO000078241","MO000079319","MO000079350","MO000079681","MO000088314","MO000129437","MO000133252","MO000165730","MO000257758"]	ERK3(h)	9.256962	352	93515	25	0.6170858	1.8007765	19.093763527640075	mitogen-activated protein kinase 6	ENSG00000069956	MAPK6	5597	10.67097723	24.130247	1137	28.146984	2146	24.234156	1475	29.288574	1750	1520.912893	0.255014608	-1.155116017	0.155461259	0.180832293	-1.338196797	10.46297569	25.528685	1166	27.119402	1165	27.420212	1648	28.043581	1947	10.48095161	10.7359147	10.48537254	10.76720252	10.468852	10.49150714	10.52795693	10.52223839	NM_002748	Q16659	1.337674868	0.15549484	-1.337674868
ENSG00000070159	MO000068836,MO000158019	0.026	["E12(h)","E2A(h)","E47(h)","ITF-1(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","SNA(h)","STAT3(h)","STAT3-isoform1(h)","STAT3-isoform2(h)","STAT3-isoform3(h)","beta-catenin(h)","beta-catenin-isoform1(h)","c-Fos(h)","c-Jun(h)","foxm1(h)","foxm1-isoform1(h)","foxm1-isoform2(h)"]	["MO000013123","MO000017049","MO000018137","MO000019363","MO000019469","MO000024771","MO000024773","MO000024920","MO000025736","MO000026496","MO000028099","MO000032492","MO000044348","MO000058322","MO000058538","MO000078237","MO000078241","MO000079319","MO000079350","MO000079681","MO000088314","MO000129437","MO000133252","MO000165730","MO000257758"]	ptpn3(h),ptpn3-isoform1(h)	9.561476	299	76504	25	0.49621087	2.455684	NaN	non-receptor type 3,protein tyrosine phosphatase	ENSG00000070159	PTPN3	5774	8.392570893	2.018977	195	3.397582	525	2.001832	247	3.149069	388	346.9546943	0.813954329	1.064289889	0.283481774	0.751170154	0.317096798	8.483212583	3.531798	321	3.386721	298	2.647786	325	3.994272	560	8.11259342	8.65212448	8.09759928	8.59686135	8.48571415	8.4463514	8.26696942	8.57797267	NM_001145368,NM_001145369,NM_001145370,NM_001145371,NM_001145372,NM_002829,NR_026918		0.301351898	0.300783538	0.301351898
ENSG00000071242	MO000255879	0.002	["E12(h)","E2A(h)","E47(h)","ITF-1(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","SNA(h)","STAT3(h)","STAT3-isoform1(h)","STAT3-isoform2(h)","STAT3-isoform3(h)","beta-catenin(h)","beta-catenin-isoform1(h)","c-Fos(h)","c-Jun(h)","foxm1(h)"]	["MO000013123","MO000017049","MO000018137","MO000019363","MO000019469","MO000024771","MO000024773","MO000024920","MO000025736","MO000032492","MO000044348","MO000058322","MO000058538","MO000078237","MO000078241","MO000079319","MO000079350","MO000079681","MO000088314","MO000129437","MO000133252","MO000165730","MO000257758"]	RSK3-isoform2(h)	9.575294	122	71016	23	0.47472745	2.3908284	NaN	ribosomal protein S6 kinase A2	ENSG00000071242	RPS6KA2	6196	12.46377557	101.602409	6623	46.460678	4911	100.390694	8340	27.999889	2320	3708.399833	0.011530202	-3.19545156	0.599335901	0.005166555	-2.796461574	10.78775254	38.84464	2450	6.313468	390	39.673847	3297	11.879852	1144	12.42706714	11.82256847	12.40316804	11.37509759	11.47256627	10.20058092	11.4906736	10.55194374	NM_001006932,NM_001318936,NM_001318937,NM_001318938,NM_021135		3.315292755	0.505542995	-3.315292755
ENSG00000072062	MO000102457,MO000102458	0.049	["E12(h)","E2A(h)","E47(h)","ITF-1(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","SNA(h)","STAT3(h)","STAT3-isoform1(h)","STAT3-isoform2(h)","STAT3-isoform3(h)","beta-catenin(h)","beta-catenin-isoform1(h)","c-Fos(h)","c-Jun(h)","foxm1(h)","foxm1-isoform1(h)","foxm1-isoform2(h)"]	["MO000013123","MO000017049","MO000018137","MO000019363","MO000019469","MO000024771","MO000024773","MO000024920","MO000025736","MO000026496","MO000028099","MO000032492","MO000044348","MO000058322","MO000058538","MO000078237","MO000078241","MO000079319","MO000079350","MO000079681","MO000088314","MO000129437","MO000133252","MO000165730","MO000257758"]	PKACA-isoform1(h),PKACA-isoform2(h)	6.508432	287	87441	25	0.56348	1.7003332	206.6057858634363	protein kinase cAMP-activated catalytic subunit alpha	ENSG00000072062	PRKACA	5566	11.0110227	48.639301	1450	58.485153	2821	50.684818	1951	54.200668	2049	1799.25257	0.007458077	-1.34504662	0.144981974	0.003180624	-2.949719647	10.58383286	44.662231	1290	50.160046	1363	43.023415	1636	48.12418	2113	10.78332729	11.06922727	10.81910769	10.99734451	10.6516871	10.7209326	10.62004651	10.6883914	NM_001304349,NM_002730,NM_207518	P17612	3.09700383	0.137936491	-3.09700383
ENSG00000076984	MO000022227,MO000102208,MO000102216	0.023	["E12(h)","E2A(h)","E47(h)","ITF-1(h)","Miz-1(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","SNA(h)","STAT3(h)","STAT3-isoform1(h)","STAT3-isoform2(h)","STAT3-isoform3(h)","beta-catenin(h)","beta-catenin-isoform1(h)","c-Fos(h)","c-Jun(h)","foxm1(h)","foxm1-isoform1(h)","foxm1-isoform2(h)"]	["MO000013123","MO000017049","MO000018137","MO000019363","MO000019469","MO000024771","MO000024773","MO000024920","MO000025736","MO000026496","MO000027350","MO000028099","MO000032492","MO000044348","MO000058322","MO000058538","MO000078237","MO000078241","MO000079319","MO000079350","MO000079681","MO000088314","MO000129437","MO000133252","MO000165730","MO000257758"]	MKK7(h),MKK7-Isoform2(h),MKK7-isoform1(h)	9.9262295	310	86766	26	0.56589264	2.0461798	1.814476068441582	mitogen-activated protein kinase kinase 7	ENSG00000076984	MAP2K7	5609	9.017388483	12.002398	470	8.648077	549	13.081037	665	7.51437	373	562.5177413	0.40374483	1.17020191	0.225367997	0.314336019	1.006165387	9.245141757	15.575613	592	14.282188	509	16.036714	800	9.915446	573	9.13517556	8.9816762	9.21396519	8.86305288	9.29999049	9.19312932	9.32233906	8.89483733	NM_001297555,NM_001297556,NM_145185	O14733	1.452619282	0.156788001	1.452619282
ENSG00000078061	MO000008230,MO000130269	0.006	["E12(h)","E2A(h)","E47(h)","ITF-1(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","SNA(h)","STAT3(h)","STAT3-isoform1(h)","STAT3-isoform2(h)","STAT3-isoform3(h)","beta-catenin(h)","beta-catenin-isoform1(h)","c-Fos(h)","c-Jun(h)","foxm1(h)","foxm1-isoform1(h)","foxm1-isoform2(h)"]	["MO000013123","MO000017049","MO000018137","MO000019363","MO000019469","MO000024771","MO000024773","MO000024920","MO000025736","MO000026496","MO000028099","MO000032492","MO000044348","MO000058322","MO000058538","MO000078237","MO000078241","MO000079319","MO000079350","MO000079681","MO000088314","MO000129437","MO000133252","MO000165730","MO000257758"]	A-Raf(h)	9.44183	199	88751	25	0.5576781	2.4071615	18.346819428833804	A-Raf proto-oncogene,serine/threonine kinase	ENSG00000078061	ARAF	369	9.405293149	25.070033	619	20.066537	776	23.934718	735	18.389919	554	959.744632	8.01E-9	1.830463561	0.142977172	1.06E-9	6.100337862	10.27777323	52.184784	1238	38.136166	958	43.554406	1488	36.323678	1441	9.67406882	9.58216567	9.60633084	9.50498289	10.240188	10.03549422	10.15722626	9.97524408	NM_001256196,NM_001256197,NM_001654	P10398	12.5026299	0.069783725	12.5026299
ENSG00000082701	MO000016989,MO000057456,MO000080970	0.018	["E12(h)","E2A(h)","E47(h)","ITF-1(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","SNA(h)","STAT3(h)","STAT3-isoform1(h)","STAT3-isoform2(h)","STAT3-isoform3(h)","beta-catenin(h)","beta-catenin-isoform1(h)","c-Fos(h)","c-Jun(h)","foxm1(h)","foxm1-isoform1(h)","foxm1-isoform2(h)"]	["MO000013123","MO000017049","MO000018137","MO000019363","MO000019469","MO000024771","MO000024773","MO000024920","MO000025736","MO000026496","MO000028099","MO000032492","MO000044348","MO000058322","MO000058538","MO000078237","MO000078241","MO000079319","MO000079350","MO000079681","MO000088314","MO000129437","MO000133252","MO000165730","MO000257758"]	GSK3beta(h),GSK3beta-isoform1(h),GSK3beta-isoform2(h)	9.946402	272	92397	25	0.68991965	2.6571343	33.167216033505284	glycogen synthase kinase 3 beta	ENSG00000082701	GSK3B	2932	10.86355976	19.790171	1565	15.843063	2025	20.308029	2072	17.089692	1712	1434.242713	1.07609E-4	-1.853596375	0.213021519	2.92E-5	-4.179517322	9.973402558	13.963064	1069	8.895763	644	13.956685	1406	8.899316	1036	10.7007353	10.62804171	10.72389264	10.6917195	10.33503625	9.95142719	10.33347286	9.9496478	NM_001146156,NM_002093	P49841	21.70723581	0.041007395	-21.70723581
ENSG00000091436	MO000036570,MO000036572,MO000036573	0.021	["E12(h)","E2A(h)","E47(h)","ITF-1(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","SNA(h)","STAT3(h)","STAT3-isoform1(h)","STAT3-isoform2(h)","STAT3-isoform3(h)","beta-catenin(h)","beta-catenin-isoform1(h)","c-Fos(h)","c-Jun(h)","foxm1(h)","foxm1-isoform1(h)","foxm1-isoform2(h)"]	["MO000013123","MO000017049","MO000018137","MO000019363","MO000019469","MO000024771","MO000024773","MO000024920","MO000025736","MO000026496","MO000028099","MO000032492","MO000044348","MO000058322","MO000058538","MO000078237","MO000078241","MO000079319","MO000079350","MO000079681","MO000088314","MO000129437","MO000133252","MO000165730","MO000257758"]	MLTK(h),MLTK-isoform1(h),MLTK-isoform2(h)	9.950865	348	67372	25	0.41325822	2.3018847	9.310650597944544		ENSG00000091436			NaN	NaN	0	NaN	0	NaN	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0	NaN	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN		Q9NYL2,Q9NYL2-2	NaN	NaN	NaN
ENSG00000095015	MO000009086,MO000060191	0.006	["E12(h)","E2A(h)","E47(h)","ITF-1(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","SNA(h)","STAT3(h)","STAT3-isoform1(h)","STAT3-isoform2(h)","STAT3-isoform3(h)","beta-catenin(h)","beta-catenin-isoform1(h)","c-Fos(h)","c-Jun(h)","foxm1(h)","foxm1-isoform1(h)","foxm1-isoform2(h)"]	["MO000013123","MO000017049","MO000018137","MO000019363","MO000019469","MO000024771","MO000024773","MO000024920","MO000025736","MO000026496","MO000028099","MO000032492","MO000044348","MO000058322","MO000058538","MO000078237","MO000078241","MO000079319","MO000079350","MO000079681","MO000088314","MO000129437","MO000133252","MO000165730","MO000257758"]	MEKK1(h)	9.687167	159	85097	25	0.5698217	2.680416	NaN	mitogen-activated protein kinase kinase kinase 1	ENSG00000095015	MAP3K1	4214	7.795526563	2.320359	195	1.851877	251	2.248168	244	1.783137	190	372.0011644	2.47E-12	2.349789047	0.167942675	2.15E-13	7.338999726	9.027439811	5.884309	478	4.912644	375	6.752607	722	4.872352	602	8.12289827	8.05549424	8.09850452	8.02675085	8.84428136	8.65323259	8.96911616	8.65034542	NM_005921		28.63666724	0.043018737	28.63666724
ENSG00000096717	MO000084718	0.028	["E12(h)","E2A(h)","E47(h)","ITF-1(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","SNA(h)","STAT3(h)","STAT3-isoform1(h)","STAT3-isoform2(h)","STAT3-isoform3(h)","beta-catenin(h)","beta-catenin-isoform1(h)","c-Fos(h)","c-Jun(h)","foxm1(h)","foxm1-isoform1(h)","foxm1-isoform2(h)"]	["MO000013123","MO000017049","MO000018137","MO000019363","MO000019469","MO000024771","MO000024773","MO000024920","MO000025736","MO000026496","MO000028099","MO000032492","MO000044348","MO000058322","MO000058538","MO000078237","MO000078241","MO000079319","MO000079350","MO000079681","MO000088314","MO000129437","MO000133252","MO000165730","MO000257758"]	SIRT1-isoform1(h)	7.0337677	241	89558	25	0.6172677	1.6280812	3.0902875554831306	sirtuin 1	ENSG00000096717	SIRT1	23411	9.173438387	12.40957	548	8.264079	610	12.951837	664	7.872992	456	585.3070943	0.847274709	1.028206613	0.152817719	0.792857573	0.262601721	9.212398501	12.453201	539	10.632591	433	12.921574	753	11.301005	761	9.29614651	9.10003356	9.2423019	9.05779351	9.24806155	9.08758221	9.29826084	9.15962424	NM_001142498,NM_001314049,NM_012238	Q96EB6	0.343647345	0.11337237	0.343647345
ENSG00000100324	MO000019071	0.015	["E12(h)","E2A(h)","E47(h)","ITF-1(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","SNA(h)","STAT3(h)","STAT3-isoform1(h)","STAT3-isoform2(h)","STAT3-isoform3(h)","beta-catenin(h)","beta-catenin-isoform1(h)","c-Fos(h)","c-Jun(h)","foxm1(h)","foxm1-isoform1(h)","foxm1-isoform2(h)"]	["MO000013123","MO000017049","MO000018137","MO000019363","MO000019469","MO000024771","MO000024773","MO000024920","MO000025736","MO000026496","MO000028099","MO000032492","MO000044348","MO000058322","MO000058538","MO000078237","MO000078241","MO000079319","MO000079350","MO000079681","MO000088314","MO000129437","MO000133252","MO000165730","MO000257758"]	TAB1(h)	9.599787	168	74216	25	0.47048464	2.1127052	18.032206194217252	TGF-beta activated kinase 1 (MAP3K7) binding protein 1	ENSG00000100324	TAB1	10454	8.878865576	12.791207	460	8.413313	490	11.752153	546	7.860637	359	371.3086478	5.29E-6	-1.732319734	0.162682579	1.1E-6	-4.872711239	8.086675181	7.532586	263	6.61024	217	6.575705	302	6.5048	345	8.85970536	8.62370483	8.78856072	8.56270816	8.35603095	8.2286231	8.24842248	8.21770727	NM_006116,NM_153497	Q15750	5.711287383	0.138706099	-5.711287383
ENSG00000100462	MO000064551,MO000082834	0.044	["E12(h)","E2A(h)","E47(h)","ITF-1(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","SNA(h)","STAT3(h)","STAT3-isoform1(h)","STAT3-isoform2(h)","STAT3-isoform3(h)","beta-catenin(h)","beta-catenin-isoform1(h)","c-Fos(h)","c-Jun(h)","foxm1(h)","foxm1-isoform1(h)","foxm1-isoform2(h)"]	["MO000013123","MO000017049","MO000018137","MO000019363","MO000019469","MO000024771","MO000024773","MO000024920","MO000025736","MO000026496","MO000028099","MO000032492","MO000044348","MO000058322","MO000058538","MO000078237","MO000078241","MO000079319","MO000079350","MO000079681","MO000088314","MO000129437","MO000133252","MO000165730","MO000257758"]	SKB1(h),SKB1-isoform1(h)	9.892496	262	86736	25	0.5501102	2.2629356	363.7682855553583	protein arginine methyltransferase 5	ENSG00000100462	PRMT5	10419	9.945649834	22.79538	649	29.54227	1349	23.261063	848	31.010556	1099	2011.318326	4.82E-12	3.078677274	0.223900679	4.3E-13	7.245670948	11.56819168	80.465749	2201	116.204259	2974	80.231435	2891	113.177698	4695	10.13985826	10.43718693	10.14854429	10.46466073	11.10898263	11.4133153	11.10619933	11.39409242	NM_001039619,NM_001282953,NM_001282954,NM_001282955,NM_001282956,NM_006109	O14744	9.142284922	0.177476622	9.142284922
ENSG00000100614	MO000036590	0.021	["E12(h)","E2A(h)","E47(h)","ITF-1(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","SNA(h)","STAT3(h)","STAT3-isoform1(h)","STAT3-isoform2(h)","STAT3-isoform3(h)","beta-catenin(h)","beta-catenin-isoform1(h)","c-Fos(h)","c-Jun(h)","foxm1(h)","foxm1-isoform1(h)","foxm1-isoform2(h)"]	["MO000013123","MO000017049","MO000018137","MO000019363","MO000019469","MO000024771","MO000024773","MO000024920","MO000025736","MO000026496","MO000028099","MO000032492","MO000044348","MO000058322","MO000058538","MO000078237","MO000078241","MO000079319","MO000079350","MO000079681","MO000088314","MO000129437","MO000133252","MO000165730","MO000257758"]	PP2Calpha2(h)	8.478881	248	93535	25	0.6075526	1.6121637	81.54126664409199	Mg2+/Mn2+ dependent 1A,protein phosphatase	ENSG00000100614	PPM1A	5494	10.09794282	10.343102	824	8.795884	1127	12.665273	1310	11.26917	1086	1011.483153	0.370561341	-1.181952076	0.224870994	0.283500706	-1.072488435	9.856478626	11.442445	806	9.701857	606	15.221047	1466	10.560482	1016	9.95990855	9.93772884	10.14065688	10.11211496	9.90769628	9.69638278	10.18673142	9.72791626	NM_021003,NM_177951,NM_177952	P35813	2.331295576	0.103575109	-2.331295576
ENSG00000100784	MO000036634,MO000057454	0.031	["E12(h)","E2A(h)","E47(h)","ITF-1(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","SNA(h)","STAT3(h)","STAT3-isoform1(h)","STAT3-isoform2(h)","STAT3-isoform3(h)","beta-catenin(h)","beta-catenin-isoform1(h)","c-Fos(h)","c-Jun(h)","foxm1(h)","foxm1-isoform1(h)","foxm1-isoform2(h)"]	["MO000013123","MO000017049","MO000018137","MO000019363","MO000019469","MO000024771","MO000024773","MO000024920","MO000025736","MO000026496","MO000028099","MO000032492","MO000044348","MO000058322","MO000058538","MO000078237","MO000078241","MO000079319","MO000079350","MO000079681","MO000088314","MO000129437","MO000133252","MO000165730","MO000257758"]	MSK1(h),MSK1-isoform1(h)	9.306776	193	90369	25	0.5735272	2.3930995	8.96463368535694	ribosomal protein S6 kinase A5	ENSG00000100784	RPS6KA5	9252	4.798782694	0.361786	28	0.204545	25	0.412411	41	0.163013	16	76.05853082	2.58E-12	4.485599438	0.295278222	2.25E-13	7.333086679	6.957484455	1.272995	92	1.269831	88	1.866508	165	1.679828	188	5.53974127	5.26930965	5.61666148	5.17583249	6.39561298	6.38122616	6.66840521	6.63123771	NM_001322227,NM_001322228,NM_001322229,NM_001322230,NM_001322231,NM_001322232,NM_001322233,NM_001322234,NM_001322235,NM_001322236,NM_001322237,NM_001322238,NM_004755,NM_182398	O75582	10.22173905	0.211187328	10.22173905
ENSG00000101384	MO000157932	0.005	["E12(h)","E2A(h)","E47(h)","ITF-1(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","SNA(h)","STAT3(h)","STAT3-isoform1(h)","STAT3-isoform2(h)","STAT3-isoform3(h)","beta-catenin(h)","beta-catenin-isoform1(h)","c-Fos(h)","c-Jun(h)","foxm1(h)","foxm1-isoform1(h)","foxm1-isoform2(h)"]	["MO000013123","MO000017049","MO000018137","MO000019363","MO000019469","MO000024771","MO000024773","MO000024920","MO000025736","MO000026496","MO000028099","MO000032492","MO000044348","MO000058322","MO000058538","MO000078237","MO000078241","MO000079319","MO000079350","MO000079681","MO000088314","MO000129437","MO000133252","MO000165730","MO000257758"]	Jagged1-isoform1(h)	9.967342	258	22127	25	0.32245237	2.5595481	NaN	jagged 1	ENSG00000101384	JAG1	182	9.243119409	5.232146	350	8.888344	961	4.395239	379	8.821714	747	1296.868676	4.83E-6	3.279562293	0.350283529	9.99E-7	4.891760919	10.95692806	32.694462	2115	20.363907	1239	33.1437	2822	20.858698	2052	9.35518538	9.8603589	9.23596947	9.85033543	10.82644575	10.35715259	10.83861503	10.3818586	NM_000214		5.243362463	0.326852981	5.243362463
ENSG00000101557	MO000188572	0.03	["E12(h)","E2A(h)","E47(h)","ITF-1(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","SNA(h)","STAT3(h)","STAT3-isoform1(h)","STAT3-isoform2(h)","STAT3-isoform3(h)","beta-catenin(h)","beta-catenin-isoform1(h)","c-Fos(h)","c-Jun(h)","foxm1(h)","foxm1-isoform1(h)","foxm1-isoform2(h)"]	["MO000013123","MO000017049","MO000018137","MO000019363","MO000019469","MO000024771","MO000024773","MO000024920","MO000025736","MO000026496","MO000028099","MO000032492","MO000044348","MO000058322","MO000058538","MO000078237","MO000078241","MO000079319","MO000079350","MO000079681","MO000088314","MO000129437","MO000133252","MO000165730","MO000257758"]	USP14(h)	9.940123	345	54255	25	0.36668	1.902473	768.992165970323	ubiquitin specific peptidase 14	ENSG00000101557	USP14	9097	10.523423	19.801018	918	28.334428	2121	19.823818	1187	28.667658	1679	1707.517423	0.220565622	1.320107143	0.280209352	0.152762446	1.42984174	10.92420132	28.109389	1260	48.909531	2066	29.540887	1739	45.887341	3107	10.36315848	10.77738804	10.36461378	10.7823153	10.58886958	11.04489017	10.62776966	10.9826006	NM_001037334,NM_005151	P54578	1.668748666	0.240166975	1.668748666
ENSG00000102081	MO000166164	0.008	["E12(h)","E2A(h)","E47(h)","ITF-1(h)","RelA-p35(h)","RelA-p65(h)","RelA-p65-delta(h)","RelA-p65-delta2(h)","RelA-p65-isoform1(h)","RelA-p65-isoform4(h)","SNA(h)","STAT3(h)","STAT3-isoform1(h)","STAT3-isoform2(h)","STAT3-isoform3(h)","beta-catenin(h)","beta-catenin-isoform1(h)","c-Fos(h)","c-Jun(h)","foxm1(h)","foxm1-isoform1(h)","foxm1-isoform2(h)"]	["MO000013123","MO000017049","MO000018137","MO000019363","MO000019469","MO000024771","MO000024773","MO000024920","MO000025736","MO000026496","MO000028099","MO000032492","MO000044348","MO000058322","MO000058538","MO000078237","MO000078241","MO000079319","MO000079350","MO000079681","MO000088314","MO000129437","MO000133252","MO000165730","MO000257758"]	FMRP(h)	9.081518	257	62107	25	0.39111662	2.090024	60.151984676820774	fragile X mental retardation 1	ENSG00000102081	FMR1	2332	9.592324423	14.766084	723	9.933271	785	13.925499	881	10.452781	650	866.8648312	0.016452159	1.246935102	0.119436799	0.007682113	2.665731026	9.909594049	17.047098	811	18.284118	813	18.386753	1118	17.966978	1276	9.7627142	9.5487207	9.71412127	9.59019302	9.82721574	9.8534095	9.86640037	9.83065795	NM_001185075,NM_001185076,NM_001185081,NM_001185082,NM_002024,NR_033699,NR_033700	Q06787-5,Q06787-6,Q06787-8	3.142033506	0.100975889	3.142033506
