ID	Gene description	Gene_symbol_1	Site model ID	Yes density per 1000bp	No density per 1000bp	Yes-No ratio	Model cutoff	P-value
ENSG00000025156	heat shock transcription factor 2	HSF2	V$HSF2_01,V$HSF2_05,V$HSF2_06,V$HSF2_07,V$HSF2_08,V$HSF2_Q6	0.8576388888888888	0.5324909747292418	1.6716171520382561	0.8631000000000001	0.01824098030287191
ENSG00000028277	POU class 2 homeobox 2	POU2F2	V$OCT2_04,V$OCT_C,V$POU2F2_02,V$POU2F2_12,V$POU2F2_14	0.4208333333333334	0.2503008423586041	1.9473013929068894	0.8862	0.04124208817392431
ENSG00000030419	IKAROS family zinc finger 2 (Helios)	IKZF2	V$HELIOSA_01,V$HELIOS_01,V$HELIOS_02	6.319444444444444	5.455274769354193	2.407106616549242	0.8414666666666667	0.014627085564989088
ENSG00000039600	SRY (sex determining region Y)-box 30	SOX30	V$SOX30_05	0.2708333333333333	0.10830324909747292	2.500694444444444	0.9956	0.011853404454031966
ENSG00000049768	forkhead box P3	FOXP3	V$FOXP3_01	0.1875	0.030084235860409144	6.2325	0.9891	9.312005244218024E-4
ENSG00000061455	PR domain containing 6	PRDM6	V$PRDM6_01	0.10416666666666667	0.018050541516245487	5.770833333333334	0.9868	0.017099017917665934
ENSG00000064195	distal-less homeobox 3	DLX3	V$DLX3_10,V$MEIS1DLX3_01,V$MGADLX3_01,V$TFAP4DLX3_01	0.546875	0.3730445246690734	3.293627805337436	0.8714999999999999	0.04745332920311921
ENSG00000064490	regulatory factor X-associated ankyrin-containing protein	RFXANK	V$RFX_Q6	0.3125	0.1444043321299639	2.1640625	0.9806	0.017367349219077927
ENSG00000065970	forkhead box J2	FOXJ2	V$FOXJ2_04	0.3333333333333333	0.15643802647412755	2.1307692307692307	0.9712	0.015749349573847948
ENSG00000067646	zinc finger protein, Y-linked	ZFY	V$ZFY_01	0.6041666666666667	0.26474127557160043	2.2821022727272733	0.6922	6.630579353440293E-4
ENSG00000067955	core-binding factor, beta subunit	CBFB	V$AML_Q6,V$PEBP2B_Q6,V$PEBP_Q6	1.0069444444444444	0.595667870036101	1.8248048956639666	0.8994666666666666	0.0023998618724815723
ENSG00000071564	transcription factor 3	TCF3	V$E12_Q6,V$E2A_03,V$E2A_04,V$E2A_Q2,V$E2A_Q6_01,V$E2A_Q6_02,V$E47_01,V$E47_02,V$FLI1TCF3_01,V$HAND1E47_01,V$HOXB2TCF3_01,V$MATH1_Q2,V$MYOD_Q6_01,V$TAL1BETAE47_01,V$TEAD4TCF3_01	3.1652777777777783	2.765744083433613	1.6642728990324906	0.87746	0.03682510184983683
ENSG00000072736	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3	NFATC3	V$NFATC3_04,V$NFATC3_05,V$NFATC3_06,V$NFATC3_07,V$NFAT_Q4_01	1.1333333333333333	0.7340553549939831	3.910416134050446	0.84398	0.035846284461684315
ENSG00000073861	T-box 21	TBX21	V$ALX4TBX21_01,V$E2F3TBX21_01,V$ETV2TBX21_03,V$GCM1TBX21_02,V$HOXB2TBX21_01,V$MYBL1TBX21_01,V$PITX1TBX21_01,V$POU2F1TBX21_01,V$TBET_02,V$TBET_03,V$TBX21_01,V$TBX21_02,V$TBX21_05	2.911858974358974	2.374803295380913	1.5784248569456987	0.7798615384615384	0.024073144272950413
ENSG00000074047	GLI family zinc finger 2	GLI2	V$GLI2_01,V$GLI2_03,V$GLI2_07,V$GLI2_Q3,V$GLI2_Q6,V$GLI_Q2,V$GLI_Q3	4.839285714285714	4.106927969743855	2.348705003501275	0.8571857142857143	0.030800214587725312
ENSG00000074219	TEA domain family member 2	TEAD2	V$TEAD2_01,V$TEAD2_02	0.3541666666666667	0.22864019253910953	5.909333333333333	0.95245	0.04931956930402384
ENSG00000075426	FOS-like antigen 2	FOSL2	V$AP1_Q4_01,V$AP1_Q6_01,V$FOSL2_02,V$FRA2_01,V$FRA2_03,V$FRA2_04,V$FRA2_Q4_01,V$JUNBFRA2_01,V$JUNDFRA2_01,V$JUNFRA2_01	1.5833333333333333	1.2057761732851986	2.088337946019845	0.8772399999999999	0.02323553396505764
ENSG00000077092	retinoic acid receptor, beta	RARB	V$RARB_03,V$RARB_05,V$RARB_06,V$RARB_08,V$T3R_Q6	3.075	2.681107099879663	3.9838452172577923	0.89822	0.020440823154654345
ENSG00000077150	nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100)	NFKB2	V$NFKB2_01,V$NFKB2_02,V$NFKB2_04,V$NFKB2_05,V$RELBP52_01	2.5416666666666665	1.7376654632972326	1.8883425170535353	0.8333400000000001	0.01077047289945795
ENSG00000078399	homeobox A9	HOXA9	V$HOXA9_05,V$MEIS1AHOXA9_01,V$MEIS1BHOXA9_02	1.7916666666666667	1.4199759326113117	1.5984796575876938	0.7811	0.03546410634578142
ENSG00000080298	regulatory factor X, 3 (influences HLA class II expression)	RFX3	V$RFX3ETV7_01,V$RFX3_11,V$RFX3_13,V$RFX_Q6	1.8802083333333333	1.4485559566787003	1.8163659158699432	0.799225	0.011311105134776442
ENSG00000081059	transcription factor 7 (T-cell specific, HMG-box)	TCF7	V$LEF1TCF1_Q4,V$TCF1_08,V$TCF1_09,V$TCF1_Q5_01,V$TCF7RELATED_Q4,V$TCF7_06,V$TCF7_08	0.45238095238095244	0.2802131682998109	2.016258802964691	0.9179285714285715	0.03426684938036256
ENSG00000081386	zinc finger protein 510	ZNF510	V$ZNF510_02	0.4583333333333333	0.2527075812274368	1.8136904761904762	0.7833	0.01931741800516015
ENSG00000082641	nuclear factor (erythroid-derived 2)-like 1	NFE2L1	V$MAF_Q4,V$MAF_Q6_01,V$NFE2L1_Q5,V$TCF11MAFG_01	6.692708333333333	5.925090252707581	2.0263912379397535	0.83165	0.010719299066017526
ENSG00000083814	zinc finger protein 671	ZNF671	V$ZNF671_01,V$ZNF671_02,V$ZNF671_03	0.4583333333333333	0.21058965102286406	2.9121473665223667	0.7474333333333334	0.011710663154477519
ENSG00000083817	zinc finger protein 416	ZNF416	V$FLJ20557_02	0.5208333333333334	0.3128760529482551	1.6646634615384617	0.8514	0.027377697319942763
ENSG00000083828	zinc finger protein 586	ZNF586	V$ZNF586_03,V$ZNF586_04,V$ZNF586_05	0.7569444444444445	0.47131969514641	1.7042454594017091	0.7706333333333334	0.024621462741227923
ENSG00000085274	myoneurin	MYNN	V$MYNN_02	0.10416666666666667	0.012033694344163659	8.65625	0.9098	0.007860302918265732
ENSG00000085276	MDS1 and EVI1 complex locus	MECOM	V$EVI1_09	0.2916666666666667	0.11432009626955475	2.5513157894736844	0.8018	0.008133753017277041
ENSG00000087510	transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma)	TFAP2C	V$AP2GAMMA_01,V$AP2GAMMA_Q4,V$AP2GAMMA_Q5_01,V$AP2_Q3,V$AP2_Q4,V$AP2_Q6,V$AP2_Q6_01,V$TFAP2CE2F8_01,V$TFAP2CETV7_01,V$TFAP2CHES7_02,V$TFAP2C_01,V$TFAP2C_02,V$TFAP2C_03,V$TFAP2C_04,V$TFAP2C_05,V$TFAP2C_06,V$TFAP2C_07	5.3933823529411775	4.479719685708218	2.6457158140717687	0.9069529411764705	0.008302546461839677
ENSG00000087903	regulatory factor X, 2 (influences HLA class II expression)	RFX2	V$RFX2_10,V$RFX2_11,V$RFX_Q6	1.159722222222222	0.7480946650621741	1.7100401617041674	0.8281000000000001	0.01990571588402244
ENSG00000090447	transcription factor AP-4 (activating enhancer binding protein 4)	TFAP4	V$AP4_01,V$AP4_Q6,V$AP4_Q6_01,V$AP4_Q6_02,V$TFAP4DLX3_01,V$TFAP4ETV1_01,V$TFAP4ETV4_01,V$TFAP4FLI1_01,V$TFAP4_02,V$TFAP4_04,V$TFAP4_06,V$TFAP4_08,V$TFAP4_10	1.4310897435897434	1.1700453577709895	2.7468180788633694	0.9091615384615385	0.028567280377494078
ENSG00000091831	estrogen receptor 1	ESR1	V$ERALPHA_01,V$ERALPHA_Q4,V$ESR1_06,V$ESR1_09	4.546874999999999	3.9666064981949463	2.257819011453522	0.7908	0.022406992829889637
ENSG00000100393	E1A binding protein p300	EP300	V$P300_01,V$P300_Q5	6.572916666666667	5.709987966305656	3.168169218585005	0.9278500000000001	0.006842065785441413
ENSG00000101076	hepatocyte nuclear factor 4, alpha	HNF4A	V$COUP_01,V$DR1_Q3,V$HNF4ALPHA_Q6,V$HNF4A_03,V$HNF4A_06,V$HNF4A_15,V$HNF4A_19,V$HNF4A_22,V$HNF4_01_B,V$HNF4_Q6_03	1.4958333333333331	1.1853188929001204	1.7099345320141217	0.8068899999999999	0.0446777204387754
ENSG00000101096	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2	NFATC2	V$NFATC2_05,V$NFAT_Q4_01	0.3125	0.13237063778580024	3.40619918699187	0.90005	0.025459771468031404
ENSG00000101115	sal-like 4 (Drosophila)	SALL4	V$DRRS_01,V$DRRS_02,V$DRRS_06	7.930555555555556	6.55435218612114	2.145857476719278	0.8710333333333334	0.00932699462276141
ENSG00000101190	transcription factor-like 5 (basic helix-loop-helix)	TCFL5	V$TCFL5_02,V$TCFL5_03	1.0729166666666667	0.5746089049338147	1.8880574712643678	0.95665	3.2251836607781833E-4
ENSG00000101457	deoxynucleotidyltransferase, terminal, interacting protein 1	DNTTIP1	V$DNTTIP1_01	0.2708333333333333	0.1263537906137184	2.143452380952381	0.8991	0.027203813266664482
ENSG00000102145	GATA binding protein 1 (globin transcription factor 1)	GATA1	V$TAL1GATA1_02	0.14583333333333334	0.0421179302045728	3.4625000000000004	0.9011	0.02158644156380863
ENSG00000102870	zinc finger protein 629	ZNF629	V$ZNF629_02,V$ZNF629_03	0.20833333333333331	0.09326113116726835	7.848333333333333	0.87215	0.024091448766220318
ENSG00000102878	heat shock transcription factor 4	HSF4	V$HSF4_02,V$HSF4_03	0.44791666666666663	0.24067388688327312	1.8580334595959598	0.86995	0.018777926630640974
ENSG00000102974	CCCTC-binding factor (zinc finger protein)	CTCF	V$CTCF_01,V$CTCF_02,V$CTCF_03,V$CTCF_05,V$CTCF_07,V$CTCF_08,V$CTCF_10,V$CTCF_17,V$CTCF_19,V$CTCF_20,V$CTCF_21	2.543560606060606	2.250300842358604	2.8239114573602686	0.8801000000000001	0.03527697923978631
ENSG00000103241	forkhead box F1	FOXF1	V$FKHL5_Q3	0.125	0.006016847172081829	20.775	1.0	7.16141341332855E-4
ENSG00000104856	v-rel reticuloendotheliosis viral oncogene homolog B	RELB	V$RELBP52_01	0.125	0.036101083032490974	3.4625	0.9279	0.03315215726692954
ENSG00000105419	Meis homeobox 3	MEIS3	V$MEIS3_02,V$MEIS3_03,V$MEIS3_06,V$MEIS3_07	0.47395833333333337	0.24067388688327315	3.0399925595238093	0.8883	0.008724258475041748
ENSG00000105516	D site of albumin promoter (albumin D-box) binding protein	DBP	V$DBP_06,V$DBP_Q6,V$DBP_Q6_01	0.24305555555555555	0.11231448054552746	3.1066319444444446	0.9413333333333332	0.030673535709808533
ENSG00000105672	ets variant 2	ETV2	V$ETSLIKE_Q4,V$ETV2DRGX_01,V$ETV2ETV7_01,V$ETV2FIGLA_01,V$ETV2HOXA2_02,V$ETV2HOXB13_01,V$ETV2RFX5_02,V$ETV2SPDEF_01,V$ETV2TBX21_03	4.597222222222223	3.9851584436421987	2.9663634918449553	0.7836333333333333	0.01885285919550396
ENSG00000105732	zinc finger protein 574	ZNF574	V$ZNF574_02,V$ZNF574_04	0.8958333333333334	0.5475330926594465	1.7472475771917961	0.77725	0.01608450541817672
ENSG00000105880	distal-less homeobox 5	DLX5	V$DLX5_06	0.22916666666666666	0.1022864019253911	2.240441176470588	0.9944	0.03323493527560273
ENSG00000105991	homeobox A1	HOXA1	V$HOXA1_04,V$HOXA1_05,V$HOXA1_06,V$PBX4HOXA1_01	0.7291666666666666	0.5475330926594465	2.315502070393375	0.9447249999999999	0.04546753669478032
ENSG00000105996	homeobox A2	HOXA2	V$ETV2HOXA2_02,V$ETV5HOXA2_01,V$GCM1HOXA2_01,V$HOXA2_08,V$HOXA2_10	0.1958333333333333	0.08423586040914562	6.788887931034482	0.9368399999999999	0.02955961472152192
ENSG00000106004	homeobox A5	HOXA5	V$HOXA5_07	0.2916666666666667	0.0842358604091456	3.4625000000000004	0.969	0.001248536854126574
ENSG00000106038	even-skipped homeobox 1	EVX1	V$MGAEVX1_01	0.4166666666666667	0.2045728038507822	2.036764705882353	0.8416	0.010559927064154852
ENSG00000106459	nuclear respiratory factor 1	NRF1	V$MAF_Q4,V$NRF1_03,V$NRF1_07,V$NRF1_08,V$NRF1_Q5,V$NRF1_Q6_01	7.767361111111111	6.565383072603289	1.703038000338245	0.7766166666666666	0.009916837132413025
ENSG00000106536	POU class 6 homeobox 2	POU6F2	V$POU6F2_03	0.125	0.036101083032490974	3.4625	0.969	0.03315215726692954
ENSG00000106571	GLI family zinc finger 3	GLI3	V$GLI3_05,V$GLI3_Q5_01,V$GLI_Q2,V$GLI_Q3	6.84375	5.746089049338147	2.0355147934675233	0.823675	0.02624912409050539
ENSG00000106689	LIM homeobox 2	LHX2	V$LHX2_Q6	0.1875	0.07821901323706378	2.3971153846153848	0.9311	0.04015716543015938
ENSG00000106852	LIM homeobox 6	LHX6	V$LHX6_06,V$LHX6_07,V$LHX6_09,V$LHX6_10,V$LHX6_11	0.4833333333333334	0.31287605294825516	2.0873204496210827	0.8331	0.0452272379698624
ENSG00000107249	GLIS family zinc finger 3	GLIS3	V$GLIS3_01,V$GLI_Q3,V$ZNF515_01,V$ZNF515_Q6_01	5.958333333333333	4.783393501805055	1.6625475524950828	0.820925	0.015043910808585335
ENSG00000107485	GATA binding protein 3	GATA3	V$GATA3_16,V$GATA3_18	0.07291666666666666	0.012033694344163659	7.502083333333333	0.8616	0.043267383906717104
ENSG00000108001	early B-cell factor 3	EBF3	V$EBF_Q6	0.3333333333333333	0.09626955475330927	3.4624999999999995	0.9435	5.680328260307425E-4
ENSG00000108055	structural maintenance of chromosomes 3	SMC3	V$SMC3_01,V$SMC3_02,V$SMC3_03	6.763888888888889	6.103088648215003	2.613336636325903	0.9062000000000001	0.036675877554994234
ENSG00000108813	distal-less homeobox 4	DLX4	V$DLX4_05	0.10416666666666667	0.024067388688327317	4.328125	0.9986	0.03143584732797493
ENSG00000109320	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	NFKB1	V$NFKAPPAB50_01,V$NFKAPPAB_01,V$NFKB1_02,V$NFKB1_04,V$NFKB1_06,V$P50P50_Q3,V$P50RELAP65_Q5_01,V$P50_Q6,V$RELBP52_01	5.375	4.3688995855060835	1.662614210711658	0.8325777777777779	0.005138428276626725
ENSG00000109381	E74-like factor 2 (ets domain transcription factor)	ELF2	V$ELF2_05,V$ETS_Q4,V$NERF_Q2	14.131944444444445	12.83594063377457	1.6960472537014144	0.8295	0.0365589805298645
ENSG00000110693	SRY (sex determining region Y)-box 6	SOX6	V$SOX_Q6	0.08333333333333333	0.018050541516245487	4.616666666666666	0.9085	0.049088068318956096
ENSG00000110777	POU class 2 associating factor 1	POU2AF1	V$OCAB_Q6	0.08333333333333333	0.018050541516245487	4.616666666666666	0.9194	0.049088068318956096
ENSG00000110851	PR domain containing 4	PRDM4	V$PRDM4_01,V$PRDM4_02,V$PRDM4_04	1.4652777777777777	1.1311672683513838	1.6809727109091206	0.7183666666666667	0.04018555128548005
ENSG00000111046	myogenic factor 6 (herculin)	MYF6	V$E2A_Q2,V$MRF4_Q3,V$MYOD_Q6_01	0.5069444444444444	0.2807862013638187	1.90595312884947	0.9639666666666665	0.015006116342530277
ENSG00000111049	myogenic factor 5	MYF5	V$MYF5_Q6	0.08333333333333333	0.018050541516245487	4.616666666666666	0.9614	0.049088068318956096
ENSG00000111087	GLI family zinc finger 1	GLI1	V$GLI1_01,V$GLI1_Q2,V$GLI1_Q3,V$GLI1_Q3_01,V$GLI_Q2,V$GLI_Q3	3.246527777777778	2.642398716405937	2.0804237248795046	0.8845500000000001	0.04731917510553341
ENSG00000111206	forkhead box M1	FOXM1	V$FOXM1_01,V$FOXM1_Q3	0.4375	0.2286401925391095	2.3923354935194414	0.92635	0.025563861322852516
ENSG00000111424	vitamin D (1,25- dihydroxyvitamin D3) receptor	VDR	V$DR3_Q4,V$VDRRXR_01,V$VDR_01,V$VDR_03,V$VDR_04,V$VDR_Q3,V$VDR_Q6	3.461309523809524	2.521918514698298	3.124502038260348	0.809142857142857	0.010006871605351261
ENSG00000111704	Nanog homeobox	NANOG	V$NANOG_01,V$NANOG_05,V$NANOG_07,V$NANOG_09,V$NANOG_11,V$NANOG_Q6	1.2048611111111112	0.95367027677497	2.978703493394025	0.84875	0.044555484367633326
ENSG00000111783	regulatory factor X, 4 (influences HLA class II expression)	RFX4	V$RFX4_07,V$RFX4_08,V$RFX_Q6	0.9097222222222222	0.601684717208183	1.6911747685185183	0.8081333333333333	0.013914680191959378
ENSG00000112033	peroxisome proliferator-activated receptor delta	PPARD	V$PPARDR1_Q2,V$PPARD_01,V$PPARD_03,V$PPARD_04	1.0416666666666667	0.6257521058965102	3.832067818732737	0.7794	0.010924314540653299
ENSG00000112182	BTB and CNC homology 1, basic leucine zipper transcription factor 2	BACH2	V$BACH2_03,V$BACH2_04,V$BACH2_07,V$MAF_Q4,V$MAF_Q6_01	1.3041666666666667	0.8892900120336943	2.3991076668367803	0.85382	0.003423002756718964
ENSG00000112238	PR domain containing 13	PRDM13	V$PRDM13_01	0.5208333333333334	0.2346570397111913	2.2195512820512824	0.7371	0.001995131925037715
ENSG00000112658	serum response factor (c-fos serum response element-binding transcription factor)	SRF	V$SRF_01,V$SRF_07,V$SRF_09,V$SRF_12	0.41145833333333337	0.24969915764139594	2.372737490031898	0.819375	0.042102914428995594
ENSG00000113658	SMAD family member 5	SMAD5	V$SMAD5_Q5	0.5208333333333334	0.24067388688327315	2.1640625000000004	0.9908	0.002560163333092097
ENSG00000113722	caudal type homeobox 1	CDX1	V$CDX1_01,V$CDX1_04,V$CDX1_05,V$CDX1_Q4	0.16145833333333334	0.061672683513838755	6.29930366847826	0.9259249999999999	0.03404214433250628
ENSG00000115112	transcription factor CP2-like 1	TFCP2L1	V$LBP9_01,V$LBP9_04,V$LBP9_05	1.7222222222222223	1.2775772162053751	2.7156006470202207	0.8685666666666666	0.002225103965520523
ENSG00000115207	general transcription factor IIIC, polypeptide 2, beta 110kDa	GTF3C2	V$GTF3C2_01	0.375	0.18050541516245486	2.0775	0.7485	0.012912561114226484
ENSG00000115966	activating transcription factor 2	ATF2	V$CREBP1_01	0.625	0.39711191335740076	1.5738636363636362	0.8492	0.028546751333608636
ENSG00000116044	nuclear factor (erythroid-derived 2)-like 2	NFE2L2	V$MAF_Q4,V$MAF_Q6_01,V$NFE2L2_01,V$NRF2_03,V$NRF2_Q3,V$NRF2_Q4,V$NRF2_Q4_01,V$NRF2_Q6	1.3541666666666665	0.9942839951865222	5.782278673385269	0.8940625	0.003728016222311806
ENSG00000116809	zinc finger and BTB domain containing 17	ZBTB17	V$MIZ1_01	13.020833333333334	7.984356197352587	1.6307931424265263	0.771	1.0741239085784452E-22
ENSG00000116819	transcription factor AP-2 epsilon (activating enhancer binding protein 2 epsilon)	TFAP2E	V$AP2_Q4,V$TFAP2E_01,V$TFAP2E_02,V$TFAP2E_03,V$TFAP2E_04	1.0833333333333335	0.7184115523465705	3.993668438950923	0.9590400000000001	0.003123385811198296
ENSG00000116833	nuclear receptor subfamily 5, group A, member 2	NR5A2	V$LRH1_04,V$LRH1_05,V$LRH1_07,V$LRH1_08,V$LRH1_09,V$LRH1_Q5,V$LRH1_Q6	2.136904761904762	1.7036272992951693	1.656346163400203	0.8004	0.027945737289541646
ENSG00000117595	interferon regulatory factor 6	IRF6	V$IRF6_05,V$IRF6_06,V$IRF6_07	0.27083333333333337	0.13036502206177297	3.59540404040404	0.8207999999999999	0.026404002105425622
ENSG00000117707	prospero homeobox 1	PROX1	V$PROX1_01,V$PROX1_02	0.19791666666666669	0.06618531889290012	3.184263392857143	0.876	0.016572877958601313
ENSG00000118526	transcription factor 21	TCF21	V$TCF21_03,V$TCF21_04,V$TCF21_05	0.763888888888889	0.5194544725230645	1.57188317746751	0.8600666666666666	0.041933533201137886
ENSG00000118707	TGFB-induced factor homeobox 2	TGIF2	V$TGIF2_01,V$TGIF2_03,V$TGIF2_04,V$TGIF2_05,V$TGIF2_06,V$TGIF2_07	0.7222222222222222	0.44524669073405526	2.40526589419195	0.8858833333333332	0.017170223497131046
ENSG00000119547	one cut homeobox 2	ONECUT2	V$E2F3ONECUT2_01,V$HOXB13ONECUT2_01,V$ONECUT2_01,V$ONECUT2_05,V$ONECUT2_06	0.3875	0.23826714801444043	3.1767063492063494	0.8492600000000001	0.04382174958217735
ENSG00000119866	B-cell CLL/lymphoma 11A (zinc finger protein)	BCL11A	V$BCL11A_02,V$BCL11A_03,V$BCL11A_04	0.3958333333333333	0.21660649819494582	2.3393523702874206	0.9153000000000001	0.037917451407576186
ENSG00000120075	homeobox B5	HOXB5	V$HOXB5_09	0.2916666666666667	0.1444043321299639	2.019791666666667	0.9894	0.03106354905452
ENSG00000120784	ZFP30 zinc finger protein	ZFP30	V$ZFP30_01	0.6875	0.457280385078219	1.5034539473684212	0.7644	0.035035565230427605
ENSG00000120798	nuclear receptor subfamily 2, group C, member 1	NR2C1	V$TR2_01,V$TR2_02,V$TR2_04,V$TR2_05	0.21875	0.10679903730445246	2.740924219150026	0.9646000000000001	0.04865819535142256
ENSG00000121068	T-box 2	TBX2	V$TBX2RELATED_Q6,V$TBX2_01,V$TBX2_02,V$TBX2_06,V$TBX2_Q2,V$TBX2_Q5	2.909722222222222	2.425792218210991	1.7907029787087805	0.8834	0.02480956733520744
ENSG00000121075	T-box 4	TBX4	V$TBX2RELATED_Q6,V$TBX4_01,V$TBX4_02	1.4166666666666667	0.8985158443642197	1.5906525837819487	0.8375333333333334	0.010375626267022174
ENSG00000121417	zinc finger protein 211	ZNF211	V$ZNF211_01,V$ZNF211_02	1.1875	0.7851985559566788	1.5973597606581897	0.7525999999999999	0.005676433629579265
ENSG00000121903	zinc finger and SCAN domain containing 20	ZSCAN20	V$ZNF31_01,V$ZNF31_03	1.1041666666666667	0.703971119133574	1.6523287220026353	0.7943	0.004684509736813622
ENSG00000122034	general transcription factor IIIA	GTF3A	V$TFIIIA_04,V$TFIIIA_05	2.1666666666666665	1.6095066185318894	2.390305397727273	0.7555000000000001	0.011106532039855644
ENSG00000122180	myogenin (myogenic factor 4)	MYOG	V$E2A_Q2,V$MYOD_Q6_01,V$MYOGENIN_Q6	0.5555555555555555	0.3168872843963097	1.8879368686868683	0.9579666666666666	0.014604532460586414
ENSG00000122386	zinc finger protein 205	ZNF205	V$ZNF210_02	0.7916666666666666	0.49338146811071	1.6045731707317072	0.799	0.012232731557037363
ENSG00000122592	homeobox A7	HOXA7	V$HOXA7_01	0.3958333333333333	0.2286401925391095	1.73125	0.959	0.03871552074363548
ENSG00000122691	twist basic helix-loop-helix transcription factor 1	TWIST1	V$TWIST1_01,V$TWIST_Q6_01	0.2916666666666667	0.15342960288808663	2.212152777777778	0.9637500000000001	0.03905417137359676
ENSG00000122877	early growth response 2	EGR2	V$EGR2_01,V$EGR2_02,V$EGR2_03,V$EGR2_06,V$EGR2_08,V$EGR2_09,V$EGR2_10,V$EGR2_Q4,V$EGR2_Q6,V$EGR_Q3,V$EGR_Q6,V$KROX_Q6	20.312499999999996	16.365824308062574	1.5607291397534213	0.7999333333333333	0.007751275917051315
ENSG00000123358	nuclear receptor subfamily 4, group A, member 1	NR4A1	V$NUR77_02,V$NUR77_04,V$NUR77_05,V$NUR77_06,V$NUR77_07,V$NUR77_Q5,V$NUR77_Q5_01,V$NUR77_Q5_02	0.9947916666666667	0.6475631768953068	1.6568194875048168	0.8876625	0.026393477839303618
ENSG00000123364	homeobox C13	HOXC13	V$HOXC13_Q2	0.25	0.06618531889290011	3.777272727272728	0.9349	0.0017361401247057017
ENSG00000123388	homeobox C11	HOXC11	V$HOXC11_03,V$HOXC11_04,V$HOXC11_06,V$HOXC11_07,V$HOXC11_08,V$HOXC11_10	0.31249999999999994	0.19354191736863222	6.238046546743696	0.9357000000000001	0.043121872037301306
