ID	Gene description	Gene_symbol	Site model ID	Yes density per 1000bp	No density per 1000bp	Yes-No ratio	Model cutoff	P-value	Average Intensity	UniProt ID	Description	Gene_Symbol_1	Genes: Entrez ID	MCF10A.mean	MCF10A_1_FPKM	MCF10A_1_Read_Count	MCF10A_2_FPKM	MCF10A_2_Read_Count	MCF10A_3_FPKM	MCF10A_3_Read_Count	MCF10A_4_FPKM	MCF10A_4_Read_Count	MDA_MB.231.MCF10A.baseMean	MDA_MB.231.MCF10A.bh.pval	MDA_MB.231.MCF10A.fc	MDA_MB.231.MCF10A.lfcSE	MDA_MB.231.MCF10A.raw.pval	MDA_MB.231.MCF10A.stat	MDA_MB.231.mean	MDA_MB.231_1_FPKM	MDA_MB.231_1_Read_Count	MDA_MB.231_2_FPKM	MDA_MB.231_2_Read_Count	MDA_MB.231_3_FPKM	MDA_MB.231_3_Read_Count	MDA_MB.231_4_FPKM	MDA_MB.231_4_Read_Count	N_MCF10A_1	N_MCF10A_2	N_MCF10A_3	N_MCF10A_4	N_MDA_MB.231_1	N_MDA_MB.231_2	N_MDA_MB.231_3	N_MDA_MB.231_4	Transcript_ID	abs_zscore	sd_mcf10a	zscore	Gene symbol ID
ENSG00000090447	transcription factor AP-4 (activating enhancer binding protein 4)	TFAP4	V$AP4_01,V$AP4_03,V$AP4_Q5,V$AP4_Q6,V$AP4_Q6_01,V$AP4_Q6_02,V$TFAP4DLX3_01,V$TFAP4ETV1_01,V$TFAP4ETV4_01,V$TFAP4FLI1_01,V$TFAP4_02,V$TFAP4_03,V$TFAP4_05,V$TFAP4_07,V$TFAP4_09	4.304545454545454	3.7282573022645225	1.8562470613699331	0.8503133333333331	0.006840426652797922	NaN		transcription factor AP-4	TFAP4	7023	7.185855308	5.060066	121	4.903752	190	4.969599	154	3.843346	117	265.7214606	9.51E-17	2.643618653	0.162252032	5.43E-18	8.644046323	8.591874068	16.936558	392	13.009401	283	14.817014	451	13.474662	474	7.52318843	7.60586481	7.51175698	7.42586155	8.47025622	8.20309121	8.34794157	8.23789744	NM_003223	19.09315807	0.073639927	19.09315807	TFAP4
ENSG00000100393	E1A binding protein p300	EP300	V$P300_01,V$P300_Q5	5.761363636363637	5.392189038398425	5.725144640682096	0.9319999999999999	0.025023471121099358	2.2722006353915436	Q09472	E1A binding protein p300	EP300	2033	9.925652376	9.239347	903	6.995699	1106	8.318507	1050	6.345061	787	1064.263546	0.343551119	1.188442026	0.2204883	0.25862962	1.129636035	10.1748771	13.335409	1262	8.516023	759	12.541686	1563	8.154462	1174	10.06814332	9.95246848	9.97963155	9.8688416	10.32748851	9.91167961	10.27208568	9.87768157	NM_001429	3.034555663	0.082128902	3.034555663	EP300
ENSG00000100625	SIX homeobox 4	SIX4	V$SIX4_Q3	0.07954545454545454	0.02297341647522153	3.4625	0.9478	0.02158644156380863	NaN		SIX homeobox 4	SIX4	51804	10.02545477	15.355335	1075	7.393898	838	16.735889	1513	7.502103	666	645.8612841	2.74E-13	-4.178067198	0.26999222	2.17E-14	-7.640352377	7.962866424	3.373417	229	3.245543	207	3.133487	280	3.104463	320	9.85413102	9.30865817	9.93831132	9.31708917	8.49376999	8.44076086	8.4383908	8.40915673	NM_017420	6.092199871	0.33856216	-6.092199871	SIX4
ENSG00000101057	v-myb myeloblastosis viral oncogene homolog (avian)-like 2	MYBL2	V$MYBL2_06,V$MYBL2_07,V$MYB_Q5_02	0.6818181818181818	0.529482551143201	2.585410222856689	0.9724666666666667	0.018141752192507386	NaN		MYB proto-oncogene like 2	MYBL2	4605	9.282536688	7.758472	239	23.107025	1158	6.861889	275	22.018576	865	1121.950745	0.022470662	2.60280392	0.542298103	0.010932509	2.544848718	10.66279268	26.907684	799	69.105843	1950	26.272219	1030	68.460526	3123	8.96580743	9.91124602	8.89126395	9.86620162	9.84986464	10.69055602	9.83121114	10.68493694	NM_001278610,NM_002466	2.484691329	0.555504008	2.484691329	MYBL2
ENSG00000101190	transcription factor-like 5 (basic helix-loop-helix)	TCFL5	V$TCFL5_02,V$TCFL5_03	0.9886363636363635	0.40531670495569416	2.4396021907385546	0.9543999999999999	6.809782634708908E-10	NaN		transcription factor like 5	TCFL5	10732	9.252323194	16.837223	499	14.858699	703	18.2757	695	14.158231	529	663.162928	0.030019315	1.174910931	0.095838159	0.015245207	2.426501026	9.484763583	21.178891	599	22.965825	609	20.60617	764	23.963131	1035	9.29204382	9.2948671	9.35592809	9.25774814	9.41254369	9.45051199	9.38486808	9.49640167	NM_001301726,NM_006602	5.692048517	0.040835982	5.692048517	TCFL5
ENSG00000102908	nuclear factor of activated T-cells 5, tonicity-responsive	NFAT5	V$NFAT5_04,V$NFAT5_05,V$NFAT5_Q5_01,V$NFAT5_Q5_02	1.40625	1.1117492615687563	1.5004843042453708	0.86375	0.02473659351665593	0.7298418562642115	O94916	nuclear factor of activated T-cells 5	NFAT5	10725	10.56315758	10.234264	1524	5.745778	1386	10.110379	1945	5.763081	1089	1096.168916	1.09E-5	-2.226897989	0.244961862	2.42E-6	-4.715164488	9.408071566	4.839458	699	3.314103	450	4.919525	909	3.484871	762	10.51643421	10.12485045	10.50636576	10.12324218	9.79883296	9.47591286	9.78796516	9.51243078	NM_001113178,NM_006599,NM_138713,NM_138714,NM_173214,NM_173215	5.164069319	0.22367748	-5.164069319	NFAT5
ENSG00000105722	Ets2 repressor factor	ERF	V$ERFEOMES_02,V$ERFETV7_01,V$ERFFIGLA_01,V$ERFHES7_02,V$ERFHOXA3_01,V$ERFHOXB13_01,V$ERFMAX_01,V$ERFONECUT2_01,V$ETSLIKE_Q4,V$ETS_Q4	6.172727272727274	5.568427961929767	2.2212945002088764	0.8049799999999999	0.023540481112889707	1.2196291861693387	P50548	ETS2 repressor factor	ERF	2077	8.097919925	6.386751	194	6.758917	332	6.817939	267	7.708769	297	273.9148848	0.989461556	-1.001993722	0.155081222	0.985217002	-0.018528801	8.097247707	8.995957	264	8.009232	222	7.402841	287	8.142345	364	7.96883145	8.13095477	8.02057461	8.23873769	8.19003242	8.06867225	8.0301286	8.0829435	NM_001301035,NM_001308402,NM_001312656,NM_006494	0.005595235	0.120141157	-0.005595235	ERF
ENSG00000106459	nuclear respiratory factor 1	NRF1	V$MAF_Q4,V$NRF1_02,V$NRF1_03,V$NRF1_07,V$NRF1_08,V$NRF1_Q5,V$NRF1_Q6,V$NRF1_Q6_01	5.1960227272727275	3.9190187069248434	1.5008106419682816	0.7772	0.0014948383952024305	17.927061449338346	Q16656	nuclear respiratory factor 1	NRF1	4899	7.733299746	4.734233	191	3.708269	235	4.189246	218	3.903036	195	223.6670824	0.564708815	1.103122875	0.19846895	0.475580349	0.713428974	7.873703819	4.353666	168	6.675159	241	4.089368	207	6.379866	367	7.8259291	7.71775394	7.7252533	7.76080835	7.68901509	8.01280591	7.63521318	7.96472496	NM_001040110,NM_001293163,NM_001293164,NM_005011	2.843743896	0.049372967	2.843743896	NRF1
ENSG00000106571	GLI family zinc finger 3	GLI3	V$GLI3_01,V$GLI3_02,V$GLI3_03,V$GLI3_04,V$GLI3_05,V$GLI3_Q5_01,V$GLI_Q2,V$GLI_Q3	4.421875	3.7192320315064	1.7542108205178988	0.80045	0.017929454850494197	NaN		GLI family zinc finger 3	GLI3	2737	9.283639838	7.359253	674	3.409871	506	7.131896	844	3.542992	412	453.2348502	8.56351E-4	-2.200293775	0.313528833	2.84873E-4	-3.628681125	8.145837951	3.414575	303	2.096906	176	3.427862	401	2.159007	292	9.29280876	8.73566694	9.26541922	8.76443608	8.55834372	8.16184999	8.56172747	8.18115186	NM_000168	3.719710492	0.305884528	-3.719710492	GLI3
ENSG00000107175	cAMP responsive element binding protein 3	CREB3	V$CREB3_03,V$LUMAN_02	3.2499999999999996	2.8864456842796193	1.7079267705927634	0.8759	0.01302987398493616	NaN		cAMP responsive element binding protein 3	CREB3	10488	9.26441881	18.642035	385	26.794691	895	17.533783	468	27.375214	717	631.5843101	0.813507836	1.053579728	0.236994539	0.750692257	0.317726699	9.340247939	26.4802	530	30.715067	578	27.547527	726	28.596033	870	9.04247125	9.46585146	8.99479749	9.48124124	9.27263117	9.37028867	9.30554341	9.31192413	NM_006368	0.287843627	0.263438624	0.287843627	CREB3
ENSG00000110851	PR domain containing 4	PRDM4	V$PRDM4_01,V$PRDM4_02,V$PRDM4_03,V$PRDM4_04	1.3664772727272727	1.0239579914670167	1.6193529702436968	0.707125	0.003565663885352641	NaN		PR/SET domain 4	PRDM4	11108	9.307788339	9.984094	467	10.089709	763	10.190216	615	11.355248	673	793.6343428	1.3E-5	1.503609414	0.125824074	2.92E-6	4.676607849	9.897105233	19.290628	873	18.729801	797	17.964451	1070	17.681597	1217	9.34021855	9.46279543	9.35621359	9.55756568	9.83436164	9.77852843	9.77063533	9.73158999	NM_012406	5.811310558	0.101408604	5.811310558	PRDM4
ENSG00000112033	peroxisome proliferator-activated receptor delta	PPARD	V$PPARDR1_Q2,V$PPARD_01,V$PPARD_03,V$PPARD_04	1.1818181818181819	0.8352477847062685	2.765157342657343	0.7788	5.29873102566553E-4	NaN		peroxisome proliferator activated receptor delta	PPARD	5467	9.923011476	15.548992	667	20.534342	1367	16.760262	884	18.017509	978	850.6260081	0.069518768	-1.329815059	0.200070788	0.039840326	-2.055400614	9.51267071	18.660163	740	14.408854	535	17.841678	921	13.155022	822	9.67671587	10.00237248	9.69921369	9.91942578	9.73106682	9.48720642	9.68276868	9.44968325	NM_001171818,NM_001171819,NM_001171820,NM_006238,NM_177435	2.541791515	0.161437617	-2.541791515	PPARD
ENSG00000112182	BTB and CNC homology 1, basic leucine zipper transcription factor 2	BACH2	V$BACH2_01,V$BACH2_03,V$BACH2_04,V$BACH2_07,V$MAF_Q4,V$MAF_Q6_01	1.0643939393939394	0.842905590198009	1.7680706223461609	0.8561333333333333	0.013172840446405043	NaN		BTB domain and CNC homolog 2	BACH2	60468	6.292378729	0.66199	69	0.383147	65	0.880423	118	0.439185	58	58.74424461	0.021898368	-1.998733139	0.391084211	0.01062926	-2.554656607	5.28947992	0.418419	42	0.162415	16	0.485889	65	0.274378	42	6.09350634	5.78377467	6.33217421	5.87806967	5.68414934	5.11839781	5.80155422	5.3796992	NM_001170794,NM_021813	4.108166984	0.244123185	-4.108166984	BACH2
ENSG00000112658	serum response factor (c-fos serum response element-binding transcription factor)	SRF	V$SRF_09,V$SRF_12	0.4488636363636364	0.3167049556941254	1.981579391891892	0.8909499999999999	0.04372633708140161	NaN		serum response factor	SRF	6722	10.23112853	11.516938	540	27.247375	2068	10.874066	659	26.96859	1604	1267.926449	0.777593258	1.109636694	0.399524856	0.707166155	0.375664739	10.38146734	22.103029	1004	33.095333	1414	21.067545	1260	30.249905	1843	9.73738871	10.5752777	9.69513441	10.56187937	10.20377114	10.52758435	10.16256408	10.33979374	NM_001292001,NM_003131	0.30530725	0.49241808	0.30530725	SRF
ENSG00000116044	nuclear factor (erythroid-derived 2)-like 2	NFE2L2	V$MAF_Q4,V$MAF_Q6_01,V$NRF2_03,V$NRF2_Q3,V$NRF2_Q4,V$NRF2_Q4_01,V$NRF2_Q6	1.8961038961038963	1.6034507009236252	2.4214234862231794	0.8813000000000001	0.006885129949931456	NaN		erythroid 2 like 2,nuclear factor	NFE2L2	4780	11.09501936	73.274213	2349	16.734661	864	73.256257	3022	52.393565	2131	1924.962281	0.477968052	-1.315738407	0.456852825	0.386204376	-0.866521254	10.69913624	60.691798	1867	53.021783	1532	21.327699	876	53.773332	2529	11.20895201	10.10815133	11.20624637	11.03043092	10.96650735	10.81845912	10.13502093	10.83923879	NM_001145412,NM_001145413,NM_001313900,NM_001313901,NM_001313902,NM_001313903,NM_001313904,NM_006164	0.751402654	0.526858826	-0.751402654	NFE2L2
ENSG00000118707	TGFB-induced factor homeobox 2	TGIF2	V$TGIF2_01,V$TGIF2_03,V$TGIF2_04,V$TGIF2_05	0.6732954545454546	0.45044305874630786	1.7506597052845527	0.812575	0.00592127412135844	NaN		TGFB induced factor homeobox 2	TGIF2	60436	7.683842085	5.794081	223	2.745487	171	5.671288	282	2.635974	129	363.9110344	8.49E-7	2.542454113	0.256488115	1.53E-7	5.248671015	9.028462277	11.88777	443	12.908523	440	11.805452	580	12.957362	723	8.19895473	7.7429686	8.18239277	7.71519122	8.75102281	8.76993066	8.7457057	8.78828155	NM_001199513,NM_001199514,NM_001199515,NM_021809	5.039273784	0.266828168	5.039273784	TGIF2
ENSG00000119547	one cut homeobox 2	ONECUT2	V$E2F3ONECUT2_01,V$ERFONECUT2_01,V$GCM1ONECUT2_01,V$ONECUT2_05,V$TEAD4ONECUT2_01	0.575	0.42533639645553	2.241494973307389	0.7763200000000001	0.03788232219135852	NaN		one cut homeobox 2	ONECUT2	9480	2.32892446	0.0108	2	0.033499	10	0.021119	5	0.017203	4	39.68560368	3.07E-20	14.19542027	0.401018405	1.37E-21	9.544084794	6.216200701	0.30041	53	0.437636	72	0.38778	89	0.361037	96	3.80840422	4.11445697	3.91311626	3.91223783	5.37400718	5.66427826	5.5894608	5.50674549	NM_004852	30.35100011	0.128077369	30.35100011	ONECUT2
ENSG00000119725	zinc finger protein 410	ZNF410	V$ZNF410_01,V$ZNF410_02,V$ZNF410_03	0.4166666666666667	0.27786894212887	1.5000073267169354	0.7624666666666667	0.02845370402636137	NaN		zinc finger protein 410	ZNF410	57862	9.171514911	14.556868	445	14.721249	746	14.357874	539	14.665652	567	528.1049576	0.051757145	-1.203534375	0.121947616	0.028398356	-2.191739031	8.905612011	15.052172	430	15.876105	401	14.114273	529	14.144907	637	9.05717378	9.2090652	9.00387922	9.17882509	8.99508178	8.96023044	8.938161	8.94824942	NM_001242924,NM_001242926,NM_001242927,NM_001242928,NM_021188,NR_040251	2.724140401	0.097609837	-2.724140401	ZNF410
ENSG00000120798	nuclear receptor subfamily 2, group C, member 1	NR2C1	V$TR2_01,V$TR2_02,V$TR2_05	0.1590909090909091	0.07985997155672246	3.492674291938998	0.9542999999999999	0.03791809317030994	NaN		nuclear receptor subfamily 2 group C member 1	NR2C1	7181	8.285494235	6.51382	293	4.46121	322	6.047531	347	4.674928	266	324.4371593	0.506089502	1.081109813	0.1377741	0.414129087	0.816648926	8.395981412	6.956513	304	6.458871	262	7.23869	417	7.237198	422	8.41369344	8.21104779	8.34164733	8.25032958	8.41138847	8.31025445	8.44559819	8.3097798	NM_001032287,NM_001127362,NM_003297	1.211041821	0.091233164	1.211041821	NR2C1
ENSG00000122034	general transcription factor IIIA	GTF3A	V$TFIIIA_03,V$TFIIIA_04,V$TFIIIA_05	1.3901515151515154	0.9955147139262662	3.6647216889765146	0.7700333333333332	0.010389088132574395	NaN		general transcription factor IIIA	GTF3A	2971	10.10795077	36.242001	568	69.956696	1773	38.17152	772	67.933517	1349	1293.701999	0.234945828	1.344365183	0.307112499	0.164490604	1.390126051	10.53512266	79.65976	1209	91.332832	1303	76.044876	1519	95.413513	2201	9.80314419	10.45949017	9.84227699	10.42962933	10.38657378	10.47659851	10.34537853	10.51848599	NM_002097	1.187952241	0.359586754	1.187952241	GTF3A
ENSG00000125846	zinc finger protein 133	ZNF133	V$ZNF133_02,V$ZNF133_04	0.1534090909090909	0.08204791598293402	4.292057291666666	0.90795	0.0298641976073019	NaN		zinc finger protein 133	ZNF133	7692	7.620340081	6.792786	221	5.482357	265	2.444178	102	4.706246	179	129.2462014	3.11478E-4	-3.201543475	0.429468088	9.27E-5	-3.908946082	5.947806449	3.007311	95	1.473892	44	1.138341	48	1.171253	56	7.53894428	7.39583181	6.65742428	7.25671961	6.77125969	6.23141617	6.08894672	6.07400491	NM_001083330,NM_001282995,NM_001282996,NM_001282997,NM_001282998,NM_001282999,NM_001283000,NM_001283001,NM_001283002,NM_001283003,NM_001283004,NM_001283005,NM_001283006,NM_001283007,NM_001283008,NM_003434	4.317309465	0.38740184	-4.317309465	ZNF133
ENSG00000125952	MYC associated factor X	MAX	V$EBOX_Q6_01,V$ERFMAX_01,V$FLI1MAX_01,V$GCM2MAX_01,V$MAX_07,V$MAX_13,V$MAX_17,V$MAX_19,V$MAX_Q6,V$MYCMAX_B,V$TFAP2CMAX_02	3.216942148760331	2.8030551660351466	2.206599153857606	0.8151545454545454	0.037988155012711765	44.6888128849475	P61244-2	MYC associated factor X	MAX	4149	10.27577877	48.231131	1082	40.670233	1482	48.116186	1394	34.628343	975	1279.345312	0.628246296	1.063440061	0.145726751	0.54256479	0.608939125	10.36521536	61.611241	1318	50.067751	1021	55.249224	1580	47.724837	1523	10.33769163	10.31662457	10.33632904	10.16664283	10.473883	10.27832649	10.39200367	10.21352435	NM_001271068,NM_001271069,NM_001320415,NM_002382,NM_145112,NM_145113,NM_145114,NM_197957,NR_073137,NR_073138	1.086045862	0.082350657	1.086045862	MAX
ENSG00000126351	thyroid hormone receptor, alpha	THRA	V$T3R_Q6,V$THRA_01	2.664772727272727	2.200525106662291	1.5106980363984674	0.83865	0.013850677194644211	NaN		alpha,thyroid hormone receptor	THRA	7067	9.277964973	28.357619	778	9.872566	447	23.954554	840	9.638762	338	493.41957	0.048214542	-1.695442033	0.342647255	0.02622434	-2.222873371	8.515887649	13.087954	349	11.018181	272	13.464448	474	10.416831	425	9.48444123	8.69891274	9.31942427	8.66653224	8.7418048	8.56372533	8.76668154	8.53876706	NM_001190918,NM_001190919,NM_003250,NM_199334	1.810704947	0.420873277	-1.810704947	THRA
