ID	Gene description	Gene symbol	Site model ID	Yes density per 1000bp	No density per 1000bp	Yes-No ratio	Model cutoff	P-value	Gene symbol ID	MDA_MB-231_MCF10A.fc	MDA_MB-231_MCF10A.baseMean	MDA_MB-231_MCF10A.lfcSE	MDA_MB-231_MCF10A.stat	MDA_MB-231_MCF10A.raw.pval	MDA_MB-231_MCF10A.bh.pval	Gene symbol ID_1
ENSG00000119725	zinc finger protein 410	ZNF410	V$ZNF410_01	0.5212121212121212	0.24717218265605362	2.1087005649717514	0.7356	2.1329876137942674E-4	ZNF410	-1.20353437547189	528.104957647606	0.121947615595329	-2.19173903072526	0.0283983557362653	0.0517571448770552	ZNF410
ENSG00000121406	zinc finger protein 549	ZNF549	V$ZNF549_01,V$ZNF549_02,V$ZNF549_03,V$ZNF549_04	1.218181818181818	0.9625052366987851	1.6260842122025014	0.747325	0.016727391761561926	ZNF549	-1.67221888277826	131.422529833351	0.152313755488795	-4.86997183524744	1.11614156671447E-6	5.35493761696422E-6	ZNF549
ENSG00000122034	general transcription factor IIIA	GTF3A	V$TFIIIA_03,V$TFIIIA_05	1.903030303030303	1.4034352744030163	1.6464122533748702	0.7858499999999999	0.009577920619121227	GTF3A	1.34436518348606	1293.70199893818	0.307112498811381	1.39012605095379	0.164490603874083	0.234945827845583	GTF3A
ENSG00000123268	activating transcription factor 1	ATF1	V$ATF1_Q6	0.08484848484848484	0.025136154168412233	3.375555555555555	0.9776	0.028065144193030567	ATF1	-1.59326526711021	798.572475043234	0.200014015007961	-3.3596969947033	7.80280000364775E-4	0.00213046616674183	ATF1
ENSG00000125398	SRY (sex determining region Y)-box 9	SOX9	V$SOX9_04,V$SOX9_B1,V$SOX9_Q4	0.5818181818181819	0.397989107666527	4.813320250350635	0.8574333333333334	0.015434912334543296	SOX9	2.5936677888814	327.884963410871	0.375446816967078	3.66228621747224	2.49974340840402E-4	7.63329950836177E-4	SOX9
ENSG00000125952	MYC associated factor X	MAX	V$ERFMAX_01,V$FLI1MAX_01,V$GCM1MAX_03,V$GCM2MAX_01,V$MYCMAX_B,V$TFAP2CMAX_02	1.1454545454545455	0.9426057813154586	2.4059743741311026	0.8038500000000001	0.035373188611503036	MAX	1.06344006065644	1279.34531234785	0.145726750788075	0.60893912462038	0.542564789870673	0.628246296049875	MAX
ENSG00000126746	zinc finger protein 384	ZNF384	V$CIZ_03	0.10909090909090909	0.04608294930875576	2.367272727272727	0.8049	0.048001607158843496	ZNF384	-1.62474593306898	733.982668482112	0.114910600991471	-6.09355560504972	1.10429951793284E-9	8.3243566467726E-9	ZNF384
ENSG00000130522	jun D proto-oncogene	JUND	V$AP1_Q4_01,V$FOSBJUND_01,V$JUNDFOS_01,V$JUNDFRA1_01,V$JUNDFRA2_01,V$JUND_04,V$JUND_06,V$JUND_08	0.9515151515151515	0.7865521575198996	5.899832444850608	0.9446125	0.011652570978938688	JUND	1.2221889805916	825.449348927675	0.465426628519816	0.621939873956611	0.53398140467415	0.620225651475898	JUND
ENSG00000130803	zinc finger protein 317	ZNF317	V$ZNF317_01,V$ZNF317_03	0.1575757575757576	0.0795978215333054	3.340098039215686	0.78965	0.037274326404619376	ZNF317	1.42931491613802	557.090270821739	0.124868963217047	4.12691674788642	3.67659417855955E-5	1.32936263026348E-4	ZNF317
ENSG00000138380	amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 8	ALS2CR8	V$CARF_01	0.15757575757575756	0.06284038542103058	2.5075555555555553	0.8792	0.014159352899295666	CARF	-4.74770644220545	72.1643792161559	0.57640390714916	-3.89870836382537	9.67071637959327E-5	3.23623241792727E-4	CARF
ENSG00000143190	POU class 2 homeobox 1	POU2F1	V$OCT1_03,V$OCT1_08,V$POU2F1DLX2_01,V$POU2F1EOMES_01,V$POU2F1GSC2_01,V$POU2F1HOXB13_01,V$POU2F1_03,V$POU2F1_04	2.1196969696969696	1.6317553414327608	3.06110183349272	0.8347875	0.02038089066253332	POU2F1	-1.29963287615351	401.585410355419	0.125743508297221	-3.00694763082657	0.00263885219236561	0.0063110760427172	POU2F1
ENSG00000143437	aryl hydrocarbon receptor nuclear translocator	ARNT	V$ARNT_06,V$ARNT_Q6_01,V$HIF1AARNT_01	0.2505050505050505	0.16757436112274823	4.3067432950191575	0.9924	0.042344329595001444	ARNT	-2.49748646483872	1243.32219230563	0.167981826300653	-7.86083166503047	3.81591316530699E-15	5.21522203068229E-14	ARNT
ENSG00000147601	telomeric repeat binding factor (NIMA-interacting) 1	TERF1	V$TRF1_01	0.16969696969696968	0.0837871805613741	2.025333333333333	0.7689	0.034981651219927405	TERF1	-1.11303624223722	328.715751765693	0.161027730288955	-0.959465612671328	0.337324235014645	0.427889211869193	TERF1
ENSG00000149054	zinc finger protein 215	ZNF215	V$ZNF215_01	0.14545454545454545	0.050272308336824466	2.893333333333333	0.8921	0.009047011370881772	ZNF215	2.47715219843947	78.3322730219096	0.474436340379425	2.75839433111373	0.0058086081356729	0.0128106664613064	ZNF215
ENSG00000153234	nuclear receptor subfamily 4, group A, member 2	NR4A2	V$NR4A2_01,V$NR4A2_02,V$NR4A2_04,V$NR4A2_05	1.4818181818181817	1.2149141181399248	1.9621643026720244	0.847225	0.019394214860259693	NR4A2	-9.19599142922861	78.0974528606343	0.827498340085569	-3.86829189423763	1.09600418222474E-4	3.62547032701116E-4	NR4A2
ENSG00000160113	nuclear receptor subfamily 2, group F, member 6	NR2F6	V$EAR2_Q4,V$NR2F6_01	0.17575757575757575	0.06912442396313365	5.515416666666667	0.885	0.02797454427439893	NR2F6	-1.3873345207695	470.894674185747	0.162158227300475	-2.91268415445441	0.00358336841606475	0.00830628832654408	NR2F6
ENSG00000160199	PBX/knotted 1 homeobox 1	PKNOX1	V$PBX_Q3,V$PREP1_02	2.3939393939393936	2.1072475911185586	1.5300164574616457	0.85155	0.041647701192134366	PKNOX1	-1.86187929425706	297.198715487118	0.289193235248312	-3.1009008393815	0.00192932887936091	0.00478651773182811	PKNOX1
ENSG00000164011	zinc finger protein 691	ZNF691	V$ZNF691_01,V$ZNF691_02	0.5030303030303029	0.3016338500209468	1.703851851851852	0.84145	0.007704364144170195	ZNF691	-1.52148323533448	67.0790405590656	0.20886426769875	-2.89890867444149	0.00374463948072886	0.0086476674363374	ZNF691
ENSG00000167081	pre-B-cell leukemia homeobox 3	PBX3	V$PBX3_02,V$PBX3_06,V$PBX_Q3	2.2181818181818183	1.9312945119396732	1.7733880110782518	0.8870333333333332	0.01886030800305755	PBX3	-1.43025689186771	324.37716639445	0.23070743889704	-2.23778781758931	0.0252348952297078	0.04663831422035	PBX3
ENSG00000167394	zinc finger protein 668	ZNF668	V$ZNF668_01	0.3636363636363636	0.16338500209467952	2.2256410256410253	0.818	9.95600881293088E-4	ZNF668	-1.25247564873933	161.615859802804	0.199295961754653	-1.62964944814765	0.103175607165309	0.157842326216864	ZNF668
ENSG00000167395	zinc finger protein 646	ZNF646	V$ZNF646_03	0.24242424242424243	0.13405948889819858	1.8083333333333333	0.8593	0.029113427506504804	ZNF646	-1.31057074049986	352.340673515655	0.144958322120653	-2.6917752786809	0.00710728170235791	0.0153622227838754	ZNF646
ENSG00000168779	short stature homeobox 2	SHOX2	V$SHOX2_01,V$SHOX2_03	1.587878787878788	0.9028068705488059	1.7375308641975309	0.89715	5.6707544678222004E-5	SHOX2	-1.10087605846217	114.524100590631	0.247500694363478	-0.560208743485255	0.575337063847642	0.657748628096383	SHOX2
ENSG00000168795	zinc finger and BTB domain containing 5	ZBTB5	V$ZBTB5_01	0.20606060606060606	0.10054461667364893	2.049444444444444	0.9372	0.019831279997565697	ZBTB5	-1.18166806437988	255.727132011011	0.144785211130931	-1.66332480594846	0.0962474358369596	0.148940013748201	ZBTB5
ENSG00000169375	SIN3 transcription regulator homolog A (yeast)	SIN3A	V$SIN3A_01,V$SIN3A_03	0.09090909090909091	0.029325513196480937	5.6753846153846155	0.9083	0.03405424217985899	SIN3A	-1.12625408492892	1119.76438777505	0.163485929995569	-1.04921774439383	0.294077913646035	0.38209036459289	SIN3A
ENSG00000169981	zinc finger protein 35	ZNF35	V$ZNF35_03	0.3636363636363636	0.2387934645999162	1.5228070175438595	0.8418	0.04261028516569084	ZNF35	-1.23906940874809	126.491494094802	0.377764663865038	-0.818649901739779	0.412986187312866	0.504942537778373	ZNF35
ENSG00000170345	FBJ murine osteosarcoma viral oncogene homolog	FOS	V$AP1_02,V$AP1_Q4_01,V$CFOSCJUN_Q5,V$FOSJUN_02,V$FOS_02,V$FOS_06,V$FOS_08,V$FOS_10,V$JUNBFOS_01,V$JUNDFOS_01	0.23272727272727275	0.12023460410557182	3.588796778615561	0.94766	0.012278597857124637	FOS	-1.90350033242932	28.1916385351756	0.376211157039861	-2.46844040767136	0.0135703245252383	0.0270858416008593	FOS
ENSG00000170581	signal transducer and activator of transcription 2, 113kDa	STAT2	V$STAT_01,V$STAT_Q6	1.4787878787878788	1.2149141181399246	1.70985754985755	0.91045	0.030763554759084558	STAT2	-1.51304067723472	776.729201552035	0.518771913285529	-1.15166368650272	0.249459299892188	0.333268777051036	STAT2
ENSG00000171223	jun B proto-oncogene	JUNB	V$AP1_Q4_01,V$JUNBFOSB_01,V$JUNBFOS_01,V$JUNBFRA1_01,V$JUNBFRA2_01,V$JUNBJUN_01,V$JUNB_01,V$JUNB_02,V$JUNB_04,V$JUNB_05,V$JUNB_Q6	0.1443526170798898	0.05598507064782725	4.72381658692185	0.9761	0.017265314405901427	JUNB	-6.03088902590391	2340.78039615135	0.392403471112708	-6.60639081792475	3.93802454170839E-11	3.4877629543231E-10	JUNB
ENSG00000172216	CCAAT/enhancer binding protein (C/EBP), beta	CEBPB	V$CEBPB_04,V$CEBPB_07,V$CEBPB_09,V$CEBPB_11,V$GCM1CEBPB_01	0.5430303030303031	0.35860913280268114	1.7529692723026056	0.8671199999999999	0.02468979349551933	CEBPB	2.07499564174038	1045.98991789126	0.432362614307824	2.43570621376363	0.01486275027747	0.0293571989893112	CEBPB
ENSG00000175592	FOS-like antigen 1	FOSL1	V$AP1_Q4_01,V$FOSL1_03,V$FOSL1_05,V$FRA1_Q5,V$FRA1_Q6,V$FRA1_Q6_01,V$JUNBFRA1_01,V$JUNDFRA1_01,V$JUNFRA1_01	0.13468013468013465	0.0451519806358516	5.3436165577342045	0.9744777777777777	0.013228635430373666	FOSL1	6.20160178658052	1486.04080530582	0.432397366732999	6.08847577258322	1.13990699053301E-9	8.58229790861385E-9	FOSL1
ENSG00000178935	zinc finger protein 552	ZNF552	V$ZNF552_01,V$ZNF552_02	0.3939393939393939	0.24717218265605365	3.654080459770115	0.78975	0.023593267068425565	ZNF552	-1.21637946656734	57.895108832495	0.219584975960027	-1.28694309178302	0.198114124179728	0.275115207849898	ZNF552
ENSG00000184517	ZFP1 zinc finger protein	ZFP1	V$ZFP1_04	0.1818181818181818	0.0754084625052367	2.411111111111111	0.8341	0.01093561009621008	ZFP1	-1.84897014770248	250.461892054599	0.142364628142971	-6.22852701305783	4.70840914868084E-10	3.7147123264337E-9	ZFP1
ENSG00000185551	nuclear receptor subfamily 2, group F, member 2	NR2F2	V$COUPDR1_Q6,V$COUPTF_Q6,V$NR2F2_05	0.27878787878787875	0.15500628403854208	1.8425652249121935	0.8739666666666666	0.028891873916397522	NR2F2	1.01422094446227	1224.27297618877	0.293227152833142	0.0694750551516646	0.944611487771095	0.965719893635257	NR2F2
ENSG00000185697	v-myb myeloblastosis viral oncogene homolog (avian)-like 1	MYBL1	V$MYBL1ELF1_01,V$MYBL1HOXA13_01,V$MYBL1TBX21_01,V$MYBL1_08	0.5606060606060606	0.4534981147884374	5.4739046121593296	0.8113250000000001	0.035954959815914046	MYBL1	-1.03351569648825	659.221956825289	0.625218804587532	-0.076069848616011	0.93936352793404	0.96234132567372	MYBL1
ENSG00000185947	zinc finger protein 267	ZNF267	V$ZNF267_01,V$ZNF267_03,V$ZNF267_04	1.6727272727272728	1.3280268118977798	1.7389207323934832	0.7910333333333334	0.025897584524133845	ZNF267	1.32001475884663	236.442807056144	0.234056987253855	1.71135271322696	0.0870160208218551	0.136935796364033	ZNF267
ENSG00000196150	zinc finger protein 250	ZNF250	V$ZNF647_01,V$ZNF647_02,V$ZNF647_03,V$ZNF647_07	1.6242424242424243	1.2232928361960622	1.6263300974988117	0.8249	0.021237945698547873	ZNF250	-2.69627197155576	135.574062744627	0.178146943996664	-8.03250392994257	9.55031772937252E-16	1.38248163301235E-14	ZNF250
ENSG00000197063	v-maf musculoaponeurotic fibrosarcoma oncogene homolog G (avian)	MAFG	V$MAFG_01	0.23030303030303031	0.09635525764558023	2.390144927536232	0.7974	0.004732696973046666	MAFG	1.16005960236899	342.045968894195	0.630305224577501	0.339833659501485	0.73398179822813	0.799607187823696	MAFG
ENSG00000197363	zinc finger protein 517	ZNF517	V$ZNF517_01,V$ZNF517_02	1.9272727272727272	1.5123586091328027	1.8151834237240994	0.7524	0.007754644231677432	ZNF517	-2.66986902456773	35.339749958331	0.390803624268075	-3.6252708049758	2.88658807054801E-4	8.66677900646917E-4	ZNF517
ENSG00000198040	zinc finger protein 84	ZNF84	V$ZNF84_01,V$ZNF84_03	0.509090909090909	0.3498114788437369	2.8622699386503068	0.8138	0.017294675994749417	ZNF84	-1.57361682962038	374.244778708321	0.168301361471864	-3.88638740958964	1.01747084368861E-4	3.3874568239754E-4	ZNF84
ENSG00000198105	zinc finger protein 248	ZNF248	V$ZNF248_02	2.0	1.2903225806451613	1.55	0.663	5.732124680246294E-6	ZNF248	-1.65090184039661	139.152318087182	0.324466277155125	-2.22905859164982	0.0258100065843797	0.0475660249627106	ZNF248
ENSG00000198517	v-maf musculoaponeurotic fibrosarcoma oncogene homolog K (avian)	MAFK	V$MAFK_06,V$MAFK_07	0.15757575757575756	0.07331378299120234	2.17	0.8809	0.030771867462341933	MAFK	1.24408350199199	350.473677768688	0.188107652817968	1.67501596375351	0.0939310995620601	0.145995563604133	MAFK
ENSG00000198815	forkhead box J3	FOXJ3	V$FOXJ3TBX21_01,V$FOXJ3_08	0.3515151515151515	0.22413070800167575	1.60418018018018	0.77285	0.03421624575472346	FOXJ3	1.3049841780432	1053.97966214699	0.238739737861868	1.60858145670502	0.107707891617927	0.163758130063555	FOXJ3
ENSG00000204231	retinoid X receptor, beta	RXRB	V$DR3_Q4,V$RXRB_01,V$T3R_Q6	1.195959595959596	0.9593632174277335	3.814404903123764	0.8514666666666666	0.03196309492528795	RXRB	-1.00459520149621	637.210010698632	0.197765484409352	-0.0334451132715098	0.973319634580029	0.981261859260405	RXRB
ENSG00000204304	pre-B-cell leukemia homeobox 2	PBX2	V$PBX2_02,V$PBX_Q3	0.35757575757575755	0.19271051529116046	1.8448444444444445	0.898	0.012939962308536437	PBX2	1.17844505446213	811.61132589354	0.244418208841297	0.969176948662025	0.332456910195248	0.422784967308144	PBX2
ENSG00000213096	zinc finger protein 254	ZNF254	V$ZNF254_01,V$ZNF254_02,V$ZNF254_04	3.713131313131313	3.1936880323977097	1.6125651598894926	0.8030333333333334	0.031971833510349795	ZNF254	-1.84767849478535	251.120660181153	0.200507241415199	-4.41736535924616	9.99112673822084E-6	4.02610472442004E-5	ZNF254
ENSG00000218891	zinc finger protein 579	ZNF579	V$ZNF579_01,V$ZNF579_02	4.115151515151515	2.8634268956849604	1.7970228344502357	0.7786	0.005736567947650249	ZNF579	-1.2898464824898	178.886540616041	0.38843095247346	-0.945340127980059	0.344485258043601	0.434963246104107	ZNF579
ENSG00000221869	CCAAT/enhancer binding protein (C/EBP), delta	CEBPD	V$CEBPD_03,V$ETV2CEBPD_01	0.10303030303030303	0.02513615416841223	5.931333333333333	0.9237	0.0064418344986702765	CEBPD	-1.02915376406615	427.591085123183	0.453226889121618	-0.0914741598017111	0.927115837630056	0.953582952823649	CEBPD
ENSG00000245680	zinc finger protein 585B	ZNF585B	V$ZNF585B_01,V$ZNF585B_02,V$ZNF585B_03	0.5575757575757576	0.36726714146068984	2.0397195877482486	0.7667999999999999	0.009663755388569947	ZNF585B	-1.59017813007841	260.817797904823	0.309383815109993	-2.16297152940019	0.0305433694527883	0.0552046851220378	ZNF585B
ENSG00000256087	zinc finger protein 432	ZNF432	V$ZNF432_01	0.33939393939393936	0.213657310431504	1.5884967320261436	0.7019	0.03479062652355528	ZNF432	-1.91385244210616	155.58068632143	0.187013612370032	-5.00754779587203	5.51278648921402E-7	2.7845657021357E-6	ZNF432
ENSG00000256223	zinc finger protein 10	ZNF10	V$KOX1_02	0.06060606060606061	0.012568077084206116	4.822222222222222	0.8952	0.030590140810021302	ZNF10	-1.57882696351662	69.2734404121246	0.206169240492186	-3.19569040274927	0.00139496707718634	0.00358088889229944	ZNF10
ENSG00000277462			V$ZNF670_01,V$ZNF670_02	0.7818181818181819	0.6011730205278591	4.977342657342657	0.80735	0.03455315553443796	ZNF670	-1.39745784638984	103.104109450999	0.32953657484047	-1.46510221449999	0.142893032589597	0.208607280827658	ZNF670
