ID	Ensembl ID	Average Intensity	UniProt ID	Gene symbol ID	Gene symbol ID_1	MDA_MB-231_MCF10A.baseMean	MDA_MB-231_MCF10A.bh.pval	MDA_MB-231_MCF10A.fc	MDA_MB-231_MCF10A.lfcSE	MDA_MB-231_MCF10A.raw.pval	MDA_MB-231_MCF10A.stat
MO000056627	ENSG00000170312	1423.1717661354924	P06493	CDK1	CDK1	959.784978022744	1.61627096194256E-6	4.03124745180969	0.392913032437758	3.07555890856088E-7	5.11875702112458
MO000056654	ENSG00000100393	2.2722006353915436	Q09472	EP300	EP300	1064.26354596682	0.343551119307991	1.18844202623241	0.220488299564773	0.258629620451932	1.12963603476418
MO000056714	ENSG00000116478	263.6052229299427	Q13547	HDAC1	HDAC1	1291.37644495307	0.0540758756823442	1.20391644330342	0.123255892818256	0.0298413047674806	2.17219039632227
MO000057270	ENSG00000141510	204.22253568233248	P04637	TP53	TP53	1237.74066869003	0.00156423807645559	1.81612598838553	0.249350004696297	5.55554567340117E-4	3.45243341729068
MO000057419	ENSG00000179295	181.97356175760711	Q06124,Q06124-2	PTPN11	PTPN11	3542.51872804251	1.12498196322503E-4	2.04117284031807	0.2469817168401	3.07400979995767E-5	4.16791317085576
MO000057440	ENSG00000177885	187.9603652582619	P62993	GRB2	GRB2	1334.63082681017	0.605021364811928	1.12488381030059	0.261839996258858	0.516728890448844	0.648395947963573
MO000057556	ENSG00000141510	204.22253568233248	P04637	TP53	TP53	1237.74066869003	0.00156423807645559	1.81612598838553	0.249350004696297	5.55554567340117E-4	3.45243341729068
MO000057624	ENSG00000154229	199.71339432628253	P17252	PRKCA	PRKCA	2631.90052390709	0.0025471728599244	-1.45538546773123	0.163882606635757	9.54545555762848E-4	-3.30359225699653
MO000057630	ENSG00000110395	34.89653254627652	P22681	CBL	CBL	806.493103484182	0.832202334092148	-1.0197688171648	0.0984159086130285	0.774137506556101	-0.286967106594158
MO000057745	ENSG00000005339	2.526479531347272	Q92793	CREBBP	CREBBP	1457.52496440234	0.163090243678491	-1.25668546779833	0.204604499602449	0.107173588703008	-1.61102814246473
MO000057829	ENSG00000175387	174.31321561585594	Q15796-2	SMAD2	SMAD2	1189.52062926359	0.00429668060203757	-1.21880489414481	0.0910052573919657	0.00170790390222828	-3.13682095421186
MO000058789	ENSG00000123384	NaN		LRP1	LRP1	4195.86680708256	1.00031751725611E-5	-11.2854845992542	0.738467093636864	2.19414040612226E-6	-4.7346679280219
MO000059216	ENSG00000135046	NaN		ANXA1	ANXA1	6589.28137875795	7.53009610227828E-4	1.3986171155233	0.132002896826396	2.45802327644583E-4	3.66659427156628
MO000059217	ENSG00000135046	NaN		ANXA1	ANXA1	6589.28137875795	7.53009610227828E-4	1.3986171155233	0.132002896826396	2.45802327644583E-4	3.66659427156628
MO000059270	ENSG00000139687	14.648864583670104	P06400	RB1	RB1	1555.22889507363	0.0332885944975267	-1.37780096164364	0.19402076596596	0.0171683467533986	-2.3830824900603
MO000059555	ENSG00000112592	NaN		TBP	TBP	336.181559475687	0.00869292969157514	1.69090124514421	0.261564401948291	0.00376564627351761	2.89715419171657
MO000059666	ENSG00000090339	NaN		ICAM1	ICAM1	1322.72279158532	1.43098653019702E-23	37.5155859900186	0.506307628580546	5.23517532698547E-25	10.3285391980539
MO000059746	ENSG00000108654	2282.287164037415	P17844	DDX5	DDX5	8134.59151825053	0.199790713350486	-1.24571299894003	0.212503782514959	0.135802704226417	-1.49160508554157
MO000059747	ENSG00000108654	2282.287164037415	P17844	DDX5	DDX5	8134.59151825053	0.199790713350486	-1.24571299894003	0.212503782514959	0.135802704226417	-1.49160508554157
MO000059788	ENSG00000104852	653.7794170443055	P08621	SNRNP70	SNRNP70	1805.55129980682	0.136590050530197	1.35645326990658	0.256784869158325	0.0867362804410021	1.7128709677382
MO000059789	ENSG00000104852	653.7794170443055	P08621	SNRNP70	SNRNP70	1805.55129980682	0.136590050530197	1.35645326990658	0.256784869158325	0.0867362804410021	1.7128709677382
MO000059825	ENSG00000096968	NaN		JAK2	JAK2	125.18100216681	3.32080868630976E-11	-2.79267787943466	0.212700206089263	3.2630204331688E-12	-6.96590381007725
MO000060084	ENSG00000213341	5.218629932884591	O15111	CHUK	CHUK	546.603478143637	0.00289079349583529	1.75690295909026	0.249077193255569	0.00109778728225969	3.26418688517434
MO000078237	ENSG00000168610	167.9039331818393	P40763,P40763-2	STAT3	STAT3	2037.48195533976	0.429944633477828	1.16730895519789	0.23357996074432	0.339323170790929	0.955503431639567
MO000078241	ENSG00000168610	167.9039331818393	P40763,P40763-2	STAT3	STAT3	2037.48195533976	0.429944633477828	1.16730895519789	0.23357996074432	0.339323170790929	0.955503431639567
MO000079040	ENSG00000140464	161.8802121253423	P29590,P29590-11,P29590-14,P29590-2,P29590-3	PML	PML	1116.27513453023	0.589152982949823	-1.12160597710978	0.246086962709914	0.501078069189538	-0.672794449865716
MO000079041	ENSG00000140464	161.8802121253423	P29590,P29590-11,P29590-14,P29590-2,P29590-3	PML	PML	1116.27513453023	0.589152982949823	-1.12160597710978	0.246086962709914	0.501078069189538	-0.672794449865716
MO000079042	ENSG00000140464	161.8802121253423	P29590,P29590-11,P29590-14,P29590-2,P29590-3	PML	PML	1116.27513453023	0.589152982949823	-1.12160597710978	0.246086962709914	0.501078069189538	-0.672794449865716
MO000079043	ENSG00000140464	161.8802121253423	P29590,P29590-11,P29590-14,P29590-2,P29590-3	PML	PML	1116.27513453023	0.589152982949823	-1.12160597710978	0.246086962709914	0.501078069189538	-0.672794449865716
MO000079236	ENSG00000033800	2.469548292043112	O75925	PIAS1	PIAS1	879.748854395653	5.43418570423398E-6	-1.81227152541041	0.176253387867804	1.13389969611616E-6	-4.86685183868601
MO000080193	ENSG00000253729	437.216668420702	P78527	PRKDC	PRKDC	3450.81880266822	0.154925545154554	1.38620825572928	0.287167150120097	0.100867752749756	1.64066125087954
MO000080275	ENSG00000163235	NaN		TGFA	TGFA	576.419339327846	3.21330396057167E-95	24.4348958047223	0.219617303636577	7.28227526475166E-98	20.9950262169471
MO000080423	ENSG00000175216	188.68154226561984	Q14008-2	CKAP5	CKAP5	4097.97853588274	2.70796720256865E-6	2.15840368278339	0.221396637957629	5.34579684910153E-7	5.01346689472544
MO000080771	ENSG00000123374	218.76822164939668	P24941	CDK2	CDK2	667.531248312675	0.0431998701364647	1.83335782496876	0.384930860991681	0.0230982065658831	2.27180639298217
MO000080982	ENSG00000012048	NaN		BRCA1	BRCA1	426.773887385763	6.34689114944607E-4	2.81170100084722	0.401405669897799	2.02761467963283E-4	3.71555086724233
MO000081388	ENSG00000137801	279.25574014539933	P07996	THBS1	THBS1	49320.2247396386	1.65759304456382E-7	-4.59408163088353	0.395570262486817	2.68193322224449E-8	-5.56102594249032
MO000081506	ENSG00000109320	37.44628244619395	P19838	NFKB1	NFKB1	803.43007017609	0.191675813590783	-1.09227048454242	0.0839346722024251	0.129262879711728	-1.51701506817061
MO000082277	ENSG00000146648	258.9332697492885	P00533	EGFR	EGFR	3144.03454492418	4.20773398011918E-5	1.85308903495826	0.201943931634948	1.04895351345747E-5	4.40682813627766
MO000082438	ENSG00000087586	48.20868280640476	O14965	AURKA	AURKA	1311.43192554705	1.71695505275353E-12	6.54779176224536	0.366844719130666	1.46750670635995E-13	7.39007078336287
MO000082552	ENSG00000131747	210.46694808627933	P11388	TOP2A	TOP2A	5396.04528223023	4.16795486402994E-8	3.96150573621065	0.341656575418963	6.13639004263088E-9	5.81299771209314
MO000082898	ENSG00000101266	NaN		CSNK2A1	CSNK2A1	2654.56376201827	0.656923338234237	-1.02871897449663	0.0727090195788001	0.57424298283527	-0.561813661964858
MO000083451	ENSG00000086758	207.64239845626474	Q7Z6Z7	HUWE1	HUWE1	3814.24635779714	4.79136596622394E-7	1.73982582394194	0.149049577881937	8.31072218989714E-8	5.36024921854044
MO000083452	ENSG00000086758	207.64239845626474	Q7Z6Z7	HUWE1	HUWE1	3814.24635779714	4.79136596622394E-7	1.73982582394194	0.149049577881937	8.31072218989714E-8	5.36024921854044
MO000083456	ENSG00000086758	207.64239845626474	Q7Z6Z7	HUWE1	HUWE1	3814.24635779714	4.79136596622394E-7	1.73982582394194	0.149049577881937	8.31072218989714E-8	5.36024921854044
MO000083564	ENSG00000164611	3.762422121026722	O95997	PTTG1	PTTG1	740.553798617034	1.93991596145726E-5	3.50121652638967	0.394146027662098	4.50160992432048E-6	4.58676774217041
MO000083915	ENSG00000136603	NaN		SKIL	SKIL	1469.52647289527	7.12108112612814E-21	-7.59231835731579	0.301516572536209	3.03171887684614E-22	-9.69943530267081
MO000083939	ENSG00000004897	37.92796262236561	P30260	CDC27	CDC27	2817.17016246372	0.00130946453910923	1.61193783929779	0.196510662385217	4.56378333096264E-4	3.50513352475602
MO000084186	ENSG00000105974	3034.498095041723	Q03135	CAV1	CAV1	16653.289549821	0.068358475824968	-1.99461552180703	0.482693634549965	0.0390509204672298	-2.0636499238201
MO000084581	ENSG00000197386	1.9732336818458427	P42858	HTT	HTT	714.387127774189	0.973281156640166	-1.00423838504886	0.128391250138587	0.962094922383355	-0.0475248536254526
MO000084622	ENSG00000196504	120.04675100655771	O75400,O75400-3	PRPF40A	PRPF40A	2915.54650022968	0.390579750998758	1.15846914559578	0.205581548768683	0.301936641180829	1.0322892378879
MO000084644	ENSG00000105229	NaN		PIAS4	PIAS4	238.414350864349	8.00440315823995E-4	1.59036744660895	0.183434899775883	2.63228571687001E-4	3.64903370330909
MO000084645	ENSG00000105229	NaN		PIAS4	PIAS4	238.414350864349	8.00440315823995E-4	1.59036744660895	0.183434899775883	2.63228571687001E-4	3.64903370330909
MO000086001	ENSG00000080986	51.96958395166867	O14777	NDC80	NDC80	456.002120749928	5.84451316569092E-8	4.5696857116493	0.381148618358299	8.8566820462076E-9	5.75128660886129
MO000087123	ENSG00000117399	22.522729879670077	Q12834	CDC20	CDC20	1278.02720833175	2.64959870458479E-7	5.90040400134196	0.467860720795849	4.41349585919507E-8	5.47345315716201
MO000088471	ENSG00000177885	187.9603652582619	P62993	GRB2	GRB2	1334.63082681017	0.605021364811928	1.12488381030059	0.261839996258858	0.516728890448844	0.648395947963573
MO000089418	ENSG00000131747	210.46694808627933	P11388	TOP2A	TOP2A	5396.04528223023	4.16795486402994E-8	3.96150573621065	0.341656575418963	6.13639004263088E-9	5.81299771209314
MO000089437	ENSG00000131747	210.46694808627933	P11388	TOP2A	TOP2A	5396.04528223023	4.16795486402994E-8	3.96150573621065	0.341656575418963	6.13639004263088E-9	5.81299771209314
MO000089445	ENSG00000131747	210.46694808627933	P11388	TOP2A	TOP2A	5396.04528223023	4.16795486402994E-8	3.96150573621065	0.341656575418963	6.13639004263088E-9	5.81299771209314
MO000089935	ENSG00000086758	207.64239845626474	Q7Z6Z7	HUWE1	HUWE1	3814.24635779714	4.79136596622394E-7	1.73982582394194	0.149049577881937	8.31072218989714E-8	5.36024921854044
MO000090107	ENSG00000115414	NaN		FN1	FN1	524914.569562351	1.34012829330382E-56	-72.850807939301	0.383173702861622	1.20400032826163E-58	-16.1463926700114
MO000090114	ENSG00000115414	NaN		FN1	FN1	524914.569562351	1.34012829330382E-56	-72.850807939301	0.383173702861622	1.20400032826163E-58	-16.1463926700114
MO000090312	ENSG00000104852	653.7794170443055	P08621	SNRNP70	SNRNP70	1805.55129980682	0.136590050530197	1.35645326990658	0.256784869158325	0.0867362804410021	1.7128709677382
MO000092287	ENSG00000161638	133.48982999709932	P08648	ITGA5	ITGA5	10007.64012755	0.992502012955647	-1.0033037403547	0.368256041394666	0.989690392522345	-0.0129215363693407
MO000094398	ENSG00000170836	NaN		PPM1D	PPM1D	298.497426833334	1.7016497784969E-7	-1.64165843490849	0.128715157115421	2.75872481289299E-8	-5.55609771060214
MO000095123	ENSG00000169679	NaN		BUB1	BUB1	1246.26234692544	2.04204281561296E-11	6.50897385801608	0.384016059495056	1.96022887844352E-12	7.0372841268605
MO000095383	ENSG00000164109	130.4872428917696	Q13257	MAD2L1	MAD2L1	540.994919237664	1.39465384237444E-5	4.46761028130523	0.4633450833046	3.15165805577453E-6	4.66068038684562
MO000095615	ENSG00000131788	NaN		PIAS3	PIAS3	1663.88060979324	1.39715853684813E-39	-2.50435049251263	0.0983125960063026	2.29561459312157E-41	-13.4716866440637
MO000098164	ENSG00000048392	NaN		RRM2B	RRM2B	1935.19857763072	3.11728097520527E-121	-7.90554738145035	0.125870133596455	3.78463898244266E-124	-23.6979597404434
MO000098166	ENSG00000048392	NaN		RRM2B	RRM2B	1935.19857763072	3.11728097520527E-121	-7.90554738145035	0.125870133596455	3.78463898244266E-124	-23.6979597404434
MO000102457	ENSG00000072062	206.6057858634363	P17612	PRKACA	PRKACA	1799.25257007234	0.00745807733043592	-1.34504661958813	0.144981974186003	0.00318062399466344	-2.94971964723019
MO000102458	ENSG00000072062	206.6057858634363	P17612	PRKACA	PRKACA	1799.25257007234	0.00745807733043592	-1.34504661958813	0.144981974186003	0.00318062399466344	-2.94971964723019
MO000102547	ENSG00000170027	6613.047792994925	P61981	YWHAG	YWHAG	4004.29313259264	0.36614964603143	1.15338860294215	0.190418848628322	0.279613266718458	1.08118851290072
