ID	Gene description	Gene_symbol	Site model ID	Yes density per 1000bp	No density per 1000bp	Yes-No ratio	Model cutoff	P-value	Average Intensity	UniProt ID	Description	Gene_Symbol_1	Genes: Entrez ID	MCF10A.mean	MCF10A_1_FPKM	MCF10A_1_Read_Count	MCF10A_2_FPKM	MCF10A_2_Read_Count	MCF10A_3_FPKM	MCF10A_3_Read_Count	MCF10A_4_FPKM	MCF10A_4_Read_Count	MDA_MB.231.MCF10A.baseMean	MDA_MB.231.MCF10A.bh.pval	MDA_MB.231.MCF10A.fc	MDA_MB.231.MCF10A.lfcSE	MDA_MB.231.MCF10A.raw.pval	MDA_MB.231.MCF10A.stat	MDA_MB.231.mean	MDA_MB.231_1_FPKM	MDA_MB.231_1_Read_Count	MDA_MB.231_2_FPKM	MDA_MB.231_2_Read_Count	MDA_MB.231_3_FPKM	MDA_MB.231_3_Read_Count	MDA_MB.231_4_FPKM	MDA_MB.231_4_Read_Count	N_MCF10A_1	N_MCF10A_2	N_MCF10A_3	N_MCF10A_4	N_MDA_MB.231_1	N_MDA_MB.231_2	N_MDA_MB.231_3	N_MDA_MB.231_4	Transcript_ID	abs_zscore	sd_mcf10a	zscore	Gene symbol ID
ENSG00000087903	regulatory factor X, 2 (influences HLA class II expression)	RFX2	V$RFX2_01,V$RFX2_10,V$RFX2_11	1.2135416666666667	0.8551444043321298	1.6265778994588478	0.7596666666666666	0.0010448641000195779	NaN		regulatory factor X2	RFX2	5990	7.227205276	1.940085	89	2.858365	213	2.265058	135	2.845414	166	130.5508065	0.096714458	-1.351667889	0.22951373	0.05820089	-1.894181748	6.797911388	2.049273	92	2.507595	105	2.129665	125	2.034743	138	6.86401338	7.29864122	6.99024881	7.2894133	6.85896485	6.9838295	6.88202504	6.82433558	NM_000635,NM_134433	1.968885452	0.218039037	-1.968885452	RFX2
ENSG00000100625	SIX homeobox 4	SIX4	V$SIX4_Q3	0.21875	0.13537906137184116	1.6158333333333332	0.9115	0.026669163059812966	NaN		SIX homeobox 4	SIX4	51804	10.02545477	15.355335	1075	7.393898	838	16.735889	1513	7.502103	666	645.8612841	2.74E-13	-4.178067198	0.26999222	2.17E-14	-7.640352377	7.962866424	3.373417	229	3.245543	207	3.133487	280	3.104463	320	9.85413102	9.30865817	9.93831132	9.31708917	8.49376999	8.44076086	8.4383908	8.40915673	NM_017420	6.092199871	0.33856216	-6.092199871	SIX4
ENSG00000101057	v-myb myeloblastosis viral oncogene homolog (avian)-like 2	MYBL2	V$MYBL2_02,V$MYBL2_04,V$MYBL2_06,V$MYBL2_07,V$MYB_Q5_02	0.309375	0.21750902527075805	4.122864010055714	0.9280799999999999	0.01480763197097037	NaN		MYB proto-oncogene like 2	MYBL2	4605	9.282536688	7.758472	239	23.107025	1158	6.861889	275	22.018576	865	1121.950745	0.022470662	2.60280392	0.542298103	0.010932509	2.544848718	10.66279268	26.907684	799	69.105843	1950	26.272219	1030	68.460526	3123	8.96580743	9.91124602	8.89126395	9.86620162	9.84986464	10.69055602	9.83121114	10.68493694	NM_001278610,NM_002466	2.484691329	0.555504008	2.484691329	MYBL2
ENSG00000101190	transcription factor-like 5 (basic helix-loop-helix)	TCFL5	V$TCFL5_02,V$TCFL5_03	1.51171875	0.8641696750902526	2.0424581500375836	0.9057	9.869546404017553E-11	NaN		transcription factor like 5	TCFL5	10732	9.252323194	16.837223	499	14.858699	703	18.2757	695	14.158231	529	663.162928	0.030019315	1.174910931	0.095838159	0.015245207	2.426501026	9.484763583	21.178891	599	22.965825	609	20.60617	764	23.963131	1035	9.29204382	9.2948671	9.35592809	9.25774814	9.41254369	9.45051199	9.38486808	9.49640167	NM_001301726,NM_006602	5.692048517	0.040835982	5.692048517	TCFL5
ENSG00000101412	E2F transcription factor 1	E2F1	V$E2F1ELK1_01,V$E2F1EOMES_02,V$E2F1HES7_02,V$E2F1NHLH1_01,V$E2F1_09,V$E2F1_11,V$E2F1_Q3_01,V$E2F_Q2	6.6376953125	6.027188628158846	1.5185980330977584	0.7901500000000001	0.015447921373481013	NaN		E2F transcription factor 1	E2F1	1869	8.032072391	2.355404	71	10.464073	510	2.541173	99	10.258288	392	504.1298319	0.015539958	2.850904912	0.562419654	0.007202088	2.687352604	9.544007777	16.310114	476	27.340359	751	16.148127	621	30.005108	1331	7.57542632	8.7332388	7.6142844	8.71293567	8.93375062	9.37733882	8.92522191	9.46867439	NM_005225	2.320233018	0.651630838	2.320233018	E2F1
ENSG00000101457	deoxynucleotidyltransferase, terminal, interacting protein 1	DNTTIP1	V$DNTTIP1_01	0.34375	0.21660649819494585	1.5869791666666666	0.8991	0.00865167403099258	16.637974328099627	Q9H147	deoxynucleotidyltransferase terminal interacting protein 1	DNTTIP1	116092	8.89876021	28.652409	413	25.119061	585	25.981354	483	22.644733	414	532.5286375	0.005462148	1.231881541	0.098429599	0.002238353	3.056636764	9.199070441	37.213604	519	35.308907	463	38.015018	698	36.788223	780	8.99985948	9.00722901	8.91876746	8.9196229	9.15977126	9.08607275	9.17745472	9.12400072	NM_052951	6.15477453	0.048793052	6.15477453	DNTTIP1
ENSG00000110851	PR domain containing 4	PRDM4	V$PRDM4_01,V$PRDM4_02,V$PRDM4_03,V$PRDM4_04	0.986328125	0.7773014440433214	5.493093430285041	0.7433000000000001	0.003767391591483736	NaN		PR/SET domain 4	PRDM4	11108	9.307788339	9.984094	467	10.089709	763	10.190216	615	11.355248	673	793.6343428	1.3E-5	1.503609414	0.125824074	2.92E-6	4.676607849	9.897105233	19.290628	873	18.729801	797	17.964451	1070	17.681597	1217	9.34021855	9.46279543	9.35621359	9.55756568	9.83436164	9.77852843	9.77063533	9.73158999	NM_012406	5.811310558	0.101408604	5.811310558	PRDM4
ENSG00000112033	peroxisome proliferator-activated receptor delta	PPARD	V$PPARDR1_Q2,V$PPARD_01,V$PPARD_03,V$PPARD_04	1.19921875	0.8540162454873647	1.8519657665791527	0.774	2.41239493563213E-4	NaN		peroxisome proliferator activated receptor delta	PPARD	5467	9.923011476	15.548992	667	20.534342	1367	16.760262	884	18.017509	978	850.6260081	0.069518768	-1.329815059	0.200070788	0.039840326	-2.055400614	9.51267071	18.660163	740	14.408854	535	17.841678	921	13.155022	822	9.67671587	10.00237248	9.69921369	9.91942578	9.73106682	9.48720642	9.68276868	9.44968325	NM_001171818,NM_001171819,NM_001171820,NM_006238,NM_177435	2.541791515	0.161437617	-2.541791515	PPARD
ENSG00000112182	BTB and CNC homology 1, basic leucine zipper transcription factor 2	BACH2	V$MAF_Q4,V$MAF_Q6_01	0.17578125	0.10830324909747294	1.652556818181818	0.9451	0.0451336438652088	NaN		BTB domain and CNC homolog 2	BACH2	60468	6.292378729	0.66199	69	0.383147	65	0.880423	118	0.439185	58	58.74424461	0.021898368	-1.998733139	0.391084211	0.01062926	-2.554656607	5.28947992	0.418419	42	0.162415	16	0.485889	65	0.274378	42	6.09350634	5.78377467	6.33217421	5.87806967	5.68414934	5.11839781	5.80155422	5.3796992	NM_001170794,NM_021813	4.108166984	0.244123185	-4.108166984	BACH2
ENSG00000112561	transcription factor EB	TFEB	V$EBOX_Q6_01,V$TFEB_03	2.62109375	2.3567238267148016	1.5607099979822436	0.9196500000000001	0.023944768868207428	NaN		transcription factor EB	TFEB	7942	8.18167978	9.537238	240	7.642278	325	9.195892	312	8.535952	273	191.810428	2.17E-13	-3.12762636	0.214408822	1.69E-14	-7.672576882	6.543259328	3.962964	101	2.858713	69	3.684982	124	2.215554	86	7.862843	7.83166799	7.87037784	7.88927009	7.11323933	6.86023054	7.05913605	6.68508534	NM_001167827,NM_001271943,NM_001271944,NM_001271945,NM_007162	68.32478822	0.023979883	-68.32478822	TFEB
ENSG00000116809	zinc finger and BTB domain containing 17	ZBTB17	V$MIZ1_01	7.734375	4.657039711191336	1.6607921511627906	0.7723	4.219303357586037E-37	NaN		zinc finger and BTB domain containing 17	ZBTB17	7709	7.967092306	7.663528	238	5.566699	279	6.607929	265	5.210648	205	227.0133295	0.054733635	-1.22668483	0.136031941	0.030244154	-2.16687805	7.671009487	5.613012	169	6.229498	176	6.250545	246	5.622655	258	8.02114045	7.86987418	7.89722453	7.81287589	7.70546597	7.76036154	7.78558574	7.68416989	NM_001242884,NM_001287603,NM_001287604,NM_001324137,NM_001324138,NM_003443	3.368307382	0.087902553	-3.368307382	ZBTB17
ENSG00000119725	zinc finger protein 410	ZNF410	V$ZNF410_01,V$ZNF410_02,V$ZNF410_03	0.17708333333333334	0.11582430806257521	1.8818079605579605	0.8087666666666666	0.048019108978732905	NaN		zinc finger protein 410	ZNF410	57862	9.171514911	14.556868	445	14.721249	746	14.357874	539	14.665652	567	528.1049576	0.051757145	-1.203534375	0.121947616	0.028398356	-2.191739031	8.905612011	15.052172	430	15.876105	401	14.114273	529	14.144907	637	9.05717378	9.2090652	9.00387922	9.17882509	8.99508178	8.96023044	8.938161	8.94824942	NM_001242924,NM_001242926,NM_001242927,NM_001242928,NM_021188,NR_040251	2.724140401	0.097609837	-2.724140401	ZNF410
ENSG00000120798	nuclear receptor subfamily 2, group C, member 1	NR2C1	V$TR2_03,V$TR2_05	0.15234375	0.036101083032490974	4.926117149758454	0.86395	4.4451015889696634E-5	NaN		nuclear receptor subfamily 2 group C member 1	NR2C1	7181	8.285494235	6.51382	293	4.46121	322	6.047531	347	4.674928	266	324.4371593	0.506089502	1.081109813	0.1377741	0.414129087	0.816648926	8.395981412	6.956513	304	6.458871	262	7.23869	417	7.237198	422	8.41369344	8.21104779	8.34164733	8.25032958	8.41138847	8.31025445	8.44559819	8.3097798	NM_001032287,NM_001127362,NM_003297	1.211041821	0.091233164	1.211041821	NR2C1
ENSG00000122034	general transcription factor IIIA	GTF3A	V$TFIIIA_03,V$TFIIIA_04,V$TFIIIA_05	1.2161458333333333	0.8558965102286402	2.0735921072974643	0.7645	0.006723988976964828	NaN		general transcription factor IIIA	GTF3A	2971	10.10795077	36.242001	568	69.956696	1773	38.17152	772	67.933517	1349	1293.701999	0.234945828	1.344365183	0.307112499	0.164490604	1.390126051	10.53512266	79.65976	1209	91.332832	1303	76.044876	1519	95.413513	2201	9.80314419	10.45949017	9.84227699	10.42962933	10.38657378	10.47659851	10.34537853	10.51848599	NM_002097	1.187952241	0.359586754	1.187952241	GTF3A
ENSG00000124766	SRY (sex determining region Y)-box 4	SOX4	V$SOX4_01,V$SOX4_Q5_02,V$SOX_Q6	0.8307291666666666	0.6799037304452468	2.345777324450752	0.9339666666666666	0.036051041037301446	NaN		SRY-box 4	SOX4	6659	11.28982292	39.88921	2170	30.934111	2723	39.822548	2797	32.093338	2214	1378.575683	4.05E-44	-9.883491055	0.232244093	5.9E-46	-14.23080636	7.985793019	5.27843	279	3.1737	158	5.181349	360	3.071204	247	10.7930362	10.68350021	10.79213681	10.71492589	9.01728051	8.67906563	9.00198772	8.65832222	NM_003107	59.62232867	0.055415982	-59.62232867	SOX4
ENSG00000124782	ras responsive element binding protein 1	RREB1	V$RREB1_01,V$RREB1_04,V$RREB1_05,V$RREB1_Q5	3.873046875	2.925315884476534	2.751806636252676	0.760475	0.002141732862032577	NaN		ras responsive element binding protein 1	RREB1	6239	9.151689722	5.180796	505	3.80245	590	5.770301	701	3.684272	456	644.6322653	0.300100618	1.266679293	0.277838434	0.219628473	1.227516635	9.492853014	8.314369	784	4.897264	427	9.057366	1097	4.949656	664	9.26925572	9.11692938	9.3311413	9.10225105	9.61776119	9.12051437	9.67213849	9.09124895	NM_001003698,NM_001003699,NM_001003700,NM_001168344	3.017287395	0.113069538	3.017287395	RREB1
ENSG00000125398	SRY (sex determining region Y)-box 9	SOX9	V$SOX9_09,V$SOX9_Q4,V$SOX_Q6	1.4583333333333333	1.2199157641395908	2.668553046145267	0.9234666666666667	0.02072607949391581	7.353028004401891	P48436	SRY-box 9	SOX9	6662	7.511607806	2.826764	124	3.264724	232	2.78781	158	3.803139	212	327.8849634	7.6333E-4	2.593667789	0.375446817	2.49974E-4	3.662286217	8.886575293	6.105289	260	13.854354	554	5.103978	286	14.113283	912	7.70390699	7.89074618	7.69516152	8.00009212	8.20861253	8.86966762	8.06407413	8.88806616	NM_000346	9.236787964	0.148857751	9.236787964	SOX9
ENSG00000125846	zinc finger protein 133	ZNF133	V$ZNF133_02	0.1328125	0.07671480144404332	1.7312500000000002	0.9004	0.04876942975206078	NaN		zinc finger protein 133	ZNF133	7692	7.620340081	6.792786	221	5.482357	265	2.444178	102	4.706246	179	129.2462014	3.11478E-4	-3.201543475	0.429468088	9.27E-5	-3.908946082	5.947806449	3.007311	95	1.473892	44	1.138341	48	1.171253	56	7.53894428	7.39583181	6.65742428	7.25671961	6.77125969	6.23141617	6.08894672	6.07400491	NM_001083330,NM_001282995,NM_001282996,NM_001282997,NM_001282998,NM_001282999,NM_001283000,NM_001283001,NM_001283002,NM_001283003,NM_001283004,NM_001283005,NM_001283006,NM_001283007,NM_001283008,NM_003434	4.317309465	0.38740184	-4.317309465	ZNF133
ENSG00000125952	MYC associated factor X	MAX	V$EBOX_Q6_01,V$ERFMAX_01,V$FLI1MAX_01,V$GCM1MAX_03,V$GCM2MAX_01,V$MAX_07,V$MAX_13,V$MAX_14,V$MAX_16,V$MAX_17,V$MAX_19,V$MAX_20,V$MAX_Q6,V$MYBL1MAX_02,V$MYCMAX_B,V$TEAD4MAX_02,V$TFAP2CMAX_02	2.6309742647058822	2.3133892546188153	1.5084183855727427	0.8165882352941177	0.04916036997447789	44.6888128849475	P61244-2	MYC associated factor X	MAX	4149	10.27577877	48.231131	1082	40.670233	1482	48.116186	1394	34.628343	975	1279.345312	0.628246296	1.063440061	0.145726751	0.54256479	0.608939125	10.36521536	61.611241	1318	50.067751	1021	55.249224	1580	47.724837	1523	10.33769163	10.31662457	10.33632904	10.16664283	10.473883	10.27832649	10.39200367	10.21352435	NM_001271068,NM_001271069,NM_001320415,NM_002382,NM_145112,NM_145113,NM_145114,NM_197957,NR_073137,NR_073138	1.086045862	0.082350657	1.086045862	MAX
ENSG00000126368	nuclear receptor subfamily 1, group D, member 1	NR1D1	V$REVERBALPHA_02,V$REVERBALPHA_04,V$REVERBALPHA_05	1.4166666666666667	1.1755415162454874	3.106953370465581	0.7829333333333333	0.017419786015801807	NaN		nuclear receptor subfamily 1 group D member 1	NR1D1	9572	8.638123245	15.665458	485	5.626436	282	15.274684	611	4.45956	175	310.0040767	0.189847582	-1.797987057	0.555905329	0.127876291	-1.522530172	7.791778324	9.134709	274	3.23616	92	10.602612	419	2.599969	119	8.75711089	7.98005263	8.73527181	7.79056157	8.20726792	7.38869513	8.33717973	7.24069244	NM_021724	1.682276707	0.503094953	-1.682276707	NR1D1
ENSG00000129351	interleukin enhancer binding factor 3, 90kDa	ILF3	V$NFAT1_Q5,V$NFAT_Q3,V$NFAT_Q4_01,V$NFAT_Q6	2.55078125	2.271547833935018	1.5597520988903288	0.976375	0.021976382718337042	2125.2882793521935	Q12906	interleukin enhancer binding factor 3	ILF3	3609	11.88507213	56.028996	2940	62.650784	5131	45.611194	3123	59.799732	3862	5018.921978	0.003823887	1.653839911	0.228612251	0.001498914	3.174893681	12.61090509	92.482209	4405	136.335562	6426	82.237915	5445	135.086505	10000	11.98607702	12.16207133	11.84044356	12.12494204	12.28689834	12.63997234	12.23223285	12.60970997	NM_001137673,NM_004516,NM_012218,NM_017620,NM_153464	4.957552872	0.146409525	4.957552872	ILF3
ENSG00000129514	forkhead box A1	FOXA1	V$FOXA1_02,V$HNF3A_01	0.22265625	0.13425090252707583	1.9462894736842105	0.9486	0.015244958596987842	NaN		forkhead box A1	FOXA1	3169	4.560527996	0.563003	22	0.362333	23	0.721234	36	0.261757	13	15.00833085	4.46331E-4	-3.809893446	0.506146375	1.37494E-4	-3.812633548	2.682510332	0.145547	6	0.22496	8	0.130136	7	0.070635	4	4.13576502	3.95228549	4.30896041	3.75935143	3.44585569	3.56963393	3.39354999	3.18692643	NM_004496	7.936904904	0.236618391	-7.936904904	FOXA1
ENSG00000130522	jun D proto-oncogene	JUND	V$AP1_01	0.078125	0.0315884476534296	2.473214285714286	0.9752	0.027319182041949813	321.681039178161	P17535	AP-1 transcription factor subunit,JunD proto-oncogene	JUND	3727	9.537093417	31.146419	683	34.741521	1232	7.646163	217	28.948813	805	825.4493489	0.620225651	1.222188981	0.465426629	0.533981405	0.621939874	9.826489798	42.150007	895	28.174146	563	50.58465	1413	28.076715	906	9.64295764	9.86311272	8.59993289	9.69874646	9.84515097	9.46971391	10.00873968	9.46842904	NM_001286968,NM_005354	0.50317048	0.575145785	0.50317048	JUND
ENSG00000130726	tripartite motif containing 28	TRIM28	V$RNF96_01	0.25	0.1601985559566787	1.56056338028169	0.9757	0.026428574123384337	1263.9667871823501	Q13263,Q13263-2	tripartite motif containing 28	TRIM28	10155	11.49801608	77.193031	2547	60.986794	3257	73.212822	3120	60.254196	2521	3314.901928	0.139177808	1.29225146	0.217363692	0.088812452	1.701695569	11.86784806	79.369835	2537	130.82634	3934	73.802826	3106	126.435562	6146	11.62046295	11.54183438	11.57646353	11.52788148	11.58364197	11.99235009	11.52211843	11.96425845	NM_005762	8.960127792	0.041275302	8.960127792	TRIM28
ENSG00000130856	zinc finger protein 236	ZNF236	V$ZNF236_01,V$ZNF236_05	1.37890625	0.9826263537906137	1.5366198304769	0.7137	2.1280762153690763E-4	NaN		zinc finger protein 236	ZNF236	7776	8.109302321	3.132908	284	1.738039	255	2.87036	336	1.801859	207	228.0962882	0.015222477	-1.532944648	0.228680156	0.007037701	-2.695055034	7.492203502	1.866698	164	1.6488	137	2.147318	249	1.472656	197	8.15835593	7.78349079	8.08553188	7.8087942	7.66975633	7.55332324	7.78348461	7.46895219	NM_001306089,NM_007345	3.235686413	0.19071651	-3.235686413	ZNF236
ENSG00000131115	zinc finger protein 227	ZNF227	V$ZNF227_02,V$ZNF227_03	0.3359375	0.22450361010830325	2.387603021978022	0.8768499999999999	0.01720501104312032	NaN		zinc finger protein 227	ZNF227	7770	8.095408877	8.381584	286	4.902843	271	9.063748	395	3.041664	132	226.8408443	0.100005155	-1.519138292	0.321426351	0.060545411	-1.876800724	7.493290598	5.6444	188	4.406037	138	5.04629	220	3.886298	193	8.15863184	7.8192288	8.22013364	7.43733227	7.76429014	7.53900889	7.66738554	7.42907733	NM_001289166,NM_001289167,NM_001289168,NM_001289169,NM_001289170,NM_001289171,NM_001289172,NM_001289173,NM_182490	1.670726777	0.360393026	-1.670726777	ZNF227
ENSG00000131196	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 1	NFATC1	V$NFAT2_Q4,V$NFAT2_Q5,V$NFAT2_Q5_01,V$NFATC1_02,V$NFATC1_03,V$NFATC1_05,V$NFATC1_06,V$NFATC1_07,V$NFATC1_08,V$NFATC1_09,V$NFAT_Q3,V$NFAT_Q4_01,V$NFAT_Q6	2.5336538461538463	2.244862538183838	1.800162883534651	0.8763153846153844	0.01684703887606797	NaN		nuclear factor of activated T-cells 1	NFATC1	4772	6.628094722	1.977773	101	1.138329	104	1.816175	125	0.886495	61	80.72295535	0.049103514	-1.585337881	0.300106484	0.026747604	-2.215181572	5.966533513	1.189116	60	1.028973	49	1.338503	91	0.730622	56	6.64175122	6.38930975	6.6081597	6.16395096	6.19646332	6.06984878	6.30312819	5.83284485	NM_001278669,NM_001278670,NM_001278672,NM_001278673,NM_001278675,NM_006162,NM_172387,NM_172388,NM_172389,NM_172390	2.985706919	0.221576071	-2.985706919	NFATC1
