ID	Gene description	Gene_symbol	Site model ID	Yes density per 1000bp	No density per 1000bp	Yes-No ratio	Model cutoff	P-value
ENSG00000020633	runt-related transcription factor 3	RUNX3	V$AML2_01,V$AML2_02,V$AML2_03,V$AML2_Q3,V$AML2_Q3_01,V$AML2_Q4,V$AML_Q4,V$AML_Q6,V$PEBP_Q6,V$RUNX3_01,V$RUNX3_02,V$RUNX3_03,V$RUNX3_04,V$RUNX3_05	1.6333705357142858	1.2345281072717895	2.065407422516803	0.8754428571428573	0.006468537685051708
ENSG00000030419	IKAROS family zinc finger 2 (Helios)	IKZF2	V$HELIOSA_01,V$HELIOS_02	7.15234375	6.264666064981949	3.4550135135135136	0.92135	0.008549979192181405
ENSG00000037965	homeobox C8	HOXC8	V$HOXC8_04	0.203125	0.09927797833935019	2.046022727272727	0.9945	0.0037247852324534753
ENSG00000050344	nuclear factor (erythroid-derived 2)-like 3	NFE2L3	V$MAF_Q6_01	0.234375	0.14891696750902528	1.5738636363636362	0.9256	0.028546751333608636
ENSG00000061455	PR domain containing 6	PRDM6	V$PRDM6_01	0.078125	0.029332129963898914	2.6634615384615388	0.9868	0.019839166306688756
ENSG00000067646	zinc finger protein, Y-linked	ZFY	V$ZFY_01	0.109375	0.036101083032490974	3.0296875	0.7318	0.002862135628149198
ENSG00000067955	core-binding factor, beta subunit	CBFB	V$AML_Q6,V$PEBP2B_Q6,V$PEBP_Q6	0.9583333333333334	0.572352587244284	2.0009867238851844	0.9245333333333333	8.30423385375038E-7
ENSG00000068323	transcription factor binding to IGHM enhancer 3	TFE3	V$EBOX_Q6_01,V$TFE3_01,V$TFE3_02,V$TFEA_Q6	5.94140625	5.562951263537905	5.733342056666983	0.9091750000000001	0.025372887261828295
ENSG00000069011	paired-like homeodomain 1	PITX1	V$ETV2PITX1_01,V$GCM1PITX1_02,V$MGAPITX1_01,V$PITX1FIGLA_01,V$PITX1TBX21_01	0.7453125	0.5428700361010831	2.5053045624547954	0.81396	0.018257627882927573
ENSG00000071794	helicase-like transcription factor	HLTF	V$RUSH1A_02	0.1015625	0.05189530685920577	1.9570652173913046	0.9979	0.0433846427533414
ENSG00000072736	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3	NFATC3	V$NFAT4_Q5,V$NFATC3_01,V$NFATC3_02,V$NFATC3_03,V$NFATC3_04,V$NFATC3_05,V$NFATC3_06,V$NFATC3_07,V$NFAT_Q3,V$NFAT_Q4_01,V$NFAT_Q6	4.267045454545454	3.7376928126025604	1.5196337100237456	0.8629363636363636	0.009787796904644357
ENSG00000074219	TEA domain family member 2	TEAD2	V$TEAD2_01,V$TEAD2_02,V$TEAD2_03	1.0885416666666667	0.9484055354993983	5.762569610182975	0.9261333333333334	0.024233508740448453
ENSG00000075891	paired box 2	PAX2	V$PAX2_Q2,V$PAX_Q6	0.25390625	0.16358303249097472	1.5700024424663481	0.8869	0.030363023259514225
ENSG00000077092	retinoic acid receptor, beta	RARB	V$RARB_05,V$RARB_06,V$RARB_08,V$T3R_Q6	3.685546875	3.2615072202166067	4.934291736766676	0.898925	0.01230993757863644
ENSG00000082641	nuclear factor (erythroid-derived 2)-like 1	NFE2L1	V$MAF_Q4,V$MAF_Q6_01	0.17578125	0.10830324909747294	1.652556818181818	0.9451	0.0451336438652088
ENSG00000085276	MDS1 and EVI1 complex locus	MECOM	V$EVI1_09	0.171875	0.05189530685920577	3.311956521739131	0.8387	8.554329636376453E-5
ENSG00000087903	regulatory factor X, 2 (influences HLA class II expression)	RFX2	V$RFX2_01,V$RFX2_10,V$RFX2_11	1.2135416666666667	0.8551444043321298	1.6265778994588478	0.7596666666666666	0.0010448641000195779
ENSG00000088881	early B-cell factor 4	EBF4	V$EBF4_02	0.1328125	0.05640794223826715	2.3545	0.6935	0.006559924714729785
ENSG00000091010	POU class 4 homeobox 3	POU4F3	V$POU4F3_04	0.1015625	0.018050541516245487	5.6265625	0.9624	1.1429581954089605E-4
ENSG00000100625	SIX homeobox 4	SIX4	V$SIX4_Q3	0.21875	0.13537906137184116	1.6158333333333332	0.9115	0.026669163059812966
ENSG00000101057	v-myb myeloblastosis viral oncogene homolog (avian)-like 2	MYBL2	V$MYBL2_02,V$MYBL2_04,V$MYBL2_06,V$MYBL2_07,V$MYB_Q5_02	0.309375	0.21750902527075805	4.122864010055714	0.9280799999999999	0.01480763197097037
ENSG00000101096	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2	NFATC2	V$NFAT1_Q5,V$NFATC2_01,V$NFATC2_02,V$NFATC2_03,V$NFATC2_04,V$NFATC2_05,V$NFAT_Q3,V$NFAT_Q4_01,V$NFAT_Q6	1.7109375	1.4976935419173687	2.24058981408279	0.8925000000000001	0.020322548469354662
ENSG00000101115	sal-like 4 (Drosophila)	SALL4	V$DRRS_02,V$DRRS_06	2.1875	1.4124548736462095	1.6123273528197126	0.90365	0.004174765245247628
ENSG00000101190	transcription factor-like 5 (basic helix-loop-helix)	TCFL5	V$TCFL5_02,V$TCFL5_03	1.51171875	0.8641696750902526	2.0424581500375836	0.9057	9.869546404017553E-11
ENSG00000101412	E2F transcription factor 1	E2F1	V$E2F1ELK1_01,V$E2F1EOMES_02,V$E2F1HES7_02,V$E2F1NHLH1_01,V$E2F1_09,V$E2F1_11,V$E2F1_Q3_01,V$E2F_Q2	6.6376953125	6.027188628158846	1.5185980330977584	0.7901500000000001	0.015447921373481013
ENSG00000101457	deoxynucleotidyltransferase, terminal, interacting protein 1	DNTTIP1	V$DNTTIP1_01	0.34375	0.21660649819494585	1.5869791666666666	0.8991	0.00865167403099258
ENSG00000102145	GATA binding protein 1 (globin transcription factor 1)	GATA1	V$TAL1GATA1_02	0.1953125	0.11055956678700361	1.7665816326530612	0.9076	0.016642239977500112
ENSG00000103343	zinc finger protein 174	ZNF174	V$ZNF174_02,V$ZNF174_03	0.1953125	0.11055956678700361	2.2671130952380953	0.84175	0.011195285164136136
ENSG00000103449	sal-like 1 (Drosophila)	SALL1	V$SALL1_03	0.203125	0.12184115523465704	1.6671296296296296	0.8892	0.024518448815303826
ENSG00000105136	zinc finger protein 419	ZNF419	V$ZNF419_01,V$ZNF419_02,V$ZNF419_04	1.5911458333333333	1.3206979542719615	1.8863772055840224	0.7441	0.016189380721572482
ENSG00000105672	ets variant 2	ETV2	V$ETSLIKE_Q4,V$ETV2CLOCK_01,V$ETV2DRGX_01,V$ETV2EOMES_03,V$ETV2ETV7_01,V$ETV2FIGLA_01,V$ETV2FOXI1_03,V$ETV2HES7_03,V$ETV2HOXA2_02,V$ETV2HOXB13_01,V$ETV2NHLH1_02,V$ETV2PITX1_01,V$ETV2RFX5_02,V$ETV2SPDEF_01,V$ETV2TBX21_03,V$ETV2_02	3.25927734375	2.8669336642599275	2.163738540391799	0.7925562500000001	0.02156101798612246
ENSG00000105967	transcription factor EC	TFEC	V$TFEC_02	0.109375	0.05415162454873646	2.019791666666667	0.9655	0.03106354905452
ENSG00000105991	homeobox A1	HOXA1	V$HOXA1_04,V$HOXA1_05,V$HOXA1_06,V$PBX4HOXA1_01	0.26171875	0.16358303249097475	1.615378764256653	0.9742249999999999	0.03953429542067009
ENSG00000105996	homeobox A2	HOXA2	V$ETV2HOXA2_02,V$ETV5HOXA2_01,V$GCM1HOXA2_01,V$HOXA2_08,V$HOXA2_10	0.190625	0.10333935018050541	3.5048603723404264	0.93592	0.0069604841923571106
ENSG00000106004	homeobox A5	HOXA5	V$HOXA5_07,V$HOXA5_08,V$HOXA5_09	0.234375	0.11958483754512635	1.9265037593984964	0.9867333333333334	0.03193453960081021
ENSG00000106031	homeobox A13	HOXA13	V$ETV5HOXA13_01,V$GCM1HOXA13_01,V$GCM2HOXA13_01,V$MYBL1HOXA13_01	8.287109375	7.617892599277978	2.566339698321884	0.72455	0.008761354475164308
ENSG00000106038	even-skipped homeobox 1	EVX1	V$MGAEVX1_01	0.03125	0.006768953068592058	4.616666666666667	0.9681	0.049088068318956096
ENSG00000106689	LIM homeobox 2	LHX2	V$LHX2_Q6	0.1875	0.10830324909747292	1.73125	0.9442	0.022072785975513813
ENSG00000106852	LIM homeobox 6	LHX6	V$LHX6_10	0.34375	0.21209386281588447	1.620744680851064	0.9562	0.006550706561411015
ENSG00000107485	GATA binding protein 3	GATA3	V$GATA3_16,V$GATA3_18	0.0703125	0.025947653429602886	4.010729166666667	0.8742000000000001	0.019057556929986993
ENSG00000108001	early B-cell factor 3	EBF3	V$EBF_Q6	0.2109375	0.07220216606498195	2.921484375	0.9435	6.139370515641564E-5
ENSG00000110693	SRY (sex determining region Y)-box 6	SOX6	V$SOX6TBX21_01,V$SOX_Q6	0.2890625	0.16132671480144403	3.1739583333333337	0.901	0.02463768331933148
ENSG00000110777	POU class 2 associating factor 1	POU2AF1	V$OCAB_Q6	0.1015625	0.047382671480144405	2.143452380952381	0.9092	0.027203813266664482
ENSG00000110851	PR domain containing 4	PRDM4	V$PRDM4_01,V$PRDM4_02,V$PRDM4_03,V$PRDM4_04	0.986328125	0.7773014440433214	5.493093430285041	0.7433000000000001	0.003767391591483736
ENSG00000111087	GLI family zinc finger 1	GLI1	V$GLI1_01,V$GLI1_Q2,V$GLI1_Q3,V$GLI1_Q3_01,V$GLI_Q2,V$GLI_Q3,V$GLI_Q6	4.770089285714286	4.081678700361011	2.4810839562348197	0.8239285714285715	0.010205196022645044
ENSG00000111424	vitamin D (1,25- dihydroxyvitamin D3) receptor	VDR	V$DR3_Q4,V$VDRRXRA_01,V$VDRRXR_01,V$VDR_01,V$VDR_03,V$VDR_04,V$VDR_Q3	4.475446428571429	3.6545899948427025	2.7005433081537253	0.7965142857142858	0.012330539778132825
ENSG00000111783	regulatory factor X, 4 (influences HLA class II expression)	RFX4	V$RFX4_05,V$RFX4_07,V$RFX4_08	0.4973958333333333	0.3106197352587244	1.6367060853723567	0.7726666666666667	0.006139272736841887
ENSG00000112033	peroxisome proliferator-activated receptor delta	PPARD	V$PPARDR1_Q2,V$PPARD_01,V$PPARD_03,V$PPARD_04	1.19921875	0.8540162454873647	1.8519657665791527	0.774	2.41239493563213E-4
ENSG00000112182	BTB and CNC homology 1, basic leucine zipper transcription factor 2	BACH2	V$MAF_Q4,V$MAF_Q6_01	0.17578125	0.10830324909747294	1.652556818181818	0.9451	0.0451336438652088
ENSG00000112238	PR domain containing 13	PRDM13	V$PRDM13_01	0.34375	0.18050541516245486	1.9043750000000002	0.7371	6.324340168540177E-4
ENSG00000112561	transcription factor EB	TFEB	V$EBOX_Q6_01,V$TFEB_03	2.62109375	2.3567238267148016	1.5607099979822436	0.9196500000000001	0.023944768868207428
ENSG00000113722	caudal type homeobox 1	CDX1	V$CDX1_01,V$CDX1_03,V$CDX1_05	0.1640625	0.08197954271961493	3.917291905307369	0.9473333333333334	0.009515127793734408
ENSG00000114853	zinc finger and BTB domain containing 47	ZBTB47	V$ZNF651_01	0.1484375	0.06092057761732852	2.4365740740740742	0.8683	0.00319069343861291
ENSG00000116809	zinc finger and BTB domain containing 17	ZBTB17	V$MIZ1_01	7.734375	4.657039711191336	1.6607921511627906	0.7723	4.219303357586037E-37
ENSG00000117595	interferon regulatory factor 6	IRF6	V$IRF6_08	0.03125	0.004512635379061372	6.925	0.9366	0.025529345232847302
ENSG00000118513	v-myb myeloblastosis viral oncogene homolog (avian)	MYB	V$CMYB_01,V$CMYB_Q5,V$MYB_09,V$MYB_10,V$MYB_Q3,V$MYB_Q4,V$MYB_Q5_02,V$MYB_Q6	0.83203125	0.7000225631768954	1.7947052712615652	0.9562249999999999	0.028695946323730917
ENSG00000119574	zinc finger and BTB domain containing 45	ZBTB45	V$ZNF499_02	0.0546875	0.020306859205776174	2.6930555555555555	0.9641	0.04725722111244555
ENSG00000119725	zinc finger protein 410	ZNF410	V$ZNF410_01,V$ZNF410_02,V$ZNF410_03	0.17708333333333334	0.11582430806257521	1.8818079605579605	0.8087666666666666	0.048019108978732905
ENSG00000120094	homeobox B1	HOXB1	V$HOXB1_01,V$PBX_Q3	0.83984375	0.6001805054151624	1.5567564229249014	0.9249499999999999	0.03932685171982122
ENSG00000120784	ZFP30 zinc finger protein	ZFP30	V$ZFP30_01,V$ZFP30_02	0.58984375	0.46367328519855594	2.530840588723051	0.85565	0.015880249808249036
ENSG00000120798	nuclear receptor subfamily 2, group C, member 1	NR2C1	V$TR2_03,V$TR2_05	0.15234375	0.036101083032490974	4.926117149758454	0.86395	4.4451015889696634E-5
ENSG00000121075	T-box 4	TBX4	V$TBX2RELATED_Q6,V$TBX4_01,V$TBX4_02	2.046875	1.6568892900120338	1.6131167792412002	0.8561333333333333	0.0021720803062379238
ENSG00000121903	zinc finger and SCAN domain containing 20	ZSCAN20	V$ZNF31_03	0.484375	0.31362815884476536	1.5444244604316546	0.8057	0.003510311323097689
ENSG00000122034	general transcription factor IIIA	GTF3A	V$TFIIIA_03,V$TFIIIA_04,V$TFIIIA_05	1.2161458333333333	0.8558965102286402	2.0735921072974643	0.7645	0.006723988976964828
ENSG00000122180	myogenin (myogenic factor 4)	MYOG	V$E2A_Q2,V$E2A_Q6,V$EBOX_Q6_01,V$MYOD_Q6_01,V$MYOGENIN_02,V$MYOGENIN_04,V$MYOGENIN_05,V$MYOGENIN_06,V$MYOGENIN_07,V$MYOGENIN_08,V$MYOGENIN_09,V$MYOGENIN_10,V$MYOGENIN_11,V$MYOGENIN_Q6,V$MYOGENIN_Q6_01	1.4171875	1.121389891696751	4.4387128058470156	0.9085133333333333	0.003971453589254188
ENSG00000123388	homeobox C11	HOXC11	V$HOXC11_04	0.0703125	0.018050541516245487	3.8953125	0.9768	0.005826573875252815
ENSG00000123405	nuclear factor (erythroid-derived 2), 45kDa	NFE2	V$MAF_Q4,V$MAF_Q6_01,V$NFE2_01,V$NFE2_04,V$NFE2_08	0.6484375	0.5320397111913356	1.5491176951463834	0.89022	0.03784955245255158
ENSG00000124459	zinc finger protein 45	ZNF45	V$ZNF45_04	0.09375	0.047382671480144405	1.9785714285714286	0.9771	0.04862878431194964
ENSG00000124766	SRY (sex determining region Y)-box 4	SOX4	V$SOX4_01,V$SOX4_Q5_02,V$SOX_Q6	0.8307291666666666	0.6799037304452468	2.345777324450752	0.9339666666666666	0.036051041037301446
ENSG00000124782	ras responsive element binding protein 1	RREB1	V$RREB1_01,V$RREB1_04,V$RREB1_05,V$RREB1_Q5	3.873046875	2.925315884476534	2.751806636252676	0.760475	0.002141732862032577
ENSG00000124813	runt-related transcription factor 2	RUNX2	V$AML3_Q3,V$AML3_Q6,V$AML_Q4,V$AML_Q6,V$OSF2_Q6,V$PEBP_Q6,V$RUNX2_01,V$RUNX2_02,V$RUNX2_03,V$RUNX2_04,V$RUNX2_05,V$RUNX2_07,V$RUNX2_08	1.9104567307692308	1.4730283254651484	2.216460392085483	0.8754000000000001	5.523771934038382E-4
ENSG00000125285	SRY (sex determining region Y)-box 21	SOX21	V$SOX_Q6	0.03125	0.006768953068592058	4.616666666666667	0.9458	0.049088068318956096
ENSG00000125398	SRY (sex determining region Y)-box 9	SOX9	V$SOX9_09,V$SOX9_Q4,V$SOX_Q6	1.4583333333333333	1.2199157641395908	2.668553046145267	0.9234666666666667	0.02072607949391581
ENSG00000125740	FBJ murine osteosarcoma viral oncogene homolog B	FOSB	V$AP1_01	0.078125	0.0315884476534296	2.473214285714286	0.9752	0.027319182041949813
ENSG00000125798	forkhead box A2	FOXA2	V$HNF3B_04	0.125	0.06092057761732852	2.051851851851852	0.9565	0.019974635484684453
ENSG00000125813	paired box 1	PAX1	V$PAX_Q6	0.171875	0.10604693140794223	1.620744680851064	0.8702	0.04462827818353325
ENSG00000125846	zinc finger protein 133	ZNF133	V$ZNF133_02	0.1328125	0.07671480144404332	1.7312500000000002	0.9004	0.04876942975206078
ENSG00000125952	MYC associated factor X	MAX	V$EBOX_Q6_01,V$ERFMAX_01,V$FLI1MAX_01,V$GCM1MAX_03,V$GCM2MAX_01,V$MAX_07,V$MAX_13,V$MAX_14,V$MAX_16,V$MAX_17,V$MAX_19,V$MAX_20,V$MAX_Q6,V$MYBL1MAX_02,V$MYCMAX_B,V$TEAD4MAX_02,V$TFAP2CMAX_02	2.6309742647058822	2.3133892546188153	1.5084183855727427	0.8165882352941177	0.04916036997447789
ENSG00000126368	nuclear receptor subfamily 1, group D, member 1	NR1D1	V$REVERBALPHA_02,V$REVERBALPHA_04,V$REVERBALPHA_05	1.4166666666666667	1.1755415162454874	3.106953370465581	0.7829333333333333	0.017419786015801807
ENSG00000127152	B-cell CLL/lymphoma 11B (zinc finger protein)	BCL11B	V$CTIP2_01,V$CTIP2_03,V$CTIP2_04	0.6432291666666666	0.5212093862815884	4.051921363783609	0.799	0.013544022495918129
ENSG00000127989	mitochondrial transcription termination factor	MTERF	V$MTERF_01	0.046875	0.011281588447653429	4.155	0.9198	0.020386536712130483
ENSG00000128709	homeobox D9	HOXD9	V$HOXD9_06,V$HOXD9_09,V$HOXD9_11	0.07291666666666667	0.023315282791817087	3.347083333333334	0.9711666666666666	0.01271520028678732
ENSG00000128710	homeobox D10	HOXD10	V$HOXD10_04,V$HOXD10_06	0.12890625	0.06092057761732852	2.3029197936210135	0.96425	0.014733152419461819
ENSG00000129152	myogenic differentiation 1	MYOD1	V$E2A_Q2,V$E2A_Q6,V$EBOX_Q6_01,V$MYOD1_04,V$MYOD1_06,V$MYOD1_07,V$MYOD1_08,V$MYOD1_09,V$MYOD1_10,V$MYOD1_11,V$MYOD1_12,V$MYOD1_13,V$MYOD_01,V$MYOD_Q6,V$MYOD_Q6_01,V$MYOD_Q6_02	1.4638671875	1.1494528429602888	4.03925770751657	0.924525	0.0020224912691711593
ENSG00000129194	SRY (sex determining region Y)-box 15	SOX15	V$GCM2SOX15_01,V$SOX15_Q3,V$SOX_Q6	1.03125	0.8859807460890493	2.410460337627306	0.8820333333333332	0.043671899916143266
ENSG00000129351	interleukin enhancer binding factor 3, 90kDa	ILF3	V$NFAT1_Q5,V$NFAT_Q3,V$NFAT_Q4_01,V$NFAT_Q6	2.55078125	2.271547833935018	1.5597520988903288	0.976375	0.021976382718337042
ENSG00000129514	forkhead box A1	FOXA1	V$FOXA1_02,V$HNF3A_01	0.22265625	0.13425090252707583	1.9462894736842105	0.9486	0.015244958596987842
ENSG00000129535	neural retina leucine zipper	NRL	V$NRL_01,V$NRL_05	0.30859375	0.18727436823104693	1.623046875	0.91925	0.023704948557988385
ENSG00000130522	jun D proto-oncogene	JUND	V$AP1_01	0.078125	0.0315884476534296	2.473214285714286	0.9752	0.027319182041949813
ENSG00000130700	GATA binding protein 5	GATA5	V$GATA5_08,V$GATA5_12	0.0625	0.018050541516245487	4.946428571428571	0.8995500000000001	0.015912651285131564
ENSG00000130726	tripartite motif containing 28	TRIM28	V$RNF96_01	0.25	0.1601985559566787	1.56056338028169	0.9757	0.026428574123384337
ENSG00000130856	zinc finger protein 236	ZNF236	V$ZNF236_01,V$ZNF236_05	1.37890625	0.9826263537906137	1.5366198304769	0.7137	2.1280762153690763E-4
ENSG00000131115	zinc finger protein 227	ZNF227	V$ZNF227_02,V$ZNF227_03	0.3359375	0.22450361010830325	2.387603021978022	0.8768499999999999	0.01720501104312032
ENSG00000131196	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 1	NFATC1	V$NFAT2_Q4,V$NFAT2_Q5,V$NFAT2_Q5_01,V$NFATC1_02,V$NFATC1_03,V$NFATC1_05,V$NFATC1_06,V$NFATC1_07,V$NFATC1_08,V$NFATC1_09,V$NFAT_Q3,V$NFAT_Q4_01,V$NFAT_Q6	2.5336538461538463	2.244862538183838	1.800162883534651	0.8763153846153844	0.01684703887606797
ENSG00000131264	caudal type homeobox 4	CDX4	V$CDX4_04,V$CDX4_05	0.0625	0.019178700361010832	3.24609375	0.9762	0.021069147140521875
ENSG00000131759	retinoic acid receptor, alpha	RARA	V$NR1B1RXRA_01,V$NR1B1RXRG_01,V$NR1B1_Q6,V$RARA_06,V$RARA_13,V$RARA_14,V$RARA_16,V$RARA_17,V$RXRRAR_01,V$T3R_Q6	4.68984375	4.118682310469314	5.7597373939651195	0.7961199999999999	0.01123817849537224
ENSG00000132005	regulatory factor X, 1 (influences HLA class II expression)	RFX1	V$MIF1_01,V$RFX1_07,V$RFX1_08	0.265625	0.1421480144404332	2.2908459595959596	0.8031666666666667	0.02141020663018385
ENSG00000132010	zinc finger protein 20	ZNF20	V$ZNF20_03	0.0390625	0.006768953068592058	5.770833333333333	0.9089	0.017099017917665934
ENSG00000133794	aryl hydrocarbon receptor nuclear translocator-like	ARNTL	V$ARNTLBHLHA15_01,V$ARNTLIKE_Q6,V$BMAL1_02,V$BMAL1_Q6	6.822265625	6.272563176895307	1.54960284555675	0.847625	0.016705031615541984
ENSG00000134317	grainyhead-like 1 (Drosophila)	GRHL1	V$GRHL1_03,V$GRHL1_04	0.0703125	0.027075812274368227	2.705987394957983	0.96	0.03370111655297351
ENSG00000134323	v-myc myelocytomatosis viral related oncogene, neuroblastoma derived (avian)	MYCN	V$EBOX_Q6_01,V$MYCN_02,V$MYCN_04,V$NMYC_03,V$NMYC_Q3	1.7671875	1.5803249097472925	3.5319435374159776	0.93338	0.02900439804176193
ENSG00000134532	SRY (sex determining region Y)-box 5	SOX5	V$SOX_Q6	0.03125	0.006768953068592058	4.616666666666667	0.9458	0.049088068318956096
ENSG00000134595	SRY (sex determining region Y)-box 3	SOX3	V$SOX_Q6	0.03125	0.006768953068592058	4.616666666666667	0.9458	0.049088068318956096
ENSG00000135374	E74-like factor 5 (ets domain transcription factor)	ELF5	V$ELF5_01,V$ELF5_03,V$ELF5_06,V$ELF5_08,V$ELF5_09,V$ELF5_10	11.8203125	10.818667268351383	2.062793227235901	0.8450166666666666	0.018405915070890407
ENSG00000135457	transcription factor CP2	TFCP2	V$CP2_01,V$CP2_02,V$CP2_Q4,V$LBP1_Q6,V$TFCP2_02,V$TFCP2_03,V$TFCP2_04,V$TFCP2_05,V$TFCP2_06,V$TFCP2_07	2.22734375	1.9011732851985559	1.776692888656887	0.8341800000000001	0.017962107624526873
ENSG00000135903	paired box 3	PAX3	V$PAX_Q6	0.171875	0.10604693140794223	1.620744680851064	0.8702	0.04462827818353325
ENSG00000136367	zinc finger homeobox 2	ZFHX2	V$ZFHX2_01	0.59375	0.35875451263537905	1.6550314465408806	0.9163	2.9682573885238966E-4
ENSG00000136944	LIM homeobox transcription factor 1, beta	LMX1B	V$LMX1B_09	0.25	0.15342960288808663	1.6294117647058826	0.9265	0.017319585000123053
ENSG00000137265	interferon regulatory factor 4	IRF4	V$IRF4_07,V$IRF4_09,V$IRF4_10,V$IRF4_12	4.056640625	3.3709386281588447	1.535243479996606	0.836125	0.01953690607231559
ENSG00000138380	amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 8	ALS2CR8	V$CARF_01	0.203125	0.11958483754512635	1.6985849056603775	0.856	0.020900487086941436
ENSG00000138795	lymphoid enhancer-binding factor 1	LEF1	V$LEF1TCF1_Q4,V$LEF1_05,V$LEF1_06,V$LEF1_07,V$LEF1_08,V$LEF1_13,V$LEF1_Q2_01,V$LEF1_Q3,V$LEF1_Q4,V$LEF1_Q5,V$LEF1_Q5_01	1.6051136363636365	1.3525598949786675	1.6836014306286737	0.8959727272727271	0.017030186035849514
ENSG00000139352	achaete-scute complex homolog 1 (Drosophila)	ASCL1	V$ASCL1_01,V$ASCL1_02,V$ASCL1_03,V$E2A_Q6,V$EBOX_Q6_01,V$MASH1_02,V$MASH1_Q6,V$MASH1_Q6_01,V$MASH1_Q6_02	2.454861111111111	1.9710188527878063	2.164111592295742	0.8965111111111111	0.002025501579843837
ENSG00000139651	zinc finger protein 740	ZNF740	V$ZNF740_01,V$ZNF740_02,V$ZNF740_03,V$ZNF740_04,V$ZNF740_05,V$ZNF740_06	9.419270833333334	6.340252707581228	1.5084658778429711	0.7543166666666666	1.3120089532676105E-5
ENSG00000140265	zinc finger and SCAN domain containing 29	ZSCAN29	V$ZNF690_01,V$ZNF690_02,V$ZNF690_03,V$ZNF690_05	1.037109375	0.7581227436823104	3.5948877754637425	0.8170000000000001	0.031842951147759514
ENSG00000140548	zinc finger protein 710	ZNF710	V$ZNF710_02	0.0390625	0.009025270758122744	4.328125	0.8231	0.03143584732797493
ENSG00000141040	zinc finger protein 287	ZNF287	V$ZNF287_01,V$ZNF287_03,V$ZNF287_04	0.6979166666666666	0.5648315282791817	5.450233730214397	0.8076666666666666	0.021028961000727073
ENSG00000141448	GATA binding protein 6	GATA6	V$GATA6_12,V$GATA6_13	0.05078125	0.010153429602888087	8.87265625	0.9443	0.008087287930872183
ENSG00000141646	SMAD family member 4	SMAD4	V$SMAD4_06,V$SMAD4_Q6,V$TCF4_Q5_02	1.1197916666666667	0.918321299638989	2.1229959018741393	0.9110999999999999	0.010762399138791961
ENSG00000141946	zinc finger, imprinted 3	ZIM3	V$ZIM3_03,V$ZIM3_04,V$ZIM3_05	0.2916666666666667	0.19028279181708785	1.5325473137973138	0.854	0.022321454164791255
ENSG00000141956	PR domain containing 15	PRDM15	V$PRDM15_01,V$PRDM15_04	1.28515625	1.1055956678700363	1.5256640625000002	0.83405	0.043664124627789055
ENSG00000142025	DMRT-like family C2	DMRTC2	V$DMRT7_04	0.1484375	0.0812274368231047	1.8274305555555554	0.9267	0.0269460572125427
ENSG00000142065	ZFP14 zinc finger protein	ZFP14	V$ZFP14_01,V$ZFP14_02,V$ZFP14_03,V$ZFP14_04	1.49609375	1.1941561371841154	3.3345434535218024	0.875475	0.016751124537030697
ENSG00000142611	PR domain containing 16	PRDM16	V$PRDM16_01,V$PRDM16_02	2.703125	2.425541516245487	2.1108805108002833	0.8233	0.018830681681722104
