Gene_ID,Transcript_ID,Gene_Symbol,Description,MCF10A_1_FPKM,MCF10A_2_FPKM,MCF10A_3_FPKM,MCF10A_4_FPKM,MDA_MB.231_1_FPKM,MDA_MB.231_2_FPKM,MDA_MB.231_3_FPKM,MDA_MB.231_4_FPKM,MDA_MB.231.MCF10A.fc,MDA_MB.231.MCF10A.baseMean,MDA_MB.231.MCF10A.lfcSE,MDA_MB.231.MCF10A.stat,MDA_MB.231.MCF10A.raw.pval,MDA_MB.231.MCF10A.bh.pval,MCF10A.mean,MDA_MB.231.mean,N_MCF10A_1,N_MCF10A_2,N_MCF10A_3,N_MCF10A_4,N_MDA_MB.231_1,N_MDA_MB.231_2,N_MDA_MB.231_3,N_MDA_MB.231_4,MCF10A_1_Read_Count,MCF10A_2_Read_Count,MCF10A_3_Read_Count,MCF10A_4_Read_Count,MDA_MB.231_1_Read_Count,MDA_MB.231_2_Read_Count,MDA_MB.231_3_Read_Count,MDA_MB.231_4_Read_Count,sd_mcf10a,zscore,abs_zscore
8613,NM_003713,PLPP3,phospholipid phosphatase 3,21.951775,19.332846,23.33357,19.600506,2.843242,2.874951,3.12996,2.558512,-8.59366356,561.054943,0.118198005,-26.25487043,6.29E-152,8.63E-149,9.972809643,6.873178351,9.43124013,9.44608521,9.49164383,9.45482156,7.70988211,7.6961869,7.76891684,7.62309225,810,1154,1112,917,102,97,148,140,0.025711311,-120.5551609,120.5551609
55733,"NM_001122834,NM_001170564,NM_001170580,NM_001170587,NM_001170588,NM_018194",HHAT,hedgehog acyltransferase,3.854681,3.237745,3.523839,3.111312,0.364955,0.230035,0.376054,0.359988,-11.34067292,97.0829215,0.231575751,-15.12867528,1.05E-51,9.05E-50,7.480805994,3.957811328,6.92507712,6.8773669,6.85490607,6.86831686,5.18173274,4.98253423,5.17306084,5.12706369,155,206,185,161,15,9,20,22,0.03053442,-115.3778141,115.3778141
1953,NM_001409,MEGF6,multiple EGF like domains 6,16.845869,13.536594,15.668096,12.869977,0.313816,0.089242,0.267284,0.080234,-89.03127202,797.882971,0.38829341,-16.67872823,1.87E-62,2.54E-60,10.62376095,4.161709172,9.85911483,9.77968124,9.78499593,9.72243566,6.74855441,6.41307293,6.67388136,6.35829129,1398,1817,1679,1354,26,7,29,10,0.056053242,-115.2841745,115.2841745
56999,"NM_001318781,NM_182920",ADAMTS9,ADAM metallopeptidase with thrombospondin type 1 motif 9,0.024052,0.050826,0.065189,0.027879,5.490829,5.770568,5.994056,5.665062,108.5721497,261.3941959,0.356033704,18.99401713,1.91E-80,4.82E-78,2.193206307,9.017407479,5.07701216,5.1714779,5.20060191,5.09548532,8.15546382,8.17185699,8.24686697,8.15958777,2,7,7,3,434,429,624,681,0.059309947,115.0599777,115.0599777
2286,"NM_001135208,NM_004470,NM_057092",FKBP2,FK506 binding protein 2,50.975828,44.86477,50.826637,45.047207,135.948559,70.14967,126.463616,77.366602,1.868261794,680.2072432,0.254552072,3.542287523,0.000396673,0.001153966,8.889482615,9.791442126,9.06772685,9.08667472,9.07589822,9.07364187,9.87674701,9.26859244,9.79132624,9.35298658,388,558,506,432,1027,502,1233,894,0.00791549,113.9486648,113.9486648
64866,"NM_022842,NM_178181",CDCP1,CUB domain containing protein 1,22.717221,19.366404,21.597357,18.707611,86.482712,48.931824,88.441946,48.573371,2.789415015,3189.293728,0.271381229,5.453444966,4.94E-08,2.94E-07,10.71700304,12.19702414,11.01987327,11.05236974,11.03323679,11.03599605,12.17475204,11.56529786,12.16961956,11.56954134,1364,1997,1791,1539,5340,2671,6998,4325,0.013342692,110.923722,110.923722
2034,NM_001430,EPAS1,endothelial PAS domain protein 1,10.295724,9.555847,10.305864,9.190448,89.783089,35.921646,88.131065,36.039097,5.463811156,2374.782869,0.358329597,6.837022788,8.09E-12,7.82E-11,9.521131467,11.97111407,10.06552271,10.11368288,10.066751,10.08330226,11.8876898,10.98855196,11.86855101,10.99442915,593,891,767,672,5010,1886,6475,3059,0.022428685,109.234342,109.234342
51566,"NM_016607,NM_177947,NM_177948",ARMCX3,"armadillo repeat containing, X-linked 3",0.100499,0.062415,0.120343,0.122539,14.520687,9.562648,16.827745,9.804722,104.9502347,268.2467423,0.427636269,15.69923337,1.53E-55,1.55E-53,2.355679363,9.053586904,5.18034432,5.07747977,5.17523372,5.22871125,8.36644029,7.9087622,8.51923548,7.93953116,4,4,6,6,530,329,807,545,0.063399024,105.6468553,105.6468553
6611,"NM_001258423,NM_004595",SMS,spermine synthase,45.415218,40.818741,46.567909,41.509991,101.963165,212.014193,104.833466,207.493788,3.05119791,2345.624229,0.276340484,5.823887032,5.75E-09,3.92E-08,10.17742691,11.78677707,10.50789489,10.53446337,10.52677352,10.54428819,11.11375339,11.75398464,11.13730963,11.73652177,932,1355,1233,1080,2026,3951,2742,6251,0.015408828,104.4433877,104.4433877
147372,NM_133459,CCBE1,collagen and calcium binding EGF domains 1,55.996529,47.970619,57.475277,47.86824,13.358387,17.208197,13.602128,17.580172,-3.959536538,2957.208188,0.120355297,-16.49558951,3.95E-61,4.88E-59,12.20523278,10.21947258,11.85291673,11.84115611,11.87815738,11.83484206,10.59425775,10.75593292,10.60583783,10.77408353,3909,5419,5181,4237,904,1095,1211,1808,0.019120832,-103.8532337,103.8532337
5954,NM_002901,RCN1,reticulocalbin 1,60.551758,52.358261,58.852539,53.572796,212.664368,142.395493,210.678284,144.560791,2.705916883,3792.397948,0.191679968,7.492267119,6.77E-14,8.19E-13,10.9990508,12.43518657,11.31986154,11.31705724,11.29814199,11.33155935,12.34493516,11.94725758,12.33533614,11.96350547,1699,2377,2132,1906,5780,3641,7538,5975,0.013848163,103.7058659,103.7058659
401233,NR_033884,HTATSF1P2,HIV-1 Tat specific factor 1 pseudogene 2,0.08809,0.081924,0.111847,0.053825,3.77209,4.352457,3.208957,4.474382,37.38632854,115.8757977,0.350017791,14.92620957,2.23E-50,1.81E-48,2.5821158,7.818667956,4.69559189,4.6530178,4.72704223,4.60616318,7.04182079,7.14860182,6.88488791,7.18239342,5,7,8,4,189,205,211,340,0.05250864,99.72743788,99.72743788
2192,"NM_001996,NM_006485,NM_006486,NM_006487",FBLN1,fibulin 1,758.616999,577.46019,741.134641,567.808102,1.737311,1.867949,1.842448,1.687303,-412.5731213,12350.43737,0.149167797,-58.24652626,0,0,14.58877514,5.903071482,13.73149935,13.57825665,13.70149731,13.55336632,9.73703171,9.71477583,9.73276639,9.70995695,22119,26896,27753,20680,56,46,73,74,0.088442732,-98.20709318,98.20709318
57568,NM_020808,SIPA1L2,signal induced proliferation associated 1 like 2,9.163872,8.44975,9.180276,8.186415,2.230953,0.837276,2.390452,0.928176,-6.330425645,483.2132722,0.368305897,-7.228509045,4.88E-13,5.43E-12,9.704845238,7.043103914,9.20927633,9.26809805,9.21197691,9.23239831,7.94815334,7.31350491,7.99525787,7.35607372,675,1007,873,764,160,57,225,101,0.027146211,-98.05203873,98.05203873
92241,"NM_001322923,NM_001322924,NM_052862,NR_136519",RCSD1,RCSD domain containing 1,0.047621,0.029424,0.075772,0.025719,14.387299,6.773246,12.195466,6.365503,112.7358836,200.383097,0.543144633,12.550622,3.94E-36,1.96E-34,1.809902142,8.633939758,4.82891166,4.72404735,4.87825009,4.74437492,8.23746314,7.43208315,7.93725755,7.24385734,3,3,6,2,530,235,523,311,0.072279274,94.41209447,94.41209447
139065,"NM_001184749,NM_001184750,NM_173078",SLITRK4,SLIT and NTRK like family member 4,1.300995,1.014564,1.199733,1.015579,0.080361,0.033356,0.04094,0.062325,-22.8842986,74.35488122,0.330894413,-13.64872294,2.05E-42,1.28E-40,7.15478059,2.635398793,6.51702735,6.41409129,6.44364003,6.41687699,4.56399738,4.30418054,4.35271342,4.40608367,127,159,151,126,8,3,6,9,0.047965938,-94.22064917,94.22064917
11004,"NM_001297655,NM_001297656,NM_001297657,NM_006845",KIF2C,kinesin family member 2C,6.573888,5.941727,6.994642,5.530813,25.579313,60.088553,25.14846,59.347068,5.842417527,873.6296085,0.328464713,7.752934669,8.98E-15,1.19E-13,7.996329857,10.54294444,8.60836708,8.6239128,8.62086631,8.56478266,9.63961976,10.40854093,9.61122585,10.39925773,212,305,279,220,796,1743,1016,2781,0.02730771,93.25624889,93.25624889
6814,NM_007269,STXBP3,syntaxin binding protein 3,25.36722,22.679369,25.272583,22.173063,11.005618,11.335148,11.66888,11.435016,-2.452342614,614.1315467,0.083023,-15.58797628,8.79E-55,8.62E-53,9.769245061,8.474199642,9.51767841,9.54530685,9.51503644,9.52097193,8.75796499,8.75610067,8.80164521,8.7640631,716,1036,921,794,301,292,420,476,0.013919034,-93.04132918,93.04132918
128239,NM_178229,IQGAP3,IQ motif containing GTPase activating protein 3,3.547985,3.000575,3.692296,3.081457,9.466724,18.237019,9.876074,17.536015,3.527601717,658.4459659,0.253362401,7.178206691,7.06E-13,7.74E-12,8.184293937,10.00282793,8.60364036,8.58301828,8.63149833,8.59997663,9.34030976,9.91181953,9.37702362,9.8782891,240,328,322,264,619,1122,850,1744,0.020096181,90.49151993,90.49151993
6288,"NM_000331,NM_001178006,NM_199161",SAA1,serum amyloid A1,5.598063,3.455873,3.944303,2.108521,1078.640854,391.734536,980.615005,385.095104,155.4044921,3039.303071,0.439980929,16.54590896,1.71E-61,2.14E-59,5.282551936,12.56025714,8.10365284,7.99959456,7.99934825,7.90457992,12.10334069,10.99005481,11.99777057,10.98637953,45,45,41,22,7996,2696,9558,4327,0.081315476,89.49963242,89.49963242
221395,"NM_001098518,NM_015234",ADGRF5,adhesion G protein-coupled receptor F5,0.099168,0.018494,0.046824,0.014304,19.747433,14.242323,20.371161,18.195962,342.3039153,654.8294559,0.430716308,19.54681962,4.39E-85,1.21E-82,2.011357511,10.35052741,6.00588643,5.78942995,5.85823092,5.83216395,9.54905844,9.17274129,9.58236981,9.42936822,7,2,4,2,1241,842,1686,1734,0.094018754,88.6968777,88.6968777
22925,"NM_001007267,NM_001195641,NM_007366",PLA2R1,phospholipase A2 receptor 1,79.230019,58.679113,84.293931,60.764173,0.140829,0.202818,0.245029,0.06294,-470.4737382,2694.558741,0.296790382,-29.91326849,1.32E-196,2.33E-193,12.39269111,3.551493699,11.49835237,11.35214537,11.56559015,11.37732323,7.57878887,7.61645239,7.63422871,7.4987274,4646,5682,6383,4581,9,12,20,6,0.100905273,-87.61878451,87.61878451
100287177,"NR_130728,NR_130729",EML2-AS1,EML2 antisense RNA 1,0.131546,0.106504,0.215992,0.19314,3.171991,2.229661,3.619298,2.847036,11.93870271,19.51870064,0.527746042,6.778969214,1.21E-11,1.15E-10,1.58920875,5.171069024,3.2544441,3.23094327,3.32085235,3.30286244,4.6054481,4.2036071,4.63454884,4.38654566,2,3,4,3,37,21,50,43,0.041719627,85.85552102,85.85552102
3383,NM_000201,ICAM1,intercellular adhesion molecule 1,1.585355,1.176321,1.836822,1.278466,102.47625,25.273458,100.659012,26.130512,37.51558599,1322.722792,0.506307629,10.3285392,5.24E-25,1.43E-23,6.102020415,11.33134019,7.65122162,7.56868455,7.71353966,7.61077074,11.03722969,9.58870341,11.01765483,9.6237532,58,69,86,59,3593,834,4647,1394,0.061676495,84.78626657,84.78626657
135250,"NM_001243325,NM_001243327,NM_001243328,NM_139165",RAET1E,retinoic acid early transcript 1E,10.356818,7.154758,9.535517,8.878522,1.103518,1.033425,1.0496,1.748911,-6.889735144,118.5297029,0.184631992,-15.0810729,2.16E-51,1.84E-49,7.695082034,4.898712164,7.22303452,7.15838465,7.17356732,7.22110436,5.73274725,5.68188962,5.6856442,5.77810216,177,231,216,195,26,23,32,45,0.032982799,-84.78267197,84.78267197
51230,NM_016436,PHF20,PHD finger protein 20,18.231846,15.987023,18.575287,15.956354,12.893313,12.948844,12.892542,13.899096,-1.523873762,1209.271448,0.06786854,-8.954714385,3.41E-19,6.52E-18,10.51252068,9.903528592,10.38591741,10.39493369,10.4024219,10.38938537,10.03096832,10.00665808,10.02951548,10.06727088,1198,1699,1575,1329,821,775,1080,1345,0.007202583,-84.55189618,84.55189618
440515,"NM_001099269,NM_001145404",ZNF506,zinc finger protein 506,0.239155,0.202036,0.26918,0.167432,3.686527,4.274292,4.475567,4.494193,16.14707237,92.55332367,0.272972968,14.70182462,6.27E-49,4.88E-47,3.427032569,7.445850204,4.87230078,4.85662614,4.89733802,4.78501699,6.67922547,6.78578364,6.86175863,6.8399239,9,13,13,8,133,145,212,246,0.048211651,83.35781051,83.35781051
6284,"NM_001024210,NM_001024211,NM_001024212,NM_001024213,NM_005979",S100A13,S100 calcium binding protein A13,231.801659,225.20234,242.507131,252.562293,50.412843,32.281552,51.271058,33.63365,-7.075178446,1291.299826,0.191304177,-14.75538371,2.84E-49,2.24E-47,11.14373458,8.322147541,10.6313394,10.70860974,10.64609103,10.67406784,9.16550939,8.90881981,9.1672103,8.85972916,1806,2746,2366,2086,332,220,439,329,0.034032423,-82.90879174,82.90879174
83742,NM_031484,MARVELD1,MARVEL domain containing 1,33.584965,30.026093,33.312485,28.356438,10.006289,9.664786,8.936434,9.944814,-3.797731206,924.607483,0.084290905,-22.83921147,1.87E-115,1.16E-112,10.51522775,8.591312679,10.17170264,10.19959738,10.16457929,10.14188054,9.08847523,9.03841029,9.00508228,9.06067055,1213,1754,1553,1298,350,318,412,529,0.023788915,-80.87443511,80.87443511
9397,"NM_001308295,NM_004808",NMT2,N-myristoyltransferase 2,6.056167,5.176062,6.012394,5.171365,15.072616,15.848169,16.201454,16.349973,2.451917673,685.1312095,0.084150617,15.37612663,2.37E-53,2.15E-51,8.634037824,9.926259528,8.94613929,8.9160474,8.93749042,8.91355049,9.65300019,9.65894605,9.72081263,9.69680955,336,454,429,356,810,793,1150,1332,0.016024753,80.63910157,80.63910157
123879,NM_173475,DCUN1D3,defective in cullin neddylation 1 domain containing 3,7.920428,6.952381,8.131527,6.956683,4.924676,4.655802,5.324044,4.786729,-1.772418936,518.7657766,0.097766676,-8.445818926,3.02E-17,4.95E-16,9.373800442,8.547286144,9.20090611,9.21162574,9.22550199,9.20842909,8.742441,8.67220567,8.80361935,8.69481532,542,770,719,604,327,291,465,483,0.010290432,-80.31871979,80.31871979
6464,"NM_001130040,NM_001130041,NM_001202859,NM_003029,NM_183001",SHC1,SHC adaptor protein 1,311.800476,280.100924,309.104579,278.308694,124.453517,70.228237,124.42861,72.383271,-3.504329064,8898.554816,0.247865388,-7.298874059,2.90E-13,3.31E-12,13.75717168,11.94807704,13.43076384,13.44123841,13.39208375,13.43826975,12.55026297,12.1101596,12.555828,12.11190504,11510,16340,14250,12821,4359,2354,5784,3804,0.022767566,-79.45929006,79.45929006
85359,NM_033257,DGCR6L,DiGeorge syndrome critical region gene 6 like,12.427488,10.497985,12.483556,10.758923,5.415314,8.129346,6.620144,8.216346,-1.889288968,155.0567378,0.163958588,-5.598019553,2.17E-08,1.36E-07,7.665695351,6.742314744,7.47996801,7.45792283,7.48427087,7.47681048,6.7815541,7.05079713,6.91828221,7.06034847,169,231,219,186,72,101,115,165,0.011622874,-79.44511611,79.44511611
