ID	Gene description	Gene symbol	Site model ID	Yes density per 1000bp	No density per 1000bp	Yes-No ratio	Model cutoff	P-value
ENSG00000010030	ets variant 7	ETV7	V$ELK1ETV7_01,V$ERFETV7_01,V$ETS_Q4,V$ETS_Q6,V$ETV2ETV7_01,V$ETV5ETV7_01,V$ETV7_01,V$ETV7_02,V$FLI1ETV7_01,V$FOXO1ETV7_01,V$GCM1ETV7_01,V$HOXB2ETV7_01,V$RFX3ETV7_01,V$TEAD4ETV7_01,V$TFAP2CETV7_01	5.616161616161617	4.807708420611648	1.6731358581076088	0.7603466666666666	0.010284093236671319
ENSG00000010539	zinc finger protein 200	ZNF200	V$ZNF200_01,V$ZNF200_02	4.557575757575758	4.082530372852954	2.7248654670094257	0.8263	0.0155882025216223
ENSG00000012504	nuclear receptor subfamily 1, group H, member 4	NR1H4	V$FXRRXRA_02,V$FXRRXR_Q5,V$FXR_01,V$FXR_02,V$FXR_Q2,V$NR1H4_02	0.8929292929292929	0.694735372154727	3.596606979878372	0.9042499999999999	0.03187351165049862
ENSG00000016082	ISL LIM homeobox 1	ISL1	V$ISL1_01,V$ISL1_Q3,V$ISL1_Q6	2.7353535353535356	2.320904901550063	1.2495688259040247	0.9375666666666667	0.01679388777678588
ENSG00000018869	zinc finger protein 582	ZNF582	V$ZNF582_02,V$ZNF582_04	1.1151515151515152	0.8378718056137411	1.5366787559072428	0.7456	0.01107804379656184
ENSG00000019549	snail homolog 2 (Drosophila)	SNAI2	V$SLUG_02,V$SLUG_Q6_01,V$SNAI2_01	2.77979797979798	2.3558162267839684	1.179155403760437	0.8588333333333334	0.04281959744158776
ENSG00000020256	ZFP64 zinc finger protein	ZFP64	V$ZFP64_04,V$ZFP64_05,V$ZFP64_06,V$ZFP64_07	4.457575757575757	4.012358609132803	3.0296393925986185	0.7307999999999999	0.009432104908108753
ENSG00000020633	runt-related transcription factor 3	RUNX3	V$RUNX3_01,V$RUNX3_02	10.909090909090908	9.897360703812318	1.4881213091426537	0.7314	0.005332351473720607
ENSG00000025434	nuclear receptor subfamily 1, group H, member 3	NR1H3	V$LXRA_02	3.7333333333333334	3.121072475911186	1.1961700223713645	0.7373	0.004917515285117626
ENSG00000028277	POU class 2 homeobox 2	POU2F2	V$OCT2_04,V$POU2F2_03,V$POU2F2_06	2.4202020202020202	2.0444072056975284	1.404605100621872	0.8815666666666666	0.04339925730655128
ENSG00000030419	IKAROS family zinc finger 2 (Helios)	IKZF2	V$HELIOSA_01,V$HELIOSA_02,V$HELIOS_01,V$HELIOS_02	4.972727272727273	4.140134059488898	1.7390363960089146	0.857575	0.011499105228594875
ENSG00000037965	homeobox C8	HOXC8	V$HOXC8_01	0.787878787878788	0.34352744030163385	2.29349593495935	0.854	8.68989395989041E-7
ENSG00000043039	BARX homeobox 2	BARX2	V$BARX2_01	0.9333333333333333	0.49434436531210724	1.8880225988700565	0.8912	1.6786118885774236E-5
ENSG00000043355	Zic family member 2	ZIC2	V$GLI_Q3,V$ZIC2_01	4.866666666666667	3.774612484289904	1.3351084266783806	0.86895	0.0013023925563326291
ENSG00000049768	forkhead box P3	FOXP3	V$FOXP3_01	0.14545454545454545	0.06284038542103058	2.3146666666666667	0.9891	0.026562083704756462
ENSG00000052850	ALX homeobox 4	ALX4	V$ALX4_02,V$ALX4_05,V$TEAD4ALX4_01	2.884848484848485	2.313922636503282	1.5354037074977496	0.7776666666666666	0.012940816286232344
ENSG00000054598	forkhead box C1	FOXC1	V$FOXC1_04	0.4727272727272727	0.25136154168412234	1.8806666666666665	0.9184	0.001918153305117675
ENSG00000057657	PR domain containing 1, with ZNF domain	PRDM1	V$BLIMP1_08,V$BLIMP1_10,V$BLIMP1_Q4,V$BLIMP1_Q6,V$PRDM1_02,V$PRDM1_03,V$PRDM1_05,V$PRDM1_07	2.8742424242424245	2.487431922915794	1.6735645688172747	0.8336875	0.030580381476683544
ENSG00000062370	zinc finger protein 112	ZNF112	V$ZNF228_02,V$ZNF228_03	1.3575757575757574	1.0263929618768328	1.3183712582960854	0.7757499999999999	0.014585399580721343
ENSG00000063515	goosecoid homeobox 2	GSC2	V$ETV2GSC2_01,V$POU2F1GSC2_01	4.654545454545455	3.8625890238793463	1.2627339181286552	0.7248	0.0031344357847236447
ENSG00000063587	zinc finger protein 275	ZNF275	V$ZNF275_02	0.03636363636363636	0.0041893590280687055	8.68	0.9201	0.05472226870207252
ENSG00000064195	distal-less homeobox 3	DLX3	V$DLX3_01,V$DLX3_04,V$DLX3_Q3,V$DLX3_Q6,V$ETV2DLX3_03,V$GCM2DLX3_01,V$TEAD4DLX3_01,V$TFAP2CDLX3_03	4.053030303030304	3.4719312945119394	1.6015634478480718	0.8601749999999999	0.008924525016005488
ENSG00000064218	doublesex and mab-3 related transcription factor 3	DMRT3	V$DMRT3_01	0.09696969696969697	0.04608294930875576	2.104242424242424	0.8853	0.08862426062236756
ENSG00000064703	DEAD (Asp-Glu-Ala-Asp) box polypeptide 20	DDX20	V$GEMIN3_01	38.54545454545454	32.59321323837453	1.1826221079691515	0.7764	1.8569003793116906E-15
ENSG00000064835	POU class 1 homeobox 1	POU1F1	V$PIT1_01,V$PIT1_Q6_01,V$POU1F1_03,V$POU1F1_Q6	1.906060606060606	1.3447842480100545	1.4353001003409434	0.8522000000000001	0.018844112204726635
ENSG00000064995	TAF11 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 28kDa	TAF11	V$TATA_C	0.7636363636363637	0.6032677000418936	1.2658333333333334	0.9	0.07067267967089039
ENSG00000065029	zinc finger protein 76	ZNF76	V$ZNF76_01,V$ZNF76_03,V$ZNF76_04	7.442424242424242	6.469766792347438	1.3296250605835465	0.7077333333333332	0.0052104073548004315
ENSG00000065970	forkhead box J2	FOXJ2	V$FOXJ2_04	0.30303030303030304	0.18014243820695433	1.682170542635659	0.9712	0.028600397905829078
ENSG00000065978	Y box binding protein 1	YBX1	V$YB1_Q3,V$YB1_Q4	7.030303030303029	6.263091746962715	1.1299415509055741	0.8512500000000001	0.012982435814427356
ENSG00000066136	nuclear transcription factor Y, gamma	NFYC	V$ALPHACP1_01,V$NFYC_01,V$NFYC_Q5,V$NFY_01,V$NFY_C,V$NFY_Q3,V$NFY_Q6,V$NFY_Q6_01	1.763636363636364	1.4526602429828237	1.5154629992910782	0.846025	0.021466550769109242
ENSG00000066336	spleen focus forming virus (SFFV) proviral integration oncogene spi1	SPI1	V$ETS_Q6,V$PU1_Q4,V$SPI1_01,V$SPI1_03,V$SPI1_08,V$SPI1_11,V$SPI1_13	9.620779220779221	8.539110658926328	1.1731647764681206	0.7913857142857144	0.01535254063598088
ENSG00000066422	zinc finger and BTB domain containing 11	ZBTB11	V$ZBTB11_01,V$ZBTB11_02,V$ZBTB11_03	3.539393939393939	2.5876274263371037	1.3444552476638039	0.7290333333333333	0.005950987751700255
ENSG00000067082	Kruppel-like factor 6	KLF6	V$CPBP_02,V$CPBP_03,V$KLF_Q3	12.23838383838384	9.20681469068566	1.3600702805313805	0.8988333333333333	2.9673439209330797E-6
ENSG00000067646	zinc finger protein, Y-linked	ZFY	V$ZFY_01,V$ZFY_02	0.10303030303030303	0.04189359028068705	2.464102564102564	0.82545	0.057841754649338065
ENSG00000069011	paired-like homeodomain 1	PITX1	V$CUX1PITX1_01,V$ETV2PITX1_01,V$GCM1PITX1_02,V$MGAPITX1_01,V$TEAD4PITX1_01	1.675151515151515	1.3414327607875998	1.4945895862510152	0.7742800000000001	0.015326883956597292
ENSG00000069399	B-cell CLL/lymphoma 3	BCL3	V$BCL3_03	2.533333333333333	1.8181818181818181	1.3933333333333333	0.8625	6.640019119808188E-5
ENSG00000069667	RAR-related orphan receptor A	RORA	V$RORA1_01,V$RORA_06	0.32727272727272727	0.19689987431922917	1.9512233918128656	0.8210999999999999	0.02241501297048349
ENSG00000070476	ZXD family zinc finger C	ZXDC	V$ZXDL_01,V$ZXDL_02	2.381818181818182	2.002513615416841	1.4226153846153846	0.8486	0.04300495811628892
ENSG00000071564	transcription factor 3	TCF3	V$E12_Q6,V$E2A_03,V$E2A_04,V$E2A_Q2,V$E2A_Q6,V$E2A_Q6_01,V$E2A_Q6_02,V$E47_01,V$E47_02,V$ETV2TCF3_01,V$ETV5TCF3_01,V$FLI1TCF3_01,V$MATH1_Q2,V$MYOD_Q6_01,V$TEAD4TCF3_01	2.889696969696969	2.410557184750733	1.3034776151504375	0.8634133333333333	0.014640863224537507
ENSG00000071794	helicase-like transcription factor	HLTF	V$RUSH1A_02	1.103030303030303	0.9090909090909091	1.2133333333333334	0.9926	0.07024848100942385
ENSG00000072310	sterol regulatory element binding transcription factor 1	SREBF1	V$SREBF1_02	1.6242424242424243	1.3950565563468789	1.1642842842842844	0.7177	0.07680613691801977
ENSG00000072736	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3	NFATC3	V$NFAT4_Q5,V$NFATC3_01,V$NFAT_Q3,V$NFAT_Q4_01,V$NFAT_Q6	5.992727272727273	5.037285295349812	1.2166869761786345	0.9148200000000001	0.0015204330581914407
ENSG00000073282	tumor protein p63	TP63	V$P63_01,V$P63_03,V$TP63_01,V$TP63_02	4.639393939393939	3.9578969417679093	1.5238154406412305	0.74555	0.005453361065256772
ENSG00000073861	T-box 21	TBX21	V$E2F3TBX21_01,V$FOXJ3TBX21_01,V$GCM2TBX21_02,V$HOXB13TBX21_01,V$HOXB2TBX21_01,V$HOXD12TBX21_01,V$MYBL1TBX21_01,V$TBX21_02,V$TEAD4TBX21_01	0.6734006734006734	0.5194805194805194	2.3144794546165333	0.8023888888888888	0.04395094322642337
ENSG00000074047	GLI family zinc finger 2	GLI2	V$GLI2_05,V$GLI2_Q3,V$GLI_Q3	5.878787878787879	4.916911045943304	1.205497732506238	0.7933	0.011972914252352689
ENSG00000074219	TEA domain family member 2	TEAD2	V$TEAD2_01	4.024242424242424	3.414327607875995	1.1786339468302658	0.7695	0.0068173732437729765
ENSG00000075407	zinc finger protein 37A	ZNF37A	V$ZNF37A_01,V$ZNF37A_03	8.587878787878788	7.398408043569334	1.3299097805119822	0.83325	0.0011425610532643277
ENSG00000075426	FOS-like antigen 2	FOSL2	V$AP1_Q4_01,V$FOSL2_02,V$FRA2_01,V$FRA2_03,V$FRA2_04,V$JUNBFRA2_01,V$JUNDFRA2_01,V$JUNFRA2_01	0.2015151515151515	0.09059488898198576	3.625162647537647	0.947875	0.00841542114355291
ENSG00000075891	paired box 2	PAX2	V$PAX2_Q2	2.2666666666666666	1.8558860494344365	1.221339352896915	0.8325	0.013093276555005938
ENSG00000077092	retinoic acid receptor, beta	RARB	V$T3R_Q6	2.715151515151515	2.3544197737746124	1.153214709371293	0.9335	0.039914548211267394
ENSG00000077150	nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100)	NFKB2	V$NFKB2_01,V$NFKB2_02,V$NFKB_Q6_01,V$RELBP52_01	1.666666666666667	1.2840385421030582	1.6171125436011649	0.8302500000000002	0.00917935244705169
ENSG00000078399	homeobox A9	HOXA9	V$HOXA913_Q4,V$HOXA9_01,V$HOXA9_04,V$HOXA9_05,V$HOXA9_Q5,V$HOXA9_Q5_01,V$MEIS1AHOXA9_01,V$MEIS1BHOXA9_02	2.2015151515151516	1.7605781315458735	1.307764659069703	0.830925	0.019784097794551203
ENSG00000078900	tumor protein p73	TP73	V$P73_01,V$P73_02,V$P73_Q6	6.258585858585859	5.453149001536098	1.1682425356826514	0.7828333333333335	0.00497994924033291
ENSG00000080298	regulatory factor X, 3 (influences HLA class II expression)	RFX3	V$RFX3ETV7_01,V$RFX3_06,V$RFX3_09	4.036363636363636	3.4059488898198578	1.353593859109248	0.7461666666666668	0.0016240540232945009
ENSG00000081059	transcription factor 7 (T-cell specific, HMG-box)	TCF7	V$ETS_Q6,V$LEF1TCF1_Q4,V$TCF1_08,V$TCF1_Q5_01,V$TCF7RELATED_Q4	2.5503030303030303	2.1407624633431084	1.8047531359235578	0.9371400000000001	0.0222152687091804
ENSG00000081386	zinc finger protein 510	ZNF510	V$ZNF510_01	0.6060606060606061	0.42312526183493926	1.4323432343234324	0.8583	0.025151587914390396
ENSG00000083812	zinc finger protein 324	ZNF324	V$ZNF324_01,V$ZNF324_02,V$ZNF324_03,V$ZNF324_04	5.433333333333333	4.444909928780897	1.2676339526934004	0.7416750000000001	0.0141521479322497
ENSG00000083814	zinc finger protein 671	ZNF671	V$ZNF671_02	0.06060606060606061	0.016757436112274822	3.6166666666666667	0.7497	0.05445713084621585
ENSG00000083817	zinc finger protein 416	ZNF416	V$FLJ20557_02	0.30303030303030304	0.1591956430666108	1.9035087719298247	0.8946	0.010344660059113622
ENSG00000083828	zinc finger protein 586	ZNF586	V$ZNF586_03,V$ZNF586_05	0.48484848484848486	0.32677000418935903	1.5551666666666666	0.84605	0.029656755672517653
ENSG00000083844	zinc finger protein 264	ZNF264	V$ZNF264_03	1.0424242424242425	0.8253037285295349	1.2630795262267345	0.684	0.04245262077118439
ENSG00000084093	RE1-silencing transcription factor	REST	V$NRSE_B,V$NRSF_01,V$NRSF_Q4,V$REST_01,V$REST_04,V$REST_05,V$REST_06,V$REST_10,V$REST_15,V$REST_17,V$REST_Q5	1.5415977961432503	1.2651864264767492	2.1238320648810984	0.7844818181818183	0.02914711894523485
ENSG00000085231	TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 32kDa	TAF9	V$TATA_C	0.7636363636363637	0.6032677000418936	1.2658333333333334	0.9	0.07067267967089039
ENSG00000085276	MDS1 and EVI1 complex locus	MECOM	V$EVI1_01,V$EVI1_02,V$EVI1_03,V$EVI1_04,V$EVI1_05,V$EVI1_10	1.0121212121212122	0.7491970395196201	1.490847003304123	0.778	0.023132052368557653
ENSG00000085644	zinc finger protein 213	ZNF213	V$ZNF213_02	8.957575757575757	7.3271889400921655	1.2225119115685152	0.7297	3.462306768427807E-6
ENSG00000087510	transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma)	TFAP2C	V$AP2GAMMA_01,V$AP2GAMMA_Q4,V$AP2GAMMA_Q5_01,V$AP2_Q3,V$AP2_Q4,V$AP2_Q6,V$AP2_Q6_01,V$TFAP2CDLX3_03,V$TFAP2CDRGX_01,V$TFAP2CE2F8_01,V$TFAP2CELK1_01,V$TFAP2CETV7_01,V$TFAP2CHES7_02,V$TFAP2CHOXB13_01,V$TFAP2CMAX_02,V$TFAP2CONECUT2_01,V$TFAP2C_01,V$TFAP2C_02,V$TFAP2C_03,V$TFAP2C_04,V$TFAP2C_05	9.837806637806638	8.386897280906496	1.2097871782086775	0.7872428571428571	0.005452014217939475
ENSG00000087903	regulatory factor X, 2 (influences HLA class II expression)	RFX2	V$RFX2_01,V$RFX2_05	0.39999999999999997	0.24717218265605362	1.69014742014742	0.78115	0.03159557090359963
ENSG00000088038	CCR4-NOT transcription complex, subunit 3	CNOT3	V$CNOT3_01	13.406060606060606	10.519480519480519	1.27440329218107	0.792	2.1545701684288227E-11
ENSG00000088876	zinc finger protein 343	ZNF343	V$ZNF343_02,V$ZNF343_03	0.8848484848484849	0.6137410976120654	1.4526303007062285	0.77765	0.007492210419562892
ENSG00000088881	early B-cell factor 4	EBF4	V$EBF4_02	0.23030303030303031	0.0795978215333054	2.8933333333333335	0.6798	0.001114001175485458
ENSG00000089116	LIM homeobox 5	LHX5	V$LHX5_01	5.345454545454546	3.556765814830331	1.5028975265017668	0.7454	7.422474733182059E-12
ENSG00000089225	T-box 5	TBX5	V$TBX5CSX_Q5,V$TBX5_Q2	0.08484848484848484	0.027230833682446585	3.455925925925926	0.9168000000000001	0.03460639018067924
ENSG00000090447	transcription factor AP-4 (activating enhancer binding protein 4)	TFAP4	V$AP4_01,V$AP4_03,V$AP4_Q5,V$AP4_Q6,V$AP4_Q6_01,V$AP4_Q6_02,V$TFAP4ETV1_01,V$TFAP4ETV4_01,V$TFAP4_02	1.4585858585858587	1.1432295303263045	1.5377177742327124	0.8935111111111111	0.011030688276076808
ENSG00000091010	POU class 4 homeobox 3	POU4F3	V$BRN3C_01,V$POU4F3_02	2.272727272727273	1.3887725178047758	1.6793653846153846	0.7972	1.4014179459561997E-7
ENSG00000091831	estrogen receptor 1	ESR1	V$ESR1_03,V$ESR1_06	0.28484848484848485	0.09426057813154588	5.201111111111111	0.84485	7.262535953741987E-4
ENSG00000092607	T-box 15	TBX15	V$TBX15_05	0.7393939393939394	0.5111018014243821	1.4466666666666665	0.7831	0.012737492126799973
ENSG00000095564	BTAF1 RNA polymerase II, B-TFIID transcription factor-associated, 170kDa (Mot1 homolog, S. cerevisiae)	BTAF1	V$TATA_C	0.7636363636363637	0.6032677000418936	1.2658333333333334	0.9	0.07067267967089039
ENSG00000096401	cell division cycle 5-like	CDC5L	V$CDC5_01	0.03636363636363636	0.0041893590280687055	8.68	0.9295	0.05472226870207252
ENSG00000096654	zinc finger protein 184	ZNF184	V$ZNF184_02,V$ZNF184_03,V$ZNF184_06	1.7333333333333334	1.4313643345901415	1.96733193063125	0.8289666666666666	0.022263994962487293
ENSG00000099326	myeloid zinc finger 1	MZF1	V$MZF1_01,V$MZF1_02,V$MZF1_07,V$MZF1_Q5,V$MZF1_Q5_01	6.659393939393939	5.098449937159615	1.3517661703262998	0.90866	1.456360431090435E-6
ENSG00000100105	POZ (BTB) and AT hook containing zinc finger 1	PATZ1	V$MAZR_01,V$PATZ1_02,V$PATZ1_03	17.43030303030303	12.568077084206116	1.424845090921292	0.787	7.939947368304817E-14
ENSG00000100146	SRY (sex determining region Y)-box 10	SOX10	V$SOX10_07,V$SOX10_08,V$SOX10_Q6_01	0.5494949494949495	0.39379974863845835	1.5367427241663723	0.9748666666666667	0.043730774382488846
ENSG00000100393	E1A binding protein p300	EP300	V$EP300_06	0.1818181818181818	0.0837871805613741	2.17	0.9009	0.020131052109076727
ENSG00000100625	SIX homeobox 4	SIX4	V$SIX4_Q3	1.1151515151515152	0.867197318810222	1.2859259259259261	0.8551	0.02747348951046676
ENSG00000100644	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	HIF1A	V$HIF1AARNT_01,V$HIF1A_02	0.5575757575757576	0.4084625052366988	1.3693132547650224	0.94235	0.05221566499276481
ENSG00000100968	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 4	NFATC4	V$NFAT3_Q3,V$NFAT3_Q3_01,V$NFAT_Q3,V$NFAT_Q4_01,V$NFAT_Q6	4.191515151515151	3.43108504398827	1.241541264872919	0.9387400000000001	0.0014015918760539481
ENSG00000100987	visual system homeobox 1	VSX1	V$VSX1_01,V$VSX1_03,V$VSX1_04	4.585858585858586	3.893310990085183	1.7231688172826907	0.8597000000000001	0.0056778007074268335
ENSG00000101057	v-myb myeloblastosis viral oncogene homolog (avian)-like 2	MYBL2	V$MYBL2_03,V$MYBL2_04	1.212121212121212	1.0159195643066612	2.0325817675713287	0.78735	0.04838074102342979
ENSG00000101076	hepatocyte nuclear factor 4, alpha	HNF4A	V$COUP_01,V$HNF4ALPHA_Q6,V$HNF4A_06,V$HNF4A_08,V$HNF4A_10	0.2496969696969697	0.15416841223292838	2.400273055905843	0.86446	0.04171638166094237
ENSG00000101096	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2	NFATC2	V$NFAT1_Q5,V$NFATC2_01,V$NFAT_Q3,V$NFAT_Q4_01,V$NFAT_Q6	4.552727272727273	3.7586929199832424	1.2274709753186703	0.90374	0.0013832768874097454
ENSG00000101115	sal-like 4 (Drosophila)	SALL4	V$DRRS_06	19.66060606060606	16.162547130289067	1.2164299291515466	0.8373	3.593419940533994E-11
ENSG00000101191	death inducer-obliterator 1	DIDO1	V$DATF1_01	24.593939393939394	20.284876413908673	1.2124273716095277	0.7925	3.6546925595859956E-13
ENSG00000101216	glucocorticoid modulatory element binding protein 2	GMEB2	V$GMEB2_03	0.2545454545454546	0.14243820695433598	1.787058823529412	0.7675	0.02801182357528701
ENSG00000101412	E2F transcription factor 1	E2F1	V$E2F1DP1_01,V$E2F1EOMES_02,V$E2F1_09,V$E2F1_11,V$E2F1_Q3_01,V$E2F1_Q4_01,V$E2F1_Q4_02,V$E2F_01	10.683333333333335	9.712505236698785	1.1998780627842798	0.7972125	0.014985396107954544
ENSG00000101493	zinc finger protein 516	ZNF516	V$ZNF516_01	0.8363636363636364	0.5823209049015501	1.4362589928057554	0.8793	0.00963361098199665
ENSG00000102034	E74-like factor 4 (ets domain transcription factor)	ELF4	V$ETS_Q6	11.030303030303031	9.681608713866778	1.1393047742679938	0.8782	5.122555725351421E-4
ENSG00000102145	GATA binding protein 1 (globin transcription factor 1)	GATA1	V$GATA1_04,V$GATA1_10	0.07272727272727272	0.027230833682446588	2.6866666666666665	0.9887	0.075509286721211
ENSG00000102349	Kruppel-like factor 8	KLF8	V$KLF8_01,V$KLF8_Q5,V$KLF8_Q5_01,V$KLF_Q3	11.124242424242423	8.95789694176791	1.2659522075266656	0.8601749999999999	1.8274729125258526E-4
ENSG00000102554	Kruppel-like factor 5 (intestinal)	KLF5	V$BTEB2_02,V$BTEB2_Q3,V$BTEB2_Q3_01,V$KLF5_01,V$KLF_Q3	21.044848484848483	16.368663594470046	1.2945036268611152	0.82302	5.3909200502924476E-11
ENSG00000102870	zinc finger protein 629	ZNF629	V$ZNF629_02	1.490909090909091	1.2442396313364055	1.1982491582491583	0.798	0.052687692191677946
ENSG00000102908	nuclear factor of activated T-cells 5, tonicity-responsive	NFAT5	V$NFAT5_02,V$NFAT5_Q5_01,V$NFAT5_Q5_02,V$NFAT5_Q5_03,V$NFAT_Q3	2.4242424242424243	1.9237536656891496	1.8859048852151645	0.8631800000000001	0.0037567363958350684
ENSG00000102974	CCCTC-binding factor (zinc finger protein)	CTCF	V$CTCF_01,V$CTCF_02,V$CTCF_03,V$CTCF_04,V$CTCF_06,V$CTCF_07,V$CTCF_10,V$CTCF_15,V$CTCF_17,V$CTCF_19,V$CTCF_20,V$CTCF_21,V$CTCF_23,V$CTCF_Q3_01	7.423376623376623	6.258004668142918	1.2446354185277475	0.7657857142857144	0.011306684142814426
ENSG00000103241	forkhead box F1	FOXF1	V$FKHL5_Q3	2.5818181818181816	2.0276497695852536	1.2733057851239669	0.8843	0.0021512176533347014
ENSG00000103343	zinc finger protein 174	ZNF174	V$ZNF174_01	1.7575757575757576	1.5123586091328027	1.1621421975992612	0.7445	0.07080630690485745
ENSG00000103449	sal-like 1 (Drosophila)	SALL1	V$SALL1_02,V$SALL1_03	1.2121212121212122	0.9928780896522832	1.3350075572607836	0.8572	0.05382634814467496
ENSG00000103495	MYC-associated zinc finger protein (purine-binding transcription factor)	MAZ	V$MAZ_02,V$MAZ_03,V$MAZ_04,V$MAZ_Q5,V$MAZ_Q6,V$MAZ_Q6_01	20.743434343434345	15.240888144113953	1.3933965190080195	0.7822833333333334	6.864469090007962E-8
ENSG00000104064	GA binding protein transcription factor, beta subunit 1	GABPB1	V$ETS_Q6,V$GABPBETA_01,V$GABPBETA_Q3,V$GABP_B,V$GADP_01	9.364848484848485	8.194386258902387	1.1449005220531152	0.80616	0.00118597671206501
ENSG00000104856	v-rel reticuloendotheliosis viral oncogene homolog B	RELB	V$RELBP50_Q3,V$RELBP52_01,V$RELB_01	1.7454545454545454	1.3168551878229298	1.3901927258545428	0.8385666666666666	0.005791304336435123
ENSG00000104903	lymphoblastic leukemia derived sequence 1	LYL1	V$LYL1_01	2.872727272727273	2.530372852953498	1.1352980132450334	0.8529	0.053977704965413445
ENSG00000105136	zinc finger protein 419	ZNF419	V$ZNF419_01,V$ZNF419_02,V$ZNF419_04	1.7979797979797982	1.4746543778801842	1.6018306878306878	0.7351333333333333	0.018146455254044343
ENSG00000105261	ovo-like 3 (Drosophila)	OVOL3	V$OVOL3_01	1.915151515151515	1.2777545035609552	1.4988415300546447	0.7071	3.331462980354378E-5
ENSG00000105392	cone-rod homeobox	CRX	V$CRX_Q6	2.690909090909091	2.13657310431504	1.2594509803921567	0.8923	0.002642365873071314
ENSG00000105497	zinc finger protein 175	ZNF175	V$ZNF175_01,V$ZNF175_03	0.11515151515151514	0.05655634687892752	2.367272727272727	0.82845	0.07148523137267729
ENSG00000105516	D site of albumin promoter (albumin D-box) binding protein	DBP	V$DBP_Q6	0.19393939393939394	0.0795978215333054	2.436491228070176	1.0	0.008154762273016992
