ID	Gene description	Gene symbol	Site model ID	Yes density per 1000bp	No density per 1000bp	Yes-No ratio	Model cutoff	P-value	Gene symbol ID	MDA_MB-231_MCF10A.fc	MDA_MB-231_MCF10A.baseMean	MDA_MB-231_MCF10A.lfcSE	MDA_MB-231_MCF10A.stat	MDA_MB-231_MCF10A.raw.pval	MDA_MB-231_MCF10A.bh.pval
ENSG00000186020	zinc finger protein 529	ZNF529	V$ZNF529_01	0.04576582873594781	0.016118633139909737	2.839312014778202	0.8796	0.03850365785229788	ZNF529	-1.15185348229459	147.232926985293	0.246100652349193	-0.828755280661757	0.407242897705111	0.499303959625547
ENSG00000186026	zinc finger protein 284	ZNF284	V$ZNF284_01,V$ZNF284_03	0.5949557735673217	0.4206963249516441	1.6225398812471772	0.86625	0.0142879768888955	ZNF284	1.06188370044307	83.8630913799494	0.329932464084225	0.262556060625701	0.792892770608068	0.84727470860255
ENSG00000187187	zinc finger protein 546	ZNF546	V$ZNF546_01,V$ZNF546_03	1.2564800252960218	0.9429400386847195	3.230941258195885	0.7038	1.1804985770160327E-4	ZNF546	-1.2880691511069	54.0656267078985	0.356316797723695	-1.02495882932367	0.30538261427107	0.394006077623128
ENSG00000187801	ZFP69 zinc finger protein B	ZFP69B	V$ZNF643_02	0.054086888506120145	0.01934235976789168	2.7962921357664117	0.8808	0.026099789115481494	ZFP69B	-1.70821442771626	46.1516620382129	0.568619754660817	-1.35853367342893	0.174294405137725	0.247148786351038
ENSG00000189190	zinc finger protein 600	ZNF600	V$ZNF600_02,V$ZNF600_03	0.8175441224194314	0.6270148291424886	1.8000243835593162	0.7565500000000001	0.011493866310796384	ZNF600	1.24316095761761	117.800580384082	0.203676029668665	1.54172830835231	0.123139629849014	0.183920469872409
ENSG00000196391	zinc finger protein 774	ZNF774	V$ZNF774_02,V$ZNF774_03,V$ZNF774_04	4.727748792752911	3.806146572104019	1.5666608397202662	0.8090666666666667	0.04028825440805886	ZNF774	-1.18092105220808	15.2841435245497	0.372420025257883	-0.644198763737144	0.519446552476495	0.607455007652351
ENSG00000196417	zinc finger protein 765	ZNF765	V$ZNF765_02	0.2579528528753422	0.1450676982591876	1.7781549991540258	0.8987	0.002060177444705562	ZNF765	1.25578547935523	186.994884193644	0.152730817737794	2.15143243852953	0.0314420831117105	0.0566278333593561
ENSG00000196466	zinc finger protein 799	ZNF799	V$ZNF799_01,V$ZNF799_02	0.9465205488571025	0.6318504190844617	1.6252190358715746	0.78245	0.01989017888216401	ZNF799	1.07270907496454	28.8726420347334	0.292316883667708	0.346401003107237	0.729041371353895	0.795768720123454
ENSG00000197050	zinc finger protein 420	ZNF420	V$APAK_02	0.058247418391206306	0.025789813023855575	2.2585436481190246	0.8955	0.04751084902603223	ZNF420	-1.01139481031997	81.4106052207898	0.309465637502643	-0.0528209883212854	0.957874538580726	0.973116868420764
ENSG00000197566	zinc finger protein 624	ZNF624	V$ZNF624_03,V$ZNF624_04	0.2600331178178853	0.18052869116698905	1.5952835546949693	0.8122	0.0336884589367025	ZNF624	-2.98723028906049	74.2367466112492	0.207562619280381	-7.60642001170457	2.81792494525097E-14	3.53097998971356E-13
ENSG00000197779	zinc finger protein 81	ZNF81	V$ZNF81_02,V$ZNF81_03	0.45349775747439197	0.3481624758220503	1.8536506691845214	0.7900499999999999	0.01375454143306307	ZNF81	-1.29794726820118	111.101051510653	0.17078233866065	-2.20298992858999	0.0275954585042893	0.0504725225492961
ENSG00000197935	zinc finger protein 311	ZNF311	V$ZNF311_01,V$ZNF311_02	0.4139727235660734	0.3207607994842037	3.526210641334489	0.8543	0.01478990318709333	ZNF311	2.59878964034455	35.8302496398706	0.263276058685819	5.23344152945465	1.66382654936323E-7	9.17294824515067E-7
ENSG00000198039	zinc finger protein 273	ZNF273	V$ZNF273_01,V$ZNF273_03	3.1973672166887175	2.8433268858800775	2.7105455285367768	0.8137000000000001	0.00832603160886767	ZNF273	1.38431818640979	53.7227051931347	0.431911898737856	1.08627612906227	0.277356844776854	0.363696011167272
ENSG00000204920	zinc finger protein 155	ZNF155	V$ZNF155_01,V$ZNF155_02	0.7696980287409405	0.6560283687943262	1.995929759823166	0.83575	0.03307147803036978	ZNF155	-1.01071434512472	97.7222971783266	0.270976989155851	-0.056740281665075	0.954752085557298	0.972622197976618
ENSG00000234444	zinc finger protein 736	ZNF736	V$ZNF736_01	0.19554490459904975	0.07092198581560284	2.7571831548466013	0.838	3.579056019889954E-5	ZNF736	1.61091622230851	115.089029333029	0.205121776158339	3.35352725457884	7.97885554891564E-4	0.00217181670647395
