ID	Transpath ID	FDR	Hit names	Hits	Master molecule name	Maximal radius	Ranks sum	Reachable total	Reached from set	Score	Z-Score	Average Intensity	Description	Ensembl ID	Gene_Symbol	Genes: Entrez ID	MCF10A.mean	MCF10A_1_FPKM	MCF10A_1_Read_Count	MCF10A_2_FPKM	MCF10A_2_Read_Count	MCF10A_3_FPKM	MCF10A_3_Read_Count	MCF10A_4_FPKM	MCF10A_4_Read_Count	MDA_MB.231.MCF10A.baseMean	MDA_MB.231.MCF10A.bh.pval	MDA_MB.231.MCF10A.fc	MDA_MB.231.MCF10A.lfcSE	MDA_MB.231.MCF10A.raw.pval	MDA_MB.231.MCF10A.stat	MDA_MB.231.mean	MDA_MB.231_1_FPKM	MDA_MB.231_1_Read_Count	MDA_MB.231_2_FPKM	MDA_MB.231_2_Read_Count	MDA_MB.231_3_FPKM	MDA_MB.231_3_Read_Count	MDA_MB.231_4_FPKM	MDA_MB.231_4_Read_Count	N_MCF10A_1	N_MCF10A_2	N_MCF10A_3	N_MCF10A_4	N_MDA_MB.231_1	N_MDA_MB.231_2	N_MDA_MB.231_3	N_MDA_MB.231_4	Transcript_ID	UniProt ID	abs_zscore	sd_mcf10a	zscore
ENSG00000079387	MO000093578	0.029	["Erm-isoform1(h)","JunB(h)","Rad21(h)","Rad21-p32(h)","Rad21-p65(h)","Smad3(h)","Smad3-isoform1(h)","c-Jun(h)","foxm1(h)","foxm1-isoform1(h)","foxm1-isoform2(h)","hdac2(h)","hdac2-isoform1(h)"]	["MO000007830","MO000019469","MO000019780","MO000023577","MO000026496","MO000028099","MO000042938","MO000042939","MO000042940","MO000057832","MO000058322","MO000058921","MO000058923","MO000088314","MO000100895","MO000102071"]	senp1-isoform1(h)	8.753805	131	73457	16	0.39826804	1.7451775	NaN	SUMO1/sentrin specific peptidase 1	ENSG00000079387	SENP1	29843	8.978856301	6.774676	389	6.623841	591	7.24491	536	6.744414	490	520.9514584	0.725373742	1.065590887	0.201120947	0.648595588	0.455714091	9.069723415	6.173561	344	10.024104	524	7.022144	514	10.704332	903	8.93376389	8.99948762	8.98825056	9.04334488	8.80267324	9.17603543	8.90340249	9.23415404	NM_001267594,NM_001267595,NR_051991,NR_051992		2.015890887	0.045075413	2.015890887
ENSG00000080823	MO000215353	0.033	["Erm-isoform1(h)","JunB(h)","Rad21(h)","Rad21-p32(h)","Rad21-p65(h)","Smad3(h)","Smad3-isoform1(h)","c-Jun(h)","foxm1(h)","foxm1-isoform1(h)","foxm1-isoform2(h)","hdac2(h)"]	["MO000007830","MO000019469","MO000019780","MO000026496","MO000028099","MO000042938","MO000042939","MO000042940","MO000057832","MO000058322","MO000058921","MO000058923","MO000088314","MO000100895","MO000102071"]	MOK(h)	9.576234	170	80360	15	0.40789717	1.5558008	NaN	MOK protein kinase	ENSG00000080823	MOK	5891	7.564466484	8.849473	153	9.214722	240	8.390354	189	8.589833	172	169.2174328	0.247552797	-1.267633086	0.252056463	0.174659469	-1.357383247	7.220555149	5.010703	88	9.458906	155	5.838567	130	8.338456	262	7.46283512	7.55636637	7.426958	7.47722641	7.00178594	7.46385689	7.08453186	7.50423577	NM_001272011,NM_001330234,NM_014226,NR_073540,NR_073541,NR_073542,NR_073543		6.298300136	0.054603834	-6.298300136
ENSG00000085276	MO000033253	0.02	["JunB(h)","Rad21(h)","Rad21-p32(h)","Rad21-p65(h)","Smad3(h)","Smad3-isoform1(h)","c-Jun(h)","foxm1(h)","hdac2(h)"]	["MO000007830","MO000019469","MO000019780","MO000042938","MO000042939","MO000042940","MO000057832","MO000058322","MO000058921","MO000058923","MO000088314","MO000102071"]	Evi-1(h)	9.018995	97	68294	12	0.38843435	1.9320529	NaN	MDS1 and EVI1 complex locus	ENSG00000085276	MECOM	2122	8.030063879	3.02403	193	2.962482	306	3.345747	277	3.761476	264	345.1481895	0.022858843	1.641179615	0.2816113	0.011148384	2.538013002	8.744516683	3.87354	239	8.080437	471	4.30192	351	8.996904	762	8.0844835	8.17994528	8.16782528	8.25428769	8.22252259	8.83047136	8.31102188	8.83483479	NM_001105077,NM_001105078,NM_001163999,NM_001164000,NM_001205194,NM_004991,NM_005241		10.27292443	0.069547168	10.27292443
ENSG00000085511	MO000084676	0.009	["Erm-isoform1(h)","JunB(h)","Rad21(h)","Rad21-p32(h)","Rad21-p65(h)","Smad3(h)","Smad3-isoform1(h)","c-Jun(h)","foxm1(h)","foxm1-isoform1(h)","hdac2(h)","hdac2-isoform1(h)"]	["MO000007830","MO000019469","MO000019780","MO000023577","MO000028099","MO000042938","MO000042939","MO000042940","MO000057832","MO000058322","MO000058921","MO000058923","MO000088314","MO000100895","MO000102071"]	MEKK4-isoform1(h)	9.926975	116	66317	15	0.36773995	1.8987012	NaN	mitogen-activated protein kinase kinase kinase 4	ENSG00000085511	MAP3K4	4216	9.390163296	7.906643	498	8.627855	875	8.275643	645	8.277151	661	568.3108994	0.007409863	-1.440426995	0.178351506	0.003157063	-2.952016232	8.863022949	5.268783	321	7.579727	437	5.894004	474	7.969292	740	9.18761036	9.38340584	9.19082241	9.34690869	8.79551142	9.06722282	8.88518021	9.10875854	NM_001291958,NM_001301072,NM_005922,NM_006724,NR_120425		5.134074804	0.102674847	-5.134074804
ENSG00000088832	MO000021148	0.03	["JunB(h)","Rad21(h)","Rad21-p32(h)","Rad21-p65(h)","Smad3(h)","Smad3-isoform1(h)","c-Jun(h)","foxm1(h)","hdac2(h)"]	["MO000007830","MO000019469","MO000019780","MO000042938","MO000042939","MO000042940","MO000057832","MO000058322","MO000058921","MO000058923","MO000088314","MO000102071"]	FKBP12(h)	9.873724	203	42723	12	0.24639666	1.7354808	14321.920159889218	FK506 binding protein 1A	ENSG00000088832	FKBP1A	2280	12.53778046	231.082087	4135	268.330995	7713	238.2346	5434	286.30333	6439	6217.534861	0.506226634	1.091220223	0.154282555	0.414323247	0.816309317	12.66372566	320.421297	5598	315.76695	5070	334.644349	7612	344.855556	8996	12.41620797	12.65596545	12.43107242	12.70708104	12.63793029	12.57674028	12.66516776	12.65961569	NM_000801,NM_001199786,NM_054014	P62942	0.837031238	0.150466547	0.837031238
ENSG00000091436	MO000036570,MO000036572,MO000036573	0.025	["Erm-isoform1(h)","JunB(h)","Rad21(h)","Rad21-p32(h)","Rad21-p65(h)","Smad3(h)","Smad3-isoform1(h)","c-Jun(h)","foxm1(h)","foxm1-isoform1(h)","foxm1-isoform2(h)","hdac2(h)","hdac2-isoform1(h)"]	["MO000007830","MO000019469","MO000019780","MO000023577","MO000026496","MO000028099","MO000042938","MO000042939","MO000042940","MO000057832","MO000058322","MO000058921","MO000058923","MO000088314","MO000100895","MO000102071"]	MLTK(h),MLTK-isoform1(h),MLTK-isoform2(h)	9.949958	160	67379	16	0.34250328	1.9374131	9.310650597944544		ENSG00000091436			NaN	NaN	0	NaN	0	NaN	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0	NaN	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN		Q9NYL2,Q9NYL2-2	NaN	NaN	NaN
ENSG00000095015	MO000009086	0.045	["Erm-isoform1(h)","JunB(h)","Rad21(h)","Rad21-p32(h)","Rad21-p65(h)","Smad3(h)","Smad3-isoform1(h)","c-Jun(h)","foxm1(h)","foxm1-isoform1(h)","foxm1-isoform2(h)","hdac2(h)","hdac2-isoform1(h)"]	["MO000007830","MO000019469","MO000019780","MO000023577","MO000026496","MO000028099","MO000042938","MO000042939","MO000042940","MO000057832","MO000058322","MO000058921","MO000058923","MO000088314","MO000100895","MO000102071"]	MEKK1(h)	9.683699	149	85138	16	0.44963402	1.5814372	NaN	mitogen-activated protein kinase kinase kinase 1	ENSG00000095015	MAP3K1	4214	7.795526563	2.320359	195	1.851877	251	2.248168	244	1.783137	190	372.0011644	2.47E-12	2.349789047	0.167942675	2.15E-13	7.338999726	9.027439811	5.884309	478	4.912644	375	6.752607	722	4.872352	602	8.12289827	8.05549424	8.09850452	8.02675085	8.84428136	8.65323259	8.96911616	8.65034542	NM_005921		28.63666724	0.043018737	28.63666724
ENSG00000100348	MO000058368	0.028	["JunB(h)","Rad21(h)","Rad21-p32(h)","Rad21-p65(h)","Smad3(h)","Smad3-isoform1(h)","c-Jun(h)","foxm1(h)","hdac2(h)","hdac2-isoform1(h)"]	["MO000007830","MO000019469","MO000019780","MO000023577","MO000042938","MO000042939","MO000042940","MO000057832","MO000058322","MO000058921","MO000058923","MO000088314"]	Trx2(h)	9.8989315	243	35554	12	0.25588447	1.5424248	50.27005934320085	thioredoxin 2	ENSG00000100348	TXN2	25828	9.69856545	49.115608	732	35.839775	864	52.115582	1003	36.464241	689	773.2498402	0.197287486	-1.160148285	0.14292263	0.133749897	-1.499477131	9.482968985	37.841095	547	45.50433	618	40.245014	765	49.942837	1096	9.70695538	9.5588157	9.75892556	9.56984307	9.42862473	9.55244377	9.47719047	9.63374692	NM_012473	Q99757	2.161702606	0.099734563	-2.161702606
ENSG00000100401	MO000035098	0.042	["Erm-isoform1(h)","JunB(h)","Rad21(h)","Rad21-p32(h)","Rad21-p65(h)","Smad3(h)","Smad3-isoform1(h)","c-Jun(h)","foxm1(h)","foxm1-isoform1(h)","foxm1-isoform2(h)","hdac2(h)"]	["MO000007830","MO000019469","MO000019780","MO000026496","MO000028099","MO000042938","MO000042939","MO000042940","MO000057832","MO000058322","MO000058921","MO000058923","MO000088314","MO000100895","MO000102071"]	RanGAP1(h)	9.715818	221	50140	15	0.31123048	1.5589883	910.3063846185297	Ran GTPase activating protein 1	ENSG00000100401	RANGAP1	5905	10.07766611	16.415833	713	21.969391	1545	16.435022	922	20.987435	1156	1327.174875	0.050378141	1.455676181	0.245787159	0.027531624	2.203896501	10.61995662	28.496347	1200	45.161862	1787	25.68741	1423	31.27395	2034	10.00796684	10.35803741	10.00936194	10.31498735	10.39822525	10.76750665	10.3084065	10.46595164	NM_001278651,NM_001317930,NM_002883	P46060	2.852686788	0.19009816	2.852686788
ENSG00000100906	MO000019315	0.014	["Erm-isoform1(h)","JunB(h)","Rad21(h)","Rad21-p32(h)","Rad21-p65(h)","Smad3(h)","Smad3-isoform1(h)","c-Jun(h)","foxm1(h)","foxm1-isoform1(h)","foxm1-isoform2(h)","hdac2(h)","hdac2-isoform1(h)"]	["MO000007830","MO000019469","MO000019780","MO000023577","MO000026496","MO000028099","MO000042938","MO000042939","MO000042940","MO000057832","MO000058322","MO000058921","MO000058923","MO000088314","MO000100895","MO000102071"]	IkappaB-alpha(h)	8.17054	38	83535	16	0.48991698	2.1034946	NaN	NFKB inhibitor alpha	ENSG00000100906	NFKBIA	4792	9.773041029	50.45565	882	28.170355	797	51.55426	1164	26.997648	599	1186.50106	0.00514843	1.712328323	0.25222045	0.002094376	3.076512436	10.54888129	88.776962	1503	67.520363	1075	90.509766	2017	61.818844	1592	10.09398643	9.73743005	10.11294115	9.70220348	10.52698189	10.2534076	10.54377633	10.18045918	NM_020529		3.493203544	0.22209993	3.493203544
ENSG00000102081	MO000166164	0.033	["Erm-isoform1(h)","JunB(h)","Rad21(h)","Rad21-p32(h)","Rad21-p65(h)","Smad3(h)","Smad3-isoform1(h)","c-Jun(h)","foxm1(h)","foxm1-isoform1(h)","foxm1-isoform2(h)","hdac2(h)"]	["MO000007830","MO000019469","MO000019780","MO000026496","MO000028099","MO000042938","MO000042939","MO000042940","MO000057832","MO000058322","MO000058921","MO000058923","MO000088314","MO000100895","MO000102071"]	FMRP(h)	9.073172	219	62253	15	0.30967194	1.5841292	60.151984676820774	fragile X mental retardation 1	ENSG00000102081	FMR1	2332	9.592324423	14.766084	723	9.933271	785	13.925499	881	10.452781	650	866.8648312	0.016452159	1.246935102	0.119436799	0.007682113	2.665731026	9.909594049	17.047098	811	18.284118	813	18.386753	1118	17.966978	1276	9.7627142	9.5487207	9.71412127	9.59019302	9.82721574	9.8534095	9.86640037	9.83065795	NM_001185075,NM_001185076,NM_001185081,NM_001185082,NM_002024,NR_033699,NR_033700	Q06787-5,Q06787-6,Q06787-8	3.142033506	0.100975889	3.142033506
ENSG00000105329	MO000021287	0.038	["Erm-isoform1(h)","JunB(h)","Rad21(h)","Rad21-p32(h)","Rad21-p65(h)","Smad3(h)","Smad3-isoform1(h)","c-Jun(h)","foxm1(h)","foxm1-isoform1(h)","foxm1-isoform2(h)","hdac2(h)"]	["MO000007830","MO000019469","MO000019780","MO000026496","MO000028099","MO000042938","MO000042939","MO000042940","MO000057832","MO000058322","MO000058921","MO000058923","MO000088314","MO000100895","MO000102071"]	TGFbeta1(h)	9.994612	169	78253	15	0.3827821	1.63349	11.54220153541095	transforming growth factor beta 1	ENSG00000105329	TGFB1	7040	11.69979577	92.633636	2831	77.753433	3846	92.54245	3653	74.131203	2874	2316.179726	7.6133E-4	-2.547683207	0.368313252	2.49135E-4	-3.663147848	10.35076747	56.551064	1675	22.826668	636	53.536835	2087	20.201981	910	11.45491031	11.42473528	11.45494041	11.37707817	10.95415746	10.22711734	10.90689243	10.14568543	NM_000660	P01137	36.69953164	0.036758733	-36.69953164
ENSG00000107643	MO000030998	0.001	["JunB(h)","Rad21(h)","Rad21-p32(h)","Rad21-p65(h)","Smad3(h)","Smad3-isoform1(h)","c-Jun(h)","foxm1(h)","foxm1-isoform1(h)","foxm1-isoform2(h)","hdac2(h)","hdac2-isoform1(h)"]	["MO000007830","MO000019469","MO000019780","MO000023577","MO000026496","MO000028099","MO000042938","MO000042939","MO000042940","MO000057832","MO000058322","MO000058921","MO000058923","MO000088314","MO000102071"]	JNK1alpha1(h)	9.85223	73	77573	15	0.58706933	1.7744898	24.878764667950193	mitogen-activated protein kinase 8	ENSG00000107643	MAPK8	5599	8.70993269	4.872414	330	3.475234	380	6.646133	580	4.355168	370	461.269615	0.372727283	1.203796346	0.250564544	0.285541379	1.067953741	8.976687019	6.211877	396	6.967811	425	4.773946	414	9.296207	919	8.71634634	8.55622329	8.97760584	8.72826151	8.83517727	8.91899786	8.64383427	9.177832	NM_001278547,NM_001278548,NM_001323302,NM_001323320,NM_001323321,NM_001323322,NM_001323323,NM_001323324,NM_001323325,NM_001323326,NM_001323327,NM_001323328,NM_001323329,NM_001323330,NM_001323331,NM_139046,NM_139049,NR_136583,NR_136584,NR_136585	P45983-3	1.53294663	0.174014101	1.53294663
ENSG00000108389	MO000215625,MO000215626	0.02	["JunB(h)","Rad21(h)","Smad3(h)","Smad3-isoform1(h)","c-Jun(h)"]	["MO000007830","MO000019469","MO000019780","MO000042938","MO000057832","MO000058322"]	MTMR4(h)	9.875743	140	7049	6	0.2003746	2.336908	NaN	myotubularin related protein 4	ENSG00000108389	MTMR4	9110	9.47283721	10.626641	691	6.393844	673	10.714227	900	6.459325	533	812.0937972	0.211217783	1.285791279	0.248816825	0.144971817	1.457523907	9.835443326	15.540743	979	10.150208	602	15.0003	1244	9.840501	943	9.67558213	9.37651767	9.68353796	9.38145767	9.94228844	9.54975083	9.91098785	9.52627515	NM_004687		2.089013853	0.17357765	2.089013853
